ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถเปลี่ยนลักษณะ,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งเลิกใช้ ม.79,รถแจ้งเลิกใช้ ม.89,รถเปลี่ยนสาระสำคัญ,ดำเนินการอื่นๆ
2566,กันยายน,กระบี่,รถโดยสาร ประจำทาง หมวด 1,12,12,0,0,0,0,0,0,0,0,0,0,0
2566,กันยายน,กระบี่,รถโดยสาร ประจำทาง หมวด 3,17,16,0,0,0,0,0,0,1,0,0,0,0
2566,กันยายน,กระบี่,รถโดยสาร ประจำทาง หมวด 4,67,66,2,3,0,0,0,0,3,0,0,3,1
2566,กันยายน,กระบี่,รถโดยสาร ไม่ประจำทาง ,232,226,11,8,0,1,2,1,9,2,0,1,8
2566,กันยายน,กระบี่,รถโดยสาร ส่วนบุคคล ,8,6,0,0,0,0,0,0,0,0,0,0,0
2566,กันยายน,กระบี่,รถบรรทุก ไม่ประจำทาง ,137,137,20,1,3,0,1,2,2,1,0,0,1
2566,กันยายน,กระบี่,รถบรรทุก ส่วนบุคคล ,498,488,22,6,3,0,11,20,28,11,2,5,10
2566,กันยายน,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 1,1107,1102,0,0,0,0,0,2,7,32,0,1,63
2566,กันยายน,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 2,665,664,10,16,0,1,9,2,18,19,12,6,33
2566,กันยายน,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 3,27,27,1,1,0,0,1,2,0,2,0,1,2
2566,กันยายน,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 4,524,522,0,1,0,0,0,1,19,11,3,1,32
2566,กันยายน,กรุงเทพมหานคร,รถโดยสาร ไม่ประจำทาง ,2380,2372,32,72,0,0,20,43,70,83,20,46,276
2566,กันยายน,กรุงเทพมหานคร,รถโดยสาร ส่วนบุคคล ,322,283,8,1,1,0,1,7,3,14,0,4,8
2566,กันยายน,กรุงเทพมหานคร,รถบรรทุก ไม่ประจำทาง ,15232,15148,405,338,33,19,213,376,464,445,81,150,1849
2566,กันยายน,กรุงเทพมหานคร,รถบรรทุก ส่วนบุคคล ,8841,8605,378,57,6,30,42,249,93,191,20,76,264
2566,กันยายน,กาญจนบุรี,รถโดยสาร ประจำทาง หมวด 1,17,17,0,0,0,0,0,0,0,0,0,0,1
2566,กันยายน,กาญจนบุรี,รถโดยสาร ประจำทาง หมวด 2,3,3,0,0,0,0,0,0,0,0,0,0,0
2566,กันยายน,กาญจนบุรี,รถโดยสาร ประจำทาง หมวด 3,22,22,0,0,0,0,0,0,0,3,0,0,1
2566,กันยายน,กาญจนบุรี,รถโดยสาร ประจำทาง หมวด 4,44,44,0,0,0,0,0,0,0,2,1,0,2
2566,กันยายน,กาญจนบุรี,รถโดยสาร ไม่ประจำทาง ,26,26,1,4,0,0,2,0,1,3,0,0,0
2566,กันยายน,กาญจนบุรี,รถโดยสาร ส่วนบุคคล ,18,7,0,0,1,0,1,0,0,1,0,1,2
2566,กันยายน,กาญจนบุรี,รถบรรทุก ไม่ประจำทาง ,645,645,22,11,14,0,19,15,34,10,9,4,20
2566,กันยายน,กาญจนบุรี,รถบรรทุก ส่วนบุคคล ,1442,1397,14,29,0,3,57,35,37,15,18,13,51
2566,กันยายน,กาฬสินธุ์,รถโดยสาร ประจำทาง หมวด 3,8,8,0,0,0,0,0,0,0,1,3,0,1
2566,กันยายน,กาฬสินธุ์,รถโดยสาร ประจำทาง หมวด 4,13,13,0,0,0,0,0,0,0,0,0,0,0
2566,กันยายน,กาฬสินธุ์,รถโดยสาร ไม่ประจำทาง ,10,10,0,0,0,0,0,0,0,1,0,0,0
2566,กันยายน,กาฬสินธุ์,รถโดยสาร ส่วนบุคคล ,22,11,0,1,0,0,1,0,2,0,0,0,0
2566,กันยายน,กาฬสินธุ์,รถบรรทุก ไม่ประจำทาง ,184,184,5,7,1,1,17,17,9,5,1,0,25
2566,กันยายน,กาฬสินธุ์,รถบรรทุก ส่วนบุคคล ,1295,1251,15,24,4,3,47,40,36,25,1,10,34
