ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถเปลี่ยนลักษณะ,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งเลิกใช้ ม.79,รถแจ้งเลิกใช้ ม.89,รถเปลี่ยนสาระสำคัญ,ดำเนินการอื่นๆ
2566,สิงหาคม,กระบี่,รถโดยสาร ประจำทาง หมวด 1,1,1,0,0,0,0,0,0,1,0,0,0,1
2566,สิงหาคม,กระบี่,รถโดยสาร ประจำทาง หมวด 3,1,1,0,1,0,0,1,0,0,2,0,0,0
2566,สิงหาคม,กระบี่,รถโดยสาร ประจำทาง หมวด 4,7,7,0,2,0,0,0,0,3,0,0,1,0
2566,สิงหาคม,กระบี่,รถโดยสาร ไม่ประจำทาง ,54,53,10,14,0,1,4,1,4,0,0,0,8
2566,สิงหาคม,กระบี่,รถโดยสาร ส่วนบุคคล ,1,0,0,0,0,0,0,0,0,0,0,0,0
2566,สิงหาคม,กระบี่,รถบรรทุก ไม่ประจำทาง ,11,11,3,2,0,0,2,2,4,3,0,0,6
2566,สิงหาคม,กระบี่,รถบรรทุก ส่วนบุคคล ,189,183,20,6,0,0,7,25,26,11,2,2,17
2566,สิงหาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 1,234,234,0,20,0,0,0,5,11,51,0,28,34
2566,สิงหาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 2,83,83,7,11,0,0,4,7,18,21,5,13,12
2566,สิงหาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 3,2,2,0,0,0,0,0,0,3,0,0,0,1
2566,สิงหาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 4,46,46,0,2,0,0,1,3,14,14,3,4,6
2566,สิงหาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง ระหว่างประเทศ,0,0,0,0,0,0,0,0,0,0,0,0,4
2566,สิงหาคม,กรุงเทพมหานคร,รถโดยสาร ไม่ประจำทาง ,495,493,45,52,0,1,16,22,61,74,24,26,66
2566,สิงหาคม,กรุงเทพมหานคร,รถโดยสาร ส่วนบุคคล ,94,58,5,1,0,0,0,11,1,7,0,0,8
2566,สิงหาคม,กรุงเทพมหานคร,รถบรรทุก ไม่ประจำทาง ,4731,4707,456,311,32,24,257,379,464,540,24,90,972
2566,สิงหาคม,กรุงเทพมหานคร,รถบรรทุก ส่วนบุคคล ,2391,2097,132,64,1,18,36,239,77,141,14,34,174
2566,สิงหาคม,กาญจนบุรี,รถโดยสาร ประจำทาง หมวด 1,3,3,0,1,0,0,0,0,0,1,0,0,1
2566,สิงหาคม,กาญจนบุรี,รถโดยสาร ประจำทาง หมวด 3,1,1,0,0,0,0,0,0,0,0,0,0,0
2566,สิงหาคม,กาญจนบุรี,รถโดยสาร ประจำทาง หมวด 4,12,12,0,1,0,0,0,0,1,2,0,0,3
2566,สิงหาคม,กาญจนบุรี,รถโดยสาร ไม่ประจำทาง ,2,2,0,1,0,0,0,0,2,3,0,0,3
2566,สิงหาคม,กาญจนบุรี,รถโดยสาร ส่วนบุคคล ,6,4,0,0,0,0,0,0,0,0,0,0,0
2566,สิงหาคม,กาญจนบุรี,รถบรรทุก ไม่ประจำทาง ,97,97,17,5,7,0,8,36,15,8,3,6,13
2566,สิงหาคม,กาญจนบุรี,รถบรรทุก ส่วนบุคคล ,387,368,8,12,3,3,26,21,37,11,12,5,35
2566,สิงหาคม,กาฬสินธุ์,รถโดยสาร ประจำทาง หมวด 3,1,1,0,0,0,0,0,0,0,0,0,0,0
2566,สิงหาคม,กาฬสินธุ์,รถโดยสาร ประจำทาง หมวด 4,4,4,0,0,0,0,0,0,0,1,0,0,0
2566,สิงหาคม,กาฬสินธุ์,รถโดยสาร ไม่ประจำทาง ,0,0,0,0,0,0,0,1,1,0,0,0,0
2566,สิงหาคม,กาฬสินธุ์,รถโดยสาร ส่วนบุคคล ,7,5,0,0,0,0,0,0,0,0,0,0,1
