ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถเปลี่ยนลักษณะ,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งเลิกใช้ ม.79,รถแจ้งเลิกใช้ ม.89,รถเปลี่ยนสาระสำคัญ,ดำเนินการอื่นๆ
2566,พฤษภาคม,กระบี่,รถโดยสาร ประจำทาง หมวด 1,2,2,0,1,0,0,0,0,1,0,0,0,0
2566,พฤษภาคม,กระบี่,รถโดยสาร ประจำทาง หมวด 3,0,0,0,0,0,0,0,0,0,1,0,0,0
2566,พฤษภาคม,กระบี่,รถโดยสาร ประจำทาง หมวด 4,14,12,0,1,0,0,0,0,2,3,0,1,1
2566,พฤษภาคม,กระบี่,รถโดยสาร ไม่ประจำทาง ,39,37,3,10,0,3,1,7,7,7,0,0,7
2566,พฤษภาคม,กระบี่,รถโดยสาร ส่วนบุคคล ,4,3,0,0,0,0,0,0,0,0,0,0,0
2566,พฤษภาคม,กระบี่,รถบรรทุก ไม่ประจำทาง ,28,28,14,0,1,0,1,7,5,3,0,0,2
2566,พฤษภาคม,กระบี่,รถบรรทุก ส่วนบุคคล ,299,284,43,1,0,3,9,15,30,7,3,10,10
2566,พฤษภาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 1,269,269,123,9,0,0,0,5,27,115,0,170,14
2566,พฤษภาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 2,67,67,8,2,0,0,1,5,11,26,3,3,13
2566,พฤษภาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 3,1,1,0,0,0,0,0,1,0,1,0,0,0
2566,พฤษภาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 4,52,52,0,3,0,0,0,2,11,12,0,4,6
2566,พฤษภาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง ระหว่างประเทศ,0,0,0,0,0,0,0,0,0,0,0,0,3
2566,พฤษภาคม,กรุงเทพมหานคร,รถโดยสาร ไม่ประจำทาง ,323,321,31,86,2,0,27,67,31,117,22,69,275
2566,พฤษภาคม,กรุงเทพมหานคร,รถโดยสาร ส่วนบุคคล ,100,64,15,2,0,0,1,5,5,8,0,3,3
2566,พฤษภาคม,กรุงเทพมหานคร,รถบรรทุก ไม่ประจำทาง ,4333,4319,476,318,30,21,215,391,401,313,14,108,768
2566,พฤษภาคม,กรุงเทพมหานคร,รถบรรทุก ส่วนบุคคล ,3318,2687,215,52,1,19,45,167,134,185,4,64,199
2566,พฤษภาคม,กาญจนบุรี,รถโดยสาร ประจำทาง หมวด 1,0,0,0,0,0,0,0,0,0,1,0,0,0
2566,พฤษภาคม,กาญจนบุรี,รถโดยสาร ประจำทาง หมวด 4,5,5,0,1,0,0,1,0,2,0,0,0,4
2566,พฤษภาคม,กาญจนบุรี,รถโดยสาร ไม่ประจำทาง ,1,1,0,0,0,0,3,0,0,0,0,0,0
