ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถเปลี่ยนลักษณะ,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งเลิกใช้ ม.79,รถแจ้งเลิกใช้ ม.89,รถเปลี่ยนสาระสำคัญ,ดำเนินการอื่นๆ
2566,พฤศจิกายน,กระบี่,รถโดยสาร ประจำทาง หมวด 1,1,1,0,0,0,0,0,0,0,0,0,0,0
2566,พฤศจิกายน,กระบี่,รถโดยสาร ประจำทาง หมวด 3,6,5,0,0,0,0,0,0,0,0,0,0,0
2566,พฤศจิกายน,กระบี่,รถโดยสาร ประจำทาง หมวด 4,6,6,1,1,0,1,0,0,1,0,0,0,1
2566,พฤศจิกายน,กระบี่,รถโดยสาร ไม่ประจำทาง ,55,52,7,18,0,2,4,1,10,0,0,1,2
2566,พฤศจิกายน,กระบี่,รถโดยสาร ส่วนบุคคล ,4,1,0,0,0,0,0,0,0,0,0,0,0
2566,พฤศจิกายน,กระบี่,รถบรรทุก ไม่ประจำทาง ,27,27,5,3,0,0,5,1,14,1,0,0,6
2566,พฤศจิกายน,กระบี่,รถบรรทุก ส่วนบุคคล ,218,190,10,6,0,2,9,21,27,1,1,5,7
2566,พฤศจิกายน,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 1,247,247,0,0,0,0,0,2,10,26,1,0,12
2566,พฤศจิกายน,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 2,86,86,4,11,0,0,9,5,11,19,2,4,18
2566,พฤศจิกายน,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 3,6,6,2,0,0,0,0,0,4,2,0,0,0
2566,พฤศจิกายน,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 4,71,71,1,1,0,0,0,1,17,7,8,4,9
2566,พฤศจิกายน,กรุงเทพมหานคร,รถโดยสาร ประจำทาง ระหว่างประเทศ,0,0,0,0,0,0,0,0,0,0,0,0,4
