ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถเปลี่ยนลักษณะ,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งเลิกใช้ ม.79,รถแจ้งเลิกใช้ ม.89,รถเปลี่ยนสาระสำคัญ,ดำเนินการอื่นๆ
2568,มีนาคม,กระบี่,รถโดยสาร ประจำทาง หมวด 1,9,9,0,0,0,0,0,0,0,1,0,0,0
2568,มีนาคม,กระบี่,รถโดยสาร ประจำทาง หมวด 3,3,3,0,0,0,0,0,0,0,1,0,0,1
2568,มีนาคม,กระบี่,รถโดยสาร ประจำทาง หมวด 4,70,67,0,0,0,0,0,0,6,0,1,0,1
2568,มีนาคม,กระบี่,รถโดยสาร ไม่ประจำทาง ,200,197,2,9,0,1,2,0,12,5,0,0,6
2568,มีนาคม,กระบี่,รถโดยสาร ส่วนบุคคล ,6,2,0,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,กระบี่,รถบรรทุก ไม่ประจำทาง ,86,86,8,7,0,0,6,13,0,1,0,0,6
2568,มีนาคม,กระบี่,รถบรรทุก ส่วนบุคคล ,640,620,10,9,0,6,8,13,24,8,1,7,9
2568,มีนาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 1,1227,1225,0,0,0,0,0,4,16,39,8,3,313
2568,มีนาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 2,430,430,4,8,0,1,1,5,10,16,1,4,13
2568,มีนาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 3,34,34,0,4,0,0,0,0,0,1,0,0,0
2568,มีนาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 4,426,426,0,0,0,0,0,0,5,15,1,7,19
2568,มีนาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง ระหว่างประเทศ,3,3,0,0,0,0,0,0,0,0,0,0,2
2568,มีนาคม,กรุงเทพมหานคร,รถโดยสาร ไม่ประจำทาง ,2269,2260,91,62,0,1,20,84,63,122,17,42,92
2568,มีนาคม,กรุงเทพมหานคร,รถโดยสาร ส่วนบุคคล ,323,278,12,0,0,0,0,5,0,31,3,1,2
2568,มีนาคม,กรุงเทพมหานคร,รถบรรทุก ไม่ประจำทาง ,14321,14307,265,268,55,47,154,402,349,359,52,212,2227
2568,มีนาคม,กรุงเทพมหานคร,รถบรรทุก ส่วนบุคคล ,7135,6682,75,25,7,28,26,218,60,244,49,30,244
2568,มีนาคม,กาญจนบุรี,รถโดยสาร ประจำทาง หมวด 1,21,21,0,1,0,0,0,0,1,1,0,0,0
2568,มีนาคม,กาญจนบุรี,รถโดยสาร ประจำทาง หมวด 2,12,12,0,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,กาญจนบุรี,รถโดยสาร ประจำทาง หมวด 3,8,8,0,0,0,0,0,1,0,0,2,0,2
2568,มีนาคม,กาญจนบุรี,รถโดยสาร ประจำทาง หมวด 4,48,48,3,0,0,0,0,0,0,2,0,0,1
2568,มีนาคม,กาญจนบุรี,รถโดยสาร ไม่ประจำทาง ,15,15,0,0,0,0,0,1,0,0,0,0,0
2568,มีนาคม,กาญจนบุรี,รถโดยสาร ส่วนบุคคล ,6,3,1,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,กาญจนบุรี,รถบรรทุก ไม่ประจำทาง ,630,630,5,7,2,1,13,17,10,9,3,12,31
2568,มีนาคม,กาญจนบุรี,รถบรรทุก ส่วนบุคคล ,1219,1181,7,16,2,1,28,19,16,16,16,14,45
2568,มีนาคม,กาฬสินธุ์,รถโดยสาร ประจำทาง หมวด 3,10,10,0,0,0,0,0,0,0,3,0,0,0
2568,มีนาคม,กาฬสินธุ์,รถโดยสาร ประจำทาง หมวด 4,22,22,0,2,0,0,0,0,0,2,0,0,0
2568,มีนาคม,กาฬสินธุ์,รถโดยสาร ไม่ประจำทาง ,18,18,0,0,0,0,0,0,0,0,0,1,0
2568,มีนาคม,กาฬสินธุ์,รถโดยสาร ส่วนบุคคล ,23,10,0,2,0,0,2,0,0,0,0,0,0
2568,มีนาคม,กาฬสินธุ์,รถบรรทุก ไม่ประจำทาง ,178,177,0,3,3,1,6,9,11,5,1,0,31
2568,มีนาคม,กาฬสินธุ์,รถบรรทุก ส่วนบุคคล ,1165,1118,20,34,3,5,53,24,44,11,4,8,37
2568,มีนาคม,กำแพงเพชร,รถโดยสาร ประจำทาง หมวด 1,2,2,0,0,0,0,0,0,0,1,0,0,0
2568,มีนาคม,กำแพงเพชร,รถโดยสาร ประจำทาง หมวด 2,5,5,0,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,กำแพงเพชร,รถโดยสาร ประจำทาง หมวด 3,2,2,0,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,กำแพงเพชร,รถโดยสาร ประจำทาง หมวด 4,26,26,0,1,0,0,1,1,0,6,0,0,0
2568,มีนาคม,กำแพงเพชร,รถโดยสาร ไม่ประจำทาง ,14,14,0,0,0,0,0,0,3,0,0,0,0
2568,มีนาคม,กำแพงเพชร,รถโดยสาร ส่วนบุคคล ,14,12,0,0,0,0,0,0,0,1,0,0,0
2568,มีนาคม,กำแพงเพชร,รถบรรทุก ไม่ประจำทาง ,671,671,23,11,2,0,19,17,11,6,2,8,86
2568,มีนาคม,กำแพงเพชร,รถบรรทุก ส่วนบุคคล ,1622,1592,5,19,6,18,42,22,36,9,4,36,54
2568,มีนาคม,ขอนแก่น,รถโดยสาร ประจำทาง หมวด 1,48,48,0,0,0,0,0,0,2,3,0,0,0
2568,มีนาคม,ขอนแก่น,รถโดยสาร ประจำทาง หมวด 2,0,0,0,0,0,0,0,2,0,1,0,0,1
2568,มีนาคม,ขอนแก่น,รถโดยสาร ประจำทาง หมวด 3,71,71,0,1,0,0,0,0,0,2,1,1,1
2568,มีนาคม,ขอนแก่น,รถโดยสาร ประจำทาง หมวด 4,45,45,0,0,0,0,0,1,1,2,0,2,0
2568,มีนาคม,ขอนแก่น,รถโดยสาร ไม่ประจำทาง ,34,34,0,0,1,0,0,0,0,3,0,0,0
2568,มีนาคม,ขอนแก่น,รถโดยสาร ส่วนบุคคล ,27,10,0,0,0,0,0,1,0,1,0,0,0
2568,มีนาคม,ขอนแก่น,รถบรรทุก ไม่ประจำทาง ,838,834,5,12,3,3,16,34,16,26,11,10,166
2568,มีนาคม,ขอนแก่น,รถบรรทุก ส่วนบุคคล ,2225,2157,29,41,10,13,73,51,64,17,10,15,101
2568,มีนาคม,จันทบุรี,รถโดยสาร ประจำทาง หมวด 2,2,2,0,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,จันทบุรี,รถโดยสาร ประจำทาง หมวด 3,1,1,0,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,จันทบุรี,รถโดยสาร ประจำทาง หมวด 4,11,11,0,0,0,0,0,0,0,0,0,1,0
2568,มีนาคม,จันทบุรี,รถโดยสาร ไม่ประจำทาง ,26,26,0,0,1,0,2,1,0,2,0,3,3
2568,มีนาคม,จันทบุรี,รถโดยสาร ส่วนบุคคล ,8,2,0,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,จันทบุรี,รถบรรทุก ไม่ประจำทาง ,388,388,10,8,5,9,15,13,25,2,1,5,97
2568,มีนาคม,จันทบุรี,รถบรรทุก ส่วนบุคคล ,681,612,11,9,1,8,14,9,17,12,5,5,22
2568,มีนาคม,ฉะเชิงเทรา,รถโดยสาร ประจำทาง หมวด 1,10,10,0,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,ฉะเชิงเทรา,รถโดยสาร ประจำทาง หมวด 2,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,ฉะเชิงเทรา,รถโดยสาร ประจำทาง หมวด 3,16,16,0,0,0,0,0,0,0,1,1,0,0
2568,มีนาคม,ฉะเชิงเทรา,รถโดยสาร ประจำทาง หมวด 4,19,19,0,0,0,0,0,0,0,0,0,1,0
2568,มีนาคม,ฉะเชิงเทรา,รถโดยสาร ไม่ประจำทาง ,161,161,1,2,0,1,0,5,1,4,2,4,9
2568,มีนาคม,ฉะเชิงเทรา,รถโดยสาร ส่วนบุคคล ,9,6,0,0,0,0,0,0,1,1,0,0,1
2568,มีนาคม,ฉะเชิงเทรา,รถบรรทุก ไม่ประจำทาง ,1883,1881,56,50,22,12,58,43,60,46,4,15,75
2568,มีนาคม,ฉะเชิงเทรา,รถบรรทุก ส่วนบุคคล ,1495,1435,19,22,1,6,25,39,21,28,3,22,42
2568,มีนาคม,ชลบุรี,รถโดยสาร ประจำทาง หมวด 1,153,153,0,0,0,0,0,0,1,0,0,1,2
2568,มีนาคม,ชลบุรี,รถโดยสาร ประจำทาง หมวด 2,26,26,0,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,ชลบุรี,รถโดยสาร ประจำทาง หมวด 3,38,38,0,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,ชลบุรี,รถโดยสาร ประจำทาง หมวด 4,211,211,0,3,0,0,0,0,2,3,0,2,0
2568,มีนาคม,ชลบุรี,รถโดยสาร ไม่ประจำทาง ,536,536,14,8,0,0,7,5,14,14,2,6,11
2568,มีนาคม,ชลบุรี,รถโดยสาร ส่วนบุคคล ,44,30,2,1,0,0,0,1,0,2,0,1,1
2568,มีนาคม,ชลบุรี,รถบรรทุก ไม่ประจำทาง ,5474,5467,74,92,33,11,180,108,156,58,20,40,832
2568,มีนาคม,ชลบุรี,รถบรรทุก ส่วนบุคคล ,3325,3262,51,38,3,15,45,44,45,63,28,49,73
2568,มีนาคม,ชัยนาท,รถโดยสาร ประจำทาง หมวด 3,0,0,0,0,0,0,0,0,0,0,1,0,0
2568,มีนาคม,ชัยนาท,รถโดยสาร ประจำทาง หมวด 4,3,3,0,0,0,0,0,1,1,3,0,0,0
