ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถเปลี่ยนลักษณะ,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งเลิกใช้ ม.79,รถแจ้งเลิกใช้ ม.89,รถเปลี่ยนสาระสำคัญ,ดำเนินการอื่นๆ
2567,มิถุนายน,กระบี่,รถโดยสาร ประจำทาง หมวด 1,4,4,0,0,0,0,0,0,1,0,0,0,0
2567,มิถุนายน,กระบี่,รถโดยสาร ประจำทาง หมวด 3,8,8,0,0,0,0,0,0,0,3,0,0,0
2567,มิถุนายน,กระบี่,รถโดยสาร ประจำทาง หมวด 4,53,52,1,1,0,2,0,0,1,0,0,0,1
2567,มิถุนายน,กระบี่,รถโดยสาร ไม่ประจำทาง ,159,158,9,10,0,3,2,2,4,8,0,2,11
2567,มิถุนายน,กระบี่,รถโดยสาร ส่วนบุคคล ,7,3,0,0,0,0,0,0,0,0,0,0,0
2567,มิถุนายน,กระบี่,รถบรรทุก ไม่ประจำทาง ,114,114,5,0,3,1,0,3,2,0,0,2,3
2567,มิถุนายน,กระบี่,รถบรรทุก ส่วนบุคคล ,590,575,29,5,2,3,10,19,36,3,0,4,9
2567,มิถุนายน,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 1,732,731,18,0,0,0,0,3,18,95,190,11,107
2567,มิถุนายน,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 2,587,587,2,5,0,0,3,4,6,12,4,18,38
2567,มิถุนายน,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 3,37,37,0,0,0,0,0,0,0,0,0,0,0
2567,มิถุนายน,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 4,450,450,0,0,0,0,0,1,8,11,12,17,28
2567,มิถุนายน,กรุงเทพมหานคร,รถโดยสาร ประจำทาง ระหว่างประเทศ,4,4,0,0,0,0,0,0,0,0,0,0,2
2567,มิถุนายน,กรุงเทพมหานคร,รถโดยสาร ไม่ประจำทาง ,1641,1634,25,18,0,4,9,27,44,83,33,51,96
