ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถเปลี่ยนลักษณะ,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งเลิกใช้ ม.79,รถแจ้งเลิกใช้ ม.89,รถเปลี่ยนสาระสำคัญ,ดำเนินการอื่นๆ
2568,มกราคม,กระบี่,รถโดยสาร ประจำทาง หมวด 1,1,1,0,0,0,0,0,0,0,0,0,0,0
2568,มกราคม,กระบี่,รถโดยสาร ประจำทาง หมวด 3,3,3,0,1,0,0,1,0,0,0,0,0,0
2568,มกราคม,กระบี่,รถโดยสาร ประจำทาง หมวด 4,12,12,0,2,0,1,0,0,3,0,0,0,1
2568,มกราคม,กระบี่,รถโดยสาร ไม่ประจำทาง ,63,59,8,7,0,2,3,1,8,1,0,0,7
2568,มกราคม,กระบี่,รถโดยสาร ส่วนบุคคล ,5,2,0,0,0,0,0,0,0,0,0,0,0
2568,มกราคม,กระบี่,รถบรรทุก ไม่ประจำทาง ,108,108,0,0,6,0,1,12,1,0,0,0,16
2568,มกราคม,กระบี่,รถบรรทุก ส่วนบุคคล ,206,194,1,5,1,2,6,10,17,8,1,5,7
2568,มกราคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 1,263,263,0,0,0,0,0,4,8,175,12,0,39
2568,มกราคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 2,36,36,8,8,0,1,2,2,6,26,16,6,14
2568,มกราคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 3,6,6,3,0,0,0,0,0,0,0,0,0,0
2568,มกราคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 4,123,123,12,6,0,0,0,0,8,17,4,9,7
2568,มกราคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง ระหว่างประเทศ,0,0,0,0,0,0,0,0,0,0,0,0,6
2568,มกราคม,กรุงเทพมหานคร,รถโดยสาร ไม่ประจำทาง ,598,585,21,63,0,0,9,62,40,62,15,64,57
2568,มกราคม,กรุงเทพมหานคร,รถโดยสาร ส่วนบุคคล ,72,41,2,0,0,0,0,4,3,10,1,0,7
2568,มกราคม,กรุงเทพมหานคร,รถบรรทุก ไม่ประจำทาง ,3243,3231,160,262,6,28,155,255,382,367,119,119,1250
