ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถเปลี่ยนลักษณะ,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งเลิกใช้ ม.79,รถแจ้งเลิกใช้ ม.89,รถเปลี่ยนสาระสำคัญ,ดำเนินการอื่นๆ
2567,ตุลาคม,กระบี่,รถโดยสาร ประจำทาง หมวด 1,5,5,0,0,0,0,0,0,0,0,0,0,0
2567,ตุลาคม,กระบี่,รถโดยสาร ประจำทาง หมวด 3,8,8,0,0,0,0,0,0,0,0,0,2,0
2567,ตุลาคม,กระบี่,รถโดยสาร ประจำทาง หมวด 4,24,24,0,3,0,0,0,0,0,0,0,0,0
2567,ตุลาคม,กระบี่,รถโดยสาร ไม่ประจำทาง ,102,102,6,13,0,3,1,0,9,3,0,2,5
2567,ตุลาคม,กระบี่,รถโดยสาร ส่วนบุคคล ,6,4,0,0,0,0,0,0,0,0,0,0,0
2567,ตุลาคม,กระบี่,รถบรรทุก ไม่ประจำทาง ,110,110,4,3,0,0,5,1,4,2,0,1,2
2567,ตุลาคม,กระบี่,รถบรรทุก ส่วนบุคคล ,240,230,10,5,5,1,13,19,10,2,2,2,17
2567,ตุลาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 1,164,164,0,0,0,0,0,15,8,7,29,2,16
2567,ตุลาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 2,99,99,1,9,0,0,2,16,3,13,0,4,14
2567,ตุลาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 3,9,9,0,0,0,0,0,0,0,0,0,2,0
2567,ตุลาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง หมวด 4,151,149,2,12,0,0,1,0,4,20,10,20,7
2567,ตุลาคม,กรุงเทพมหานคร,รถโดยสาร ประจำทาง ระหว่างประเทศ,0,0,0,0,0,0,0,0,0,0,0,0,1
2567,ตุลาคม,กรุงเทพมหานคร,รถโดยสาร ไม่ประจำทาง ,709,707,17,29,1,13,15,31,67,73,26,84,102
2567,ตุลาคม,กรุงเทพมหานคร,รถโดยสาร ส่วนบุคคล ,90,54,5,1,0,0,0,6,2,9,0,1,2
2567,ตุลาคม,กรุงเทพมหานคร,รถบรรทุก ไม่ประจำทาง ,5900,5895,261,308,19,36,206,383,425,223,83,167,1018
2567,ตุลาคม,กรุงเทพมหานคร,รถบรรทุก ส่วนบุคคล ,1981,1736,147,49,2,22,32,183,85,190,21,46,158
2567,ตุลาคม,กาญจนบุรี,รถโดยสาร ประจำทาง หมวด 1,6,6,0,0,0,0,0,0,1,0,0,0,2
2567,ตุลาคม,กาญจนบุรี,รถโดยสาร ประจำทาง หมวด 3,3,3,0,0,0,0,0,0,0,1,0,2,0
2567,ตุลาคม,กาญจนบุรี,รถโดยสาร ประจำทาง หมวด 4,13,12,0,0,0,0,0,2,2,1,0,0,0
2567,ตุลาคม,กาญจนบุรี,รถโดยสาร ไม่ประจำทาง ,9,9,0,1,0,0,0,2,3,3,1,3,1
2567,ตุลาคม,กาญจนบุรี,รถโดยสาร ส่วนบุคคล ,1,1,0,0,0,0,0,1,0,0,0,0,0
2567,ตุลาคม,กาญจนบุรี,รถบรรทุก ไม่ประจำทาง ,164,162,3,4,3,0,9,9,31,9,39,10,25
2567,ตุลาคม,กาญจนบุรี,รถบรรทุก ส่วนบุคคล ,838,794,11,22,7,4,43,17,36,6,3,23,58
2567,ตุลาคม,กาฬสินธุ์,รถโดยสาร ประจำทาง หมวด 1,2,2,0,0,0,0,0,0,0,1,0,0,0
2567,ตุลาคม,กาฬสินธุ์,รถโดยสาร ประจำทาง หมวด 3,3,3,0,0,0,0,0,0,0,0,0,1,0
2567,ตุลาคม,กาฬสินธุ์,รถโดยสาร ประจำทาง หมวด 4,13,13,0,0,0,0,0,0,3,1,0,0,1
2567,ตุลาคม,กาฬสินธุ์,รถโดยสาร ไม่ประจำทาง ,7,7,0,1,0,0,0,1,2,1,0,0,1
2567,ตุลาคม,กาฬสินธุ์,รถโดยสาร ส่วนบุคคล ,12,3,1,2,1,0,3,0,1,0,0,0,1
2567,ตุลาคม,กาฬสินธุ์,รถบรรทุก ไม่ประจำทาง ,91,91,11,2,5,0,2,7,7,0,0,0,17
2567,ตุลาคม,กาฬสินธุ์,รถบรรทุก ส่วนบุคคล ,829,788,6,26,3,6,40,27,55,6,1,4,42
2567,ตุลาคม,กำแพงเพชร,รถโดยสาร ประจำทาง หมวด 1,1,1,0,0,0,0,0,0,0,0,0,0,0
2567,ตุลาคม,กำแพงเพชร,รถโดยสาร ประจำทาง หมวด 3,4,4,0,0,0,0,0,0,0,0,0,0,0
2567,ตุลาคม,กำแพงเพชร,รถโดยสาร ประจำทาง หมวด 4,6,6,0,0,0,0,0,0,0,1,0,1,0
2567,ตุลาคม,กำแพงเพชร,รถโดยสาร ไม่ประจำทาง ,2,2,0,1,0,0,1,0,3,0,0,0,1
2567,ตุลาคม,กำแพงเพชร,รถโดยสาร ส่วนบุคคล ,3,1,0,0,0,0,0,0,0,0,0,0,0
2567,ตุลาคม,กำแพงเพชร,รถบรรทุก ไม่ประจำทาง ,217,216,17,15,4,1,15,22,22,4,7,8,57
2567,ตุลาคม,กำแพงเพชร,รถบรรทุก ส่วนบุคคล ,1326,1303,5,50,9,18,86,56,78,9,3,25,76
2567,ตุลาคม,ขอนแก่น,รถโดยสาร ประจำทาง หมวด 1,3,3,0,1,0,0,0,0,1,0,0,0,1
2567,ตุลาคม,ขอนแก่น,รถโดยสาร ประจำทาง หมวด 2,2,2,0,0,0,0,0,2,0,4,0,0,0
2567,ตุลาคม,ขอนแก่น,รถโดยสาร ประจำทาง หมวด 3,18,18,0,0,0,0,0,2,1,2,0,0,2
2567,ตุลาคม,ขอนแก่น,รถโดยสาร ประจำทาง หมวด 4,19,19,0,1,0,1,1,2,2,5,0,0,1
2567,ตุลาคม,ขอนแก่น,รถโดยสาร ไม่ประจำทาง ,11,11,0,0,0,0,2,1,0,1,1,1,2
2567,ตุลาคม,ขอนแก่น,รถโดยสาร ส่วนบุคคล ,31,8,1,1,0,0,0,1,1,0,0,1,4
2567,ตุลาคม,ขอนแก่น,รถบรรทุก ไม่ประจำทาง ,227,226,5,8,2,0,4,21,23,21,0,0,97
2567,ตุลาคม,ขอนแก่น,รถบรรทุก ส่วนบุคคล ,1314,1264,14,47,7,8,68,57,58,23,6,14,54
2567,ตุลาคม,จันทบุรี,รถโดยสาร ประจำทาง หมวด 3,6,6,0,0,0,0,0,0,0,1,0,0,0
2567,ตุลาคม,จันทบุรี,รถโดยสาร ประจำทาง หมวด 4,5,5,0,0,0,0,0,0,2,3,0,0,2
2567,ตุลาคม,จันทบุรี,รถโดยสาร ไม่ประจำทาง ,16,16,0,1,0,0,0,0,2,1,2,10,1
2567,ตุลาคม,จันทบุรี,รถโดยสาร ส่วนบุคคล ,4,0,0,0,0,0,0,0,0,0,0,0,0
2567,ตุลาคม,จันทบุรี,รถบรรทุก ไม่ประจำทาง ,125,124,6,10,2,11,13,7,30,2,0,5,41
2567,ตุลาคม,จันทบุรี,รถบรรทุก ส่วนบุคคล ,387,336,7,11,4,16,15,23,26,28,2,10,34
2567,ตุลาคม,ฉะเชิงเทรา,รถโดยสาร ประจำทาง หมวด 1,9,9,0,0,0,0,0,0,1,1,0,2,0
2567,ตุลาคม,ฉะเชิงเทรา,รถโดยสาร ประจำทาง หมวด 3,4,4,0,0,0,0,0,1,1,0,1,2,5
2567,ตุลาคม,ฉะเชิงเทรา,รถโดยสาร ประจำทาง หมวด 4,12,12,0,1,0,0,0,0,0,2,0,3,1
2567,ตุลาคม,ฉะเชิงเทรา,รถโดยสาร ไม่ประจำทาง ,41,41,0,3,0,0,1,5,5,3,3,3,6
2567,ตุลาคม,ฉะเชิงเทรา,รถโดยสาร ส่วนบุคคล ,7,3,0,0,0,0,0,0,0,0,0,0,0
2567,ตุลาคม,ฉะเชิงเทรา,รถบรรทุก ไม่ประจำทาง ,616,615,61,56,18,7,67,55,81,39,2,13,110
2567,ตุลาคม,ฉะเชิงเทรา,รถบรรทุก ส่วนบุคคล ,726,683,15,19,2,19,30,26,33,25,7,17,33
2567,ตุลาคม,ชลบุรี,รถโดยสาร ประจำทาง หมวด 1,41,41,0,1,0,0,0,0,5,1,0,0,2
2567,ตุลาคม,ชลบุรี,รถโดยสาร ประจำทาง หมวด 2,9,9,0,1,0,0,1,0,0,0,0,0,0
2567,ตุลาคม,ชลบุรี,รถโดยสาร ประจำทาง หมวด 3,3,3,0,0,0,0,0,1,0,0,0,0,0
2567,ตุลาคม,ชลบุรี,รถโดยสาร ประจำทาง หมวด 4,44,44,0,2,0,0,0,0,3,5,1,4,7
