จำนวนผู้สูงอายุ,ประกันสังคมในมาตรา40,ประกันสังคมมาตรา33,ประกันสังคมมาตรา39,_id,ปี,จังหวัด,หน่วย
370,257,33,80,1,2565,นครปฐม,คน
