ค่าข้อมูล,ที่มา,_id,ปี,รายการ,จังหวัด,หน่วย
4,สำนักงานสาธารณสุขจังหวัดมหาสารคาม,1,2564,จำนวนโรงงานแปรรูปสมุนไพรที่ได้มาตรฐาน GMP,มหาสารคาม,แห่ง
4,สำนักงานสาธารณสุขจังหวัดมหาสารคาม,2,2565,จำนวนโรงงานแปรรูปสมุนไพรที่ได้มาตรฐาน GMP,มหาสารคาม,แห่ง
4,สำนักงานสาธารณสุขจังหวัดมหาสารคาม,3,2566,จำนวนโรงงานแปรรูปสมุนไพรที่ได้มาตรฐาน GMP,มหาสารคาม,แห่ง
