เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
กันยายน,59613,1,2565,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
กันยายน,5007,2,2565,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กันยายน,20285,3,2565,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
กันยายน,11,4,2565,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
กันยายน,157,5,2565,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กันยายน,16,6,2565,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
กันยายน,4,7,2565,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
กันยายน,28,8,2565,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
กันยายน,5,9,2565,รย. 11 รถยนต์บริการให้เช่า,รถยนต์
กันยายน,166608,10,2565,รย. 12 รถจักรยานยนต์,รถยนต์
กันยายน,4926,11,2565,รย. 13 รถแทร็กเตอร์,รถยนต์
กันยายน,85,12,2565,รย. 14 รถบดถนน,รถยนต์
กันยายน,52,13,2565,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กันยายน,95,14,2565,รย. 16 รถพ่วง,รถยนต์
กันยายน,83,15,2565,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
กันยายน,244,16,2565,รถโดยสารประจำทาง,รถขนส่ง
กันยายน,268,17,2565,รถโดยสารไม่ประจำทาง,รถขนส่ง
กันยายน,73,18,2565,รถโดยสารส่วนบุคคล,รถขนส่ง
กันยายน,2844,19,2565,รถบรรทุกไม่ประจำทาง,รถขนส่ง
กันยายน,3289,20,2565,รถบรรทุกส่วนบุคคล,รถขนส่ง
