จำนวน,ที่มา,หน่วย1,_id,ปี,ร้อยละ,เพศ,อุตสาหกรรม,หน่วย2
48,สำนักงานสถิติจังหวัดอุทัยธานี,คน,170,2561,0.1,ชาย,ข้อมูลข่าวสารและการสื่อสาร,เปอร์เซ็นต์
698,สำนักงานสถิติจังหวัดอุทัยธานี,คน,171,2561,0.8,ชาย,การเงินและการประกันภัย,เปอร์เซ็นต์
0,สำนักงานสถิติจังหวัดอุทัยธานี,คน,172,2561,0,ชาย,กิจกรรมเกี่ยวกับอสังหาริมทรัพย์,เปอร์เซ็นต์
200,สำนักงานสถิติจังหวัดอุทัยธานี,คน,173,2561,0.2,ชาย,กิจกรรมวิชาชีพ วิทยาศาสตร์ และกิจกรรมทางวิชาการ,เปอร์เซ็นต์
246,สำนักงานสถิติจังหวัดอุทัยธานี,คน,174,2561,0.3,ชาย,กิจกรรมการบริหารและบริการสนับสนุนอื่น ๆ,เปอร์เซ็นต์
5408,สำนักงานสถิติจังหวัดอุทัยธานี,คน,175,2561,6.4,ชาย,การบริหารราชการ การป้องกันประเทศฯ,เปอร์เซ็นต์
1285,สำนักงานสถิติจังหวัดอุทัยธานี,คน,176,2561,1.5,ชาย,การศึกษา,เปอร์เซ็นต์
711,สำนักงานสถิติจังหวัดอุทัยธานี,คน,177,2561,0.8,ชาย,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,เปอร์เซ็นต์
179,สำนักงานสถิติจังหวัดอุทัยธานี,คน,178,2561,0.2,ชาย,ศิลปะ ความบันเทิง และนันทนาการ,เปอร์เซ็นต์
1310,สำนักงานสถิติจังหวัดอุทัยธานี,คน,179,2561,1.5,ชาย,กิจกรรมการบริการด้านอื่น ๆ,เปอร์เซ็นต์
112,สำนักงานสถิติจังหวัดอุทัยธานี,คน,180,2561,0.1,ชาย,ลูกจ้างครัวเรือนส่วนบุคคล,เปอร์เซ็นต์
35344,สำนักงานสถิติจังหวัดอุทัยธานี,คน,181,2561,48.4,หญิง,"เกษตรกรรม,การป่าไม้ และการประมง",เปอร์เซ็นต์
0,สำนักงานสถิติจังหวัดอุทัยธานี,คน,182,2561,0,หญิง,การทำเหมืองแร่และเหมืองหิน,เปอร์เซ็นต์
7187,สำนักงานสถิติจังหวัดอุทัยธานี,คน,183,2561,9.8,หญิง,การผลิตอุตสาหกรรม,เปอร์เซ็นต์
0,สำนักงานสถิติจังหวัดอุทัยธานี,คน,184,2561,0,หญิง,ไฟฟ้า ก๊าซ และระบบปรับอากาศ,เปอร์เซ็นต์
147,สำนักงานสถิติจังหวัดอุทัยธานี,คน,185,2561,0.2,หญิง,การประปาและการจัดการของเสีย,เปอร์เซ็นต์
1435,สำนักงานสถิติจังหวัดอุทัยธานี,คน,186,2561,2,หญิง,การก่อสร้าง,เปอร์เซ็นต์
10382,สำนักงานสถิติจังหวัดอุทัยธานี,คน,187,2561,14.2,หญิง,การขายส่ง การขายปลีก การซ่อมแซ่มยานยนต์ และจักรยานยนต์,เปอร์เซ็นต์
95,สำนักงานสถิติจังหวัดอุทัยธานี,คน,188,2561,0.1,หญิง,การขนส่ง และสถานที่เก็บสินค้า,เปอร์เซ็นต์
6194,สำนักงานสถิติจังหวัดอุทัยธานี,คน,189,2561,8.5,หญิง,ที่พักแรมและบริการด้านอาหาร,เปอร์เซ็นต์
112,สำนักงานสถิติจังหวัดอุทัยธานี,คน,190,2561,0.2,หญิง,ข้อมูลข่าวสารและการสื่อสาร,เปอร์เซ็นต์
666,สำนักงานสถิติจังหวัดอุทัยธานี,คน,191,2561,0.9,หญิง,การเงินและการประกันภัย,เปอร์เซ็นต์
0,สำนักงานสถิติจังหวัดอุทัยธานี,คน,192,2561,0,หญิง,กิจกรรมเกี่ยวกับอสังหาริมทรัพย์,เปอร์เซ็นต์
183,สำนักงานสถิติจังหวัดอุทัยธานี,คน,193,2561,0.2,หญิง,กิจกรรมวิชาชีพ วิทยาศาสตร์ และกิจกรรมทางวิชาการ,เปอร์เซ็นต์
257,สำนักงานสถิติจังหวัดอุทัยธานี,คน,194,2561,0.4,หญิง,กิจกรรมการบริหารและบริการสนับสนุนอื่น ๆ,เปอร์เซ็นต์
3200,สำนักงานสถิติจังหวัดอุทัยธานี,คน,195,2561,4.4,หญิง,การบริหารราชการ การป้องกันประเทศฯ,เปอร์เซ็นต์
2999,สำนักงานสถิติจังหวัดอุทัยธานี,คน,196,2561,4.1,หญิง,การศึกษา,เปอร์เซ็นต์
2595,สำนักงานสถิติจังหวัดอุทัยธานี,คน,197,2561,3.6,หญิง,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,เปอร์เซ็นต์
170,สำนักงานสถิติจังหวัดอุทัยธานี,คน,198,2561,0.2,หญิง,ศิลปะ ความบันเทิง และนันทนาการ,เปอร์เซ็นต์
1541,สำนักงานสถิติจังหวัดอุทัยธานี,คน,199,2561,2.1,หญิง,กิจกรรมการบริการด้านอื่น ๆ,เปอร์เซ็นต์
542,สำนักงานสถิติจังหวัดอุทัยธานี,คน,200,2561,0.7,หญิง,ลูกจ้างครัวเรือนส่วนบุคคล,เปอร์เซ็นต์
47753,สำนักงานสถิติจังหวัดอุทัยธานี,คน,201,2560,56.6,ชาย,"เกษตรกรรม,การป่าไม้ และการประมง",เปอร์เซ็นต์
0,สำนักงานสถิติจังหวัดอุทัยธานี,คน,202,2560,0,ชาย,การทำเหมืองแร่และเหมืองหิน,เปอร์เซ็นต์
4956,สำนักงานสถิติจังหวัดอุทัยธานี,คน,203,2560,5.9,ชาย,การผลิตอุตสาหกรรม,เปอร์เซ็นต์
381,สำนักงานสถิติจังหวัดอุทัยธานี,คน,204,2560,0.5,ชาย,ไฟฟ้า ก๊าซ และระบบปรับอากาศ,เปอร์เซ็นต์
436,สำนักงานสถิติจังหวัดอุทัยธานี,คน,205,2560,0.5,ชาย,การประปาและการจัดการของเสีย,เปอร์เซ็นต์
8254,สำนักงานสถิติจังหวัดอุทัยธานี,คน,206,2560,9.8,ชาย,การก่อสร้าง,เปอร์เซ็นต์
9100,สำนักงานสถิติจังหวัดอุทัยธานี,คน,207,2560,10.8,ชาย,การขายส่ง การขายปลีก การซ่อมแซ่มยานยนต์ และจักรยานยนต์,เปอร์เซ็นต์
969,สำนักงานสถิติจังหวัดอุทัยธานี,คน,208,2560,1.1,ชาย,การขนส่ง และสถานที่เก็บสินค้า,เปอร์เซ็นต์
1666,สำนักงานสถิติจังหวัดอุทัยธานี,คน,209,2560,2,ชาย,ที่พักแรมและบริการด้านอาหาร,เปอร์เซ็นต์
34,สำนักงานสถิติจังหวัดอุทัยธานี,คน,210,2560,0,ชาย,ข้อมูลข่าวสารและการสื่อสาร,เปอร์เซ็นต์
946,สำนักงานสถิติจังหวัดอุทัยธานี,คน,211,2560,1.1,ชาย,การเงินและการประกันภัย,เปอร์เซ็นต์
0,สำนักงานสถิติจังหวัดอุทัยธานี,คน,212,2560,0,ชาย,กิจกรรมเกี่ยวกับอสังหาริมทรัพย์,เปอร์เซ็นต์
238,สำนักงานสถิติจังหวัดอุทัยธานี,คน,213,2560,0.3,ชาย,กิจกรรมวิชาชีพ วิทยาศาสตร์ และกิจกรรมทางวิชาการ,เปอร์เซ็นต์
111,สำนักงานสถิติจังหวัดอุทัยธานี,คน,214,2560,0.1,ชาย,กิจกรรมการบริหารและบริการสนับสนุนอื่น ๆ,เปอร์เซ็นต์
6335,สำนักงานสถิติจังหวัดอุทัยธานี,คน,215,2560,7.5,ชาย,การบริหารราชการ การป้องกันประเทศฯ,เปอร์เซ็นต์
1473,สำนักงานสถิติจังหวัดอุทัยธานี,คน,216,2560,1.7,ชาย,การศึกษา,เปอร์เซ็นต์
264,สำนักงานสถิติจังหวัดอุทัยธานี,คน,217,2560,0.3,ชาย,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,เปอร์เซ็นต์
559,สำนักงานสถิติจังหวัดอุทัยธานี,คน,218,2560,0.7,ชาย,ศิลปะ ความบันเทิง และนันทนาการ,เปอร์เซ็นต์
945,สำนักงานสถิติจังหวัดอุทัยธานี,คน,219,2560,1.1,ชาย,กิจกรรมการบริการด้านอื่น ๆ,เปอร์เซ็นต์
26,สำนักงานสถิติจังหวัดอุทัยธานี,คน,220,2560,0,ชาย,ลูกจ้างครัวเรือนส่วนบุคคล,เปอร์เซ็นต์
34673,สำนักงานสถิติจังหวัดอุทัยธานี,คน,221,2560,49.5,หญิง,"เกษตรกรรม,การป่าไม้ และการประมง",เปอร์เซ็นต์
0,สำนักงานสถิติจังหวัดอุทัยธานี,คน,222,2560,0,หญิง,การทำเหมืองแร่และเหมืองหิน,เปอร์เซ็นต์
5560,สำนักงานสถิติจังหวัดอุทัยธานี,คน,223,2560,7.9,หญิง,การผลิตอุตสาหกรรม,เปอร์เซ็นต์
184,สำนักงานสถิติจังหวัดอุทัยธานี,คน,224,2560,0.3,หญิง,ไฟฟ้า ก๊าซ และระบบปรับอากาศ,เปอร์เซ็นต์
248,สำนักงานสถิติจังหวัดอุทัยธานี,คน,225,2560,0.4,หญิง,การประปาและการจัดการของเสีย,เปอร์เซ็นต์
2486,สำนักงานสถิติจังหวัดอุทัยธานี,คน,226,2560,3.5,หญิง,การก่อสร้าง,เปอร์เซ็นต์
9944,สำนักงานสถิติจังหวัดอุทัยธานี,คน,227,2560,14.2,หญิง,การขายส่ง การขายปลีก การซ่อมแซ่มยานยนต์ และจักรยานยนต์,เปอร์เซ็นต์
149,สำนักงานสถิติจังหวัดอุทัยธานี,คน,228,2560,0.2,หญิง,การขนส่ง และสถานที่เก็บสินค้า,เปอร์เซ็นต์
4223,สำนักงานสถิติจังหวัดอุทัยธานี,คน,229,2560,6,หญิง,ที่พักแรมและบริการด้านอาหาร,เปอร์เซ็นต์
236,สำนักงานสถิติจังหวัดอุทัยธานี,คน,230,2560,0.3,หญิง,ข้อมูลข่าวสารและการสื่อสาร,เปอร์เซ็นต์
1107,สำนักงานสถิติจังหวัดอุทัยธานี,คน,231,2560,1.6,หญิง,การเงินและการประกันภัย,เปอร์เซ็นต์
0,สำนักงานสถิติจังหวัดอุทัยธานี,คน,232,2560,0,หญิง,กิจกรรมเกี่ยวกับอสังหาริมทรัพย์,เปอร์เซ็นต์
47,สำนักงานสถิติจังหวัดอุทัยธานี,คน,233,2560,0.1,หญิง,กิจกรรมวิชาชีพ วิทยาศาสตร์ และกิจกรรมทางวิชาการ,เปอร์เซ็นต์
40,สำนักงานสถิติจังหวัดอุทัยธานี,คน,234,2560,0.1,หญิง,กิจกรรมการบริหารและบริการสนับสนุนอื่น ๆ,เปอร์เซ็นต์
4022,สำนักงานสถิติจังหวัดอุทัยธานี,คน,235,2560,5.7,หญิง,การบริหารราชการ การป้องกันประเทศฯ,เปอร์เซ็นต์
2147,สำนักงานสถิติจังหวัดอุทัยธานี,คน,236,2560,3.1,หญิง,การศึกษา,เปอร์เซ็นต์
2639,สำนักงานสถิติจังหวัดอุทัยธานี,คน,237,2560,3.8,หญิง,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,เปอร์เซ็นต์
309,สำนักงานสถิติจังหวัดอุทัยธานี,คน,238,2560,0.4,หญิง,ศิลปะ ความบันเทิง และนันทนาการ,เปอร์เซ็นต์
1385,สำนักงานสถิติจังหวัดอุทัยธานี,คน,239,2560,2,หญิง,กิจกรรมการบริการด้านอื่น ๆ,เปอร์เซ็นต์
644,สำนักงานสถิติจังหวัดอุทัยธานี,คน,240,2560,0.9,หญิง,ลูกจ้างครัวเรือนส่วนบุคคล,เปอร์เซ็นต์
49794,สำนักงานสถิติจังหวัดอุทัยธานี,คน,241,2566,61,ชาย,"เกษตรกรรม,การป่าไม้ และการประมง",เปอร์เซ็นต์
0,สำนักงานสถิติจังหวัดอุทัยธานี,คน,242,2566,0,ชาย,การทำเหมืองแร่และเหมืองหิน,เปอร์เซ็นต์
3817,สำนักงานสถิติจังหวัดอุทัยธานี,คน,243,2566,4.7,ชาย,การผลิตอุตสาหกรรม,เปอร์เซ็นต์
192,สำนักงานสถิติจังหวัดอุทัยธานี,คน,244,2566,0.2,ชาย,ไฟฟ้า ก๊าซ และระบบปรับอากาศ,เปอร์เซ็นต์
95,สำนักงานสถิติจังหวัดอุทัยธานี,คน,245,2566,0.1,ชาย,การประปาและการจัดการของเสีย,เปอร์เซ็นต์
6574,สำนักงานสถิติจังหวัดอุทัยธานี,คน,246,2566,8,ชาย,การก่อสร้าง,เปอร์เซ็นต์
7185,สำนักงานสถิติจังหวัดอุทัยธานี,คน,247,2566,8.8,ชาย,การขายส่ง การขายปลีก การซ่อมแซ่มยานยนต์ และจักรยานยนต์,เปอร์เซ็นต์
1835,สำนักงานสถิติจังหวัดอุทัยธานี,คน,248,2566,2.2,ชาย,การขนส่ง และสถานที่เก็บสินค้า,เปอร์เซ็นต์
2425,สำนักงานสถิติจังหวัดอุทัยธานี,คน,249,2566,3,ชาย,ที่พักแรมและบริการด้านอาหาร,เปอร์เซ็นต์
88,สำนักงานสถิติจังหวัดอุทัยธานี,คน,250,2566,0.1,ชาย,ข้อมูลข่าวสารและการสื่อสาร,เปอร์เซ็นต์
249,สำนักงานสถิติจังหวัดอุทัยธานี,คน,251,2566,0.3,ชาย,การเงินและการประกันภัย,เปอร์เซ็นต์
39,สำนักงานสถิติจังหวัดอุทัยธานี,คน,252,2566,0,ชาย,กิจกรรมเกี่ยวกับอสังหาริมทรัพย์,เปอร์เซ็นต์
269,สำนักงานสถิติจังหวัดอุทัยธานี,คน,253,2566,0.3,ชาย,กิจกรรมวิชาชีพ วิทยาศาสตร์ และกิจกรรมทางวิชาการ,เปอร์เซ็นต์
310,สำนักงานสถิติจังหวัดอุทัยธานี,คน,254,2566,0.4,ชาย,กิจกรรมการบริหารและบริการสนับสนุนอื่น ๆ,เปอร์เซ็นต์
5195,สำนักงานสถิติจังหวัดอุทัยธานี,คน,255,2566,6.4,ชาย,การบริหารราชการ การป้องกันประเทศฯ,เปอร์เซ็นต์
1419,สำนักงานสถิติจังหวัดอุทัยธานี,คน,256,2566,1.7,ชาย,การศึกษา,เปอร์เซ็นต์
623,สำนักงานสถิติจังหวัดอุทัยธานี,คน,257,2566,0.8,ชาย,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,เปอร์เซ็นต์
230,สำนักงานสถิติจังหวัดอุทัยธานี,คน,258,2566,0.3,ชาย,ศิลปะ ความบันเทิง และนันทนาการ,เปอร์เซ็นต์
1275,สำนักงานสถิติจังหวัดอุทัยธานี,คน,259,2566,1.6,ชาย,กิจกรรมการบริการด้านอื่น ๆ,เปอร์เซ็นต์
49,สำนักงานสถิติจังหวัดอุทัยธานี,คน,260,2566,0.1,ชาย,ลูกจ้างครัวเรือนส่วนบุคคล,เปอร์เซ็นต์
34810,สำนักงานสถิติจังหวัดอุทัยธานี,คน,261,2566,50.2,หญิง,"เกษตรกรรม,การป่าไม้ และการประมง",เปอร์เซ็นต์
0,สำนักงานสถิติจังหวัดอุทัยธานี,คน,262,2566,0,หญิง,การทำเหมืองแร่และเหมืองหิน,เปอร์เซ็นต์
3724,สำนักงานสถิติจังหวัดอุทัยธานี,คน,263,2566,5.4,หญิง,การผลิตอุตสาหกรรม,เปอร์เซ็นต์
11,สำนักงานสถิติจังหวัดอุทัยธานี,คน,264,2566,0,หญิง,ไฟฟ้า ก๊าซ และระบบปรับอากาศ,เปอร์เซ็นต์
56,สำนักงานสถิติจังหวัดอุทัยธานี,คน,265,2566,0.1,หญิง,การประปาและการจัดการของเสีย,เปอร์เซ็นต์
1736,สำนักงานสถิติจังหวัดอุทัยธานี,คน,266,2566,2.5,หญิง,การก่อสร้าง,เปอร์เซ็นต์
8210,สำนักงานสถิติจังหวัดอุทัยธานี,คน,267,2566,11.8,หญิง,การขายส่ง การขายปลีก การซ่อมแซ่มยานยนต์ และจักรยานยนต์,เปอร์เซ็นต์
36,สำนักงานสถิติจังหวัดอุทัยธานี,คน,268,2566,0.1,หญิง,การขนส่ง และสถานที่เก็บสินค้า,เปอร์เซ็นต์
5818,สำนักงานสถิติจังหวัดอุทัยธานี,คน,269,2566,8.4,หญิง,ที่พักแรมและบริการด้านอาหาร,เปอร์เซ็นต์
0,สำนักงานสถิติจังหวัดอุทัยธานี,คน,270,2566,0,หญิง,ข้อมูลข่าวสารและการสื่อสาร,เปอร์เซ็นต์
458,สำนักงานสถิติจังหวัดอุทัยธานี,คน,271,2566,0.7,หญิง,การเงินและการประกันภัย,เปอร์เซ็นต์
75,สำนักงานสถิติจังหวัดอุทัยธานี,คน,272,2566,0.1,หญิง,กิจกรรมเกี่ยวกับอสังหาริมทรัพย์,เปอร์เซ็นต์
326,สำนักงานสถิติจังหวัดอุทัยธานี,คน,273,2566,0.5,หญิง,กิจกรรมวิชาชีพ วิทยาศาสตร์ และกิจกรรมทางวิชาการ,เปอร์เซ็นต์
170,สำนักงานสถิติจังหวัดอุทัยธานี,คน,274,2566,0.2,หญิง,กิจกรรมการบริหารและบริการสนับสนุนอื่น ๆ,เปอร์เซ็นต์
5451,สำนักงานสถิติจังหวัดอุทัยธานี,คน,275,2566,7.9,หญิง,การบริหารราชการ การป้องกันประเทศฯ,เปอร์เซ็นต์
3940,สำนักงานสถิติจังหวัดอุทัยธานี,คน,276,2566,5.7,หญิง,การศึกษา,เปอร์เซ็นต์
2368,สำนักงานสถิติจังหวัดอุทัยธานี,คน,277,2566,3.4,หญิง,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,เปอร์เซ็นต์
162,สำนักงานสถิติจังหวัดอุทัยธานี,คน,278,2566,0.2,หญิง,ศิลปะ ความบันเทิง และนันทนาการ,เปอร์เซ็นต์
1481,สำนักงานสถิติจังหวัดอุทัยธานี,คน,279,2566,2.1,หญิง,กิจกรรมการบริการด้านอื่น ๆ,เปอร์เซ็นต์
468,สำนักงานสถิติจังหวัดอุทัยธานี,คน,280,2566,0.7,หญิง,ลูกจ้างครัวเรือนส่วนบุคคล,เปอร์เซ็นต์
