2559,2557,2565,อำเภอ,ที่มา,2560,2566,2563,2555,2561,2553,2556,2568,2552,2554,_id,2564,2567,2562
0,1,0,1. อำเภอเมืองประจวบคีรีขันธ์,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,2,1,2,0,0,0,0,0,0,0,1,1,1,0
0,0,0,2. อำเภอกุยบุรี,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,3. อำเภอทับสะแก,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,2,3,0,0,0,0,0,0,0,0,3,2,0,0
0,0,0,4. อำเภอบางสะพาน,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,0,1,0,0,0,0,0,0,0,0,4,2,0,0
0,0,0,5. อำเภอบางสะพานน้อย,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2,0,0,6. อำเภอปราณบุรี,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,0,2,0,1,1,1,1,0,1,1,6,1,0,1
0,0,0,7. อำเภอหัวหิน,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,0,0,0,0,0,0,0,0,0,0,7,1,0,0
0,0,0,8. อำเภอสามร้อยยอด,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,0,0,2,1,0,1,1,0,1,1,8,0,0,0
2,1,0,รวม,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,4,7,4,2,1,2,2,0,2,2,9,7,1,1
