ประเภท,_id,ปี,ผู้สูงวัยในระบบ,จังหวัด
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,236,2565,807,สมุทรปราการ
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,237,2565,9,สมุทรสงคราม
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,238,2565,7,สมุทรสงคราม
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,239,2565,119,สมุทรสงคราม
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,240,2565,135,สมุทรสงคราม
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,241,2565,52,สมุทรสาคร
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,242,2565,81,สมุทรสาคร
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,243,2565,207,สมุทรสาคร
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,244,2565,340,สมุทรสาคร
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,245,2565,3,สระแก้ว
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,246,2565,5,สระแก้ว
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,247,2565,183,สระแก้ว
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,248,2565,191,สระแก้ว
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,249,2565,27,สระบุรี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,250,2565,31,สระบุรี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,251,2565,251,สระบุรี
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,252,2565,309,สระบุรี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,253,2565,2,สิงห์บุรี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,254,2565,8,สิงห์บุรี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,255,2565,145,สิงห์บุรี
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,256,2565,155,สิงห์บุรี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,257,2565,3,สุโขทัย
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,258,2565,10,สุโขทัย
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,259,2565,342,สุโขทัย
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,260,2565,355,สุโขทัย
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,261,2565,7,สุพรรณบุรี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,262,2565,12,สุพรรณบุรี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,263,2565,230,สุพรรณบุรี
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,264,2565,249,สุพรรณบุรี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,265,2565,13,สุราษฎร์ธานี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,266,2565,20,สุราษฎร์ธานี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,267,2565,320,สุราษฎร์ธานี
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,268,2565,353,สุราษฎร์ธานี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,269,2565,3,สุรินทร์
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,270,2565,9,สุรินทร์
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,271,2565,342,สุรินทร์
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,272,2565,354,สุรินทร์
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,273,2565,2,หนองคาย
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,274,2565,8,หนองคาย
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,275,2565,169,หนองคาย
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,276,2565,179,หนองคาย
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,277,2565,0,หนองบัวลำภู
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,278,2565,4,หนองบัวลำภู
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,279,2565,192,หนองบัวลำภู
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,280,2565,196,หนองบัวลำภู
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,281,2565,2,อ่างทอง
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,282,2565,10,อ่างทอง
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,283,2565,108,อ่างทอง
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,284,2565,120,อ่างทอง
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,285,2565,2,อำนาจเจริญ
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,286,2565,7,อำนาจเจริญ
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,287,2565,158,อำนาจเจริญ
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,288,2565,167,อำนาจเจริญ
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,289,2565,13,อุดรธานี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,290,2565,15,อุดรธานี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,291,2565,527,อุดรธานี
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,292,2565,555,อุดรธานี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,293,2565,2,อุตรดิตถ์
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,294,2565,6,อุตรดิตถ์
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,295,2565,347,อุตรดิตถ์
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,296,2565,355,อุตรดิตถ์
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,297,2565,0,อุทัยธานี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,298,2565,9,อุทัยธานี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,299,2565,202,อุทัยธานี
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,300,2565,211,อุทัยธานี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 33,301,2565,7,อุบลราชธานี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,302,2565,20,อุบลราชธานี
ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมในมาตรา 40,303,2565,345,อุบลราชธานี
จำนวนผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคม,304,2565,372,อุบลราชธานี
