เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
กรกฎาคม,45481,1,2568,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
กรกฎาคม,1695,2,2568,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กรกฎาคม,8686,3,2568,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
กรกฎาคม,12,4,2568,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
กรกฎาคม,414,5,2568,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กรกฎาคม,14,6,2568,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
กรกฎาคม,19,7,2568,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
กรกฎาคม,47,8,2568,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
กรกฎาคม,163282,9,2568,รย. 12 รถจักรยานยนต์,รถยนต์
กรกฎาคม,4081,10,2568,รย. 13 รถแทร็กเตอร์,รถยนต์
กรกฎาคม,68,11,2568,รย. 14 รถบดถนน,รถยนต์
กรกฎาคม,13,12,2568,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กรกฎาคม,65,13,2568,รย. 16 รถพ่วง,รถยนต์
กรกฎาคม,93,14,2568,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
กรกฎาคม,103,15,2568,รถโดยสารประจำทาง,รถขนส่ง
กรกฎาคม,368,16,2568,รถโดยสารไม่ประจำทาง,รถขนส่ง
กรกฎาคม,54,17,2568,รถโดยสารส่วนบุคคล,รถขนส่ง
กรกฎาคม,3241,18,2568,รถบรรทุกไม่ประจำทาง,รถขนส่ง
กรกฎาคม,2570,19,2568,รถบรรทุกส่วนบุคคล,รถขนส่ง
