AGE_GROUP,VALUE,QUARTER,SOURCE,_id,REG,UNIT,YEAR,EDUCATIONAL
35-39 ปี ,63.03,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1585,กลาง,พันคน,2563,ไม่มีการศึกษา
35-39 ปี ,31.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1586,กลาง,พันคน,2563,ต่ำกว่าประถมศึกษา
35-39 ปี ,198.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1587,กลาง,พันคน,2563,ประถมศึกษา
35-39 ปี ,405.31,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1588,กลาง,พันคน,2563,มัธยมศึกษาตอนต้น
35-39 ปี ,322.48,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1589,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
35-39 ปี ,100.47,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1590,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
35-39 ปี ,1.01,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1591,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
35-39 ปี ,357.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1592,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการ
35-39 ปี ,179.27,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1593,กลาง,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
35-39 ปี ,29.93,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1594,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
35-39 ปี ,21.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1595,กลาง,พันคน,2563,การศึกษาอื่นๆ 
35-39 ปี ,12.41,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1596,กลาง,พันคน,2563,ไม่ทราบระดับการศึกษา 
40-49 ปี,95.26,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1597,กลาง,พันคน,2563,ไม่มีการศึกษา
40-49 ปี,135.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1598,กลาง,พันคน,2563,ต่ำกว่าประถมศึกษา
40-49 ปี,1012.34,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1599,กลาง,พันคน,2563,ประถมศึกษา
40-49 ปี,638.76,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1600,กลาง,พันคน,2563,มัธยมศึกษาตอนต้น
40-49 ปี,518.06,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1601,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
40-49 ปี,131.25,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1602,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
40-49 ปี,0.41,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1603,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
40-49 ปี,569.97,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1604,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการ
40-49 ปี,240.38,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1605,กลาง,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
40-49 ปี,46.44,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1606,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
40-49 ปี,11.69,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1607,กลาง,พันคน,2563,การศึกษาอื่นๆ 
40-49 ปี,15.65,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1608,กลาง,พันคน,2563,ไม่ทราบระดับการศึกษา 
50-59 ปี,97.77,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1609,กลาง,พันคน,2563,ไม่มีการศึกษา
50-59 ปี,799.25,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1610,กลาง,พันคน,2563,ต่ำกว่าประถมศึกษา
50-59 ปี,848.65,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1611,กลาง,พันคน,2563,ประถมศึกษา
50-59 ปี,340.39,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1612,กลาง,พันคน,2563,มัธยมศึกษาตอนต้น
50-59 ปี,256.33,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1613,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
50-59 ปี,116.55,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1614,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
50-59 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1615,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
50-59 ปี,307.37,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1616,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการ
50-59 ปี,138.87,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1617,กลาง,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
50-59 ปี,56.68,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1618,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
50-59 ปี,3.77,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1619,กลาง,พันคน,2563,การศึกษาอื่นๆ 
50-59 ปี,15.52,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1620,กลาง,พันคน,2563,ไม่ทราบระดับการศึกษา 
60 ปีขึ้นไป,239.78,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1621,กลาง,พันคน,2563,ไม่มีการศึกษา
60 ปีขึ้นไป,2100.81,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1622,กลาง,พันคน,2563,ต่ำกว่าประถมศึกษา
60 ปีขึ้นไป,312.23,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1623,กลาง,พันคน,2563,ประถมศึกษา
60 ปีขึ้นไป,174.22,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1624,กลาง,พันคน,2563,มัธยมศึกษาตอนต้น
60 ปีขึ้นไป,137.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1625,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
60 ปีขึ้นไป,66.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1626,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
60 ปีขึ้นไป,0.15,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1627,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
60 ปีขึ้นไป,170.41,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1628,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการ
60 ปีขึ้นไป,48.79,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1629,กลาง,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
60 ปีขึ้นไป,109.04,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1630,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
60 ปีขึ้นไป,0.51,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1631,กลาง,พันคน,2563,การศึกษาอื่นๆ 
60 ปีขึ้นไป,7.02,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1632,กลาง,พันคน,2563,ไม่ทราบระดับการศึกษา 
15-19 ปี,5.82,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1633,เหนือ,พันคน,2563,ไม่มีการศึกษา
15-19 ปี,8.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1634,เหนือ,พันคน,2563,ต่ำกว่าประถมศึกษา
15-19 ปี,154.92,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1635,เหนือ,พันคน,2563,ประถมศึกษา
15-19 ปี,490.22,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1636,เหนือ,พันคน,2563,มัธยมศึกษาตอนต้น
15-19 ปี,53.17,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1637,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
15-19 ปี,31.54,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1638,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
15-19 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1639,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
15-19 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1640,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาการ
15-19 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1641,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
15-19 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1642,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
15-19 ปี,3.28,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1643,เหนือ,พันคน,2563,การศึกษาอื่นๆ 
15-19 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1644,เหนือ,พันคน,2563,ไม่ทราบระดับการศึกษา 
20-24 ปี,24.33,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1645,เหนือ,พันคน,2563,ไม่มีการศึกษา
20-24 ปี,7.96,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1646,เหนือ,พันคน,2563,ต่ำกว่าประถมศึกษา
20-24 ปี,83.07,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1647,เหนือ,พันคน,2563,ประถมศึกษา
20-24 ปี,189.69,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1648,เหนือ,พันคน,2563,มัธยมศึกษาตอนต้น
20-24 ปี,237.31,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1649,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
20-24 ปี,54.79,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1650,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
20-24 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1651,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
20-24 ปี,84.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1652,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาการ
20-24 ปี,86.58,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1653,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
20-24 ปี,14.46,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1654,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
20-24 ปี,2.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1655,เหนือ,พันคน,2563,การศึกษาอื่นๆ 
20-24 ปี,0.25,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1656,เหนือ,พันคน,2563,ไม่ทราบระดับการศึกษา 
25-29 ปี,33.96,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1657,เหนือ,พันคน,2563,ไม่มีการศึกษา
25-29 ปี,10.73,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1658,เหนือ,พันคน,2563,ต่ำกว่าประถมศึกษา
25-29 ปี,69.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1659,เหนือ,พันคน,2563,ประถมศึกษา
25-29 ปี,181.91,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1660,เหนือ,พันคน,2563,มัธยมศึกษาตอนต้น
25-29 ปี,150.58,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1661,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
25-29 ปี,36.24,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1662,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
25-29 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1663,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
25-29 ปี,143.15,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1664,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาการ
25-29 ปี,76.21,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1665,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
25-29 ปี,40.04,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1666,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
25-29 ปี,1.04,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1667,เหนือ,พันคน,2563,การศึกษาอื่นๆ 
25-29 ปี,2.84,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1668,เหนือ,พันคน,2563,ไม่ทราบระดับการศึกษา 
30-34 ปี,29.42,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1669,เหนือ,พันคน,2563,ไม่มีการศึกษา
30-34 ปี,11.96,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1670,เหนือ,พันคน,2563,ต่ำกว่าประถมศึกษา
30-34 ปี,69.75,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1671,เหนือ,พันคน,2563,ประถมศึกษา
30-34 ปี,147.42,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1672,เหนือ,พันคน,2563,มัธยมศึกษาตอนต้น
30-34 ปี,110.94,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1673,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
30-34 ปี,27.48,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1674,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
30-34 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1675,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
30-34 ปี,128.24,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1676,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาการ
30-34 ปี,61.43,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1677,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
30-34 ปี,13.32,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1678,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
30-34 ปี,1.67,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1679,เหนือ,พันคน,2563,การศึกษาอื่นๆ 
30-34 ปี,0.95,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1680,เหนือ,พันคน,2563,ไม่ทราบระดับการศึกษา 
35-39 ปี ,35.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1681,เหนือ,พันคน,2563,ไม่มีการศึกษา
35-39 ปี ,9.85,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1682,เหนือ,พันคน,2563,ต่ำกว่าประถมศึกษา
35-39 ปี ,101.63,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1683,เหนือ,พันคน,2563,ประถมศึกษา
35-39 ปี ,121.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1684,เหนือ,พันคน,2563,มัธยมศึกษาตอนต้น
35-39 ปี ,109.85,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1685,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
35-39 ปี ,29.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1686,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
35-39 ปี ,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1687,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
35-39 ปี ,110.34,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1688,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาการ
35-39 ปี ,57.13,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1689,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
35-39 ปี ,16.41,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1690,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
35-39 ปี ,1.45,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1691,เหนือ,พันคน,2563,การศึกษาอื่นๆ 
35-39 ปี ,1.12,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1692,เหนือ,พันคน,2563,ไม่ทราบระดับการศึกษา 
40-49 ปี,88.54,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1693,เหนือ,พันคน,2563,ไม่มีการศึกษา
40-49 ปี,88.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1694,เหนือ,พันคน,2563,ต่ำกว่าประถมศึกษา
40-49 ปี,509.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1695,เหนือ,พันคน,2563,ประถมศึกษา
40-49 ปี,226.62,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1696,เหนือ,พันคน,2563,มัธยมศึกษาตอนต้น
40-49 ปี,209.41,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1697,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
40-49 ปี,36.84,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1698,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
40-49 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1699,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
40-49 ปี,174.22,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1700,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาการ
40-49 ปี,77.13,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1701,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
40-49 ปี,30.14,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1702,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
40-49 ปี,4.71,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1703,เหนือ,พันคน,2563,การศึกษาอื่นๆ 
40-49 ปี,0.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1704,เหนือ,พันคน,2563,ไม่ทราบระดับการศึกษา 
50-59 ปี,133.55,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1705,เหนือ,พันคน,2563,ไม่มีการศึกษา
50-59 ปี,736.31,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1706,เหนือ,พันคน,2563,ต่ำกว่าประถมศึกษา
50-59 ปี,495.41,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1707,เหนือ,พันคน,2563,ประถมศึกษา
50-59 ปี,133.98,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1708,เหนือ,พันคน,2563,มัธยมศึกษาตอนต้น
50-59 ปี,131.69,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1709,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
50-59 ปี,34.11,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1710,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
50-59 ปี,0.09,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1711,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
50-59 ปี,104.32,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1712,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาการ
50-59 ปี,44.26,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1713,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
50-59 ปี,25.59,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1714,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
50-59 ปี,1.04,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1715,เหนือ,พันคน,2563,การศึกษาอื่นๆ 
50-59 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1716,เหนือ,พันคน,2563,ไม่ทราบระดับการศึกษา 
60 ปีขึ้นไป,337.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1717,เหนือ,พันคน,2563,ไม่มีการศึกษา
60 ปีขึ้นไป,1925.12,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1718,เหนือ,พันคน,2563,ต่ำกว่าประถมศึกษา
60 ปีขึ้นไป,133.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1719,เหนือ,พันคน,2563,ประถมศึกษา
60 ปีขึ้นไป,85.64,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1720,เหนือ,พันคน,2563,มัธยมศึกษาตอนต้น
60 ปีขึ้นไป,63.66,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1721,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
60 ปีขึ้นไป,24.17,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1722,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
60 ปีขึ้นไป,0.22,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1723,เหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
60 ปีขึ้นไป,64.09,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1724,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาการ
60 ปีขึ้นไป,22.63,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1725,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
60 ปีขึ้นไป,60.65,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1726,เหนือ,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
60 ปีขึ้นไป,0.21,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1727,เหนือ,พันคน,2563,การศึกษาอื่นๆ 
60 ปีขึ้นไป,0.56,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1728,เหนือ,พันคน,2563,ไม่ทราบระดับการศึกษา 
15-19 ปี,3.62,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1729,ตะวันออกเฉียงเหนือ,พันคน,2563,ไม่มีการศึกษา
15-19 ปี,5.31,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1730,ตะวันออกเฉียงเหนือ,พันคน,2563,ต่ำกว่าประถมศึกษา
15-19 ปี,371.46,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1731,ตะวันออกเฉียงเหนือ,พันคน,2563,ประถมศึกษา
15-19 ปี,931.17,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1732,ตะวันออกเฉียงเหนือ,พันคน,2563,มัธยมศึกษาตอนต้น
15-19 ปี,95.07,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1733,ตะวันออกเฉียงเหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
15-19 ปี,34.29,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1734,ตะวันออกเฉียงเหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
15-19 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1735,ตะวันออกเฉียงเหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
15-19 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1736,ตะวันออกเฉียงเหนือ,พันคน,2563,อุดมศึกษา สายวิชาการ
15-19 ปี,0.18,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1737,ตะวันออกเฉียงเหนือ,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
15-19 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1738,ตะวันออกเฉียงเหนือ,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
15-19 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1739,ตะวันออกเฉียงเหนือ,พันคน,2563,การศึกษาอื่นๆ 
15-19 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1740,ตะวันออกเฉียงเหนือ,พันคน,2563,ไม่ทราบระดับการศึกษา 
20-24 ปี,13.77,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1741,ตะวันออกเฉียงเหนือ,พันคน,2563,ไม่มีการศึกษา
20-24 ปี,3.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1742,ตะวันออกเฉียงเหนือ,พันคน,2563,ต่ำกว่าประถมศึกษา
20-24 ปี,164.54,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1743,ตะวันออกเฉียงเหนือ,พันคน,2563,ประถมศึกษา
20-24 ปี,390.65,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1744,ตะวันออกเฉียงเหนือ,พันคน,2563,มัธยมศึกษาตอนต้น
20-24 ปี,507.14,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1745,ตะวันออกเฉียงเหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
20-24 ปี,139.96,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1746,ตะวันออกเฉียงเหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
20-24 ปี,6.14,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1747,ตะวันออกเฉียงเหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
20-24 ปี,77.68,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1748,ตะวันออกเฉียงเหนือ,พันคน,2563,อุดมศึกษา สายวิชาการ
20-24 ปี,122.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1749,ตะวันออกเฉียงเหนือ,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
20-24 ปี,21.81,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1750,ตะวันออกเฉียงเหนือ,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
20-24 ปี,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1751,ตะวันออกเฉียงเหนือ,พันคน,2563,การศึกษาอื่นๆ 
20-24 ปี,0.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1752,ตะวันออกเฉียงเหนือ,พันคน,2563,ไม่ทราบระดับการศึกษา 
25-29 ปี,12.42,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1753,ตะวันออกเฉียงเหนือ,พันคน,2563,ไม่มีการศึกษา
25-29 ปี,8.76,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1754,ตะวันออกเฉียงเหนือ,พันคน,2563,ต่ำกว่าประถมศึกษา
25-29 ปี,108.72,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1755,ตะวันออกเฉียงเหนือ,พันคน,2563,ประถมศึกษา
25-29 ปี,363.25,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1756,ตะวันออกเฉียงเหนือ,พันคน,2563,มัธยมศึกษาตอนต้น
25-29 ปี,312.83,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1757,ตะวันออกเฉียงเหนือ,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
