จำนวน,ประเภท,ที่มา,สถานภาพแรงงาน,_id,ปี,เพศ,ช่วงเวลา,หน่วย
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,137,2564,ชาย,ไตรมาสที่ 1, คน 
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,138,2564,ชาย,ไตรมาสที่ 1, คน 
" 30,258 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,139,2564,ชาย,ไตรมาสที่ 1, คน 
" 50,609 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,140,2564,หญิง,ไตรมาสที่ 1, คน 
" 14,187 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,141,2564,หญิง,ไตรมาสที่ 1, คน 
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,142,2564,หญิง,ไตรมาสที่ 1, คน 
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,143,2564,หญิง,ไตรมาสที่ 1, คน 
" 34,520 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,144,2564,หญิง,ไตรมาสที่ 1, คน 
" 127,305 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,145,2564,ชาย,ไตรมาสที่ 2,คน
" 4,174 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,146,2564,ชาย,ไตรมาสที่ 2,คน
 883 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,147,2564,ชาย,ไตรมาสที่ 2,คน
" 97,029 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,148,2564,หญิง,ไตรมาสที่ 2,คน
" 2,169 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,149,2564,หญิง,ไตรมาสที่ 2,คน
 306 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,150,2564,หญิง,ไตรมาสที่ 2,คน
" 1,444 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,151,2564,ชาย,ไตรมาสที่ 2,คน
" 13,019 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,152,2564,ชาย,ไตรมาสที่ 2,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,153,2564,ชาย,ไตรมาสที่ 2,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,154,2564,ชาย,ไตรมาสที่ 2,คน
" 28,702 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,155,2564,ชาย,ไตรมาสที่ 2,คน
" 47,611 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,156,2564,หญิง,ไตรมาสที่ 2,คน
" 12,506 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,157,2564,หญิง,ไตรมาสที่ 2,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,158,2564,หญิง,ไตรมาสที่ 2,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,159,2564,หญิง,ไตรมาสที่ 2,คน
" 33,433 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,160,2564,หญิง,ไตรมาสที่ 2,คน
" 127,123 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,161,2564,ชาย,ไตรมาสที่ 3,คน
" 1,204 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,162,2564,ชาย,ไตรมาสที่ 3,คน
 - ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,163,2564,ชาย,ไตรมาสที่ 3,คน
" 96,064 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,164,2564,หญิง,ไตรมาสที่ 3,คน
" 1,539 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,165,2564,หญิง,ไตรมาสที่ 3,คน
 74 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,166,2564,หญิง,ไตรมาสที่ 3,คน
" 3,934 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,167,2564,ชาย,ไตรมาสที่ 3,คน
" 15,130 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,168,2564,ชาย,ไตรมาสที่ 3,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,169,2564,ชาย,ไตรมาสที่ 3,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,170,2564,ชาย,ไตรมาสที่ 3,คน
" 28,055 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,171,2564,ชาย,ไตรมาสที่ 3,คน
" 48,076 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,172,2564,หญิง,ไตรมาสที่ 3,คน
" 14,342 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,173,2564,หญิง,ไตรมาสที่ 3,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,174,2564,หญิง,ไตรมาสที่ 3,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,175,2564,หญิง,ไตรมาสที่ 3,คน
" 32,936 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,176,2564,หญิง,ไตรมาสที่ 3,คน
" 126,686 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,177,2564,ชาย,ไตรมาสที่ 4,คน
" 1,342 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,178,2564,ชาย,ไตรมาสที่ 4,คน
 - ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,179,2564,ชาย,ไตรมาสที่ 4,คน
" 94,557 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,180,2564,หญิง,ไตรมาสที่ 4,คน
 700 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,181,2564,หญิง,ไตรมาสที่ 4,คน
 - ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,182,2564,หญิง,ไตรมาสที่ 4,คน
" 2,664 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,183,2564,ชาย,ไตรมาสที่ 4,คน
" 14,258 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,184,2564,ชาย,ไตรมาสที่ 4,คน
" 22,542 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,185,2564,ชาย,ไตรมาสที่ 4,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,186,2564,ชาย,ไตรมาสที่ 4,คน
" 7,841 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,187,2564,ชาย,ไตรมาสที่ 4,คน
" 50,924 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,188,2564,หญิง,ไตรมาสที่ 4,คน
" 14,128 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,189,2564,หญิง,ไตรมาสที่ 4,คน
" 25,588 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,190,2564,หญิง,ไตรมาสที่ 4,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,191,2564,หญิง,ไตรมาสที่ 4,คน
" 7,077 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,192,2564,หญิง,ไตรมาสที่ 4,คน
" 127,809 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,193,2565,ชาย,ไตรมาสที่ 1,คน
" 1,209 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,194,2565,ชาย,ไตรมาสที่ 1,คน
 179 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,195,2565,ชาย,ไตรมาสที่ 1,คน
" 94,946 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,196,2565,หญิง,ไตรมาสที่ 1,คน
" 1,754 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,197,2565,หญิง,ไตรมาสที่ 1,คน
 241 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,198,2565,หญิง,ไตรมาสที่ 1,คน
" 3,941 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,199,2565,ชาย,ไตรมาสที่ 1,คน
" 16,275 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,200,2565,ชาย,ไตรมาสที่ 1,คน
" 22,545 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,201,2565,ชาย,ไตรมาสที่ 1,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,202,2565,ชาย,ไตรมาสที่ 1,คน
" 10,813 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,203,2565,ชาย,ไตรมาสที่ 1,คน
" 52,558 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,204,2565,หญิง,ไตรมาสที่ 1,คน
" 15,972 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,205,2565,หญิง,ไตรมาสที่ 1,คน
" 26,906 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,206,2565,หญิง,ไตรมาสที่ 1,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,207,2565,หญิง,ไตรมาสที่ 1,คน
" 10,446 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,208,2565,หญิง,ไตรมาสที่ 1,คน
" 126,317 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,209,2565,ชาย,ไตรมาสที่ 2,คน
" 1,516 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,210,2565,ชาย,ไตรมาสที่ 2,คน
 885 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,211,2565,ชาย,ไตรมาสที่ 2,คน
" 96,212 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,212,2565,หญิง,ไตรมาสที่ 2,คน
 234 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,213,2565,หญิง,ไตรมาสที่ 2,คน
 474 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,214,2565,หญิง,ไตรมาสที่ 2,คน
" 5,581 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,215,2565,ชาย,ไตรมาสที่ 2,คน
" 15,931 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,216,2565,ชาย,ไตรมาสที่ 2,คน
" 24,787 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,217,2565,ชาย,ไตรมาสที่ 2,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,218,2565,ชาย,ไตรมาสที่ 2,คน
" 7,714 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,219,2565,ชาย,ไตรมาสที่ 2,คน
" 54,609 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,220,2565,หญิง,ไตรมาสที่ 2,คน
" 17,116 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,221,2565,หญิง,ไตรมาสที่ 2,คน
" 30,052 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,222,2565,หญิง,ไตรมาสที่ 2,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,223,2565,หญิง,ไตรมาสที่ 2,คน
" 4,180 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,224,2565,หญิง,ไตรมาสที่ 2,คน
" 132,798 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,225,2565,ชาย,ไตรมาสที่ 3,คน
" 2,628 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,226,2565,ชาย,ไตรมาสที่ 3,คน
 -   ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,227,2565,ชาย,ไตรมาสที่ 3,คน
" 103,220 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,228,2565,หญิง,ไตรมาสที่ 3,คน
" 1,409 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,229,2565,หญิง,ไตรมาสที่ 3,คน
 -   ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,230,2565,หญิง,ไตรมาสที่ 3,คน
" 3,567 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,231,2565,ชาย,ไตรมาสที่ 3,คน
" 14,878 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,232,2565,ชาย,ไตรมาสที่ 3,คน
" 22,671 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,233,2565,ชาย,ไตรมาสที่ 3,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,234,2565,ชาย,ไตรมาสที่ 3,คน
" 6,135 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,235,2565,ชาย,ไตรมาสที่ 3,คน
" 47,220 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,236,2565,หญิง,ไตรมาสที่ 3,คน
" 16,709 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,237,2565,หญิง,ไตรมาสที่ 3,คน
" 29,747 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,238,2565,หญิง,ไตรมาสที่ 3,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,239,2565,หญิง,ไตรมาสที่ 3,คน
" 4,606 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,240,2565,หญิง,ไตรมาสที่ 3,คน
" 132,412 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,241,2565,ชาย,ไตรมาสที่ 4,คน
 220 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,242,2565,ชาย,ไตรมาสที่ 4,คน
 -   ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,243,2565,ชาย,ไตรมาสที่ 4,คน
" 109,114 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,244,2565,หญิง,ไตรมาสที่ 4,คน
 744 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,245,2565,หญิง,ไตรมาสที่ 4,คน
 -   ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,246,2565,หญิง,ไตรมาสที่ 4,คน
" 7,322 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,247,2565,ชาย,ไตรมาสที่ 4,คน
" 13,040 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,248,2565,ชาย,ไตรมาสที่ 4,คน
" 22,885 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,249,2565,ชาย,ไตรมาสที่ 4,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,250,2565,ชาย,ไตรมาสที่ 4,คน
" 6,703 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,251,2565,ชาย,ไตรมาสที่ 4,คน
" 45,223 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,252,2565,หญิง,ไตรมาสที่ 4,คน
" 14,976 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,253,2565,หญิง,ไตรมาสที่ 4,คน
" 28,462 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,254,2565,หญิง,ไตรมาสที่ 4,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,255,2565,หญิง,ไตรมาสที่ 4,คน
" 4,375 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,256,2565,หญิง,ไตรมาสที่ 4,คน
" 133,540 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,257,2566,ชาย,ไตรมาสที่ 1,คน
" 2,634 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,258,2566,ชาย,ไตรมาสที่ 1,คน
" 1,667 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,259,2566,ชาย,ไตรมาสที่ 1,คน
" 112,065 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,260,2566,หญิง,ไตรมาสที่ 1,คน
" 1,244 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,261,2566,หญิง,ไตรมาสที่ 1,คน
" 5,742 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,262,2566,หญิง,ไตรมาสที่ 1,คน
" 1,484 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,263,2566,ชาย,ไตรมาสที่ 1,คน
" 13,332 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,264,2566,ชาย,ไตรมาสที่ 1,คน
" 21,520 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,265,2566,ชาย,ไตรมาสที่ 1,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,266,2566,ชาย,ไตรมาสที่ 1,คน
" 8,329 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,267,2566,ชาย,ไตรมาสที่ 1,คน
" 19,591 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,268,2566,หญิง,ไตรมาสที่ 1,คน
" 15,850 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,269,2566,หญิง,ไตรมาสที่ 1,คน
" 29,700 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,270,2566,หญิง,ไตรมาสที่ 1,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,271,2566,หญิง,ไตรมาสที่ 1,คน
" 18,711 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,272,2566,หญิง,ไตรมาสที่ 1,คน
" 140,473 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,273,2566,ชาย,ไตรมาสที่ 2,คน
