เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
กรกฎาคม,42733,1,2567,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
กรกฎาคม,2013,2,2567,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กรกฎาคม,10174,3,2567,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
กรกฎาคม,11,4,2567,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
กรกฎาคม,486,5,2567,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กรกฎาคม,23,6,2567,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
กรกฎาคม,9,7,2567,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
กรกฎาคม,29,8,2567,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
กรกฎาคม,5,9,2567,รย. 11 รถยนต์บริการให้เช่า,รถยนต์
กรกฎาคม,160615,10,2567,รย. 12 รถจักรยานยนต์,รถยนต์
กรกฎาคม,5064,11,2567,รย. 13 รถแทร็กเตอร์,รถยนต์
กรกฎาคม,59,12,2567,รย. 14 รถบดถนน,รถยนต์
กรกฎาคม,20,13,2567,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กรกฎาคม,76,14,2567,รย. 16 รถพ่วง,รถยนต์
กรกฎาคม,89,15,2567,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
กรกฎาคม,109,16,2567,รถโดยสารประจำทาง,รถขนส่ง
กรกฎาคม,393,17,2567,รถโดยสารไม่ประจำทาง,รถขนส่ง
กรกฎาคม,44,18,2567,รถโดยสารส่วนบุคคล,รถขนส่ง
กรกฎาคม,2705,19,2567,รถบรรทุกไม่ประจำทาง,รถขนส่ง
กรกฎาคม,2683,20,2567,รถบรรทุกส่วนบุคคล,รถขนส่ง
