AGE_GROUP,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,YEAR
 50-59 ปี,408.09,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,231,ชาย,พันคน,2564
 60 ปีขึ้นไป,3117.08,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,232,ชาย,พันคน,2564
 15-19 ปี,1902.74,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,233,หญิง,พันคน,2564
 20-24 ปี,1115.75,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,234,หญิง,พันคน,2564
 25-29 ปี,508.39,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,235,หญิง,พันคน,2564
 30-34 ปี,432.03,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,236,หญิง,พันคน,2564
 35-39 ปี,421.96,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,237,หญิง,พันคน,2564
 40-49 ปี,925.01,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,238,หญิง,พันคน,2564
 50-59 ปี,1423.08,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,239,หญิง,พันคน,2564
 60 ปีขึ้นไป,5199.49,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,240,หญิง,พันคน,2564
 15-19 ปี,1757.73,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,241,ชาย,พันคน,2564
 20-24 ปี,671.47,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,242,ชาย,พันคน,2564
 25-29 ปี,150.11,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,243,ชาย,พันคน,2564
 30-34 ปี,111.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,244,ชาย,พันคน,2564
 35-39 ปี,101.61,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,245,ชาย,พันคน,2564
 40-49 ปี,247.36,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,246,ชาย,พันคน,2564
 50-59 ปี,436.59,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,247,ชาย,พันคน,2564
 60 ปีขึ้นไป,3131.11,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,248,ชาย,พันคน,2564
 15-19 ปี,1913.64,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,249,หญิง,พันคน,2564
 20-24 ปี,1066.99,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,250,หญิง,พันคน,2564
 25-29 ปี,482.28,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,251,หญิง,พันคน,2564
 30-34 ปี,427.82,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,252,หญิง,พันคน,2564
 35-39 ปี,388.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,253,หญิง,พันคน,2564
 40-49 ปี,941.83,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,254,หญิง,พันคน,2564
 50-59 ปี,1471.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,255,หญิง,พันคน,2564
 60 ปีขึ้นไป,5246.14,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,256,หญิง,พันคน,2564
 15-19 ปี,1828.42,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,257,ชาย,พันคน,2565
 20-24 ปี,766.41,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,258,ชาย,พันคน,2565
 25-29 ปี,200.15,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,259,ชาย,พันคน,2565
 30-34 ปี,108.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,260,ชาย,พันคน,2565
 35-39 ปี,119.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,261,ชาย,พันคน,2565
 40-49 ปี,262.25,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,262,ชาย,พันคน,2565
 50-59 ปี,427.55,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,263,ชาย,พันคน,2565
 60 ปีขึ้นไป,2896.36,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,264,ชาย,พันคน,2565
 15-19 ปี,2002.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,265,หญิง,พันคน,2565
 20-24 ปี,1211.59,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,266,หญิง,พันคน,2565
 25-29 ปี,502.05,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,267,หญิง,พันคน,2565
 30-34 ปี,403.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,268,หญิง,พันคน,2565
 35-39 ปี,381.21,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,269,หญิง,พันคน,2565
 40-49 ปี,958.48,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,270,หญิง,พันคน,2565
 50-59 ปี,1543.09,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,271,หญิง,พันคน,2565
 60 ปีขึ้นไป,5282.72,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,272,หญิง,พันคน,2565
 15-19 ปี,1787.99,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,273,ชาย,พันคน,2565
 20-24 ปี,783.01,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,274,ชาย,พันคน,2565
 25-29 ปี,174.29,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,275,ชาย,พันคน,2565
 30-34 ปี,115.05,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,276,ชาย,พันคน,2565
 35-39 ปี,102.94,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,277,ชาย,พันคน,2565
 40-49 ปี,259.99,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,278,ชาย,พันคน,2565
 50-59 ปี,436.55,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,279,ชาย,พันคน,2565
 60 ปีขึ้นไป,2929.04,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,280,ชาย,พันคน,2565
 15-19 ปี,1984.07,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,281,หญิง,พันคน,2565
 20-24 ปี,1166.82,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,282,หญิง,พันคน,2565
 25-29 ปี,476.12,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,283,หญิง,พันคน,2565
 30-34 ปี,408.37,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,284,หญิง,พันคน,2565
 35-39 ปี,399.09,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,285,หญิง,พันคน,2565
 40-49 ปี,939.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,286,หญิง,พันคน,2565
 50-59 ปี,1484.99,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,287,หญิง,พันคน,2565
 60 ปีขึ้นไป,5375.18,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,288,หญิง,พันคน,2565
 15-19 ปี,1793.76,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,289,ชาย,พันคน,2565
 20-24 ปี,699.78,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,290,ชาย,พันคน,2565
 25-29 ปี,193.32,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,291,ชาย,พันคน,2565
 30-34 ปี,113.78,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,292,ชาย,พันคน,2565
 35-39 ปี,102.12,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,293,ชาย,พันคน,2565
 40-49 ปี,236.69,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,294,ชาย,พันคน,2565
 50-59 ปี,406.31,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,295,ชาย,พันคน,2565
 60 ปีขึ้นไป,2958.96,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,296,ชาย,พันคน,2565
 15-19 ปี,1972.77,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,297,หญิง,พันคน,2565
 20-24 ปี,1068.62,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,298,หญิง,พันคน,2565
 25-29 ปี,476.13,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,299,หญิง,พันคน,2565
 30-34 ปี,405.66,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,300,หญิง,พันคน,2565
 35-39 ปี,365.24,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,301,หญิง,พันคน,2565
 40-49 ปี,875.99,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,302,หญิง,พันคน,2565
 50-59 ปี,1486.23,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,303,หญิง,พันคน,2565
 60 ปีขึ้นไป,5417.21,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,304,หญิง,พันคน,2565
 15-19 ปี,1776.88,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,305,ชาย,พันคน,2565
 20-24 ปี,684.03,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,306,ชาย,พันคน,2565
 25-29 ปี,161.72,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,307,ชาย,พันคน,2565
 30-34 ปี,110.09,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,308,ชาย,พันคน,2565
 35-39 ปี,90.77,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,309,ชาย,พันคน,2565
 40-49 ปี,252.77,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,310,ชาย,พันคน,2565
 50-59 ปี,411.24,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,311,ชาย,พันคน,2565
 60 ปีขึ้นไป,2960.27,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,312,ชาย,พันคน,2565
 15-19 ปี,1964.29,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,313,หญิง,พันคน,2565
 20-24 ปี,1088.68,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,314,หญิง,พันคน,2565
 25-29 ปี,501.71,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,315,หญิง,พันคน,2565
 30-34 ปี,388.11,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,316,หญิง,พันคน,2565
 35-39 ปี,378.28,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,317,หญิง,พันคน,2565
 40-49 ปี,907.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,318,หญิง,พันคน,2565
 50-59 ปี,1496.24,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,319,หญิง,พันคน,2565
 60 ปีขึ้นไป,5417.49,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,320,หญิง,พันคน,2565
 15-19 ปี,1785.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,321,ชาย,พันคน,2566
 20-24 ปี,740.33,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,322,ชาย,พันคน,2566
 25-29 ปี,178.79,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,323,ชาย,พันคน,2566
 30-34 ปี,105.39,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,324,ชาย,พันคน,2566
 35-39 ปี,87.94,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,325,ชาย,พันคน,2566
 40-49 ปี,251.39,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,326,ชาย,พันคน,2566
 50-59 ปี,388.25,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,327,ชาย,พันคน,2566
 60 ปีขึ้นไป,2953.83,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,328,ชาย,พันคน,2566
 15-19 ปี,1949.72,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,329,หญิง,พันคน,2566
 20-24 ปี,1070.02,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,330,หญิง,พันคน,2566
 25-29 ปี,509.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,331,หญิง,พันคน,2566
 30-34 ปี,387.45,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,332,หญิง,พันคน,2566
 35-39 ปี,391.73,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,333,หญิง,พันคน,2566
 40-49 ปี,894.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,334,หญิง,พันคน,2566
 50-59 ปี,1459.21,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,335,หญิง,พันคน,2566
 60 ปีขึ้นไป,5373.16,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,336,หญิง,พันคน,2566
 15-19 ปี,1788.91,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,337,ชาย,พันคน,2566
 20-24 ปี,700.27,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,338,ชาย,พันคน,2566
 25-29 ปี,190.12,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,339,ชาย,พันคน,2566
 30-34 ปี,108.71,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,340,ชาย,พันคน,2566
 35-39 ปี,86.35,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,341,ชาย,พันคน,2566
 40-49 ปี,242.45,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,342,ชาย,พันคน,2566
 50-59 ปี,365.72,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,343,ชาย,พันคน,2566
 60 ปีขึ้นไป,2997.68,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,344,ชาย,พันคน,2566
 15-19 ปี,1951.39,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,345,หญิง,พันคน,2566
 20-24 ปี,1058.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,346,หญิง,พันคน,2566
 25-29 ปี,499.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,347,หญิง,พันคน,2566
 30-34 ปี,383.83,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,348,หญิง,พันคน,2566
 35-39 ปี,349.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,349,หญิง,พันคน,2566
 40-49 ปี,879.72,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,350,หญิง,พันคน,2566
 50-59 ปี,1474.05,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,351,หญิง,พันคน,2566
 60 ปีขึ้นไป,5508.23,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,352,หญิง,พันคน,2566
 15-19 ปี,1777.51,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,353,ชาย,พันคน,2566
 20-24 ปี,682.43,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,354,ชาย,พันคน,2566
 25-29 ปี,161.94,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,355,ชาย,พันคน,2566
 30-34 ปี,99.79,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,356,ชาย,พันคน,2566
 35-39 ปี,95.02,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,357,ชาย,พันคน,2566
 40-49 ปี,231.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,358,ชาย,พันคน,2566
 50-59 ปี,387.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,359,ชาย,พันคน,2566
 60 ปีขึ้นไป,2973.16,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,360,ชาย,พันคน,2566
 15-19 ปี,1955.16,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,361,หญิง,พันคน,2566
 20-24 ปี,1067.65,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,362,หญิง,พันคน,2566
 25-29 ปี,510.61,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,363,หญิง,พันคน,2566
 30-34 ปี,355.84,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,364,หญิง,พันคน,2566
 35-39 ปี,353.69,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,365,หญิง,พันคน,2566
 40-49 ปี,856.57,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,366,หญิง,พันคน,2566
 50-59 ปี,1376.34,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,367,หญิง,พันคน,2566
 60 ปีขึ้นไป,5545.09,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,368,หญิง,พันคน,2566
 15-19 ปี,1763.88,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,369,ชาย,พันคน,2566
 20-24 ปี,601.56,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,370,ชาย,พันคน,2566
 25-29 ปี,160.54,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,371,ชาย,พันคน,2566
 30-34 ปี,115.13,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,372,ชาย,พันคน,2566
 35-39 ปี,89.48,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,373,ชาย,พันคน,2566
 40-49 ปี,224.15,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,374,ชาย,พันคน,2566
 50-59 ปี,377.88,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,375,ชาย,พันคน,2566
 60 ปีขึ้นไป,2998.43,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,376,ชาย,พันคน,2566
 15-19 ปี,1940.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,377,หญิง,พันคน,2566
 20-24 ปี,1041.11,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,378,หญิง,พันคน,2566
 25-29 ปี,487.96,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,379,หญิง,พันคน,2566
 30-34 ปี,389.49,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,380,หญิง,พันคน,2566
 35-39 ปี,346.72,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,381,หญิง,พันคน,2566
 40-49 ปี,860.65,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,382,หญิง,พันคน,2566
 50-59 ปี,1391.47,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,383,หญิง,พันคน,2566
 60 ปีขึ้นไป,5564.81,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,384,หญิง,พันคน,2566
