PROVINCE,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,LABOR_FORCE_STATUS,REGION,YEAR
อุบลราชธานี,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6122,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
อุบลราชธานี,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6123,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
ยโสธร,137.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6124,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
ยโสธร,0.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6125,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
ยโสธร,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6126,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
ยโสธร,142.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6127,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
พระนครศรีอยุธยา,235.56,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,6128,หญิง,พันคน,ผู้มีงานทำ,ภาคกลาง,2568
สิงห์บุรี,1.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,6129,ชาย,พันคน,ผู้ว่างงาน,ภาคกลาง,2568
สิงห์บุรี,0.31,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,6130,หญิง,พันคน,กำลังแรงงานที่รอฤดูกาล,ภาคกลาง,2568
สิงห์บุรี,46.31,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,6131,หญิง,พันคน,ผู้มีงานทำ,ภาคกลาง,2568
สิงห์บุรี,0.59,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,6132,หญิง,พันคน,ผู้ว่างงาน,ภาคกลาง,2568
สุพรรณบุรี,260.51,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,6133,ชาย,พันคน,ผู้มีงานทำ,ภาคกลาง,2568
ยโสธร,0.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6134,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
ยโสธร,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6135,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
ชัยภูมิ,257.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6136,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
ชัยภูมิ,0.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6137,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
ชัยภูมิ,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6138,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
ชัยภูมิ,230.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6139,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
ชัยภูมิ,3.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6140,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
ชัยภูมิ,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6141,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
อำนาจเจริญ,80.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6142,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
อำนาจเจริญ,0.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6143,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
อำนาจเจริญ,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6144,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
อำนาจเจริญ,70.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6145,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
อำนาจเจริญ,0.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6146,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
อำนาจเจริญ,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6147,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
บึงกาฬ,97.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6148,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
บึงกาฬ,0.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6149,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
บึงกาฬ,1.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6150,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
บึงกาฬ,80.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6151,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
บึงกาฬ,0.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6152,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
บึงกาฬ,1.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6153,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
หนองบัวลำภู,140.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6154,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
หนองบัวลำภู,2.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6155,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
หนองบัวลำภู,0.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6156,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
หนองบัวลำภู,123.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6157,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
หนองบัวลำภู,0.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6158,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
หนองบัวลำภู,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6159,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
ขอนแก่น,502.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6160,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
ขอนแก่น,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6161,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
ขอนแก่น,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6162,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
ขอนแก่น,458.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6163,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
ขอนแก่น,3.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6164,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
ขอนแก่น,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6165,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
อุดรธานี,353.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6166,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
อุดรธานี,3.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6167,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
อุดรธานี,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6168,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
อุดรธานี,291.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6169,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
อุดรธานี,4.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6170,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
อุดรธานี,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6171,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
เลย,141.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6172,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
เลย,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6173,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
เลย,0.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6174,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
เลย,129.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6175,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
เลย,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6176,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
เลย,1.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6177,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
หนองคาย,123.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6178,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
หนองคาย,0.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6179,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
หนองคาย,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6180,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
หนองคาย,98.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6181,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
หนองคาย,1.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6182,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
หนองคาย,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6183,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
มหาสารคาม,218.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6184,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
มหาสารคาม,4.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6185,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
มหาสารคาม,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6186,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
มหาสารคาม,197.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6187,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
มหาสารคาม,0.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6188,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
มหาสารคาม,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6189,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
ร้อยเอ็ด,309.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6190,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
ร้อยเอ็ด,1.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6191,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
ชลบุรี,694.34,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,6192,ชาย,พันคน,ผู้มีงานทำ,ภาคตะวันออก,2568
ชลบุรี,3.41,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,6193,ชาย,พันคน,ผู้ว่างงาน,ภาคตะวันออก,2568
ชลบุรี,583.58,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,6194,หญิง,พันคน,ผู้มีงานทำ,ภาคตะวันออก,2568
ชลบุรี,5.09,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,6195,หญิง,พันคน,ผู้ว่างงาน,ภาคตะวันออก,2568
ตราด,97.29,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,6196,ชาย,พันคน,ผู้มีงานทำ,ภาคตะวันออก,2568
ร้อยเอ็ด,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6197,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
ร้อยเอ็ด,273.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6198,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
ร้อยเอ็ด,5.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6199,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
ร้อยเอ็ด,0.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6200,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
กาฬสินธุ์,218.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6201,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
กาฬสินธุ์,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6202,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
กาฬสินธุ์,1.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6203,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
กาฬสินธุ์,182.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6204,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
กาฬสินธุ์,0.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6205,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
กาฬสินธุ์,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6206,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
สกลนคร,253.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6207,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
สกลนคร,0.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6208,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
สกลนคร,5.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6209,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
สกลนคร,194.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6210,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
สกลนคร,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6211,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
สกลนคร,3.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6212,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
นครพนม,157.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6213,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
นครพนม,1.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6214,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
นครพนม,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6215,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
นครพนม,131.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6216,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
นครพนม,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6217,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
นครพนม,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6218,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
มุกดาหาร,125.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6219,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
มุกดาหาร,0.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6220,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
มุกดาหาร,0.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6221,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
มุกดาหาร,112.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6222,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2566
มุกดาหาร,0.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6223,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2566
มุกดาหาร,0.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6224,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2566
นครศรีธรรมราช,458.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6225,ชาย,พันคน,1.1 มีงานทำ,ภาคใต้,2566
นครศรีธรรมราช,6.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6226,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2566
นครศรีธรรมราช,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6227,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2566
นครศรีธรรมราช,375.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6228,หญิง,พันคน,1.1 มีงานทำ,ภาคใต้,2566
นครศรีธรรมราช,8.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6229,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2566
นครศรีธรรมราช,0.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6230,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2566
กระบี่,136.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6231,ชาย,พันคน,1.1 มีงานทำ,ภาคใต้,2566
กระบี่,1.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6232,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2566
กระบี่,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6233,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2566
กระบี่,113.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6234,หญิง,พันคน,1.1 มีงานทำ,ภาคใต้,2566
กระบี่,0.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6235,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2566
กระบี่,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6236,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2566
พังงา,74.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6237,ชาย,พันคน,1.1 มีงานทำ,ภาคใต้,2566
พังงา,1.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6238,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2566
พังงา,0.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6239,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2566
พังงา,49.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6240,หญิง,พันคน,1.1 มีงานทำ,ภาคใต้,2566
พังงา,0.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6241,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2566
พังงา,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6242,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2566
ภูเก็ต,183.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6243,ชาย,พันคน,1.1 มีงานทำ,ภาคใต้,2566
ภูเก็ต,1.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6244,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2566
ภูเก็ต,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6245,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2566
ภูเก็ต,163.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6246,หญิง,พันคน,1.1 มีงานทำ,ภาคใต้,2566
ภูเก็ต,2.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6247,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2566
ภูเก็ต,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6248,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2566
สุราษฏร์ธานี,360.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6249,ชาย,พันคน,1.1 มีงานทำ,ภาคใต้,2566
สุราษฏร์ธานี,0.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6250,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2566
สุราษฏร์ธานี,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6251,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2566
สุราษฏร์ธานี,279.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6252,หญิง,พันคน,1.1 มีงานทำ,ภาคใต้,2566
สุราษฏร์ธานี,3.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6253,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2566
สุราษฏร์ธานี,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6254,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2566
ระนอง,87.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6255,ชาย,พันคน,1.1 มีงานทำ,ภาคใต้,2566
ระนอง,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6256,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2566
ระนอง,0.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6257,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2566
ระนอง,59.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6258,หญิง,พันคน,1.1 มีงานทำ,ภาคใต้,2566
กาฬสินธุ์,206.22,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,6259,ชาย,พันคน,ผู้มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2568
กาฬสินธุ์,0.43,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,6260,หญิง,พันคน,กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2568
กาฬสินธุ์,158.52,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,6261,หญิง,พันคน,ผู้มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2568
กาฬสินธุ์,1.85,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,6262,หญิง,พันคน,ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2568
ขอนแก่น,1.72,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,6263,ชาย,พันคน,กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2568
ระนอง,0.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6264,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2566
ระนอง,0.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6265,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2566
ชุมพร,162.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6266,ชาย,พันคน,1.1 มีงานทำ,ภาคใต้,2566
ชุมพร,0.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6267,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2566
ชุมพร,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6268,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2566
ชุมพร,124.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6269,หญิง,พันคน,1.1 มีงานทำ,ภาคใต้,2566
ชุมพร,0.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6270,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2566
ชุมพร,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6271,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2566
สงขลา,483.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6272,ชาย,พันคน,1.1 มีงานทำ,ภาคใต้,2566
สงขลา,8.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6273,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2566
สงขลา,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,6274,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2566
