_id,ปริมาณการใช้รวมต่อปี,ลำดับหมวดอุตสาหกรรม,หมวดอุตสาหกรรม,จังหวัด
320,2571.6680100000003,12,ผลิตภัณฑ์จากปิโตรเลียม,พระนครศรีอยุธยา
321,3665.3939999999984,13,ยางและผลิตภัณฑ์ยาง,พระนครศรีอยุธยา
322,53995.1303155,14,ผลิตภัณฑ์พลาสติก,พระนครศรีอยุธยา
323,221202.22602300005,15,ผลิตภัณฑ์อโลหะ,พระนครศรีอยุธยา
324,1978.07354,16,ผลิตโลหะขั้นมูลฐาน,พระนครศรีอยุธยา
325,98387.0871,17,ผลิตภัณฑ์โลหะ,พระนครศรีอยุธยา
326,252217.66287515004,18,ผลิตเครื่องจักรและเครื่องกล,พระนครศรีอยุธยา
327,465971.0203770202,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,พระนครศรีอยุธยา
328,9105.181858,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,พระนครศรีอยุธยา
329,1009203.3087330002,21,การผลิตอื่นๆ,พระนครศรีอยุธยา
330,10,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,พะเยา
331,376.95,2,อุตสาหกรรมอาหาร,พังงา
332,4197.193,12,ผลิตภัณฑ์จากปิโตรเลียม,พังงา
333,62.3,13,ยางและผลิตภัณฑ์ยาง,พังงา
334,447.2,21,การผลิตอื่นๆ,พังงา
335,105.101,2,อุตสาหกรรมอาหาร,พัทลุง
336,15.3,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,พัทลุง
337,12000,12,ผลิตภัณฑ์จากปิโตรเลียม,พัทลุง
338,1333.0648999999996,13,ยางและผลิตภัณฑ์ยาง,พัทลุง
339,294.1,15,ผลิตภัณฑ์อโลหะ,พัทลุง
340,9.6,21,การผลิตอื่นๆ,พัทลุง
341,597.161,2,อุตสาหกรรมอาหาร,พิจิตร
342,0.16,5,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,พิจิตร
343,1424.696,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,พิจิตร
344,684,15,ผลิตภัณฑ์อโลหะ,พิจิตร
345,27838.455,16,ผลิตโลหะขั้นมูลฐาน,พิจิตร
346,7,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,พิจิตร
347,151085.77200000003,21,การผลิตอื่นๆ,พิจิตร
348,3290.0460000000003,2,อุตสาหกรรมอาหาร,พิษณุโลก
349,6,3,อุตสาหกรรมเครื่องดื่ม,พิษณุโลก
350,3996.8,12,ผลิตภัณฑ์จากปิโตรเลียม,พิษณุโลก
351,10,15,ผลิตภัณฑ์อโลหะ,พิษณุโลก
352,0.024,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,พิษณุโลก
353,285.555,21,การผลิตอื่นๆ,พิษณุโลก
354,0.012,1,ผลิตภัณฑ์จากพืช,เพชรบุรี
355,13.366,2,อุตสาหกรรมอาหาร,เพชรบุรี
356,18.6264,4,สิ่งทอ,เพชรบุรี
357,13459,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,เพชรบุรี
358,513.061,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,เพชรบุรี
359,21613.699999999997,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,เพชรบุรี
360,191.847,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,เพชรบุรี
361,780586.0892699999,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,เพชรบุรี
362,1,13,ยางและผลิตภัณฑ์ยาง,เพชรบุรี
363,13550575.7649999,14,ผลิตภัณฑ์พลาสติก,เพชรบุรี
364,1000,16,ผลิตโลหะขั้นมูลฐาน,เพชรบุรี
365,160263.27800000002,17,ผลิตภัณฑ์โลหะ,เพชรบุรี
366,195.39,18,ผลิตเครื่องจักรและเครื่องกล,เพชรบุรี
367,22.4,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,เพชรบุรี
368,1361.7679999999998,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,เพชรบุรี
369,212.7494,21,การผลิตอื่นๆ,เพชรบุรี
370,1.6560000000000001,1,ผลิตภัณฑ์จากพืช,เพชรบูรณ์
371,16403.490499000003,2,อุตสาหกรรมอาหาร,เพชรบูรณ์
372,4,15,ผลิตภัณฑ์อโลหะ,เพชรบูรณ์
373,37.288000000000004,21,การผลิตอื่นๆ,เพชรบูรณ์
374,0.2,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,แพร่
375,0,21,การผลิตอื่นๆ,แพร่
376,1,2,อุตสาหกรรมอาหาร,ภูเก็ต
377,79.517,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,ภูเก็ต
378,120,12,ผลิตภัณฑ์จากปิโตรเลียม,ภูเก็ต
379,350.305,16,ผลิตโลหะขั้นมูลฐาน,ภูเก็ต
380,0.5,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ภูเก็ต
381,1743.6629,21,การผลิตอื่นๆ,ภูเก็ต
382,541.2,1,ผลิตภัณฑ์จากพืช,มหาสารคาม
383,124.445,2,อุตสาหกรรมอาหาร,มหาสารคาม
384,1942.1299999999999,3,อุตสาหกรรมเครื่องดื่ม,มหาสารคาม
385,500,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,มหาสารคาม
386,105.405,15,ผลิตภัณฑ์อโลหะ,มหาสารคาม
387,0.005,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,มหาสารคาม
388,33.400000000000006,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,มหาสารคาม
389,8750,21,การผลิตอื่นๆ,มหาสารคาม
390,249.62410000000003,1,ผลิตภัณฑ์จากพืช,มุกดาหาร
391,132.60000000000002,13,ยางและผลิตภัณฑ์ยาง,มุกดาหาร
392,3,14,ผลิตภัณฑ์พลาสติก,มุกดาหาร
393,10000,15,ผลิตภัณฑ์อโลหะ,มุกดาหาร
394,0,2,อุตสาหกรรมอาหาร,แม่ฮ่องสอน
395,1,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,แม่ฮ่องสอน
396,4.875,1,ผลิตภัณฑ์จากพืช,ยโสธร
397,3.8,2,อุตสาหกรรมอาหาร,ยโสธร
398,1,15,ผลิตภัณฑ์อโลหะ,ยโสธร
399,1254,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,ยะลา
400,420,12,ผลิตภัณฑ์จากปิโตรเลียม,ยะลา
401,759.715,13,ยางและผลิตภัณฑ์ยาง,ยะลา
402,6000,15,ผลิตภัณฑ์อโลหะ,ยะลา
403,1997.9288999999999,21,การผลิตอื่นๆ,ยะลา
404,45.974999999999994,1,ผลิตภัณฑ์จากพืช,ร้อยเอ็ด
405,2061.71,2,อุตสาหกรรมอาหาร,ร้อยเอ็ด
406,1000,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ร้อยเอ็ด
407,164.472,21,การผลิตอื่นๆ,ร้อยเอ็ด
408,101.411,2,อุตสาหกรรมอาหาร,ระนอง
409,5,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,ระนอง
410,15,15,ผลิตภัณฑ์อโลหะ,ระนอง
411,1563.4,21,การผลิตอื่นๆ,ระนอง
412,26069.686879999994,1,ผลิตภัณฑ์จากพืช,ระยอง
413,91334.24819448001,2,อุตสาหกรรมอาหาร,ระยอง
414,9317.02606,3,อุตสาหกรรมเครื่องดื่ม,ระยอง
415,3167.2229,4,สิ่งทอ,ระยอง
416,26,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,ระยอง
417,634.0799999999999,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,ระยอง
418,98425.72,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,ระยอง
419,11177.93457,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,ระยอง
420,18719.775999999998,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,ระยอง
421,1111836799.8095675,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ระยอง
422,16572408.924999999,12,ผลิตภัณฑ์จากปิโตรเลียม,ระยอง
423,2220038.537141971,13,ยางและผลิตภัณฑ์ยาง,ระยอง
424,207289.40058599977,14,ผลิตภัณฑ์พลาสติก,ระยอง
425,226887.27429999996,15,ผลิตภัณฑ์อโลหะ,ระยอง
426,118032.60789466386,16,ผลิตโลหะขั้นมูลฐาน,ระยอง
427,1121448.3116603694,17,ผลิตภัณฑ์โลหะ,ระยอง
428,125887.34268699998,18,ผลิตเครื่องจักรและเครื่องกล,ระยอง
429,5395080.68471877,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,ระยอง
430,2064756.4897608259,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ระยอง
431,42930749.793593034,21,การผลิตอื่นๆ,ระยอง
432,15124.95,1,ผลิตภัณฑ์จากพืช,ราชบุรี
433,9299.811588499997,2,อุตสาหกรรมอาหาร,ราชบุรี
434,17426.42052,3,อุตสาหกรรมเครื่องดื่ม,ราชบุรี
435,367104.5885799999,4,สิ่งทอ,ราชบุรี
436,28349978.152999993,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,ราชบุรี
437,105123.95738240001,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ราชบุรี
438,81.032,12,ผลิตภัณฑ์จากปิโตรเลียม,ราชบุรี
439,142.6,14,ผลิตภัณฑ์พลาสติก,ราชบุรี
440,81968.8842,15,ผลิตภัณฑ์อโลหะ,ราชบุรี
441,4512.929,16,ผลิตโลหะขั้นมูลฐาน,ราชบุรี
442,1098.2549999999999,17,ผลิตภัณฑ์โลหะ,ราชบุรี
443,99.53801600000001,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,ราชบุรี
444,1235184.9328730002,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ราชบุรี
445,3503.6243,21,การผลิตอื่นๆ,ราชบุรี
446,226.84761400000008,1,ผลิตภัณฑ์จากพืช,ลพบุรี
447,11757.069725000003,2,อุตสาหกรรมอาหาร,ลพบุรี
448,1715.8,3,อุตสาหกรรมเครื่องดื่ม,ลพบุรี
449,535.54833,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,ลพบุรี
450,1673947.0840999999,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ลพบุรี
451,33008.130000000005,15,ผลิตภัณฑ์อโลหะ,ลพบุรี
452,3504.9029999999993,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,ลพบุรี
453,1422.473,21,การผลิตอื่นๆ,ลพบุรี
454,223.29999999999998,1,ผลิตภัณฑ์จากพืช,ลำปาง
455,3123155845.7366,2,อุตสาหกรรมอาหาร,ลำปาง
456,13.92,3,อุตสาหกรรมเครื่องดื่ม,ลำปาง
457,724,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ลำปาง
458,358.55060000000003,12,ผลิตภัณฑ์จากปิโตรเลียม,ลำปาง
459,2138.4406,15,ผลิตภัณฑ์อโลหะ,ลำปาง
460,36.5,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ลำปาง
461,8233.14625,21,การผลิตอื่นๆ,ลำปาง
462,47.71,1,ผลิตภัณฑ์จากพืช,ลำพูน
463,3929.378559999999,2,อุตสาหกรรมอาหาร,ลำพูน
464,79.97000000000001,4,สิ่งทอ,ลำพูน
465,44.03,5,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,ลำพูน
466,6.365,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,ลำพูน
467,4623.306,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ลำพูน
468,92,14,ผลิตภัณฑ์พลาสติก,ลำพูน
469,244.344,15,ผลิตภัณฑ์อโลหะ,ลำพูน
470,477.633,17,ผลิตภัณฑ์โลหะ,ลำพูน
471,285.26149999999996,18,ผลิตเครื่องจักรและเครื่องกล,ลำพูน
472,6123.169259800003,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,ลำพูน
473,275.891,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ลำพูน
474,12423.986060000008,21,การผลิตอื่นๆ,ลำพูน
475,6,1,ผลิตภัณฑ์จากพืช,เลย
476,247.8,2,อุตสาหกรรมอาหาร,เลย
477,1,12,ผลิตภัณฑ์จากปิโตรเลียม,เลย
478,10,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,เลย
479,275.25600000000003,21,การผลิตอื่นๆ,เลย
480,254.89000000000001,1,ผลิตภัณฑ์จากพืช,ศรีสะเกษ
481,137474.38600000006,2,อุตสาหกรรมอาหาร,ศรีสะเกษ
482,867.93,12,ผลิตภัณฑ์จากปิโตรเลียม,ศรีสะเกษ
483,130,15,ผลิตภัณฑ์อโลหะ,ศรีสะเกษ
484,2693349.2114000004,21,การผลิตอื่นๆ,ศรีสะเกษ
485,498.78200000000004,2,อุตสาหกรรมอาหาร,สกลนคร
486,277.204,13,ยางและผลิตภัณฑ์ยาง,สกลนคร
487,1,21,การผลิตอื่นๆ,สกลนคร
488,17211.536259999993,2,อุตสาหกรรมอาหาร,สงขลา
489,226.21,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,สงขลา
490,706.197,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สงขลา
491,110.91499999999999,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,สงขลา
492,70687.23760200001,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,สงขลา
493,2400,12,ผลิตภัณฑ์จากปิโตรเลียม,สงขลา
494,1351493.1913314601,13,ยางและผลิตภัณฑ์ยาง,สงขลา
495,2008.92,15,ผลิตภัณฑ์อโลหะ,สงขลา
496,158.637,16,ผลิตโลหะขั้นมูลฐาน,สงขลา
497,42.76198,17,ผลิตภัณฑ์โลหะ,สงขลา
498,5514.574499999995,21,การผลิตอื่นๆ,สงขลา
499,32.22,2,อุตสาหกรรมอาหาร,สตูล
500,239.269,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,สตูล
501,53.88,13,ยางและผลิตภัณฑ์ยาง,สตูล
502,0.5,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,สตูล
503,24.1,21,การผลิตอื่นๆ,สตูล
504,119.71747,1,ผลิตภัณฑ์จากพืช,สมุทรปราการ
505,611416.3208108004,2,อุตสาหกรรมอาหาร,สมุทรปราการ
506,81825.44515299998,4,สิ่งทอ,สมุทรปราการ
507,48654.483933000025,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,สมุทรปราการ
508,127.49999999999999,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,สมุทรปราการ
509,91.81019999999997,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,สมุทรปราการ
510,297017.87206499994,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สมุทรปราการ
511,8847.783549,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,สมุทรปราการ
512,29727714.61163428,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,สมุทรปราการ
513,512832.98507,12,ผลิตภัณฑ์จากปิโตรเลียม,สมุทรปราการ
514,4504.880050000004,13,ยางและผลิตภัณฑ์ยาง,สมุทรปราการ
515,4518346.230673956,14,ผลิตภัณฑ์พลาสติก,สมุทรปราการ
516,539074.3034580003,15,ผลิตภัณฑ์อโลหะ,สมุทรปราการ
517,2334727.215857601,16,ผลิตโลหะขั้นมูลฐาน,สมุทรปราการ
518,148578.65819810002,17,ผลิตภัณฑ์โลหะ,สมุทรปราการ
519,8687.895827021006,18,ผลิตเครื่องจักรและเครื่องกล,สมุทรปราการ
520,1819696.8320160976,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,สมุทรปราการ
521,44567.66280475796,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,สมุทรปราการ
522,1904042.847000813,21,การผลิตอื่นๆ,สมุทรปราการ
523,6296.837999999999,2,อุตสาหกรรมอาหาร,สมุทรสงคราม
524,224,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,สมุทรสงคราม
525,211.2,14,ผลิตภัณฑ์พลาสติก,สมุทรสงคราม
526,38.000000001,18,ผลิตเครื่องจักรและเครื่องกล,สมุทรสงคราม
527,1,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,สมุทรสงคราม
528,9744.767479990001,1,ผลิตภัณฑ์จากพืช,สมุทรสาคร
529,940101.6811914004,2,อุตสาหกรรมอาหาร,สมุทรสาคร
530,4086.663290600001,3,อุตสาหกรรมเครื่องดื่ม,สมุทรสาคร
531,36107.87299499998,4,สิ่งทอ,สมุทรสาคร
532,54.725699999999996,5,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,สมุทรสาคร
533,32.177,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,สมุทรสาคร
534,178.3106,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,สมุทรสาคร
535,12.2,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,สมุทรสาคร
536,85081.946454,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สมุทรสาคร
537,18921.514960000008,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,สมุทรสาคร
538,1143173.4474745016,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,สมุทรสาคร
539,197212.97987500005,12,ผลิตภัณฑ์จากปิโตรเลียม,สมุทรสาคร
540,432541.46868000005,13,ยางและผลิตภัณฑ์ยาง,สมุทรสาคร
541,770303.9404999996,14,ผลิตภัณฑ์พลาสติก,สมุทรสาคร
542,589033.443,15,ผลิตภัณฑ์อโลหะ,สมุทรสาคร
543,6301.6951,16,ผลิตโลหะขั้นมูลฐาน,สมุทรสาคร
544,44723.117048759996,17,ผลิตภัณฑ์โลหะ,สมุทรสาคร
545,389572.58000000013,18,ผลิตเครื่องจักรและเครื่องกล,สมุทรสาคร
546,5059.910245000003,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,สมุทรสาคร
547,2035.26161,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,สมุทรสาคร
548,472859.6831,21,การผลิตอื่นๆ,สมุทรสาคร
549,273.38,1,ผลิตภัณฑ์จากพืช,สระแก้ว
550,2146.308,2,อุตสาหกรรมอาหาร,สระแก้ว
551,26.741999999999997,3,อุตสาหกรรมเครื่องดื่ม,สระแก้ว
552,211.757,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,สระแก้ว
553,2541.2050000000004,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สระแก้ว
554,313.87,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,สระแก้ว
555,1,12,ผลิตภัณฑ์จากปิโตรเลียม,สระแก้ว
556,2,14,ผลิตภัณฑ์พลาสติก,สระแก้ว
557,12,15,ผลิตภัณฑ์อโลหะ,สระแก้ว
558,1377952.45401,21,การผลิตอื่นๆ,สระแก้ว
559,139.58436,1,ผลิตภัณฑ์จากพืช,สระบุรี
560,135330.38352301982,2,อุตสาหกรรมอาหาร,สระบุรี
561,4405.382624,3,อุตสาหกรรมเครื่องดื่ม,สระบุรี
562,73,4,สิ่งทอ,สระบุรี
563,1,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,สระบุรี
564,1583.045,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,สระบุรี
565,940.5335000000001,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สระบุรี
566,2.545,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,สระบุรี
567,127355.20311999905,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,สระบุรี
568,69.59,12,ผลิตภัณฑ์จากปิโตรเลียม,สระบุรี
569,8194.071102902,13,ยางและผลิตภัณฑ์ยาง,สระบุรี
570,78775.73806999999,14,ผลิตภัณฑ์พลาสติก,สระบุรี
571,861542.6696859994,15,ผลิตภัณฑ์อโลหะ,สระบุรี
572,8747.127620000005,16,ผลิตโลหะขั้นมูลฐาน,สระบุรี
573,26752.71353,17,ผลิตภัณฑ์โลหะ,สระบุรี
574,17819.474092999993,18,ผลิตเครื่องจักรและเครื่องกล,สระบุรี
575,6827737.37096579,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,สระบุรี
576,513.09,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,สระบุรี
577,3930103.1786599983,21,การผลิตอื่นๆ,สระบุรี
578,1092.57014,2,อุตสาหกรรมอาหาร,สิงห์บุรี
579,1151.4858749999999,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สิงห์บุรี
580,20585.1,15,ผลิตภัณฑ์อโลหะ,สิงห์บุรี
581,748.98,16,ผลิตโลหะขั้นมูลฐาน,สิงห์บุรี
582,443.72949999999986,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,สิงห์บุรี
583,301.7976000000001,21,การผลิตอื่นๆ,สิงห์บุรี
584,6478.57,2,อุตสาหกรรมอาหาร,สุโขทัย
585,12000,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สุโขทัย
586,11000,15,ผลิตภัณฑ์อโลหะ,สุโขทัย
587,15,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,สุโขทัย
588,70.234,21,การผลิตอื่นๆ,สุโขทัย
589,11.2,1,ผลิตภัณฑ์จากพืช,สุพรรณบุรี
590,7304.18837,2,อุตสาหกรรมอาหาร,สุพรรณบุรี
591,104846.99399999999,3,อุตสาหกรรมเครื่องดื่ม,สุพรรณบุรี
592,444.297995,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,สุพรรณบุรี
593,45,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,สุพรรณบุรี
594,150,12,ผลิตภัณฑ์จากปิโตรเลียม,สุพรรณบุรี
595,10.732000000000001,14,ผลิตภัณฑ์พลาสติก,สุพรรณบุรี
596,14.4,15,ผลิตภัณฑ์อโลหะ,สุพรรณบุรี
597,33.175,16,ผลิตโลหะขั้นมูลฐาน,สุพรรณบุรี
598,7.2,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,สุพรรณบุรี
599,0.1,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,สุพรรณบุรี
600,2531.2870000000003,21,การผลิตอื่นๆ,สุพรรณบุรี
601,16246.887009999997,2,อุตสาหกรรมอาหาร,สุราษฎร์ธานี
602,1424.6596500000005,3,อุตสาหกรรมเครื่องดื่ม,สุราษฎร์ธานี
603,79.37,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,สุราษฎร์ธานี
604,5,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,สุราษฎร์ธานี
605,65236.32,12,ผลิตภัณฑ์จากปิโตรเลียม,สุราษฎร์ธานี
606,42765.51181999999,13,ยางและผลิตภัณฑ์ยาง,สุราษฎร์ธานี
607,36,14,ผลิตภัณฑ์พลาสติก,สุราษฎร์ธานี
608,292.4,15,ผลิตภัณฑ์อโลหะ,สุราษฎร์ธานี
609,0.001,18,ผลิตเครื่องจักรและเครื่องกล,สุราษฎร์ธานี
610,2134.6049999999987,21,การผลิตอื่นๆ,สุราษฎร์ธานี
611,154.5,1,ผลิตภัณฑ์จากพืช,สุรินทร์
612,14.299999999999999,2,อุตสาหกรรมอาหาร,สุรินทร์
613,2908,3,อุตสาหกรรมเครื่องดื่ม,สุรินทร์
614,5.933999999999999,5,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,สุรินทร์
615,14.5,13,ยางและผลิตภัณฑ์ยาง,สุรินทร์
616,605.6999999999999,21,การผลิตอื่นๆ,สุรินทร์
617,47.144,2,อุตสาหกรรมอาหาร,หนองคาย
618,667.8599999999999,3,อุตสาหกรรมเครื่องดื่ม,หนองคาย
619,999999999,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,หนองคาย
620,18.458,13,ยางและผลิตภัณฑ์ยาง,หนองคาย
621,0.1,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,หนองคาย
622,47587,21,การผลิตอื่นๆ,หนองคาย
623,27.14,2,อุตสาหกรรมอาหาร,หนองบัวลำภู
624,60,13,ยางและผลิตภัณฑ์ยาง,หนองบัวลำภู
625,8.9,2,อุตสาหกรรมอาหาร,อ่างทอง
626,771563.2174,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,อ่างทอง
627,247.791,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,อ่างทอง
628,84002.48100000001,21,การผลิตอื่นๆ,อ่างทอง
629,66.76564,1,ผลิตภัณฑ์จากพืช,อำนาจเจริญ
630,912.69,2,อุตสาหกรรมอาหาร,อำนาจเจริญ
631,65.286,21,การผลิตอื่นๆ,อำนาจเจริญ
632,795.3890999999999,1,ผลิตภัณฑ์จากพืช,อุดรธานี
633,10221.976999999999,2,อุตสาหกรรมอาหาร,อุดรธานี
634,0.001,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,อุดรธานี
635,1283.04446,13,ยางและผลิตภัณฑ์ยาง,อุดรธานี
636,10.366000000000001,14,ผลิตภัณฑ์พลาสติก,อุดรธานี
637,0.44,17,ผลิตภัณฑ์โลหะ,อุดรธานี
638,3.96,18,ผลิตเครื่องจักรและเครื่องกล,อุดรธานี
639,6.85,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,อุดรธานี
640,77.63172899,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,อุดรธานี
641,171950,21,การผลิตอื่นๆ,อุดรธานี
642,13.657,3,อุตสาหกรรมเครื่องดื่ม,อุตรดิตถ์
643,1,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,อุตรดิตถ์
644,103.3,21,การผลิตอื่นๆ,อุตรดิตถ์
645,991.7871299999997,1,ผลิตภัณฑ์จากพืช,อุทัยธานี
646,3305.964,2,อุตสาหกรรมอาหาร,อุทัยธานี
647,121,21,การผลิตอื่นๆ,อุทัยธานี
648,1073.9029999999998,1,ผลิตภัณฑ์จากพืช,อุบลราชธานี
649,224.821,2,อุตสาหกรรมอาหาร,อุบลราชธานี
650,136769.04309000002,3,อุตสาหกรรมเครื่องดื่ม,อุบลราชธานี
