2565.0,2567.0,2560.0,_id,2566.0,ลำดับ,2561.0,รหัสชุดข้อมูล,2563.0,URL,รายการข้อมูล,หมายเหตุ,2564.0,2562.0,หน่วย
535,912,1345,1,778,,820,Y1_03_05_05,739,,จำนวนแรงงานที่ผ่านการทดสอบการพัฒนาฝีมือแรงงาน,,685,719,คน
