ที่มา,_id,ปี,บ้านเลขที่,หมู่ที่,ชื่อลานเท,ค่า,อำเภอ,ตำบล,รายการ,หน่วย
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,245,2567,141,4,บริษัท กลุ่มสมอทอง จำกัด (สาขาที่1) หน่วยงาน 2 คีรีวง (กบ 103),1,ปลายพระยา,คีรีวง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,246,2567,244,6,น้องบอยปาล์ม 4,1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,247,2567,32/1,1,น้องบอยปาล์ม (กบ 082),1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,248,2567,225,4,คลองพระยาปาล์ม (กบ 284),1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,249,2567,12,2,รอดแก้วปาล์ม สาขา 4,1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,250,2567,368,6,ปาล์มควนทราย,1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,251,2567,351,10,สนิทลานปาล์ม (กบ 399),1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,252,2567,36,8,โคกเจียกปาล์ม (กบ 108),1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,253,2567,139,1,ลีลา (กบ 588),1,ปลายพระยา,เขาต่อ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,254,2567,235,6,บจ.กลุ่มสมอทอง สาขา 1 หน่วยงาน 11 (บ้านนารุ่งเรืองปาล์ม 2) (กบ 095),1,ปลายพระยา,เขาต่อ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,255,2567,146,1,สหกรณ์นิคมปากน้ำ จำกัด สำนักงานใหญ่,1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,256,2567,69,5,สหกรณ์นิคมอ่าวลึก จำกัด บ้านควนเศียร,1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,257,2567,190,8,กีบแอนด์กรีนปาล์ม (กบ 109),1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,258,2567,202/1,6,บจ.กลุ่มสมอทอง หน่วยงาน 1 เขาง่าม,1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,259,2567,151,1,แสงทองปาล์ม,1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,260,2567,365,6,ณัฎฐ์ชญาลานปาล์ม 4 บ้านคลองปัญญา (กบ 282),1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
