เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
มกราคม,63365,1,2566,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
มกราคม,1595,2,2566,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
มกราคม,18629,3,2566,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
มกราคม,5,4,2566,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
มกราคม,217,5,2566,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
มกราคม,40,6,2566,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
มกราคม,6,7,2566,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
มกราคม,77,8,2566,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
มกราคม,1,9,2566,รย. 11 รถยนต์บริการให้เช่า,รถยนต์
มกราคม,174980,10,2566,รย. 12 รถจักรยานยนต์,รถยนต์
มกราคม,4870,11,2566,รย. 13 รถแทร็กเตอร์,รถยนต์
มกราคม,59,12,2566,รย. 14 รถบดถนน,รถยนต์
มกราคม,28,13,2566,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มกราคม,83,14,2566,รย. 16 รถพ่วง,รถยนต์
มกราคม,104,15,2566,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
มกราคม,236,16,2566,รถโดยสารประจำทาง,รถขนส่ง
มกราคม,319,17,2566,รถโดยสารไม่ประจำทาง,รถขนส่ง
มกราคม,44,18,2566,รถโดยสารส่วนบุคคล,รถขนส่ง
มกราคม,2986,19,2566,รถบรรทุกไม่ประจำทาง,รถขนส่ง
มกราคม,3223,20,2566,รถบรรทุกส่วนบุคคล,รถขนส่ง
