จำนวน,ที่มา,_id,ปี,รายการ,จังหวัด,หน่วย
2,สำนักงานอุตสาหกรรมจังหวัดพิจิตร,1,2561,โรงงานนำสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วมาผ่านกระบวนการผลิต เพื่อนำมาใช้ใหม่,พิจิตร,ราย
2,สำนักงานอุตสาหกรรมจังหวัดพิจิตร,2,2562,โรงงานนำสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วมาผ่านกระบวนการผลิต เพื่อนำมาใช้ใหม่,พิจิตร,ราย
2,สำนักงานอุตสาหกรรมจังหวัดพิจิตร,3,2563,โรงงานนำสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วมาผ่านกระบวนการผลิต เพื่อนำมาใช้ใหม่,พิจิตร,ราย
2,สำนักงานอุตสาหกรรมจังหวัดพิจิตร,4,2564,โรงงานนำสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วมาผ่านกระบวนการผลิต เพื่อนำมาใช้ใหม่,พิจิตร,ราย
2,สำนักงานอุตสาหกรรมจังหวัดพิจิตร,5,2565,โรงงานนำสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วมาผ่านกระบวนการผลิต เพื่อนำมาใช้ใหม่,พิจิตร,ราย
2,สำนักงานอุตสาหกรรมจังหวัดพิจิตร,6,2566,โรงงานนำสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วมาผ่านกระบวนการผลิต เพื่อนำมาใช้ใหม่,พิจิตร,ราย
2,สำนักงานอุตสาหกรรมจังหวัดพิจิตร,7,2567,โรงงานนำสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วมาผ่านกระบวนการผลิต เพื่อนำมาใช้ใหม่,พิจิตร,ราย
3,สำนักงานอุตสาหกรรมจังหวัดพิจิตร,8,2568,โรงงานนำสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วมาผ่านกระบวนการผลิต เพื่อนำมาใช้ใหม่,พิจิตร,ราย
