จำนวน,_id,ปี,รายการ,หน่วย
180,1,2563,จำนวนแรงงานที่ได้รับการฝึกอบรมหลักสูตรการฝึกอาชีพเสริม ประจำปีงบประมาณ ,ราย
544,2,2564,จำนวนแรงงานที่ได้รับการฝึกอบรมหลักสูตรการฝึกอาชีพเสริม ประจำปีงบประมาณ ,ราย
427,3,2565,จำนวนแรงงานที่ได้รับการฝึกอบรมหลักสูตรการฝึกอาชีพเสริม ประจำปีงบประมาณ ,ราย
214,4,2566,จำนวนแรงงานที่ได้รับการฝึกอบรมหลักสูตรการฝึกอาชีพเสริม ประจำปีงบประมาณ ,ราย
262,5,2567,จำนวนแรงงานที่ได้รับการฝึกอบรมหลักสูตรการฝึกอาชีพเสริม ประจำปีงบประมาณ ,ราย
304,6,2568,จำนวนแรงงานที่ได้รับการฝึกอบรมหลักสูตรการฝึกอาชีพเสริม ประจำปีงบประมาณ ,ราย
