VALUE,SOURCE,_id,UNIT,YEAR
25.75,สำนักงานสถิติแห่งชาติ,1,ร้อยละ,2563
26.24,สำนักงานสถิติแห่งชาติ,2,ร้อยละ,2564
27.84,สำนักงานสถิติแห่งชาติ,3,ร้อยละ,2565
28.0,สำนักงานสถิติแห่งชาติ,4,ร้อยละ,2566
27.51,สำนักงานสถิติแห่งชาติ,5,ร้อยละ,2567
27.56,สำนักงานสถิติแห่งชาติ,6,ร้อยละ,2568
