ประกอบกิจการ,หมู่,ถนน,เงินทุนรวม (ล้านบาท),เลขทะเบียนโรงงาน,FID,_id,แรงม้า,รหัสประเภท,ชื่อโรงงาน,ตำบล,ปีที่อนุญาต,ซอย,อำเภอ,เลขที่,จังหวัด,ผู้ประกอบการ,จำพวก,คนงานรวม,รหัสไปรษณีย์
ตัดเย็บเสื้อผ้าสำเร็จรูปและถักผ้ายืด (จำนวนจักรเย็บผ้า 40 เครื่อง),,ราชปรารภ, 13.05 ,ก2-28(1)-12/63,50100298725638,588,13.21,2801,บริษัท เจียมฮงการ์เมนท์ จำกัด,มักกะสัน,63,วัฒนศิลป์,ราชเทวี,485/70-72,กรุงเทพมหานคร,บริษัท เจียมฮงการ์เมนท์ จำกัด,2, 65 ,10400
พิมพ์สิ่งพิมพ์ต่างๆ,,พระรามที่6, 1.00 ,ก2-41(1)-5/63,50100298925634,589,53.8,4101,ไทยพัฒนาการพิมพ์,ถนนเพชรบุรี,63,25,ราชเทวี,842/8-9-10,กรุงเทพมหานคร,ไทยพัฒนาการพิมพ์,2, 10 ,10400
ทำผลไม้ดองตากแห้ง,,สุขสวัสดิ์, 3.20 ,ก2-8(2)-3/64,50100043925640,590,56.42,802,บริษัท เจริญผล กิมเซ้ง อิมปอร์ต เอ็กซ์ปอร์ต จำกัด,บางปะกอก,64,สุขสวัสดิ์ 26,ราษฎร์บูรณะ,775,กรุงเทพมหานคร,บริษัท เจริญผล กิมเซ้ง อิมปอร์ต เอ็กซ์ปอร์ต จำกัด,2, 10 ,10140
ทำเครื่องแกง,,, 0.20 ,ก2-13(8)-2/64,50100039525644,591,70.96,1308,บริรักษ์พานิช,บางปะกอก,64,สุขสวัสดิ์ 20,ราษฎร์บูรณะ,19,กรุงเทพมหานคร,บริรักษ์พานิช,2, 4 ,10140
ทอผ้า,8,สุขสวัสดิ์, 0.40 ,ก2-22(2)-6/64,50100032125640,592,69.72,2202,ห้างหุ้นส่วนจำกัด ย่งกี่ล้ง,บางปะกอก,64,สุขสวัสดิ์20,ราษฎร์บูรณะ,4,กรุงเทพมหานคร,ห้างหุ้นส่วนจำกัด ย่งกี่ล้ง,2, 10 ,10140
"ทอผ้าทุกชนิด (จำนวนเครื่องทอ 48 เครื่อง) ได้ปีละ 180,000 หลา",,สุขสวัสดิ์, 0.35 ,ก2-22(2)-5/64,50100031725648,593,59.0,2202,พุทธรักษาการทอ,บางปะกอก,64,สุขสวัสดิ์ 28,ราษฎร์บูรณะ,71,กรุงเทพมหานคร,พุทธรักษาการทอ,2, 19 ,10140
ปักลวดลายบนผ้า,,, 21.00 ,ก2-23(4)-4/64,50100039925646,594,22.74,2304,บริษัท ดวงสยาม จำกัด,บางปะกอก,64,สุขสวัสดิ์ 22,ราษฎร์บูรณะ,93,กรุงเทพมหานคร,บริษัท ดวงสยาม จำกัด,2, 56 ,10140
ถักผ้ายืด (จำนวนเครื่องถักผ้า 24 เครื่อง) ได้ปีละ 8 ตัน,,ราษฎร์บูรณะ, 8.50 ,ก2-24-10/64,50100040425644,595,71.1,2400,บริษัท ทีทีเอช 1951 จำกัด,ราษฎร์บูรณะ,64,ราษฎร์บูรณะ 46,ราษฎร์บูรณะ,1,กรุงเทพมหานคร,บริษัท ทีทีเอช 1951 จำกัด,2, 34 ,10140
ตัดเย็บเสื้อสำเร็จรูป,-,สุขสวัสดิ์, 45.00 ,ก2-28(1)-3/63,50100180325638,596,12.0,2801,บริษัท เอส.เค.วี. คอมเมอร์เชียล จำกัด,ราษฎร์บูรณะ,63,สุขสวัสดิ์ 35,ราษฎร์บูรณะ,277,กรุงเทพมหานคร,บริษัท เอส.เค.วี. คอมเมอร์เชียล จำกัด,2, 59 ,10140
ทำกล่องกระดาษ,,, 6.50 ,ก2-39-12/64,50100040725647,597,62.0,3900,บริษัท วิภาวดี บรรจุภัณฑ์ จำกัด,บางปะกอก,64,สุขสวัสดิ์ 30,ราษฎร์บูรณะ,"319,321",กรุงเทพมหานคร,บริษัท วิภาวดี บรรจุภัณฑ์ จำกัด,2, 20 ,10140
ทำผลิตภัณฑ์พลาสติก เช่น หูหิ้ว ได้ปีละม 4.5 ตัน,9,ประชาอุทิศ, 1.48 ,ก2-53(1)-16/64,50100041225647,598,69.79,5301,-,ราษฎร์บูรณะ,64,,ราษฎร์บูรณะ,22/13,กรุงเทพมหานคร,นายวิโรจน์ ศรีจงศิริกุล,2, 5 ,10140
ทำผลิตภัณฑ์พลาสติก เช่น แกนดันทรงรองเท้า ก้านลูกโป่ง,3,สุขสวัสดิ์, 2.00 ,ก2-53(1)-19/64,50100041625648,599,66.24,5301,-,ราษฎร์บูรณะ,64,สุขสวัสดิ์,ราษฎร์บูรณะ,437,กรุงเทพมหานคร,นายเสี้ยง ศุภวงศ์ศิริกุล,2, 8 ,10140
ทำถุงพลาสติก,2,สุขสวัสดิ์, 0.34 ,ก2-53(4)-8/64,50100042025640,600,67.2,5304,พัฒนพลาสติก,บางปะกอก,64,สุขสวัสดิ์ 26,ราษฎร์บูรณะ,323,กรุงเทพมหานคร,พัฒนพลาสติก,2, 4 ,10140
กลึงโลหะ ทำชิ้นส่วนอุปกรณ์เครื่องจักร เช่น เพลา บู๊ช แหวน,,ประชาอุทิศ, 1.45 ,ก2-64(9)-11/64,50100042425642,601,64.08,6409,บริษัท เด่นชัย บุญเจริญ จำกัด,ราษฎร์บูรณะ,64,ประชาอุทิศ 22 แยก 1,ราษฎร์บูรณะ,11,กรุงเทพมหานคร,บริษัท เด่นชัย บุญเจริญ จำกัด,2, 9 ,10140
"ทำแบบพิมพ์โลหะ, ทำผลิตภัณฑ์พลาสติก",,, 0.93 ,ก2-64(9)-12/64,50100042525649,602,72.83,6409,-,บางปะกอก,64,สุขสวัสดิ์ 38,ราษฎร์บูรณะ,"46,48",กรุงเทพมหานคร,นายดุษฎี เลิศอริยรังสี,2, 5 ,10140
ทำอุปกรณ์เครื่องยนต์ เครื่องจักรต่าง ๆ เช่น เครื่องสูบนน้ำ ปุลเล่,,สุขสวัสดิ์, 2.35 ,ก2-65-8/64,50100042625647,603,58.0,6500,เมืองทองกลการ,บางปะกอก,64,สุขสวัสดิ์ 20 แยก 2,ราษฎร์บูรณะ,10,กรุงเทพมหานคร,เมืองทองกลการ,2, 6 ,10140
ผลิตชิ้นส่วนอุปกรณ์ที่ใช้สำหรับเครื่องจักรกลการเกษตร ทำถังพักน้ำและเครื่องสูบน้ำ,,สุขสวัสดิ์ , 0.20 ,ก2-66-5/64,50100042825643,604,70.7,6600,ห้างหุ้นส่วนจำกัด ธวัชโลหะกิจ,บางปะกอก,64,สุขสวัสดิ์ 1,ราษฎร์บูรณะ,132,กรุงเทพมหานคร,ห้างหุ้นส่วนจำกัด ธวัชโลหะกิจ,2, 5 ,10140
ผลิตและซ่อมแซมชิ้นส่วนอุปกรณ์เครื่องจักร,11,สุขสวัสดิ์, 1.50 ,ก2-68-5/64,50100043025649,605,57.75,6800,-,บางปะกอก,64,สุขสวัสดิ์ 1,ราษฎร์บูรณะ,424/1,กรุงเทพมหานคร,นายสมบุญ จิรไพศาล,2, 1 ,10140
ทำชิ้นส่วนอุปกณ์(แปรงลูกกลิ้ง) ของเครื่องจักรอุตสาหกรรม สิ่งทอ ฟอกหนัง รองเท้า กระจกและเครื่องจักรอุตสาหกรรมผลิตอาหารสัตว์,,, 7.40 ,ก2-68-6/64,50100043125647,606,70.65,6800,ห้างหุ้นส่วนจำกัด โรงงานผลิตภัณฑ์แปรงไทย,ราษฎร์บูรณะ,64,สุขสวัสดิ์ 31,ราษฎร์บูรณะ,38,กรุงเทพมหานคร,ห้างหุ้นส่วนจำกัด โรงงานผลิตภัณฑ์แปรงไทย,2, 8 ,10140
ทำเครื่องจักรสำหรับผลิตท๊อฟฟี่,,, -   ,ก2-68-7/64,50100043225645,607,58.5,6800,ห้างหุ้นส่วนจำกัด ดำรงฟูดส์ เอ็นจิเนียริ่ง,บางปะกอก,64,,ราษฎร์บูรณะ,2,กรุงเทพมหานคร,ห้างหุ้นส่วนจำกัด ดำรงฟูดส์ เอ็นจิเนียริ่ง,2, 8 ,10140
ซ่อมกลึงชิ้นส่วนของเครื่องจักรกล,,, 3.10 ,ก2-70-37/64,50100281425642,608,53.0,7000,-,บางปะกอก,64,สุขสวัสดิ์ 25,ราษฎร์บูรณะ,54,กรุงเทพมหานคร,นายอธิวุฒิ เปี่ยมเชาว์,2, 8 ,10140
ประกอบเครื่องเชื่อมไฟฟ้า,,สุขสวัสดิ์, 3.60 ,ก2-71-8/64,50100043325643,609,62.25,7100,นิวโก้อีเลคทริค,ราษฎร์บูรณะ,64,สุขสวัสดิ์ 31/1,ราษฎร์บูรณะ,208/14-16,กรุงเทพมหานคร,นิวโก้อีเลคทริค,2, 5 ,10140
ทำท่อพักไอเสียเครื่องเรือ,8,สุขสวัสดิ์, 0.65 ,ก2-75(2)-4/64,50100043725644,610,59.0,7502,เซ่งฮวด,บางปะกอก,64,สุขสวัสดิ์ 22,ราษฎร์บูรณะ,167/2,กรุงเทพมหานคร,เซ่งฮวด,2, 4 ,10140
ทำไม้ปิงปองและผลิตแผ่นยาง,,สุขสวัสดิ์, 6.00 ,ก2-86-2/64,50100044025648,611,57.87,8600,ไทยประกอบสปอร์ต,บางปะกอก,64,สุขสวัสดิ์ 26,ราษฎร์บูรณะ,15,กรุงเทพมหานคร,ไทยประกอบสปอร์ต,2, 5 ,10140
