VALUE,QUARTER,SOURCE,_id,SEX,UNIT,YEAR,LAVEL_EDUCATIONAL
83.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,400,ชาย,ร้อยละ,2564,ประถมศึกษา
72.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,401,ชาย,ร้อยละ,2564,มัธยมศึกษาตอนต้น
78.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,402,ชาย,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายสามัญ
75.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,403,ชาย,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
85.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,404,ชาย,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
86.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,405,ชาย,ร้อยละ,2564,อุดมศึกษา สายวิชาการ
91.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,406,ชาย,ร้อยละ,2564,อุดมศึกษา สายวิชาชีพ
61.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,407,ชาย,ร้อยละ,2564,อุดมศึกษา สายวิชาการศึกษา
98.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,408,ชาย,ร้อยละ,2564,การศึกษาอื่นๆ
85.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,409,ชาย,ร้อยละ,2564,ไม่ทราบ
60.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,410,หญิง,ร้อยละ,2564,ยอดรวม
40.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,411,หญิง,ร้อยละ,2564,ไม่มีการศึกษา
42.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,412,หญิง,ร้อยละ,2564,ต่ำกว่าประถมศึกษา
67.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,413,หญิง,ร้อยละ,2564,ประถมศึกษา
52.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,414,หญิง,ร้อยละ,2564,มัธยมศึกษาตอนต้น
63.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,415,หญิง,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายสามัญ
63.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,416,หญิง,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
34.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,417,หญิง,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
83.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,418,หญิง,ร้อยละ,2564,อุดมศึกษา สายวิชาการ
79.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,419,หญิง,ร้อยละ,2564,อุดมศึกษา สายวิชาชีพ
71.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,420,หญิง,ร้อยละ,2564,อุดมศึกษา สายวิชาการศึกษา
90.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,421,หญิง,ร้อยละ,2564,การศึกษาอื่นๆ
69.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,422,หญิง,ร้อยละ,2564,ไม่ทราบ
68.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,423,ยอดรวม,ร้อยละ,2564,ยอดรวม
50.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,424,ยอดรวม,ร้อยละ,2564,ไม่มีการศึกษา
51.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,425,ยอดรวม,ร้อยละ,2564,ต่ำกว่าประถมศึกษา
77.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,426,ยอดรวม,ร้อยละ,2564,ประถมศึกษา
64.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,427,ยอดรวม,ร้อยละ,2564,มัธยมศึกษาตอนต้น
68.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,428,ยอดรวม,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายสามัญ
72.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,429,ยอดรวม,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
77.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,430,ยอดรวม,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
84.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,431,ยอดรวม,ร้อยละ,2564,อุดมศึกษา สายวิชาการ
83.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,432,ยอดรวม,ร้อยละ,2564,อุดมศึกษา สายวิชาชีพ
67.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,433,ยอดรวม,ร้อยละ,2564,อุดมศึกษา สายวิชาการศึกษา
94.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,434,ยอดรวม,ร้อยละ,2564,การศึกษาอื่นๆ
73.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,435,ยอดรวม,ร้อยละ,2564,ไม่ทราบ
76.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,436,ชาย,ร้อยละ,2564,ยอดรวม
68.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,437,ชาย,ร้อยละ,2564,ไม่มีการศึกษา
62.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,438,ชาย,ร้อยละ,2564,ต่ำกว่าประถมศึกษา
84.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,439,ชาย,ร้อยละ,2564,ประถมศึกษา
72.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,440,ชาย,ร้อยละ,2564,มัธยมศึกษาตอนต้น
77.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,441,ชาย,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายสามัญ
77.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,442,ชาย,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
76.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,443,ชาย,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
85.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,444,ชาย,ร้อยละ,2564,อุดมศึกษา สายวิชาการ
89.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,445,ชาย,ร้อยละ,2564,อุดมศึกษา สายวิชาชีพ
62.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,446,ชาย,ร้อยละ,2564,อุดมศึกษา สายวิชาการศึกษา
98.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,447,ชาย,ร้อยละ,2564,การศึกษาอื่นๆ
81.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,448,ชาย,ร้อยละ,2564,ไม่ทราบ
60.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,449,หญิง,ร้อยละ,2564,ยอดรวม
39.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,450,หญิง,ร้อยละ,2564,ไม่มีการศึกษา
42.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,451,หญิง,ร้อยละ,2564,ต่ำกว่าประถมศึกษา
68.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,452,หญิง,ร้อยละ,2564,ประถมศึกษา
54.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,453,หญิง,ร้อยละ,2564,มัธยมศึกษาตอนต้น
60.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,454,หญิง,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายสามัญ
65.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,455,หญิง,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
78.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,456,หญิง,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
83.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,457,หญิง,ร้อยละ,2564,อุดมศึกษา สายวิชาการ
76.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,458,หญิง,ร้อยละ,2564,อุดมศึกษา สายวิชาชีพ
69.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,459,หญิง,ร้อยละ,2564,อุดมศึกษา สายวิชาการศึกษา
90.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,460,หญิง,ร้อยละ,2564,การศึกษาอื่นๆ
66.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,461,หญิง,ร้อยละ,2564,ไม่ทราบ
67.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,462,ยอดรวม,ร้อยละ,2564,ยอดรวม
51.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,463,ยอดรวม,ร้อยละ,2564,ไม่มีการศึกษา
51.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,464,ยอดรวม,ร้อยละ,2564,ต่ำกว่าประถมศึกษา
77.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,465,ยอดรวม,ร้อยละ,2564,ประถมศึกษา
63.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,466,ยอดรวม,ร้อยละ,2564,มัธยมศึกษาตอนต้น
68.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,467,ยอดรวม,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายสามัญ
70.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,468,ยอดรวม,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
67.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,469,ยอดรวม,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
83.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,470,ยอดรวม,ร้อยละ,2564,อุดมศึกษา สายวิชาการ
84.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,471,ยอดรวม,ร้อยละ,2564,อุดมศึกษา สายวิชาชีพ
66.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,472,ยอดรวม,ร้อยละ,2564,อุดมศึกษา สายวิชาการศึกษา
94.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,473,ยอดรวม,ร้อยละ,2564,การศึกษาอื่นๆ
76.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,474,ยอดรวม,ร้อยละ,2564,ไม่ทราบ
76.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,475,ชาย,ร้อยละ,2564,ยอดรวม
67.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,476,ชาย,ร้อยละ,2564,ไม่มีการศึกษา
62.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,477,ชาย,ร้อยละ,2564,ต่ำกว่าประถมศึกษา
84.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,478,ชาย,ร้อยละ,2564,ประถมศึกษา
72.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,479,ชาย,ร้อยละ,2564,มัธยมศึกษาตอนต้น
77.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,480,ชาย,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายสามัญ
76.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,481,ชาย,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
76.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,482,ชาย,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
84.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,483,ชาย,ร้อยละ,2564,อุดมศึกษา สายวิชาการ
90.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,484,ชาย,ร้อยละ,2564,อุดมศึกษา สายวิชาชีพ
62.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,485,ชาย,ร้อยละ,2564,อุดมศึกษา สายวิชาการศึกษา
98.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,486,ชาย,ร้อยละ,2564,การศึกษาอื่นๆ
84.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,487,ชาย,ร้อยละ,2564,ไม่ทราบ
59.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,488,หญิง,ร้อยละ,2564,ยอดรวม
41.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,489,หญิง,ร้อยละ,2564,ไม่มีการศึกษา
42.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,490,หญิง,ร้อยละ,2564,ต่ำกว่าประถมศึกษา
69.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,491,หญิง,ร้อยละ,2564,ประถมศึกษา
53.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,492,หญิง,ร้อยละ,2564,มัธยมศึกษาตอนต้น
60.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,493,หญิง,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายสามัญ
63.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,494,หญิง,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
60.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,495,หญิง,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
81.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,496,หญิง,ร้อยละ,2564,อุดมศึกษา สายวิชาการ
75.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,497,หญิง,ร้อยละ,2564,อุดมศึกษา สายวิชาชีพ
68.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,498,หญิง,ร้อยละ,2564,อุดมศึกษา สายวิชาการศึกษา
89.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,499,หญิง,ร้อยละ,2564,การศึกษาอื่นๆ
68.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,500,หญิง,ร้อยละ,2564,ไม่ทราบ
67.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,501,ยอดรวม,ร้อยละ,2564,ยอดรวม
48.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,502,ยอดรวม,ร้อยละ,2564,ไม่มีการศึกษา
50.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,503,ยอดรวม,ร้อยละ,2564,ต่ำกว่าประถมศึกษา
76.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,504,ยอดรวม,ร้อยละ,2564,ประถมศึกษา
63.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,505,ยอดรวม,ร้อยละ,2564,มัธยมศึกษาตอนต้น
70.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,506,ยอดรวม,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายสามัญ
69.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,507,ยอดรวม,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
50.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,508,ยอดรวม,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
83.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,509,ยอดรวม,ร้อยละ,2564,อุดมศึกษา สายวิชาการ
84.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,510,ยอดรวม,ร้อยละ,2564,อุดมศึกษา สายวิชาชีพ
67.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,511,ยอดรวม,ร้อยละ,2564,อุดมศึกษา สายวิชาการศึกษา
95.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,512,ยอดรวม,ร้อยละ,2564,การศึกษาอื่นๆ
81.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,513,ยอดรวม,ร้อยละ,2564,ไม่ทราบ
76.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,514,ชาย,ร้อยละ,2564,ยอดรวม
63.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,515,ชาย,ร้อยละ,2564,ไม่มีการศึกษา
62.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,516,ชาย,ร้อยละ,2564,ต่ำกว่าประถมศึกษา
84.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,517,ชาย,ร้อยละ,2564,ประถมศึกษา
72.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,518,ชาย,ร้อยละ,2564,มัธยมศึกษาตอนต้น
78.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,519,ชาย,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายสามัญ
75.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,520,ชาย,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
67.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,521,ชาย,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
84.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,522,ชาย,ร้อยละ,2564,อุดมศึกษา สายวิชาการ
90.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,523,ชาย,ร้อยละ,2564,อุดมศึกษา สายวิชาชีพ
64.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,524,ชาย,ร้อยละ,2564,อุดมศึกษา สายวิชาการศึกษา
98.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,525,ชาย,ร้อยละ,2564,การศึกษาอื่นๆ
90.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,526,ชาย,ร้อยละ,2564,ไม่ทราบ
59.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,527,หญิง,ร้อยละ,2564,ยอดรวม
39.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,528,หญิง,ร้อยละ,2564,ไม่มีการศึกษา
41.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,529,หญิง,ร้อยละ,2564,ต่ำกว่าประถมศึกษา
67.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,530,หญิง,ร้อยละ,2564,ประถมศึกษา
53.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,531,หญิง,ร้อยละ,2564,มัธยมศึกษาตอนต้น
62.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,532,หญิง,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายสามัญ
62.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,533,หญิง,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
30.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,534,หญิง,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
82.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,535,หญิง,ร้อยละ,2564,อุดมศึกษา สายวิชาการ
76.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,536,หญิง,ร้อยละ,2564,อุดมศึกษา สายวิชาชีพ
69.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,537,หญิง,ร้อยละ,2564,อุดมศึกษา สายวิชาการศึกษา
90.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,538,หญิง,ร้อยละ,2564,การศึกษาอื่นๆ
73.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,539,หญิง,ร้อยละ,2564,ไม่ทราบ
67.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,540,ยอดรวม,ร้อยละ,2565,ยอดรวม
53.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,541,ยอดรวม,ร้อยละ,2565,ไม่มีการศึกษา
49.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,542,ยอดรวม,ร้อยละ,2565,ต่ำกว่าประถมศึกษา
74.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,543,ยอดรวม,ร้อยละ,2565,ประถมศึกษา
63.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,544,ยอดรวม,ร้อยละ,2565,มัธยมศึกษาตอนต้น
68.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,545,ยอดรวม,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายสามัญ
71.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,546,ยอดรวม,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
69.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,547,ยอดรวม,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
83.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,548,ยอดรวม,ร้อยละ,2565,อุดมศึกษา สายวิชาการ
85.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,549,ยอดรวม,ร้อยละ,2565,อุดมศึกษา สายวิชาชีพ
66.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,550,ยอดรวม,ร้อยละ,2565,อุดมศึกษา สายวิชาการศึกษา
90.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,551,ยอดรวม,ร้อยละ,2565,การศึกษาอื่นๆ
79.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,552,ยอดรวม,ร้อยละ,2565,ไม่ทราบ
76.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,553,ชาย,ร้อยละ,2565,ยอดรวม
69.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,554,ชาย,ร้อยละ,2565,ไม่มีการศึกษา
61.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,555,ชาย,ร้อยละ,2565,ต่ำกว่าประถมศึกษา
83.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,556,ชาย,ร้อยละ,2565,ประถมศึกษา
72.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,557,ชาย,ร้อยละ,2565,มัธยมศึกษาตอนต้น
77.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,558,ชาย,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายสามัญ
77.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,559,ชาย,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
54.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,560,ชาย,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
85.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,561,ชาย,ร้อยละ,2565,อุดมศึกษา สายวิชาการ
90.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,562,ชาย,ร้อยละ,2565,อุดมศึกษา สายวิชาชีพ
62.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,563,ชาย,ร้อยละ,2565,อุดมศึกษา สายวิชาการศึกษา
96.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,564,ชาย,ร้อยละ,2565,การศึกษาอื่นๆ
77.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,565,ชาย,ร้อยละ,2565,ไม่ทราบ
53.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,566,หญิง,ร้อยละ,2565,ยอดรวม
43.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,567,หญิง,ร้อยละ,2565,ไม่มีการศึกษา
40.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,568,หญิง,ร้อยละ,2565,ต่ำกว่าประถมศึกษา
66.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,569,หญิง,ร้อยละ,2565,ประถมศึกษา
54.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,570,หญิง,ร้อยละ,2565,มัธยมศึกษาตอนต้น
59.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,571,หญิง,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายสามัญ
64.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,572,หญิง,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
80.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,573,หญิง,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
82.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,574,หญิง,ร้อยละ,2565,อุดมศึกษา สายวิชาการ
78.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,575,หญิง,ร้อยละ,2565,อุดมศึกษา สายวิชาชีพ
67.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,576,หญิง,ร้อยละ,2565,อุดมศึกษา สายวิชาการศึกษา
82.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,577,หญิง,ร้อยละ,2565,การศึกษาอื่นๆ
81.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,578,หญิง,ร้อยละ,2565,ไม่ทราบ
67.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,579,ยอดรวม,ร้อยละ,2565,ยอดรวม
52.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,580,ยอดรวม,ร้อยละ,2565,ไม่มีการศึกษา
49.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,581,ยอดรวม,ร้อยละ,2565,ต่ำกว่าประถมศึกษา
76.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,582,ยอดรวม,ร้อยละ,2565,ประถมศึกษา
64.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,583,ยอดรวม,ร้อยละ,2565,มัธยมศึกษาตอนต้น
67.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,584,ยอดรวม,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายสามัญ
72.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,585,ยอดรวม,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
57.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,586,ยอดรวม,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
83.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,587,ยอดรวม,ร้อยละ,2565,อุดมศึกษา สายวิชาการ
85.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,588,ยอดรวม,ร้อยละ,2565,อุดมศึกษา สายวิชาชีพ
67.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,589,ยอดรวม,ร้อยละ,2565,อุดมศึกษา สายวิชาการศึกษา
95.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,590,ยอดรวม,ร้อยละ,2565,การศึกษาอื่นๆ
72.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,591,ยอดรวม,ร้อยละ,2565,ไม่ทราบ
76.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,592,ชาย,ร้อยละ,2565,ยอดรวม
66.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,593,ชาย,ร้อยละ,2565,ไม่มีการศึกษา
61.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,594,ชาย,ร้อยละ,2565,ต่ำกว่าประถมศึกษา
84.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,595,ชาย,ร้อยละ,2565,ประถมศึกษา
72.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,596,ชาย,ร้อยละ,2565,มัธยมศึกษาตอนต้น
76.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,597,ชาย,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายสามัญ
