VALUE,QUARTER,SOURCE,_id,SEX,UNIT,YEAR,LAVEL_EDUCATIONAL
64.86,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,201,หญิง,ร้อยละ,2568,มัธยมศึกษาตอนปลาย สายสามัญ
59.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,202,หญิง,ร้อยละ,2568,รวม
75.94,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,203,ชาย,ร้อยละ,2568,รวม
67.38,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,204,รวม,ร้อยละ,2568,รวม
83.16,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,205,ชาย,ร้อยละ,2569,ประถมศึกษา
70.19,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,206,ชาย,ร้อยละ,2569,ไม่มีการศึกษา
63.47,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,207,หญิง,ร้อยละ,2569,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
69.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,208,หญิง,ร้อยละ,2569,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
73.75,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,209,ชาย,ร้อยละ,2569,มัธยมศึกษาตอนต้น
58.63,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,210,ชาย,ร้อยละ,2569,ต่ำกว่าประถมศึกษา
88.09,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,211,ชาย,ร้อยละ,2569,อุดมศึกษา สายวิชาการ
81.31,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,212,ชาย,ร้อยละ,2569,อุดมศึกษา สายวิชาชีพ
91.35,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,213,ชาย,ร้อยละ,2569,อุดมศึกษา สายวิชาการศึกษา
82.25,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,214,ชาย,ร้อยละ,2569,มัธยมศึกษาตอนปลาย สายสามัญ
77.59,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,215,ชาย,ร้อยละ,2569,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
75.13,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,216,ชาย,ร้อยละ,2569,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
69.65,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,217,หญิง,ร้อยละ,2569,ประถมศึกษา
45.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,218,หญิง,ร้อยละ,2569,ไม่มีการศึกษา
59.75,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,219,หญิง,ร้อยละ,2569,มัธยมศึกษาตอนต้น
39.19,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,220,หญิง,ร้อยละ,2569,ต่ำกว่าประถมศึกษา
81.35,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,221,หญิง,ร้อยละ,2569,อุดมศึกษา สายวิชาการ
81.59,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,222,หญิง,ร้อยละ,2569,อุดมศึกษา สายวิชาชีพ
86.53,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,223,หญิง,ร้อยละ,2569,อุดมศึกษา สายวิชาการศึกษา
68.31,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,224,หญิง,ร้อยละ,2569,มัธยมศึกษาตอนปลาย สายสามัญ
63.77,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,225,หญิง,ร้อยละ,2569,รวม
77.48,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,226,ชาย,ร้อยละ,2569,รวม
70.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,227,รวม,ร้อยละ,2569,รวม
67.31,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,228,ยอดรวม,ร้อยละ,2563,ยอดรวม
50.62,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,229,ยอดรวม,ร้อยละ,2563,ไม่มีการศึกษา
51.12,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,230,ยอดรวม,ร้อยละ,2563,ต่ำกว่าประถมศึกษา
75.52,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,231,ยอดรวม,ร้อยละ,2563,ประถมศึกษา
62.38,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,232,ยอดรวม,ร้อยละ,2563,มัธยมศึกษาตอนต้น
69.95,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,233,ยอดรวม,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
69.67,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,234,ยอดรวม,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
71.31,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,235,ยอดรวม,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
84.06,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,236,ยอดรวม,ร้อยละ,2563,อุดมศึกษา สายวิชาการ
84.66,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,237,ยอดรวม,ร้อยละ,2563,อุดมศึกษา สายวิชาชีพ
69.76,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,238,ยอดรวม,ร้อยละ,2563,อุดมศึกษา สายวิชาการศึกษา
93.29,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,239,ยอดรวม,ร้อยละ,2563,การศึกษาอื่นๆ
81.81,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,240,ยอดรวม,ร้อยละ,2563,ไม่ทราบ
75.71,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,241,ชาย,ร้อยละ,2563,ยอดรวม
66.15,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,242,ชาย,ร้อยละ,2563,ไม่มีการศึกษา
63.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,243,ชาย,ร้อยละ,2563,ต่ำกว่าประถมศึกษา
83.15,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,244,ชาย,ร้อยละ,2563,ประถมศึกษา
70.72,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,245,ชาย,ร้อยละ,2563,มัธยมศึกษาตอนต้น
78.14,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,246,ชาย,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
74.95,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,247,ชาย,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
62.14,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,248,ชาย,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
85.64,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,249,ชาย,ร้อยละ,2563,อุดมศึกษา สายวิชาการ
90.47,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,250,ชาย,ร้อยละ,2563,อุดมศึกษา สายวิชาชีพ
63.73,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,251,ชาย,ร้อยละ,2563,อุดมศึกษา สายวิชาการศึกษา
96.62,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,252,ชาย,ร้อยละ,2563,การศึกษาอื่นๆ
90.55,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,253,ชาย,ร้อยละ,2563,ไม่ทราบ
59.47,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,254,หญิง,ร้อยละ,2563,ยอดรวม
41.15,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,255,หญิง,ร้อยละ,2563,ไม่มีการศึกษา
42.11,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,256,หญิง,ร้อยละ,2563,ต่ำกว่าประถมศึกษา
67.04,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,257,หญิง,ร้อยละ,2563,ประถมศึกษา
52.64,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,258,หญิง,ร้อยละ,2563,มัธยมศึกษาตอนต้น
61.92,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,259,หญิง,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
62.82,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,260,หญิง,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
80.44,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,261,หญิง,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
82.89,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,262,หญิง,ร้อยละ,2563,อุดมศึกษา สายวิชาการ
77.73,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,263,หญิง,ร้อยละ,2563,อุดมศึกษา สายวิชาชีพ
72.57,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,264,หญิง,ร้อยละ,2563,อุดมศึกษา สายวิชาการศึกษา
90.09,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,265,หญิง,ร้อยละ,2563,การศึกษาอื่นๆ
71.66,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,266,หญิง,ร้อยละ,2563,ไม่ทราบ
67.19,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,267,ยอดรวม,ร้อยละ,2563,ยอดรวม
49.14,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,268,ยอดรวม,ร้อยละ,2563,ไม่มีการศึกษา
51.75,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,269,ยอดรวม,ร้อยละ,2563,ต่ำกว่าประถมศึกษา
76.33,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,270,ยอดรวม,ร้อยละ,2563,ประถมศึกษา
63.01,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,271,ยอดรวม,ร้อยละ,2563,มัธยมศึกษาตอนต้น
67.65,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,272,ยอดรวม,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
71.44,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,273,ยอดรวม,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
34.41,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,274,ยอดรวม,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
83.45,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,275,ยอดรวม,ร้อยละ,2563,อุดมศึกษา สายวิชาการ
83.87,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,276,ยอดรวม,ร้อยละ,2563,อุดมศึกษา สายวิชาชีพ
68.99,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,277,ยอดรวม,ร้อยละ,2563,อุดมศึกษา สายวิชาการศึกษา
93.25,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,278,ยอดรวม,ร้อยละ,2563,การศึกษาอื่นๆ
74.54,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,279,ยอดรวม,ร้อยละ,2563,ไม่ทราบ
76.17,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,280,ชาย,ร้อยละ,2563,ยอดรวม
66.45,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,281,ชาย,ร้อยละ,2563,ไม่มีการศึกษา
63.54,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,282,ชาย,ร้อยละ,2563,ต่ำกว่าประถมศึกษา
84.55,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,283,ชาย,ร้อยละ,2563,ประถมศึกษา
72.09,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,284,ชาย,ร้อยละ,2563,มัธยมศึกษาตอนต้น
77.23,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,285,ชาย,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
75.89,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,286,ชาย,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
40.82,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,287,ชาย,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
85.94,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,288,ชาย,ร้อยละ,2563,อุดมศึกษา สายวิชาการ
89.12,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,289,ชาย,ร้อยละ,2563,อุดมศึกษา สายวิชาชีพ
65.43,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,290,ชาย,ร้อยละ,2563,อุดมศึกษา สายวิชาการศึกษา
97.46,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,291,ชาย,ร้อยละ,2563,การศึกษาอื่นๆ
84.02,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,292,ชาย,ร้อยละ,2563,ไม่ทราบ
58.82,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,293,หญิง,ร้อยละ,2563,ยอดรวม
38.63,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,294,หญิง,ร้อยละ,2563,ไม่มีการศึกษา
42.99,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,295,หญิง,ร้อยละ,2563,ต่ำกว่าประถมศึกษา
67.02,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,296,หญิง,ร้อยละ,2563,ประถมศึกษา
52.37,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,297,หญิง,ร้อยละ,2563,มัธยมศึกษาตอนต้น
58.67,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,298,หญิง,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
65.05,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,299,หญิง,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
28.26,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,300,หญิง,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
81.63,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,301,หญิง,ร้อยละ,2563,อุดมศึกษา สายวิชาการ
77.49,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,302,หญิง,ร้อยละ,2563,อุดมศึกษา สายวิชาชีพ
70.64,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,303,หญิง,ร้อยละ,2563,อุดมศึกษา สายวิชาการศึกษา
88.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,304,หญิง,ร้อยละ,2563,การศึกษาอื่นๆ
64.54,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,305,หญิง,ร้อยละ,2563,ไม่ทราบ
68.08,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,306,ยอดรวม,ร้อยละ,2563,ยอดรวม
49.68,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,307,ยอดรวม,ร้อยละ,2563,ไม่มีการศึกษา
52.76,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,308,ยอดรวม,ร้อยละ,2563,ต่ำกว่าประถมศึกษา
77.57,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,309,ยอดรวม,ร้อยละ,2563,ประถมศึกษา
63.87,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,310,ยอดรวม,ร้อยละ,2563,มัธยมศึกษาตอนต้น
69.24,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,311,ยอดรวม,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
70.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,312,ยอดรวม,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
63.51,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,313,ยอดรวม,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
83.67,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,314,ยอดรวม,ร้อยละ,2563,อุดมศึกษา สายวิชาการ
85.57,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,315,ยอดรวม,ร้อยละ,2563,อุดมศึกษา สายวิชาชีพ
69.25,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,316,ยอดรวม,ร้อยละ,2563,อุดมศึกษา สายวิชาการศึกษา
94.63,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,317,ยอดรวม,ร้อยละ,2563,การศึกษาอื่นๆ
80.61,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,318,ยอดรวม,ร้อยละ,2563,ไม่ทราบ
76.56,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,319,ชาย,ร้อยละ,2563,ยอดรวม
64.42,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,320,ชาย,ร้อยละ,2563,ไม่มีการศึกษา
64.28,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,321,ชาย,ร้อยละ,2563,ต่ำกว่าประถมศึกษา
85.29,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,322,ชาย,ร้อยละ,2563,ประถมศึกษา
73.25,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,323,ชาย,ร้อยละ,2563,มัธยมศึกษาตอนต้น
76.98,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,324,ชาย,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
75.17,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,325,ชาย,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
53.77,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,326,ชาย,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
85.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,327,ชาย,ร้อยละ,2563,อุดมศึกษา สายวิชาการ
90.46,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,328,ชาย,ร้อยละ,2563,อุดมศึกษา สายวิชาชีพ
65.35,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,329,ชาย,ร้อยละ,2563,อุดมศึกษา สายวิชาการศึกษา
96.92,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,330,ชาย,ร้อยละ,2563,การศึกษาอื่นๆ
85.07,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,331,ชาย,ร้อยละ,2563,ไม่ทราบ
60.17,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,332,หญิง,ร้อยละ,2563,ยอดรวม
40.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,333,หญิง,ร้อยละ,2563,ไม่มีการศึกษา
44.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,334,หญิง,ร้อยละ,2563,ต่ำกว่าประถมศึกษา
68.94,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,335,หญิง,ร้อยละ,2563,ประถมศึกษา
53.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,336,หญิง,ร้อยละ,2563,มัธยมศึกษาตอนต้น
61.69,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,337,หญิง,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
65.43,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,338,หญิง,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
73.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,339,หญิง,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
82.31,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,340,หญิง,ร้อยละ,2563,อุดมศึกษา สายวิชาการ
79.72,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,341,หญิง,ร้อยละ,2563,อุดมศึกษา สายวิชาชีพ
71.02,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,342,หญิง,ร้อยละ,2563,อุดมศึกษา สายวิชาการศึกษา
91.24,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,343,หญิง,ร้อยละ,2563,การศึกษาอื่นๆ
75.16,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,344,หญิง,ร้อยละ,2563,ไม่ทราบ
68.64,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,345,ยอดรวม,ร้อยละ,2563,ยอดรวม
50.13,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,346,ยอดรวม,ร้อยละ,2563,ไม่มีการศึกษา
52.73,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,347,ยอดรวม,ร้อยละ,2563,ต่ำกว่าประถมศึกษา
76.95,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,348,ยอดรวม,ร้อยละ,2563,ประถมศึกษา
63.86,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,349,ยอดรวม,ร้อยละ,2563,มัธยมศึกษาตอนต้น
72.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,350,ยอดรวม,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
70.53,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,351,ยอดรวม,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
73.85,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,352,ยอดรวม,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
84.29,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,353,ยอดรวม,ร้อยละ,2563,อุดมศึกษา สายวิชาการ
86.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,354,ยอดรวม,ร้อยละ,2563,อุดมศึกษา สายวิชาชีพ
68.25,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,355,ยอดรวม,ร้อยละ,2563,อุดมศึกษา สายวิชาการศึกษา
92.89,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,356,ยอดรวม,ร้อยละ,2563,การศึกษาอื่นๆ
84.51,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,357,ยอดรวม,ร้อยละ,2563,ไม่ทราบ
77.09,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,358,ชาย,ร้อยละ,2563,ยอดรวม
65.02,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,359,ชาย,ร้อยละ,2563,ไม่มีการศึกษา
64.73,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,360,ชาย,ร้อยละ,2563,ต่ำกว่าประถมศึกษา
84.23,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,361,ชาย,ร้อยละ,2563,ประถมศึกษา
72.87,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,362,ชาย,ร้อยละ,2563,มัธยมศึกษาตอนต้น
80.65,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,363,ชาย,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
76.16,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,364,ชาย,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
69.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,365,ชาย,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
85.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,366,ชาย,ร้อยละ,2563,อุดมศึกษา สายวิชาการ
91.25,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,367,ชาย,ร้อยละ,2563,อุดมศึกษา สายวิชาชีพ
65.77,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,368,ชาย,ร้อยละ,2563,อุดมศึกษา สายวิชาการศึกษา
96.54,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,369,ชาย,ร้อยละ,2563,การศึกษาอื่นๆ
88.38,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,370,ชาย,ร้อยละ,2563,ไม่ทราบ
60.78,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,371,หญิง,ร้อยละ,2563,ยอดรวม
40.99,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,372,หญิง,ร้อยละ,2563,ไม่มีการศึกษา
43.77,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,373,หญิง,ร้อยละ,2563,ต่ำกว่าประถมศึกษา
68.91,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,374,หญิง,ร้อยละ,2563,ประถมศึกษา
53.44,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,375,หญิง,ร้อยละ,2563,มัธยมศึกษาตอนต้น
64.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,376,หญิง,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
63.48,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,377,หญิง,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
75.52,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,378,หญิง,ร้อยละ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
83.25,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,379,หญิง,ร้อยละ,2563,อุดมศึกษา สายวิชาการ
79.73,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,380,หญิง,ร้อยละ,2563,อุดมศึกษา สายวิชาชีพ
69.44,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,381,หญิง,ร้อยละ,2563,อุดมศึกษา สายวิชาการศึกษา
88.88,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,382,หญิง,ร้อยละ,2563,การศึกษาอื่นๆ
79.72,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,383,หญิง,ร้อยละ,2563,ไม่ทราบ
68.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,384,ยอดรวม,ร้อยละ,2564,ยอดรวม
50.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,385,ยอดรวม,ร้อยละ,2564,ไม่มีการศึกษา
51.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,386,ยอดรวม,ร้อยละ,2564,ต่ำกว่าประถมศึกษา
76.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,387,ยอดรวม,ร้อยละ,2564,ประถมศึกษา
63.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,388,ยอดรวม,ร้อยละ,2564,มัธยมศึกษาตอนต้น
70.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,389,ยอดรวม,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายสามัญ
70.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,390,ยอดรวม,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
54.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,391,ยอดรวม,ร้อยละ,2564,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
84.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,392,ยอดรวม,ร้อยละ,2564,อุดมศึกษา สายวิชาการ
86.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,393,ยอดรวม,ร้อยละ,2564,อุดมศึกษา สายวิชาชีพ
68.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,394,ยอดรวม,ร้อยละ,2564,อุดมศึกษา สายวิชาการศึกษา
94.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,395,ยอดรวม,ร้อยละ,2564,การศึกษาอื่นๆ
77.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,396,ยอดรวม,ร้อยละ,2564,ไม่ทราบ
76.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,397,ชาย,ร้อยละ,2564,ยอดรวม
66.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,398,ชาย,ร้อยละ,2564,ไม่มีการศึกษา
62.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,399,ชาย,ร้อยละ,2564,ต่ำกว่าประถมศึกษา
