VALUE,SOURCE,_id,UNIT,YEAR
385.98,สำนักงานสถิติแห่งชาติ,1,พันคน,2563
398.87,สำนักงานสถิติแห่งชาติ,2,พันคน,2564
426.77,สำนักงานสถิติแห่งชาติ,3,พันคน,2565
436.72,สำนักงานสถิติแห่งชาติ,4,พันคน,2566
474.14,สำนักงานสถิติแห่งชาติ,5,พันคน,2567
444.95,สำนักงานสถิติแห่งชาติ,6,พันคน,2568
