﻿year,sex,quarter,_id,area,region,value,unit,age_group,source
2556,รวม,ไตรมาส 1,1,รวม,ทั่วประเทศ,0.7,ร้อยละ,รวม,สำนักงานสถิติแห่งชาติ
2556,รวม,ไตรมาส 1,2,รวม,ทั่วประเทศ,3.2,ร้อยละ,15-19 ปี,สำนักงานสถิติแห่งชาติ
2556,รวม,ไตรมาส 1,3,รวม,ทั่วประเทศ,3.5,ร้อยละ,20-24 ปี,สำนักงานสถิติแห่งชาติ
2556,รวม,ไตรมาส 1,4,รวม,ทั่วประเทศ,1.2,ร้อยละ,25-29 ปี,สำนักงานสถิติแห่งชาติ
2556,รวม,ไตรมาส 1,5,รวม,ทั่วประเทศ,0.6,ร้อยละ,30-34 ปี,สำนักงานสถิติแห่งชาติ
2556,รวม,ไตรมาส 1,6,รวม,ทั่วประเทศ,0.2,ร้อยละ,35-39 ปี,สำนักงานสถิติแห่งชาติ
2556,รวม,ไตรมาส 1,7,รวม,ทั่วประเทศ,0.2,ร้อยละ,40-49 ปี,สำนักงานสถิติแห่งชาติ
2556,รวม,ไตรมาส 1,8,รวม,ทั่วประเทศ,0.1,ร้อยละ,50-59 ปี,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 1,9,รวม,ทั่วประเทศ,0.8,ร้อยละ,รวม,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 1,10,รวม,ทั่วประเทศ,3.0,ร้อยละ,15-19 ปี,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 1,11,รวม,ทั่วประเทศ,3.1,ร้อยละ,20-24 ปี,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 1,12,รวม,ทั่วประเทศ,1.6,ร้อยละ,25-29 ปี,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 1,13,รวม,ทั่วประเทศ,0.8,ร้อยละ,30-34 ปี,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 1,14,รวม,ทั่วประเทศ,0.3,ร้อยละ,35-39 ปี,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 1,15,รวม,ทั่วประเทศ,0.2,ร้อยละ,40-49 ปี,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 1,16,รวม,ทั่วประเทศ,0.1,ร้อยละ,50-59 ปี,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 1,17,รวม,ทั่วประเทศ,0.6,ร้อยละ,รวม,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 1,18,รวม,ทั่วประเทศ,3.7,ร้อยละ,15-19 ปี,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 1,19,รวม,ทั่วประเทศ,4.0,ร้อยละ,20-24 ปี,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 1,20,รวม,ทั่วประเทศ,0.7,ร้อยละ,25-29 ปี,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 1,21,รวม,ทั่วประเทศ,0.3,ร้อยละ,30-34 ปี,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 1,22,รวม,ทั่วประเทศ,0.2,ร้อยละ,35-39 ปี,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 1,23,รวม,ทั่วประเทศ,0.2,ร้อยละ,40-49 ปี,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 1,24,รวม,ทั่วประเทศ,0.1,ร้อยละ,60 ขึ้นไป,สำนักงานสถิติแห่งชาติ
2556,รวม,ไตรมาส 1,25,ในเขตเทศบาล,ทั่วประเทศ,0.7,ร้อยละ,รวม,สำนักงานสถิติแห่งชาติ
2556,รวม,ไตรมาส 1,26,ในเขตเทศบาล,ทั่วประเทศ,4.0,ร้อยละ,15-19 ปี,สำนักงานสถิติแห่งชาติ
2556,รวม,ไตรมาส 1,27,ในเขตเทศบาล,ทั่วประเทศ,4.1,ร้อยละ,20-24 ปี,สำนักงานสถิติแห่งชาติ
2556,รวม,ไตรมาส 1,28,ในเขตเทศบาล,ทั่วประเทศ,1.5,ร้อยละ,25-29 ปี,สำนักงานสถิติแห่งชาติ
