long,เงินทุนรวม,ประกอบกิจการ,อำเภอ,lat,ถนน,ซอย,คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,ตำบล,ผู้ประกอบการ,คนงานชาย,_id,ชื่อโรงงาน,แรงม้าตรวจพบ,คนงานหญิง
100.293578,,ฆ่าและชำแหละไก่,พรหมพิราม,17.065105,,,33000000,พิษณุโลก,6,เลขที่ 17/9,198,ทับยายเชียง,บริษัท ฟาร์ม 9 ไก่ฟู้ดส์ จำกัด,4200000,200,บริษัท ฟาร์ม 9 ไก่ฟู้ดส์ จำกัด,208,40835839
100.197292,,ทำลูกชิ้น,พรหมพิราม,17.042027,,,100000,พิษณุโลก,1,เลขที่ 907/1,4,พรหมพิราม,นางสิริเพ็ญ พงษ์โอภาส,200000,201,ลูกชิ้นหัวเราะ,8,170000
100.101543,,"แปรรูปเนื้อสัตว์,แปรรูปไข่ เช่น ลูกชิ้น หมูยอ กุนเชียง เต้าหู้ไข่",พรหมพิราม,17.126047,,,500000,พิษณุโลก,9,เลขที่ 68,4,วงฆ้อง,ห้างหุ้นส่วนจำกัด ฟาร์มอดุลย์ วังมะด่าน,400000,202,ห้างหุ้นส่วนจำกัด ฟาร์มอดุลย์ วังมะด่าน,7,2000000
,14790000,ชำแหละ เนื้อสัตว์ และเก็บรักษาในห้องเย็น,วังทอง,,,,15,พิษณุโลก,3,เลขที่ 70/4,81,ดินทอง,บริษัท กิจธนาทรัพย์ เฟรช มีท จำกัด,6,203,บริษัท กิจธนาทรัพย์ เฟรช มีท จำกัด ,81,9
100.2584312,,ล้างชำแหละ แกะ ต้ม นึ่งทอด หรือบดเนื้อสัตว์ ส่วนหนึ่งส่วนใดของสัตว์,เมืองพิษณุโลก,16.89738976,,,0,พิษณุโลก,2,เลขที่ 123,60,ปากโทก,บริษัท เบทาโกร เกษตรอุตสาหกรรม จำกัด ,3900000,204,บริษัท เบทาโกร เกษตรอุตสาหกรรม จำกัด โรงงานตัดแต่งชิ้นส่วนสุกร,100,38800000
,200000000,"แปรรูปผลิตภัณฑ์จากไข่,คัดแยกบรรจุไข่",วังทอง,,,,11,พิษณุโลก,4,เลขที่ 80,454.39,ดินทอง,บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน),6,205,บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน),,5
,,ทำการผสมน้ำมันโคลน (Versatorl Muds) และเก็บรักษาสารเคมี ที่ใช้ในงานสำรวจขุดเจาะปิโตรเลี่ยม,บางระกำ,,สาบบางระกำ-ลานกระบือ,,14000000,พิษณุโลก,17,เลขที่ 198/2,9,บางระกำ,ชลัมเบอร์เจอร์ โอเวอร์ซีส์ เอส.เอ.,0,206,ชลัมเบอร์เจอร์ โอเวอร์ซีส์ เอส.เอ.,0,6000000
100.359697,,ผลิตปุ๋ยอินทรีย์ ผลิตปุ๋ยอินทรีย์-เคมี ผสมปุ๋ยอินทรีย์-เคมี แบ่งบรรจุปุ๋ยเคมี,บางกระทุ่ม,16.579095,,,10000000,พิษณุโลก,8,เลขที่ 88/8,10,ไผ่ล้อม,บริษัท ดินเน็ทเวิร์ค(ประเทศไทย) จำกัด,40000,207,เพชรพิษณุ,7,4000000
100.41153,,ผลิตปุ๋ยเคมีชนิดเม็ด โดยวิธีการกวนผสม และจำหน่ายปุ๋ยอินทรีย์ เคมี,วังทอง,16.8281,พิษณุโลก - หล่มสัก,,5000000,พิษณุโลก,14,เลขที่ 647,15,วังทอง,บริษัท เพิซ โปรเทคชั่นกรุ๊ป จำกัด,0,208,บริษัท เพิซโปรเทคชั่นกรุ๊ป จำกัด,0,500000
,39500000,ทำผลิตภัณฑ์เครื่องสำอาง,วังทอง,,,,6,พิษณุโลก,9,เลขที่ 222,287.75,วังพิกุล,บริษัท ดาริน แล็บบอราทอรี่ส์ จำกัด,1,209,บริษัท ดาริน แล็บบอราทอรี่ส์ จำกัด,287.75,5
100.288674,,ผลิตนมสดพลาสเจอร์ไรส์,เมืองพิษณุโลก,16.809059,0,สามัคคี,1000000,พิษณุโลก,9,เลขที่ 334/29,3,อรัญญิก,บริษัท พิษณุโลกโกลด์มิลค์ จำกัด,0,210,บริษัท พิษณุโลกโกลด์มิลค์ จำกัด,0,4500000
100.36051,,โรงงานผลิตยางแอสฟัลท์ติกคอนกรีต,เมืองพิษณุโลก,16.83586,,,5000000,พิษณุโลก,1,เลขที่ 151/1,15,สมอแข,บริษัท พี.เค.เอส.37 ยูเนี่ยนคอนสตรัคชั่น จำกัด,0,211,บริษัท พี.เค.เอส.37 ยูเนี่ยนคอนสตรัคชั่น จำกัด,3,10000000
100.318306,,ผลิตแอสฟัลท์ติกคอนกรีต,วัดโบสถ์,17.203219,,,1000000,พิษณุโลก,1,เลขที่ 189,8,หินลาด,ห้างหุ้นส่วนจำกัด ใบบริบาล,1000000,212,ห้างหุ้นส่วจำกัด ใบบริบาล,2,6000000
100.191519,,ผลิตแอสฟัลติกคอนกรีต,เมืองพิษณุโลก,16.901375,,,17000000,พิษณุโลก,3,เลขที่ 289,2,ไผ่ขอดอน,ห้างหุ้นส่วนจำกัด สมควรการโยธา,400000,213,ห้างหุ้นส่วนจำกัด สมควรการโยธา,0,7500000
,,ผลิตแอสฟัลต์ติกคอนกรีต,เมืองพิษณุโลก,,,,5000000,พิษณุโลก,2,เลขที่ -,5,ปากโทก,ห้างหุ้นส่วนจำกัด สุรศักดิ์คัชมาตย์การโยธา ,0,214,ห้างหุ้นส่วนจำกัด สุรศักดิ์คัชมาตย์การโยธา,0,15000000
100.385809,,ผลิตแอสฟัลท์ติกคอนกรีต,วังทอง,16.699666,,,1700000,พิษณุโลก,15,เลขที่ โฉนดที่ดิน 11209 ,5,แม่ระกา,ห้างหุ้นส่วนจำกัด นิคมบางระกำก่อสร้าง,7000000,215,ห้างหุ้นส่วนจำกัด นิคมบางระกำก่อสร้าง,0,8000000
,38000000,ผลิตแอสฟัลท์ติกคอนกรีต,พรหมพิราม,,,,7,พิษณุโลก,6,เลขที่ โฉนดที่ดินเลขที่ 46900,497.08,ทับยายเชียง,บริษัท เอกมงคลพัฒน์ จำกัด,5,216,บริษัท เอกมงคลพัฒน์ จำกัด,497.08,2
100.277125,,ผลิตแอสฟัลท์คอนกรีต,พรหมพิราม,17.17206,พิษณุโลก-เด่นชัย,,10000000,พิษณุโลก,5,เลขที่ โฉนดที่ดินเลขที่ 58918,5,ดงประคำ,ห้างหุ้นส่วนจำกัด พิษณุโลกวิวัฒน์พัฒนา,15000000,217,ห้างหุ้นส่วนจำกัด พิษณุโลกวิวัฒน์พัฒนา,0,15000000
100.586572,,ผลิตยางแผ่นและรีดเศษยาง,วังทอง,16.857936,,,41000000,พิษณุโลก,3,เลขที่ 28/1,30,วังนกแอ่น,บริษัท ทีทีเอ็น รับเบอร์ จำกัด,6000000,218,บริษัท ทีทีเอ็น รับเบอร์ จำกัด,30,18400000
100.646377,,"ผลิต กระเป๋า ,ถุงกันน้ำ จากพลาสติก หรือผ้าใบ และผลิตอุปกรณ์ที่ใช้ร่วมกันกับกีฬาหรือการท่องเที่ยวทางน้ำ เช่น ถุงหรือกระเป๋า,อุปกรณ์ประกอบกระเป๋า",เนินมะปราง,16.569904,,,0,พิษณุโลก,4,เลขที่ 670,11,เนินมะปราง,บริษัท จอย สปอร์ต จำกัด,5125500,219,บริษัท จอย สปอร์ต จำกัด,35,3422000
100.412172,,ทำผลิตภัณฑ์พลาสติก เช่น พรีฟอร์ม ขวดน้ำพลาสติก,วังทอง,16.825838,,,500000,พิษณุโลก,14,เลขที่ 888,10,วังทอง,ห้างหุ้นส่วนจำกัด จีพี พรีฟอร์ม แอนด์ พลาสติก,3200000,220,ห้างหุ้นส่วนจำกัด จีพี พรีฟอร์ม แอนด์ พลาสติก,6,10000000
,22257600,"คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว เฉพาะหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ. 2541) บดย่อยพลาสติกเก่า,อัดกระดาษเป็นก้อน และตัดเศษโลหะ",เมืองพิษณุโลก,,พิษณุโลก-บางกระทุ่ม,,25,พิษณุโลก,3,เลขที่ 19/9,400,ท่าทอง,บริษัท วงษ์พาณิชย์ อินเตอร์เนชั่นแนล จำกัด,15,221,บริษัท วงษ์พาณิชย์ อินเตอร์เนชั่นแนล จำกัด,,10
,,ทำพลาสติกเป็นชิ้นหรือขึ้นรูปทรงต่าง ๆ,พรหมพิราม,,,,30000000,พิษณุโลก,1,เลขที่ 89/2 ,22,ท่าช้าง,บริษัท เตยหอมเพ็ท จำกัด,25000000,222,บริษัท เตยหอมเพ็ท จำกัด,10,160000000
100.30912,,ล้าง บด หรือย่อยพลาสติก,เมืองพิษณุโลก,16.887065,,,300000,พิษณุโลก,9,เลขที่ 9/6,6,หัวรอ,นายชัยฤกษ์ วงษ์เจริญ,250000,223,ซี ดับบลิว พลาสติก,11,550000
,6200000,ล้าง บด ย่อย พลาสติก อัดเศษโลหะ และเศษกระดาษ,บางระกำ,,,,10,พิษณุโลก,1,เลขที่ 86,229.5,บ่อทอง,บริษัท ทรัพย์ ส.ประทีป รีไซเคิล จำกัด,5,224,บริษัท ทรัพย์ ส.ประทีป รีไซเคิล จำกัด,229.5,5
,5200000,บด ย่อย ล้างพลาสติก,วัดโบสถ์,,,,7,พิษณุโลก,8,เลขที่ 99,80,วัดโบสถ์,บริษัท อำนาจพลาสติก จำกัด,5,225,บริษัท อำนาจพลาสติก จำกัด,,2
,,ทำอิฐดินเผา,พรหมพิราม,,,,2000000,พิษณุโลก,11,เลขที่ 97,3,ท่าช้าง,นายดิเรก สีดาว,3000000,226,นายดิเรก สีดาว,2,300000
100.361771,,ทำอิฐดินเผา,บางกระทุ่ม,16.636482,,,200000,พิษณุโลก,8,"เลขที่ 46,46/1",5,ท่าตาล,นายสมเกียรติ นาชอน,1600000,227,บุญมีอิฐแดง,0,200000
100.358155,,ทำอิฐดินเผา,บางกระทุ่ม,16.637361,,,200000,พิษณุโลก,8,เลขที่ 53/1,5,ท่าตาล,นายชลอ พยัฆษี,2000000,228,สิริวิมลอิฐแดง,0,200000
99.9298024,,ขนถ่ายลำเลียงซีเมนต์โดยระบบท่อเก็บลมไว้ในไซโล และผสมซีเมนต์ เพื่อใช้ในการบริการรับจ้างเจาะสำรวจปิโตเลียม,บางระกำ,16.6581518,,,2000000,พิษณุโลก,17,เลขที่ 198/2,2,หนองกุลา,ชลัมเบอร์เจอร์ โอเวอร์ซีส์ เอส.เอ.,0,229,ชลัมเบอร์เจอร์ โอเวอร์ เอส.เอ.,0,3000000
100.36034,,ผลิตและจำหน่ายคอนกรีตผสมเสร็จ,เมืองพิษณุโลก,16.83589,บายพาส,,500000,พิษณุโลก,1,เลขที่ 151,4,สมอแข,ห้างหุ้นส่วนจำกัด พิษณุโลกวิวัฒน์พัฒนา,5000000,230,โชควิวัฒน์คอนกรีต,0,2000000
100.301373,,ทำผลิตภัณฑ์คอนกรีตสำเร็จรูป เช่น แผ่นพื้นคอนกรีต เสาเข็มคอนกรีต,พรหมพิราม,17.119297,สายพิษณุโลก-เด่นชัย,,1000000,พิษณุโลก,3,เลขที่ 1/2,10,ทับยายเชียง,บริษัท คมพิศิษฐ์ พี.เอส.ที.คอนกรีต จำด,3500000,231,บริษัท คมพิศิษฐ์ พี.เอส.ที.คอนกรีต จำกัด,10,2000000
100.45619,,ทำผลิตภัณฑ์คอนกรีตผสมเสร็จ,บางกระทุ่ม,16.570914,วังทอง-สากเหล็ก,,1000000,พิษณุโลก,8,เลขที่ 92/2,2,วัดตายม,บริษัท ปธังกรณ์คอนกรีต จำกัด,3000000,232,บริษัท ปธังกรณ์คอนกรีต จำกัด,1,2400000
100.620169,,ผลิตคอนกรีตผสมเสร็จ,ชาติตระการ,17.254656,นครไทย-ชาติตระการ,,700000,พิษณุโลก,3,เลขที่ 36/3,7,ท่าสะแก,ห้างหุ้นส่วนจำกัด อุ้ยเซ็งผลิตภัณฑ์คอนกรีต,2000000,233,ห้างหุ้นส่วนจำกัด อุ้ยเซ้งผลิตภัณฑ์คอนกรีต,0,4650000
,,ผลิตคอนกรีตผสมเสร็จ,พรหมพิราม,,,,2000000,พิษณุโลก,2,เลขที่ โฉนดที่ดินเลขที่ 24967,8,มะต้อง,ห้างหุ้นส่วนจำกัด ฟลุ๊ควัสดุก่อสร้าง,1000000,234,ห้างหุ้นส่วนจำกัด ฟลุ๊ควัสดุก่อสร้าง,0,4000000
,8500000,ผลิตคอนกรีตผสมเสร็จ,พรหมพิราม,,,,8,พิษณุโลก,12,เลขที่ 99/9,81.7,มะต้อง,บริษัท ซี.พี.ซี คอนกรีตอัดแรง จำกัด,8,235,โรงงานผลิตภัณฑ์คอนกรีตอัดแรง ซี.พี.ซี (สาขาพรหมพิราม),,0
100.36934,,ทำผลิตภัณฑ์คอนกรีตอัดแรง เช่น เสาไฟฟ้า เสาเข็ม แผ่นพื้น คานคอนกรีต,เมืองพิษณุโลก,16.904923,,,10000000,พิษณุโลก,2,เลขที่ ,28,ดอนทอง,บริษัท ท๊อปแลนด์ คอนกรีต จำกัด,10000000,236,บริษัท ท๊อปแลนด์ คอนกรีต จำกัด,12,15000000
,6200000,ผลิตคอนกรีตผสมเสร็จ,บางระกำ,,บางระกำ-ลานกระบือ,,8,พิษณุโลก,13,เลขที่ 101,81.7,บางระกำ,บริษัท ซี.พี.ซี. คอนกรีตอัดแรง จำกัด,8,237,โรงงานผลิตภัณฑ์คอนกรีตอัดแรง ซี.พี.ซี.(สาขาบางระกำ),,0
100.573233,,ผลิตคอนกรีตผสมเสร็จ,ชาติตระการ,17.260932,สายนครไทย-ชาติตระการ,,500000,พิษณุโลก,4,เลขที่ 367,3,ป่าแดง,ห้างหุ้นส่วนจำกัด ซีเค 2024 คอนกรีต,1000000,238,ห้างหุ้นส่วนจำกัด ซีเค 2024 คอนกรีต,0,3500000
,,ผลิตคอนกรีตผสมเสร็จ,บางระกำ,,-,-,10000000,พิษณุโลก,2,เลขที่ โฉนดที่ดินเลขที่ 19097 เลขที่ดิน 210,10,บ่อทอง,บริษัท น้องเล็กสถาปัตย์ จำกัด,0,239,บริษัท น้องเล็กสถาปัตย์ จำกัด,0,6000000
,10000000,ผลิตคอนกรีตผสมเสร็จ,เมืองพิษณุโลก,,,,5,พิษณุโลก,4,เลขที่ ,161.83,ท่าโพธิ์,บริษัท เพาเวอร์แพค คอนกรีต จำกัด,5,240,บริษัท เพาเวอร์แพค คอนกรีต จำกัด,161.83,0
,25690000,ผลิตคอนกรีตผสมเสร็จ แผ่นพื้นสำเร็จรูป,บางระกำ,,,,14,พิษณุโลก,4,เลขที่ 319/1,377.84,บึงกอก,ห้างหุ้นส่วนจำกัด ชัยประเสริฐคอนกรีตอัดแรง,10,241,ห้างหุ้นส่วนจำกัด ชัยประเสริฐคอนกรีตอัดแรง,510.01,4
100.241094,,ผลิตและจำหน่ายคอนกรีตผสมเสร็จ,เมืองพิษณุโลก,16.746356,-,-,1000000,พิษณุโลก,5,เลขที่ โฉนดที่ดินเลขที่ 9417,3,วัดพริก,บริษัท ซี.พี.ซี.คอนกรีตอัดแรง จำกัด,7500000,242,บริษัท ซี.พี.ซี.คอนกรีตอัดแรง จำกัด,1,3500000
100.164403,,ทำผลิตภัณฑ์คอนกรีต เช่น เสาเข็มคอนกรีต รางน้ำคอนกรีต,เมืองพิษณุโลก,16.772953,,,2000000,พิษณุโลก,4,เลขที่ 199/2,5,ท่าโพธิ์,บริษัท เพาเวอร์แพค เทคคอน จำกัด,0,243,บริษัท เพาเวอร์แพค เทคคอน จำกัด,0,5000000
,3600000,ทำผลิตภัณฑ์คอนกรีต เช่น อิฐบล็อก คอนกรีตผสมเสร็จ เสาคอนกรีต,บางกระทุ่ม,,,,7,พิษณุโลก,9,เลขที่ 9/3,85,บ้านไร่,นายมานะ ภูมิผล,5,244,ร้านมานะคอนกรีต,,2
100.2126,,ทำผลิตภัณฑ์คอนกรีตอัดแรง,เมืองพิษณุโลก,16.86573,สิงหวัฒน์,,1200000,พิษณุโลก,1,เลขที่ 225,60,บ้านกร่าง,บริษัท ซี.พี.ซี.คอนกรีตอัดแรง จำกัด,5000000,245,บริษัท ซี.พี.ซี.คอนกรีตอัดแรง จำกัด,50,5343777
100.103103,,ผลิตคอนกรีตผสมเสร็จ ผลิตภัณฑ์คอนกรีตอัดแรงทุกชนิด,บางระกำ,16.74519,บางระกำ-ลานกระบือ,,3000000,พิษณุโลก,12,เลขที่ 169,9,บางระกำ,บริษัท รุ่งวิชัยคอนกรีต จำกัด,0,246,บริษัท รุ่งวิชัยคอนกรีต จำกัด,2,15800000
100.83334,,ทำผลิตภัณฑ์คอนกรีตผสมเสร็จ,นครไทย,17.10429,,,500000,พิษณุโลก,3,เลขที่ 181,4,นครไทย,ห้างหุ้นส่วนจำกัด ณัฐชูพงศ์คอนกรีต,3000000,247,ห้างหุ้นส่วนจำกัด ณัฐชูพงศ์คอนกรีต,0,2600000
100.88148,,ผลิตคอนกรีตผสมเสร็จ,นครไทย,17.1174,นครไทย-ด่านซ้าย,,200000,พิษณุโลก,11,เลขที่ 185,4,เนินเพิ่ม,ห้างหุ้นส่วนจำกัด อุ้ยเซ้งผลิตภัณฑ์คอนกรีต,300000,248,ห้างหุ้นส่วนจำกัด อุ้ยเซ้งผลิตภัณฑ์คอนกรีต,0,4000000
100.65324,,ทำผลิตภัณฑ์จากคอนกรีต,วังทอง,16.89326,พิษณุโลก-หล่มสัก,,6000000,พิษณุโลก,3,เลขที่ 13/1,10,แก่งโสภา,นางสาววรรณพร เตชะพันธ์รัตนกุล,5000000,249,ส.ซีเมนต์บล๊อก,10,2500000
,,ผลิตคอนกรีตผสมเสร็จ,บางระกำ,,-,-,500000,พิษณุโลก,10,"เลขที่ โฉนดที่ดินเลขที่ 19389,41222,37274, เลขที่ 87,134,107",10,บึงกอก,ห้างหุ้นส่วนจำกัด  พิษณุดีพร้อม,200000,250,ห้างหุ้นส่วนจำกัด พิษณุดีพร้อม,0,8000000
100.10955,,ผลิตคอนกรีผสมเสร็จ,บางระกำ,16.74038,,,5000000,พิษณุโลก,1,เลขที่ 46/2,5,บางระกำ,ห้างหุ้นส่วนจำกัด สินรุ่งเรือง คอนกรีต,500000,251,ห้างหุ้นส่วนจำกัด สินรุ่งเรือง คอนกรีต,1,6000000
100.2126,,ผลิตและจำหน่ายผลิตภัณฑ์คอนกรีตอัดแรง คอนกรีตอัดแรงเสริมเหล็ก,เมืองพิษณุโลก,16.86573,สิงหวัฒน์,,500000,พิษณุโลก,1,เลขที่ 225/2,5,บ้านกร่าง,ห้างหุ้นส่วนจำกัด ชญานินคอนกรีตอัดแรง,0,252,ห้างหุ้นส่วนจำกัด ชญานินคอนกรีตอัดแรง,3,2000000
100.251156,,ผลิตคอนกรีตผสมเสร็จ,เมืองพิษณุโลก,16.887138,,,600000,พิษณุโลก,4,เลขที่ 147,3,ปากโทก,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด,0,253,โรงงานคอนกรีตผสมเสร็จ พิษณุโลก-แสงดาว,0,2000000
,,ทำผลิตภัณฑ์คอนกรีต เช่น คอนกรีตบล็อก คอนกรีตผสมเสร็จ,พรหมพิราม,,,,1000000,พิษณุโลก,3,เลขที่ โฉนดที่ดินเลขที่ 16974 16980 16981 16983,4,ตลุกเทียม,ห้างหุ้นส่วนจำกัด เซิงหวายวัสดุก่อสร้าง,2500000,254,ห้างหุ้นส่วนจำกัด เซิงหวายวัสดุก่อสร้าง,0,1500000
100.331097,,ผลิตคอนกรีตผสมเสร็จ และทำผลิตภัณฑ์คอนกรีต เช่น คอนกรีตบล็อก ท่อ เสา,บางกระทุ่ม,16.575128,,,3000000,พิษณุโลก,11,เลขที่ 19/6,10,ไผ่ล้อม,ห้างหุ้นส่วนจำกัด ถนอมชัยค้าไม้,1000000,255,ถนอมชัยค้าไม้,5,7000000
,,ผลิตคอนกรีตผสมเสร็จ,เมืองพิษณุโลก,,,,2500000,พิษณุโลก,11,เลขที่ 72/5,4,ท่าโพธิ์,บริษัท ที เจ คอนกรีต จำกัด,0,256,บริษัท ที เจ คอนกรีต จำกัด,0,500000
,,ผลิตคอนกรีตผสมเสร็จ,เมืองพิษณุโลก,,,,1000000,พิษณุโลก,11,เลขที่ 236,5,ท่าโพธิ์,บริษัท ที เจ คอนกรีต จำกัด,0,257,บริษัท ที เจ คอนกรีต จำกัด,0,5000000
100.642528,,ผลิตคอนกรีตผสมเสร็จ,วังทอง,16.901423,,,400000,พิษณุโลก,7,เลขที่ -,2,แก่งโสภา,ห้างหุ้นส่วนจำกัด จรูญคอนกรีต,3500000,258,จรูญคอนกรีต,4,2000000
100.311576,,ผลิตคอนกรีตผสมเสร็จ แผ่นพื้นคอนกีตสำเร็จรูป เสาเข็มคอนกรีตอัดแรง,พรหมพิราม,17.097246,-,-,5000000,พิษณุโลก,4,เลขที่ 99/9,40,ทับยายเชียง,บริษัท เอส-คอน คอนกรีต จำกัด,6150000,259,บริษัท เอส-คอน คอนกรีต จำกัด,20,20000000
100.2198,,"ทำคอนกรีตผสมเสร็จ และผลิตภัณฑ์คอนกรีตอัดแรงทุกชนิด และคอน   กรีตบล็อค(คาน,เสาเข็ม,แผ่นพื้นสำเร็จรูป,ท่อระบายน้ำ,เสาไฟฟ้า,บล๊อกคอนเวิร์ส)",เมืองพิษณุโลก,16.85261,สิงหวัฒน์,,3000000,พิษณุโลก,3,เลขที่ 161/1,30,พลายชุมพล,บริษัท สิงหวัฒน์คอนกรีต จำกัด,8000000,260,ห้างหุ้นส่วนจำกัด สิงหวัฒน์คอนกรีต,25,10000000
100.13554,,ผลิตคอนกรีตผสมเสร็จ,บางระกำ,16.766482,,,500000,พิษณุโลก,15,เลขที่ ,5,บางระกำ,นายศราวุธ ด่านกิตติไกรลาศ,120000,261,บุญเลี้ยงคอนกรีต,0,2675000
100.170993,,ผลิตคอนกรีตผสมเสร็จ,พรหมพิราม,17.092291,,,200000,พิษณุโลก,12,เลขที่ 135/5,3,มะต้อง,บริษัท อุตรดิตถ์พิชัย จำกัด,0,262,บริษัท อุตรดิตถ์พิชัย จำกัด,1,2000000
100.192641,,ผลิตคอนกรีตผสมเสร็จ,เมืองพิษณุโลก,16.898158,,,5000000,พิษณุโลก,11,เลขที่ 112/1,7,บ้านกร่าง,บริษัท พีเอ็นซี คอนกรีต กรุ๊ป จำกัด,7500000,263,บริษัท พีเอ็นซี คอนกรีต กรุ๊ป จำกัด,1,4000000
100.21439,,ทำผลิตภัณฑ์คอนกรีต,เมืองพิษณุโลก,16.80177,,,1000000,พิษณุโลก,6,เลขที่ 59/2,26,ท่าทอง,บริษัท ซี.พี.แอล. จำกัด,10000000,264,บริษัท ซี.พี.แอล. จำกัด,11,6000000
100.282302,,ผลิตคอนกรีตผสมเสร็จ,เมืองพิษณุโลก,16.880757,,,1000000,พิษณุโลก,7,เลขที่ 188,6,หัวรอ,ห้างหุ้นส่วนจำกัด บุญเลี้ยงคอนกรีตและวัสดุก่อสร้าง,6000000,265,บุญเลี้ยงคอนกรีต,0,2000000
,9580000,ผลิตคอนกรีตผสมเสร็จ,เมืองพิษณุโลก,,,,2,พิษณุโลก,6,เลขที่ โฉนดที่ดินเลขที่ 5859,143.5,ดอนทอง,บริษัท เพาเวอร์แพค คอนกรีต จำกัด,2,266,บริษัท เพาเวอร์แพค คอนกรีต จำกัด,143.5,0
100.369439,,"ทำผลิตภัณฑ์คอนกรีต ผลิตคอนกรีตผสมเสร็จ,ผลิตภัณฑ์คอนกรีตผสมเสร็จ,เสาเข็ม,แผ่นพื้น,ขอบถนน,คอน,เสาไฟฟ้า และอื่นๆ",เมืองพิษณุโลก,16.903624,ทางหลวงชนบท(สายบ้านดอนทอง-บ้านน้ำคำ),-,10000000,พิษณุโลก,2,เลขที่ 299,21,ดอนทอง,บริษัท มั่นภักดี จำกัด,4000000,267,บริษัท มั่นภักดี จำกัด,9,7500000
100.104906,,ทำผลิตภัณฑ์คอนกรีต เช่น ซีเมนต์บล๊อก วงบ่อ ท่อระบายน้ำ เสาคอนกรีต ฯลฯ,บางระกำ,16.744962,สายบางระกำ-ลานกระบือ,,4500000,พิษณุโลก,12,เลขที่ 169,11,บางระกำ,บริษัท รุ่งวิชัยคอนกรีต จำกัด,4750000,268,เซี้ยงซีเมนต์บล๊อก,11,1000000
100.433584,,ผลิตคอนกรีตผสมเสร็จ,วังทอง,16.762326,สายวังทอง-เขาทราย,,600000,พิษณุโลก,5,เลขที่ 31/1,3,ดินทอง,บริษัท ปูนซิเมนต์ไทย (ลำปาง) จำกัด,0,269,โรงงานผลิตคอนกรีตผสมเสร็จ พิษณุโลก-วังทอง,0,2000000
100.3503867,,ผลิตคอนกรีตผสมเสร็จ,เมืองพิษณุโลก,16.85533095,พิษณุโลก-วัดโบสถ์,,1000000,พิษณุโลก,6,เลขที่ 149/1,7,ดอนทอง,บริษัท ซี.พี.ซี.คอนกรีตอัดแรง จำกัด,5000000,270,โรงงานผลิตภัณฑ์คอนกรีตอัดแรง ซี.พี.ซี (สาขาดอนทอง),0,4000000
100.0981904,,ผลิตคอนกรีตผสมเสร็จ,บางระกำ,16.772158,สายลานกระบือ-บางระกำ,,1000000,พิษณุโลก,7,เลขที่ ,5,บึงกอก,บริษัท ชัยประเสริฐคอนกรีต จำกัด ,5000,271,ชัยประเสริฐเก้าคอนกรีต,0,4500000
100.306284,,ทำผลิตภัณฑ์คอนกรีต เช่น เสาเข็มคอนกรีต แผ่นคอนกรีต,บางกระทุ่ม,16.611264,,,1000000,พิษณุโลก,2,เลขที่ 34/4,5,บางกระทุ่ม,บริษัท บิวดิ้ง อินเตอร์เนชั่นแนล จำกัด,2000000,272,บริษัท บิวดิ้ง อินเตอร์เนชั่นแนล จำกัด,5,4000000
,3000000,ผลิตคอนกรีตผสมเสร็จ,วัดโบสถ์,,พิษณุโลก-เด่นชัย,,3,พิษณุโลก,6,เลขที่ 99,264.41,วัดโบสถ์,บริษัท ปูนซิเมนต์ไทย (ลำปาง) จำกัด,3,273,โรงงานคอนกรีตผสมเสร็จ,,0
100.603529,,ผลิตคอนกรีตผสมเสร็จ,เนินมะปราง,16.544991,,,2000000,พิษณุโลก,3,เลขที่ โฉนดที่ดิน เลขที่ 5003,8,บ้านน้อยซุ้มขี้เหล็ก,ห้างหุ้นส่วนจำกัด กิจเจริญคอนกรีต ( 2558 ),3000000,274,ห้างหุ้นส่วนจำกัด กิจเจริญคอนกรีต ( 2558 ),0,5500000
,,ผลิตท่อคอนกรีตผสมเสร็จ,บางระกำ,,,,3000000,พิษณุโลก,4,เลขที่ 99/4,4,ท่านางงาม,ห้างหุ้นส่วนจำกัด ช.วัสดุคอนกรีต,5000000,275,ช.วัสดุคอนกรีต,4,4000000
100.238673,,ผลิตคอนกรีตผสมเสร็จ,เมืองพิษณุโลก,16.746741,,,600000,พิษณุโลก,5,เลขที่ 122,3,วัดพริก,บริษัท ปูนซิเมนต์ไทย (ลำปาง) จำกัด,0,276,โรงงานคอนกรีตผสมเสร็จ พิษณุโลก-นเรศวร,0,2000000
100.31434,,หล่อพระพุทธรูป,เมืองพิษณุโลก,16.8697,เต็งหนาม-บึงถัง,บ้านบึงถัง,50000,พิษณุโลก,3,เลขที่ -,8,ดอนทอง,นายธวัชชัย กลิ่นรอด,180000,277,โรงหล่อบึงถังปฎิมากรรม,3,20000
