จำนวน,_id,ปี,หัวข้อ,เพศ,ไตรมาส,จังหวัด
38761,33,2559,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,หญิง,2,ชลบุรี
36532,34,2559,เสมียน,หญิง,2,ชลบุรี
173063,35,2559,พนักงานบริการและพนักงานในร้านค้าและตลาด,หญิง,2,ชลบุรี
15436,36,2559,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,หญิง,2,ชลบุรี
25571,37,2559,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,หญิง,2,ชลบุรี
89403,38,2559,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,หญิง,2,ชลบุรี
42979,39,2559,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,หญิง,2,ชลบุรี
0,40,2559,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,หญิง,2,ชลบุรี
25319,41,2559,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,ชาย,3,ชลบุรี
20535,42,2559,ผู้ประกอบวิชาชีพด้านต่าง ๆ,ชาย,3,ชลบุรี
34072,43,2559,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,ชาย,3,ชลบุรี
10118,44,2559,เสมียน,ชาย,3,ชลบุรี
132692,45,2559,พนักงานบริการและพนักงานในร้านค้าและตลาด,ชาย,3,ชลบุรี
34272,46,2559,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,ชาย,3,ชลบุรี
91519,47,2559,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,ชาย,3,ชลบุรี
187242,48,2559,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,ชาย,3,ชลบุรี
26830,49,2559,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,ชาย,3,ชลบุรี
0,50,2559,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,ชาย,3,ชลบุรี
9098,51,2559,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,หญิง,3,ชลบุรี
23780,52,2559,ผู้ประกอบวิชาชีพด้านต่าง ๆ,หญิง,3,ชลบุรี
21160,53,2559,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,หญิง,3,ชลบุรี
44243,54,2559,เสมียน,หญิง,3,ชลบุรี
182258,55,2559,พนักงานบริการและพนักงานในร้านค้าและตลาด,หญิง,3,ชลบุรี
16082,56,2559,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,หญิง,3,ชลบุรี
24046,57,2559,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,หญิง,3,ชลบุรี
94805,58,2559,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,หญิง,3,ชลบุรี
39624,59,2559,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,หญิง,3,ชลบุรี
0,60,2559,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,หญิง,3,ชลบุรี
34619,61,2559,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,ชาย,4,ชลบุรี
19880,62,2559,ผู้ประกอบวิชาชีพด้านต่าง ๆ,ชาย,4,ชลบุรี
31844,63,2559,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,ชาย,4,ชลบุรี
17591,64,2559,เสมียน,ชาย,4,ชลบุรี
149810,65,2559,พนักงานบริการและพนักงานในร้านค้าและตลาด,ชาย,4,ชลบุรี
36406,66,2559,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,ชาย,4,ชลบุรี
91679,67,2559,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,ชาย,4,ชลบุรี
176981,68,2559,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,ชาย,4,ชลบุรี
28544,69,2559,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,ชาย,4,ชลบุรี
0,70,2559,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,ชาย,4,ชลบุรี
12293,71,2559,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,หญิง,4,ชลบุรี
32924,72,2559,ผู้ประกอบวิชาชีพด้านต่าง ๆ,หญิง,4,ชลบุรี
29030,73,2559,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,หญิง,4,ชลบุรี
34532,74,2559,เสมียน,หญิง,4,ชลบุรี
161124,75,2559,พนักงานบริการและพนักงานในร้านค้าและตลาด,หญิง,4,ชลบุรี
15734,76,2559,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,หญิง,4,ชลบุรี
18724,77,2559,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,หญิง,4,ชลบุรี
106620,78,2559,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,หญิง,4,ชลบุรี
42516,79,2559,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,หญิง,4,ชลบุรี
0,80,2559,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,หญิง,4,ชลบุรี
38580,81,2560,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,ชาย,1,ชลบุรี
24174,82,2560,ผู้ประกอบวิชาชีพด้านต่าง ๆ,ชาย,1,ชลบุรี
30518,83,2560,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,ชาย,1,ชลบุรี
16679,84,2560,เสมียน,ชาย,1,ชลบุรี
139164,85,2560,พนักงานบริการและพนักงานในร้านค้าและตลาด,ชาย,1,ชลบุรี
28770,86,2560,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,ชาย,1,ชลบุรี
93096,87,2560,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,ชาย,1,ชลบุรี
170682,88,2560,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,ชาย,1,ชลบุรี
47710,89,2560,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,ชาย,1,ชลบุรี
0,90,2560,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,ชาย,1,ชลบุรี
13091,91,2560,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,หญิง,1,ชลบุรี
28896,92,2560,ผู้ประกอบวิชาชีพด้านต่าง ๆ,หญิง,1,ชลบุรี
24894,93,2560,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,หญิง,1,ชลบุรี
35198,94,2560,เสมียน,หญิง,1,ชลบุรี
175087,95,2560,พนักงานบริการและพนักงานในร้านค้าและตลาด,หญิง,1,ชลบุรี
14038,96,2560,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,หญิง,1,ชลบุรี
24940,97,2560,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,หญิง,1,ชลบุรี
108849,98,2560,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,หญิง,1,ชลบุรี
45190,99,2560,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,หญิง,1,ชลบุรี
0,100,2560,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,หญิง,1,ชลบุรี
25427,101,2560,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,ชาย,2,ชลบุรี
17494,102,2560,ผู้ประกอบวิชาชีพด้านต่าง ๆ,ชาย,2,ชลบุรี
27091,103,2560,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,ชาย,2,ชลบุรี
16381,104,2560,เสมียน,ชาย,2,ชลบุรี
151525,105,2560,พนักงานบริการและพนักงานในร้านค้าและตลาด,ชาย,2,ชลบุรี
31400,106,2560,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,ชาย,2,ชลบุรี
91537,107,2560,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,ชาย,2,ชลบุรี
172337,108,2560,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,ชาย,2,ชลบุรี
41347,109,2560,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,ชาย,2,ชลบุรี
0,110,2560,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,ชาย,2,ชลบุรี
11471,111,2560,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,หญิง,2,ชลบุรี
25597,112,2560,ผู้ประกอบวิชาชีพด้านต่าง ๆ,หญิง,2,ชลบุรี
25030,113,2560,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,หญิง,2,ชลบุรี
40379,114,2560,เสมียน,หญิง,2,ชลบุรี
192235,115,2560,พนักงานบริการและพนักงานในร้านค้าและตลาด,หญิง,2,ชลบุรี
13323,116,2560,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,หญิง,2,ชลบุรี
27230,117,2560,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,หญิง,2,ชลบุรี
105443,118,2560,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,หญิง,2,ชลบุรี
38616,119,2560,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,หญิง,2,ชลบุรี
0,120,2560,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,หญิง,2,ชลบุรี
22095,121,2560,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,ชาย,3,ชลบุรี
13163,122,2560,ผู้ประกอบวิชาชีพด้านต่าง ๆ,ชาย,3,ชลบุรี
27313,123,2560,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,ชาย,3,ชลบุรี
17940,124,2560,เสมียน,ชาย,3,ชลบุรี
133473,125,2560,พนักงานบริการและพนักงานในร้านค้าและตลาด,ชาย,3,ชลบุรี
31653,126,2560,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,ชาย,3,ชลบุรี
98087,127,2560,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,ชาย,3,ชลบุรี
176939,128,2560,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,ชาย,3,ชลบุรี
39810,129,2560,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,ชาย,3,ชลบุรี
0,130,2560,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,ชาย,3,ชลบุรี
9097,131,2560,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,หญิง,3,ชลบุรี
22028,132,2560,ผู้ประกอบวิชาชีพด้านต่าง ๆ,หญิง,3,ชลบุรี
32464,133,2560,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,หญิง,3,ชลบุรี
41384,134,2560,เสมียน,หญิง,3,ชลบุรี
182692,135,2560,พนักงานบริการและพนักงานในร้านค้าและตลาด,หญิง,3,ชลบุรี
14852,136,2560,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,หญิง,3,ชลบุรี
26534,137,2560,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,หญิง,3,ชลบุรี
92875,138,2560,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,หญิง,3,ชลบุรี
37423,139,2560,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,หญิง,3,ชลบุรี
0,140,2560,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,หญิง,3,ชลบุรี
33031,141,2560,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,ชาย,4,ชลบุรี
19539,142,2560,ผู้ประกอบวิชาชีพด้านต่าง ๆ,ชาย,4,ชลบุรี
33181,143,2560,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,ชาย,4,ชลบุรี
21067,144,2560,เสมียน,ชาย,4,ชลบุรี
135424,145,2560,พนักงานบริการและพนักงานในร้านค้าและตลาด,ชาย,4,ชลบุรี
25136,146,2560,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,ชาย,4,ชลบุรี
90450,147,2560,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,ชาย,4,ชลบุรี
179838,148,2560,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,ชาย,4,ชลบุรี
33426,149,2560,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,ชาย,4,ชลบุรี
0,150,2560,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,ชาย,4,ชลบุรี
7654,151,2560,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,หญิง,4,ชลบุรี
27472,152,2560,ผู้ประกอบวิชาชีพด้านต่าง ๆ,หญิง,4,ชลบุรี
30947,153,2560,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,หญิง,4,ชลบุรี
40099,154,2560,เสมียน,หญิง,4,ชลบุรี
176284,155,2560,พนักงานบริการและพนักงานในร้านค้าและตลาด,หญิง,4,ชลบุรี
14229,156,2560,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,หญิง,4,ชลบุรี
22150,157,2560,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,หญิง,4,ชลบุรี
94554,158,2560,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,หญิง,4,ชลบุรี
40597,159,2560,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,หญิง,4,ชลบุรี
0,160,2560,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,หญิง,4,ชลบุรี
34403,161,2561,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,ชาย,1,ชลบุรี
21226,162,2561,ผู้ประกอบวิชาชีพด้านต่าง ๆ,ชาย,1,ชลบุรี
25421,163,2561,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,ชาย,1,ชลบุรี
16203,164,2561,เสมียน,ชาย,1,ชลบุรี
113315,165,2561,พนักงานบริการและพนักงานในร้านค้าและตลาด,ชาย,1,ชลบุรี
22238,166,2561,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,ชาย,1,ชลบุรี
111874,167,2561,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,ชาย,1,ชลบุรี
194638,168,2561,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,ชาย,1,ชลบุรี
34080,169,2561,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,ชาย,1,ชลบุรี
0,170,2561,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,ชาย,1,ชลบุรี
22054,171,2561,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,หญิง,1,ชลบุรี
23567,172,2561,ผู้ประกอบวิชาชีพด้านต่าง ๆ,หญิง,1,ชลบุรี
25947,173,2561,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,หญิง,1,ชลบุรี
24643,174,2561,เสมียน,หญิง,1,ชลบุรี
189204,175,2561,พนักงานบริการและพนักงานในร้านค้าและตลาด,หญิง,1,ชลบุรี
9367,176,2561,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,หญิง,1,ชลบุรี
30046,177,2561,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,หญิง,1,ชลบุรี
106451,178,2561,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,หญิง,1,ชลบุรี
46576,179,2561,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,หญิง,1,ชลบุรี
0,180,2561,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,หญิง,1,ชลบุรี
32581,181,2561,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,ชาย,2,ชลบุรี
26333,182,2561,ผู้ประกอบวิชาชีพด้านต่าง ๆ,ชาย,2,ชลบุรี
34467,183,2561,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,ชาย,2,ชลบุรี
21880,184,2561,เสมียน,ชาย,2,ชลบุรี
131938,185,2561,พนักงานบริการและพนักงานในร้านค้าและตลาด,ชาย,2,ชลบุรี
27375,186,2561,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,ชาย,2,ชลบุรี
104283,187,2561,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,ชาย,2,ชลบุรี
172840,188,2561,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,ชาย,2,ชลบุรี
34942,189,2561,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,ชาย,2,ชลบุรี
0,190,2561,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,ชาย,2,ชลบุรี
23520,191,2561,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,หญิง,2,ชลบุรี
23800,192,2561,ผู้ประกอบวิชาชีพด้านต่าง ๆ,หญิง,2,ชลบุรี
33605,193,2561,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,หญิง,2,ชลบุรี
34038,194,2561,เสมียน,หญิง,2,ชลบุรี
189755,195,2561,พนักงานบริการและพนักงานในร้านค้าและตลาด,หญิง,2,ชลบุรี
13060,196,2561,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,หญิง,2,ชลบุรี
23717,197,2561,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,หญิง,2,ชลบุรี
90263,198,2561,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,หญิง,2,ชลบุรี
43468,199,2561,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,หญิง,2,ชลบุรี
0,200,2561,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,หญิง,2,ชลบุรี
28729,201,2561,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,ชาย,3,ชลบุรี
20325,202,2561,ผู้ประกอบวิชาชีพด้านต่าง ๆ,ชาย,3,ชลบุรี
30831,203,2561,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,ชาย,3,ชลบุรี
16845,204,2561,เสมียน,ชาย,3,ชลบุรี
137625,205,2561,พนักงานบริการและพนักงานในร้านค้าและตลาด,ชาย,3,ชลบุรี
21436,206,2561,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,ชาย,3,ชลบุรี
105517,207,2561,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,ชาย,3,ชลบุรี
190911,208,2561,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,ชาย,3,ชลบุรี
32955,209,2561,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,ชาย,3,ชลบุรี
0,210,2561,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,ชาย,3,ชลบุรี
24658,211,2561,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,หญิง,3,ชลบุรี
26682,212,2561,ผู้ประกอบวิชาชีพด้านต่าง ๆ,หญิง,3,ชลบุรี
47482,213,2561,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,หญิง,3,ชลบุรี
36650,214,2561,เสมียน,หญิง,3,ชลบุรี
175411,215,2561,พนักงานบริการและพนักงานในร้านค้าและตลาด,หญิง,3,ชลบุรี
14210,216,2561,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,หญิง,3,ชลบุรี
21944,217,2561,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,หญิง,3,ชลบุรี
77331,218,2561,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,หญิง,3,ชลบุรี
35978,219,2561,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,หญิง,3,ชลบุรี
0,220,2561,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,หญิง,3,ชลบุรี
33116,221,2561,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโส และผู้จัดการ,ชาย,4,ชลบุรี
18699,222,2561,ผู้ประกอบวิชาชีพด้านต่าง ๆ,ชาย,4,ชลบุรี
27133,223,2561,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,ชาย,4,ชลบุรี
14830,224,2561,เสมียน,ชาย,4,ชลบุรี
127494,225,2561,พนักงานบริการและพนักงานในร้านค้าและตลาด,ชาย,4,ชลบุรี
18325,226,2561,ผู้ปฏิบัติงานที่มีฝีมือด้านการเกษตรและการประมง,ชาย,4,ชลบุรี
107553,227,2561,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,ชาย,4,ชลบุรี
203938,228,2561,ผู้ปฏิบัติการโรงงานและเครื่องจักร และผู้ปฏิบัติงานด้านการประกอบ,ชาย,4,ชลบุรี
28528,229,2561,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ,ชาย,4,ชลบุรี
