ชื่อสารคดี,_id,คำบรรยาย,เวลา,วันที่ออกอากาศ,ลำดับที่,URL
สารคดีน้อมรำลึก ร.9,1,"เนื่องในวันนวมินทรมหาราช 13 ตุลาคม 2568 โทรทัศน์รวมการเฉพาะกิจแห่งประเทศไทย ขอเสนอสารคดี น้อมรำลึกในพระมหากรุณาธิคุณพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร ตอน ""สายพระเนตรอันยาวไกล สร้างโอกาสให้เด็กไทย ด้วยการศึกษาทางไกลผ่านดาวเทียม"" ",5.30 นาที,23-ต.ค.-68,1,https://youtu.be/vOA453-8W6w?t=5
