sex,_id,provice,Working status,year,Source,unit,Value
รวม,1, กรุงเทพมหานคร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,5121254
รวม,2,ภาคกลาง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,11292423
รวม,3, สมุทรปราการ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,1143032
รวม,4, นนทบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,832535
รวม,5, ปทุมธานี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,846557
รวม,6, พระนครศรีอยุธยา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,511469
รวม,7, อ่างทอง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,141929
รวม,8, ลพบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,457429
รวม,9, สิงห์บุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,114486
รวม,10, ชัยนาท,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,172678
รวม,11,สระบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,415962
รวม,12,ชลบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,1059237
รวม,13, ระยอง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,528460
รวม,14,จันทบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,301170
รวม,15, ตราด,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,159880
รวม,16,ฉะเชิงเทรา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,431702
รวม,17, ปราจีนบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,337035
รวม,18, นครนายก,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,144547
รวม,19,สระแก้ว,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,327982
รวม,20, ราชบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,462493
รวม,21, กาญจนบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,470915
รวม,22, สุพรรณบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,500069
รวม,23, นครปฐม,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,603245
รวม,24, สมุทรสาคร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,657675
รวม,25, สมุทรสงคราม,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,111361
รวม,26, เพชรบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,280484
รวม,27, ประจวบคีรีขันธ์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,280091
รวม,28,ภาคเหนือ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,6738908
รวม,29, เชียงใหม่,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,1035053
รวม,30, ลำพูน,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,268205
รวม,31, ลำปาง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,438188
รวม,32, อุตรดิตถ์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,241108
รวม,33, แพร่,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,255212
รวม,34, น่าน,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,267640
รวม,35, พะเยา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,241834
รวม,36, เชียงราย,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,689749
รวม,37, แม่ฮ่องสอน,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,124530
รวม,38, นครสวรรค์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,580412
รวม,39, อุทัยธานี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,169137
รวม,40, กำแพงเพชร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,448828
รวม,41, ตาก,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,281239
รวม,42, สุโขทัย,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,376359
รวม,43, พิษณุโลก,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,501671
รวม,44, พิจิตร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,309744
รวม,45, เพชรบูรณ์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,510000
รวม,46,ภาคตะวันออกเฉียงเหนือ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,10430723
รวม,47,นครราชสีมา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,1407930
รวม,48, บุรีรัมย์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,602457
รวม,49, สุรินทร์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,588174
รวม,50, ศรีสะเกษ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,591097
รวม,51, อุบลราชธานี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,983186
รวม,52,ยโสธร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,293304
รวม,53,ชัยภูมิ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,549807
รวม,54, อำนาจเจริญ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,164933
รวม,55, บึงกาฬ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,188739
รวม,56, หนองบัวลำภู,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,253542
รวม,57, ขอนแก่น,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,954968
รวม,58, อุดรธานี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,692990
รวม,59,เลย,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,333375
รวม,60, หนองคาย,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,234275
รวม,61,มหาสารคาม,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,469360
รวม,62, ร้อยเอ็ด,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,609113
รวม,63, กาฬสินธุ์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,471032
รวม,64, สกลนคร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,500244
รวม,65, นครพนม,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,326651
รวม,66, มุกดาหาร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,215545
รวม,67,ภาคใต้,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,5198916
รวม,68, นครศรีธรรมราช,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,892683
รวม,69, กระบี่,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,223742
รวม,70, พังงา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,148375
รวม,71,ภูเก็ต,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,312788
รวม,72,สุราษฎร์ธานี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,613387
รวม,73, ระนอง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,146901
รวม,74, ชุมพร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,296274
รวม,75,สงขลา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,858359
รวม,76, สตูล,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,155975
รวม,77, ตรัง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,375129
รวม,78, พัทลุง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,310077
รวม,79, ปัตตานี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,293479
รวม,80, ยะลา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,223818
รวม,81, นราธิวาส,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,347928
ชาย,82,จำนวน,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,20805746
ชาย,83, กรุงเทพมหานคร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,2722558
ชาย,84,ภาคกลาง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,6050832
ชาย,85, สมุทรปราการ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,611911
ชาย,86, นนทบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,445105
ชาย,87, ปทุมธานี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,445158
ชาย,88, พระนครศรีอยุธยา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,275210
ชาย,89, อ่างทอง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,71618
ชาย,90, ลพบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,248912
ชาย,91, สิงห์บุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,58829
ชาย,92, ชัยนาท,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,90654
ชาย,93,สระบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,228567
ชาย,94,ชลบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,574355
ชาย,95, ระยอง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,301094
ชาย,96,จันทบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,162407
ชาย,97, ตราด,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,91094
ชาย,98,ฉะเชิงเทรา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,234997
ชาย,99, ปราจีนบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,174020
ชาย,100, นครนายก,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,78716
ชาย,101,สระแก้ว,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,177436
ชาย,102, ราชบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,246519
ชาย,103, กาญจนบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,256208
ชาย,104, สุพรรณบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,260692
ชาย,105, นครปฐม,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,311201
ชาย,106, สมุทรสาคร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,346039
ชาย,107, สมุทรสงคราม,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,57960
ชาย,108, เพชรบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,149151
ชาย,109, ประจวบคีรีขันธ์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,152979
ชาย,110,ภาคเหนือ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,3587434
ชาย,111, เชียงใหม่,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,542764
ชาย,112, ลำพูน,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,138803
ชาย,113, ลำปาง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,232646
ชาย,114, อุตรดิตถ์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,131873
ชาย,115, แพร่,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,133609
ชาย,116, น่าน,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,142833
ชาย,117, พะเยา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,129687
ชาย,118, เชียงราย,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,375060
ชาย,119, แม่ฮ่องสอน,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,65915
ชาย,120, นครสวรรค์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,303323
ชาย,121, อุทัยธานี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,89336
ชาย,122, กำแพงเพชร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,243594
ชาย,123, ตาก,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,156669
ชาย,124, สุโขทัย,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,197748
ชาย,125, พิษณุโลก,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,262973
ชาย,126, พิจิตร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,162880
ชาย,127, เพชรบูรณ์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,277721
ชาย,128,ภาคตะวันออกเฉียงเหนือ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,5609066
ชาย,129,นครราชสีมา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,759204
ชาย,130, บุรีรัมย์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,326088
ชาย,131, สุรินทร์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,312165
ชาย,132, ศรีสะเกษ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,314580
ชาย,133, อุบลราชธานี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,538779
ชาย,134,ยโสธร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,149902
ชาย,135,ชัยภูมิ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,290737
ชาย,136, อำนาจเจริญ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,86562
ชาย,137, บึงกาฬ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,103153
ชาย,138, หนองบัวลำภู,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,139518
ชาย,139, ขอนแก่น,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,514482
ชาย,140, อุดรธานี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,374461
ชาย,141,เลย,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,179520
ชาย,142, หนองคาย,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,127972
ชาย,143,มหาสารคาม,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,249439
ชาย,144, ร้อยเอ็ด,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,327733
ชาย,145, กาฬสินธุ์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,249079
ชาย,146, สกลนคร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,277628
ชาย,147, นครพนม,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,174236
ชาย,148, มุกดาหาร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,113829
ชาย,149,ภาคใต้,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,2835856
ชาย,150, นครศรีธรรมราช,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,475747
ชาย,151, กระบี่,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,122961
ชาย,152, พังงา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,89579
ชาย,153,ภูเก็ต,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,175534
ชาย,154,สุราษฎร์ธานี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,332748
ชาย,155, ระนอง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,86632
ชาย,156, ชุมพร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,166404
ชาย,157,สงขลา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,455010
ชาย,158, สตูล,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,89638
ชาย,159, ตรัง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,196101
ชาย,160, พัทลุง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,158589
ชาย,161, ปัตตานี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,164873
ชาย,162, ยะลา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,124074
ชาย,163, นราธิวาส,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,197964
หญิง,164,จำนวน,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,17976478
หญิง,165, กรุงเทพมหานคร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,2398697
หญิง,166,ภาคกลาง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,5241592
หญิง,167, สมุทรปราการ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,531120
หญิง,168, นนทบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,387430
หญิง,169, ปทุมธานี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,401398
หญิง,170, พระนครศรีอยุธยา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,236259
หญิง,171, อ่างทอง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,70312
หญิง,172, ลพบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,208517
หญิง,173, สิงห์บุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,55657
หญิง,174, ชัยนาท,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,82024
หญิง,175,สระบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,187395
หญิง,176,ชลบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,484882
หญิง,177, ระยอง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,227366
หญิง,178,จันทบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,138763
หญิง,179, ตราด,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,68786
หญิง,180,ฉะเชิงเทรา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,196706
หญิง,181, ปราจีนบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,163015
หญิง,182, นครนายก,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,65830
หญิง,183,สระแก้ว,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,150546
หญิง,184, ราชบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,215974
หญิง,185, กาญจนบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,214708
หญิง,186, สุพรรณบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,239377
หญิง,187, นครปฐม,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,292044
หญิง,188, สมุทรสาคร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,311636
หญิง,189, สมุทรสงคราม,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,53401
หญิง,190, เพชรบุรี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,131333
หญิง,191, ประจวบคีรีขันธ์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,127112
หญิง,192,ภาคเหนือ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,3151474
หญิง,193, เชียงใหม่,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,492289
หญิง,194, ลำพูน,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,129402
หญิง,195, ลำปาง,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,205542
หญิง,196, อุตรดิตถ์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,109235
หญิง,197, แพร่,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,121603
หญิง,198, น่าน,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,124807
หญิง,199, พะเยา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,112146
หญิง,200, เชียงราย,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,314690
หญิง,201, แม่ฮ่องสอน,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,58614
หญิง,202, นครสวรรค์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,277089
หญิง,203, อุทัยธานี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,79801
หญิง,204, กำแพงเพชร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,205235
หญิง,205, ตาก,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,124570
หญิง,206, สุโขทัย,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,178612
หญิง,207, พิษณุโลก,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,238698
หญิง,208, พิจิตร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,146863
หญิง,209, เพชรบูรณ์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,232279
หญิง,210,ภาคตะวันออกเฉียงเหนือ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,4821656
หญิง,211,นครราชสีมา,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,648726
หญิง,212, บุรีรัมย์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,276369
หญิง,213, สุรินทร์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,276009
หญิง,214, ศรีสะเกษ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,276517
หญิง,215, อุบลราชธานี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,444407
หญิง,216,ยโสธร,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,143402
หญิง,217,ชัยภูมิ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,259071
หญิง,218, อำนาจเจริญ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,78371
หญิง,219, บึงกาฬ,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,85586
หญิง,220, หนองบัวลำภู,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,114024
หญิง,221, ขอนแก่น,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,440486
หญิง,222, อุดรธานี,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,318529
หญิง,223,เลย,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,153855
หญิง,224, หนองคาย,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,106303
หญิง,225,มหาสารคาม,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,219921
หญิง,226, ร้อยเอ็ด,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,281381
หญิง,227, กาฬสินธุ์,ผู้มีงานทำทั้งหมด,2555,สำนักงานสถิติแห่งชาติ,คน,221953
