เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
ตุลาคม,46486,1,2565,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
ตุลาคม,1326,2,2565,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตุลาคม,14748,3,2565,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
ตุลาคม,2,4,2565,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
ตุลาคม,152,5,2565,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ตุลาคม,19,6,2565,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
ตุลาคม,4,7,2565,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
ตุลาคม,33,8,2565,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
ตุลาคม,1,9,2565,รย. 11 รถยนต์บริการให้เช่า,รถยนต์
ตุลาคม,147548,10,2565,รย. 12 รถจักรยานยนต์,รถยนต์
ตุลาคม,3755,11,2565,รย. 13 รถแทร็กเตอร์,รถยนต์
ตุลาคม,55,12,2565,รย. 14 รถบดถนน,รถยนต์
ตุลาคม,21,13,2565,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ตุลาคม,126,14,2565,รย. 16 รถพ่วง,รถยนต์
ตุลาคม,87,15,2565,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
ตุลาคม,265,16,2565,รถโดยสารประจำทาง,รถขนส่ง
ตุลาคม,276,17,2565,รถโดยสารไม่ประจำทาง,รถขนส่ง
ตุลาคม,26,18,2565,รถโดยสารส่วนบุคคล,รถขนส่ง
ตุลาคม,3092,19,2565,รถบรรทุกไม่ประจำทาง,รถขนส่ง
ตุลาคม,3102,20,2565,รถบรรทุกส่วนบุคคล,รถขนส่ง
