จำนวน,_id,ปี,สถานภาพการทำงาน,เพศ,ไตรมาส
" 215,360 ",322,2564,ยอดรวม,ชาย                         ,ไตรมาส 2
" 213,494 ",323,2564,ยอดรวม,ชาย                         ,ไตรมาส 3
" 219,011 ",324,2564,ยอดรวม,ชาย                         ,ไตรมาส 4
" 215,946 ",325,2564,ยอดรวม,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 184,565 ",326,2564,ยอดรวม,หญิง                        ,ไตรมาส 1
" 180,468 ",327,2564,ยอดรวม,หญิง                        ,ไตรมาส 2
" 163,900 ",328,2564,ยอดรวม,หญิง                        ,ไตรมาส 3
" 169,095 ",329,2564,ยอดรวม,หญิง                        ,ไตรมาส 4
" 174,507 ",330,2564,ยอดรวม,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 9,206 ",331,2564,นายจ้าง,รวม,ไตรมาส 1
" 7,161 ",332,2564,นายจ้าง,รวม,ไตรมาส 2
" 4,195 ",333,2564,นายจ้าง,รวม,ไตรมาส 3
" 4,567 ",334,2564,นายจ้าง,รวม,ไตรมาส 4
" 6,282 ",335,2564,นายจ้าง,รวม,เฉลี่ย 4 ไตรมาส
" 4,312 ",336,2564,นายจ้าง,ชาย                         ,ไตรมาส 1
" 3,613 ",337,2564,นายจ้าง,ชาย                         ,ไตรมาส 2
" 2,769 ",338,2564,นายจ้าง,ชาย                         ,ไตรมาส 3
" 2,251 ",339,2564,นายจ้าง,ชาย                         ,ไตรมาส 4
" 3,236 ",340,2564,นายจ้าง,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 4,894 ",341,2564,นายจ้าง,หญิง                        ,ไตรมาส 1
" 3,549 ",342,2564,นายจ้าง,หญิง                        ,ไตรมาส 2
" 1,426 ",343,2564,นายจ้าง,หญิง                        ,ไตรมาส 3
" 2,316 ",344,2564,นายจ้าง,หญิง                        ,ไตรมาส 4
" 3,046 ",345,2564,นายจ้าง,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 42,645 ",346,2564,ลูกจ้างรัฐบาล,รวม,ไตรมาส 1
" 39,291 ",347,2564,ลูกจ้างรัฐบาล,รวม,ไตรมาส 2
" 33,164 ",348,2564,ลูกจ้างรัฐบาล,รวม,ไตรมาส 3
" 33,970 ",349,2564,ลูกจ้างรัฐบาล,รวม,ไตรมาส 4
" 37,267 ",350,2564,ลูกจ้างรัฐบาล,รวม,เฉลี่ย 4 ไตรมาส
" 19,717 ",351,2564,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 1
" 19,098 ",352,2564,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 2
" 14,350 ",353,2564,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 3
" 15,479 ",354,2564,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 4
" 17,161 ",355,2564,ลูกจ้างรัฐบาล,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 22,929 ",356,2564,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 1
" 20,193 ",357,2564,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 2
" 18,814 ",358,2564,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 3
" 18,491 ",359,2564,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 4
" 20,107 ",360,2564,ลูกจ้างรัฐบาล,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 215,440 ",361,2564,ลูกจ้างเอกชน,รวม,ไตรมาส 1
" 207,194 ",362,2564,ลูกจ้างเอกชน,รวม,ไตรมาส 2
" 200,030 ",363,2564,ลูกจ้างเอกชน,รวม,ไตรมาส 3
" 208,547 ",364,2564,ลูกจ้างเอกชน,รวม,ไตรมาส 4
" 207,803 ",365,2564,ลูกจ้างเอกชน,รวม,เฉลี่ย 4 ไตรมาส
" 121,949 ",366,2564,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 1
" 121,587 ",367,2564,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 2
" 122,206 ",368,2564,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 3
" 124,704 ",369,2564,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 4
" 122,612 ",370,2564,ลูกจ้างเอกชน,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 93,491 ",371,2564,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 1
" 85,607 ",372,2564,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 2
" 77,824 ",373,2564,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 3
" 83,842 ",374,2564,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 4
" 85,191 ",375,2564,ลูกจ้างเอกชน,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 91,975 ",376,2564,ทำงานส่วนตัว,รวม,ไตรมาส 1
" 96,483 ",377,2564,ทำงานส่วนตัว,รวม,ไตรมาส 2
" 94,271 ",378,2564,ทำงานส่วนตัว,รวม,ไตรมาส 3
" 97,629 ",379,2564,ทำงานส่วนตัว,รวม,ไตรมาส 4
" 95,089 ",380,2564,ทำงานส่วนตัว,รวม,เฉลี่ย 4 ไตรมาส
" 52,490 ",381,2564,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 1
" 53,737 ",382,2564,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 2
" 55,794 ",383,2564,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 3
" 56,236 ",384,2564,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 4
" 54,564 ",385,2564,ทำงานส่วนตัว,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 39,485 ",386,2564,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 1
" 42,746 ",387,2564,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 2
" 38,477 ",388,2564,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 3
" 41,393 ",389,2564,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 4
" 40,525 ",390,2564,ทำงานส่วนตัว,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 41,218 ",391,2564,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 1
" 45,699 ",392,2564,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 2
" 45,106 ",393,2564,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 3
" 42,749 ",394,2564,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 4
" 43,693 ",395,2564,ช่วยธุรกิจครัวเรือน,รวม,เฉลี่ย 4 ไตรมาส
" 17,452 ",396,2564,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 1
" 17,325 ",397,2564,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 2
" 17,952 ",398,2564,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 3
" 19,899 ",399,2564,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 4
" 18,157 ",400,2564,ช่วยธุรกิจครัวเรือน,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 23,766 ",401,2564,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 1
" 28,374 ",402,2564,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 2
" 27,154 ",403,2564,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 3
" 22,850 ",404,2564,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 4
" 25,536 ",405,2564,ช่วยธุรกิจครัวเรือน,หญิง                        ,เฉลี่ย 4 ไตรมาส
,406,2564,การรวมกลุ่ม,รวม,ไตรมาส 1
,407,2564,การรวมกลุ่ม,รวม,ไตรมาส 2
 629 ,408,2564,การรวมกลุ่ม,รวม,ไตรมาส 3
 644 ,409,2564,การรวมกลุ่ม,รวม,ไตรมาส 4
 318 ,410,2564,การรวมกลุ่ม,รวม,เฉลี่ย 4 ไตรมาส
,411,2564,การรวมกลุ่ม,ชาย                         ,ไตรมาส 1
,412,2564,การรวมกลุ่ม,ชาย                         ,ไตรมาส 2
 424 ,413,2564,การรวมกลุ่ม,ชาย                         ,ไตรมาส 3
 442 ,414,2564,การรวมกลุ่ม,ชาย                         ,ไตรมาส 4
 217 ,415,2564,การรวมกลุ่ม,ชาย                         ,เฉลี่ย 4 ไตรมาส
,416,2564,การรวมกลุ่ม,หญิง                        ,ไตรมาส 1
,417,2564,การรวมกลุ่ม,หญิง                        ,ไตรมาส 2
 206 ,418,2564,การรวมกลุ่ม,หญิง                        ,ไตรมาส 3
 202 ,419,2564,การรวมกลุ่ม,หญิง                        ,ไตรมาส 4
 102 ,420,2564,การรวมกลุ่ม,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 414,602 ",421,2565,ยอดรวม,รวม,ไตรมาส 1
" 427,216 ",422,2565,ยอดรวม,รวม,ไตรมาส 2
" 431,705 ",423,2565,ยอดรวม,รวม,ไตรมาส 3
" 422,594 ",424,2565,ยอดรวม,รวม,ไตรมาส 4
" 424,029 ",425,2565,ยอดรวม,รวม,เฉลี่ย 4 ไตรมาส
" 226,465 ",426,2565,ยอดรวม,ชาย                         ,ไตรมาส 1
" 234,705 ",427,2565,ยอดรวม,ชาย                         ,ไตรมาส 2
" 235,210 ",428,2565,ยอดรวม,ชาย                         ,ไตรมาส 3
" 232,578 ",429,2565,ยอดรวม,ชาย                         ,ไตรมาส 4
" 232,240 ",430,2565,ยอดรวม,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 188,137 ",431,2565,ยอดรวม,หญิง                        ,ไตรมาส 1
" 192,511 ",432,2565,ยอดรวม,หญิง                        ,ไตรมาส 2
" 196,495 ",433,2565,ยอดรวม,หญิง                        ,ไตรมาส 3
" 190,016 ",434,2565,ยอดรวม,หญิง                        ,ไตรมาส 4
" 191,790 ",435,2565,ยอดรวม,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 11,546 ",436,2565,นายจ้าง,รวม,ไตรมาส 1
" 9,606 ",437,2565,นายจ้าง,รวม,ไตรมาส 2
" 7,361 ",438,2565,นายจ้าง,รวม,ไตรมาส 3
" 8,079 ",439,2565,นายจ้าง,รวม,ไตรมาส 4
" 9,148 ",440,2565,นายจ้าง,รวม,เฉลี่ย 4 ไตรมาส
" 9,423 ",441,2565,นายจ้าง,ชาย                         ,ไตรมาส 1
" 8,480 ",442,2565,นายจ้าง,ชาย                         ,ไตรมาส 2
" 4,843 ",443,2565,นายจ้าง,ชาย                         ,ไตรมาส 3
" 5,711 ",444,2565,นายจ้าง,ชาย                         ,ไตรมาส 4
" 7,114 ",445,2565,นายจ้าง,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 2,123 ",446,2565,นายจ้าง,หญิง                        ,ไตรมาส 1
" 1,127 ",447,2565,นายจ้าง,หญิง                        ,ไตรมาส 2
" 2,518 ",448,2565,นายจ้าง,หญิง                        ,ไตรมาส 3
" 2,367 ",449,2565,นายจ้าง,หญิง                        ,ไตรมาส 4
" 2,034 ",450,2565,นายจ้าง,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 31,519 ",451,2565,ลูกจ้างรัฐบาล,รวม,ไตรมาส 1
" 31,408 ",452,2565,ลูกจ้างรัฐบาล,รวม,ไตรมาส 2
" 27,292 ",453,2565,ลูกจ้างรัฐบาล,รวม,ไตรมาส 3
" 29,330 ",454,2565,ลูกจ้างรัฐบาล,รวม,ไตรมาส 4
" 29,887 ",455,2565,ลูกจ้างรัฐบาล,รวม,เฉลี่ย 4 ไตรมาส
" 14,136 ",456,2565,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 1
" 16,878 ",457,2565,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 2
" 11,792 ",458,2565,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 3
" 12,751 ",459,2565,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 4
" 13,889 ",460,2565,ลูกจ้างรัฐบาล,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 17,383 ",461,2565,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 1
" 14,530 ",462,2565,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 2
" 15,501 ",463,2565,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 3
" 16,579 ",464,2565,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 4
" 15,998 ",465,2565,ลูกจ้างรัฐบาล,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 207,062 ",466,2565,ลูกจ้างเอกชน,รวม,ไตรมาส 1
" 231,645 ",467,2565,ลูกจ้างเอกชน,รวม,ไตรมาส 2
" 230,166 ",468,2565,ลูกจ้างเอกชน,รวม,ไตรมาส 3
" 217,270 ",469,2565,ลูกจ้างเอกชน,รวม,ไตรมาส 4
" 221,536 ",470,2565,ลูกจ้างเอกชน,รวม,เฉลี่ย 4 ไตรมาส
" 122,484 ",471,2565,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 1
" 134,776 ",472,2565,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 2
" 135,694 ",473,2565,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 3
" 130,287 ",474,2565,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 4
" 130,810 ",475,2565,ลูกจ้างเอกชน,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 84,578 ",476,2565,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 1
" 96,870 ",477,2565,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 2
" 94,473 ",478,2565,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 3
" 86,983 ",479,2565,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 4
" 90,726 ",480,2565,ลูกจ้างเอกชน,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 120,420 ",481,2565,ทำงานส่วนตัว,รวม,ไตรมาส 1
" 111,904 ",482,2565,ทำงานส่วนตัว,รวม,ไตรมาส 2
" 117,441 ",483,2565,ทำงานส่วนตัว,รวม,ไตรมาส 3
" 121,364 ",484,2565,ทำงานส่วนตัว,รวม,ไตรมาส 4
" 117,782 ",485,2565,ทำงานส่วนตัว,รวม,เฉลี่ย 4 ไตรมาส
" 56,830 ",486,2565,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 1
" 56,026 ",487,2565,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 2
" 63,424 ",488,2565,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 3
" 63,495 ",489,2565,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 4
" 59,944 ",490,2565,ทำงานส่วนตัว,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 63,589 ",491,2565,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 1
" 55,878 ",492,2565,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 2
" 54,017 ",493,2565,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 3
" 57,869 ",494,2565,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 4
" 57,838 ",495,2565,ทำงานส่วนตัว,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 44,055 ",496,2565,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 1
" 42,652 ",497,2565,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 2
" 49,444 ",498,2565,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 3
" 46,551 ",499,2565,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 4
" 45,676 ",500,2565,ช่วยธุรกิจครัวเรือน,รวม,เฉลี่ย 4 ไตรมาส
" 23,592 ",501,2565,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 1
" 18,546 ",502,2565,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 2
" 19,457 ",503,2565,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 3
" 20,334 ",504,2565,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 4
" 20,482 ",505,2565,ช่วยธุรกิจครัวเรือน,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 20,463 ",506,2565,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 1
" 24,106 ",507,2565,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 2
" 29,987 ",508,2565,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 3
" 26,217 ",509,2565,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 4
" 25,193 ",510,2565,ช่วยธุรกิจครัวเรือน,หญิง                        ,เฉลี่ย 4 ไตรมาส
,511,2565,การรวมกลุ่ม,รวม,ไตรมาส 1
,512,2565,การรวมกลุ่ม,รวม,ไตรมาส 2
,513,2565,การรวมกลุ่ม,รวม,ไตรมาส 3
,514,2565,การรวมกลุ่ม,รวม,ไตรมาส 4
,515,2565,การรวมกลุ่ม,รวม,เฉลี่ย 4 ไตรมาส
,516,2565,การรวมกลุ่ม,ชาย                         ,ไตรมาส 1
,517,2565,การรวมกลุ่ม,ชาย                         ,ไตรมาส 2
,518,2565,การรวมกลุ่ม,ชาย                         ,ไตรมาส 3
,519,2565,การรวมกลุ่ม,ชาย                         ,ไตรมาส 4
,520,2565,การรวมกลุ่ม,ชาย                         ,เฉลี่ย 4 ไตรมาส
,521,2565,การรวมกลุ่ม,หญิง                        ,ไตรมาส 1
,522,2565,การรวมกลุ่ม,หญิง                        ,ไตรมาส 2
,523,2565,การรวมกลุ่ม,หญิง                        ,ไตรมาส 3
,524,2565,การรวมกลุ่ม,หญิง                        ,ไตรมาส 4
,525,2565,การรวมกลุ่ม,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 417,998 ",526,2566,ยอดรวม,รวม,ไตรมาส 1
" 414,172 ",527,2566,ยอดรวม,รวม,ไตรมาส 2
" 420,184 ",528,2566,ยอดรวม,รวม,ไตรมาส 3
" 419,096 ",529,2566,ยอดรวม,รวม,ไตรมาส 4
" 417,863 ",530,2566,ยอดรวม,รวม,เฉลี่ย 4 ไตรมาส
" 231,325 ",531,2566,ยอดรวม,ชาย                         ,ไตรมาส 1
" 235,907 ",532,2566,ยอดรวม,ชาย                         ,ไตรมาส 2
" 235,874 ",533,2566,ยอดรวม,ชาย                         ,ไตรมาส 3
" 234,113 ",534,2566,ยอดรวม,ชาย                         ,ไตรมาส 4
" 234,305 ",535,2566,ยอดรวม,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 186,673 ",536,2566,ยอดรวม,หญิง                        ,ไตรมาส 1
" 178,265 ",537,2566,ยอดรวม,หญิง                        ,ไตรมาส 2
" 184,309 ",538,2566,ยอดรวม,หญิง                        ,ไตรมาส 3
" 184,983 ",539,2566,ยอดรวม,หญิง                        ,ไตรมาส 4
" 183,558 ",540,2566,ยอดรวม,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 12,271 ",541,2566,นายจ้าง,รวม,ไตรมาส 1
" 12,371 ",542,2566,นายจ้าง,รวม,ไตรมาส 2
" 9,157 ",543,2566,นายจ้าง,รวม,ไตรมาส 3
" 12,316 ",544,2566,นายจ้าง,รวม,ไตรมาส 4
" 11,529 ",545,2566,นายจ้าง,รวม,เฉลี่ย 4 ไตรมาส
" 10,468 ",546,2566,นายจ้าง,ชาย                         ,ไตรมาส 1
" 10,711 ",547,2566,นายจ้าง,ชาย                         ,ไตรมาส 2
" 5,060 ",548,2566,นายจ้าง,ชาย                         ,ไตรมาส 3
" 7,504 ",549,2566,นายจ้าง,ชาย                         ,ไตรมาส 4
" 8,436 ",550,2566,นายจ้าง,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 1,803 ",551,2566,นายจ้าง,หญิง                        ,ไตรมาส 1
" 1,660 ",552,2566,นายจ้าง,หญิง                        ,ไตรมาส 2
" 4,097 ",553,2566,นายจ้าง,หญิง                        ,ไตรมาส 3
" 4,812 ",554,2566,นายจ้าง,หญิง                        ,ไตรมาส 4
" 3,093 ",555,2566,นายจ้าง,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 38,385 ",556,2566,ลูกจ้างรัฐบาล,รวม,ไตรมาส 1
" 37,684 ",557,2566,ลูกจ้างรัฐบาล,รวม,ไตรมาส 2
" 36,255 ",558,2566,ลูกจ้างรัฐบาล,รวม,ไตรมาส 3
" 34,582 ",559,2566,ลูกจ้างรัฐบาล,รวม,ไตรมาส 4
" 36,727 ",560,2566,ลูกจ้างรัฐบาล,รวม,เฉลี่ย 4 ไตรมาส
" 18,055 ",561,2566,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 1
" 17,533 ",562,2566,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 2
" 14,933 ",563,2566,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 3
" 13,049 ",564,2566,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 4
" 15,893 ",565,2566,ลูกจ้างรัฐบาล,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 20,330 ",566,2566,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 1
" 20,151 ",567,2566,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 2
" 21,321 ",568,2566,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 3
" 21,533 ",569,2566,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 4
" 20,834 ",570,2566,ลูกจ้างรัฐบาล,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 215,853 ",571,2566,ลูกจ้างเอกชน,รวม,ไตรมาส 1
" 214,393 ",572,2566,ลูกจ้างเอกชน,รวม,ไตรมาส 2
" 216,813 ",573,2566,ลูกจ้างเอกชน,รวม,ไตรมาส 3
" 219,445 ",574,2566,ลูกจ้างเอกชน,รวม,ไตรมาส 4
" 216,626 ",575,2566,ลูกจ้างเอกชน,รวม,เฉลี่ย 4 ไตรมาส
" 126,683 ",576,2566,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 1
" 129,393 ",577,2566,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 2
" 134,033 ",578,2566,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 3
" 136,913 ",579,2566,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 4
" 131,756 ",580,2566,ลูกจ้างเอกชน,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 89,171 ",581,2566,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 1
" 85,000 ",582,2566,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 2
" 82,781 ",583,2566,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 3
" 82,532 ",584,2566,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 4
" 84,871 ",585,2566,ลูกจ้างเอกชน,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 105,133 ",586,2566,ทำงานส่วนตัว,รวม,ไตรมาส 1
" 102,256 ",587,2566,ทำงานส่วนตัว,รวม,ไตรมาส 2
" 109,743 ",588,2566,ทำงานส่วนตัว,รวม,ไตรมาส 3
" 110,091 ",589,2566,ทำงานส่วนตัว,รวม,ไตรมาส 4
" 106,806 ",590,2566,ทำงานส่วนตัว,รวม,เฉลี่ย 4 ไตรมาส
" 55,849 ",591,2566,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 1
" 55,547 ",592,2566,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 2
" 60,961 ",593,2566,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 3
" 57,792 ",594,2566,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 4
" 57,537 ",595,2566,ทำงานส่วนตัว,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 49,284 ",596,2566,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 1
" 46,709 ",597,2566,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 2
" 48,783 ",598,2566,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 3
" 52,299 ",599,2566,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 4
" 49,269 ",600,2566,ทำงานส่วนตัว,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 46,355 ",601,2566,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 1
" 47,468 ",602,2566,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 2
" 48,215 ",603,2566,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 3
" 42,662 ",604,2566,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 4
" 46,175 ",605,2566,ช่วยธุรกิจครัวเรือน,รวม,เฉลี่ย 4 ไตรมาส
" 20,270 ",606,2566,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 1
" 22,723 ",607,2566,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 2
" 20,888 ",608,2566,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 3
" 18,854 ",609,2566,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 4
" 20,684 ",610,2566,ช่วยธุรกิจครัวเรือน,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 26,085 ",611,2566,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 1
" 24,745 ",612,2566,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 2
" 27,328 ",613,2566,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 3
" 23,808 ",614,2566,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 4
" 25,492 ",615,2566,ช่วยธุรกิจครัวเรือน,หญิง                        ,เฉลี่ย 4 ไตรมาส
,616,2566,การรวมกลุ่ม,รวม,ไตรมาส 1
,617,2566,การรวมกลุ่ม,รวม,ไตรมาส 2
,618,2566,การรวมกลุ่ม,รวม,ไตรมาส 3
,619,2566,การรวมกลุ่ม,รวม,ไตรมาส 4
,620,2566,การรวมกลุ่ม,รวม,เฉลี่ย 4 ไตรมาส
,621,2566,การรวมกลุ่ม,ชาย                         ,ไตรมาส 1
,622,2566,การรวมกลุ่ม,ชาย                         ,ไตรมาส 2
,623,2566,การรวมกลุ่ม,ชาย                         ,ไตรมาส 3
,624,2566,การรวมกลุ่ม,ชาย                         ,ไตรมาส 4
,625,2566,การรวมกลุ่ม,ชาย                         ,เฉลี่ย 4 ไตรมาส
,626,2566,การรวมกลุ่ม,หญิง                        ,ไตรมาส 1
,627,2566,การรวมกลุ่ม,หญิง                        ,ไตรมาส 2
,628,2566,การรวมกลุ่ม,หญิง                        ,ไตรมาส 3
,629,2566,การรวมกลุ่ม,หญิง                        ,ไตรมาส 4
,630,2566,การรวมกลุ่ม,หญิง                        ,เฉลี่ย 4 ไตรมาส
