จำนวน,_id,หน่วยงานเจ้าของ,หน่วย,ชื่อโรงงาน,ประกอบกิจการ,ปีที่ได้รับอนุญาต,เพศ,ตำบล,อำเภอ,TSIC,รหัสประเภท
2,217,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท หินสวย ทรายงาม จำกัด,ดูดทรายและกรวด,2561,ชาย,โพธิ์ไทร,ดอนตาล,8103,304
0,218,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท หินสวย ทรายงาม จำกัด,ดูดทรายและกรวด,2561,หญิง,โพธิ์ไทร,ดอนตาล,8103,304
2,219,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท กิมชุนไอซ์ ดอนตาล จำกัด,ผลิตน้ำแข็งหลอดและน้ำดื่ม,2566,ชาย,โพธิ์ไทร,ดอนตาล,10795,1400
5,220,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท กิมชุนไอซ์ ดอนตาล จำกัด,ผลิตน้ำแข็งหลอดและน้ำดื่ม,2566,หญิง,โพธิ์ไทร,ดอนตาล,10795,1400
3,221,สำนักงานอุตสาหกรรมจังหวัด,คน,น้ำดื่มโพธิ์ไทรวอเตอร์,ทำน้ำดื่ม และทำภาชนะบรรจุจากพลาสติก,2557,ชาย,โพธิ์ไทร,ดอนตาล,11041,2001
10,222,สำนักงานอุตสาหกรรมจังหวัด,คน,น้ำดื่มโพธิ์ไทรวอเตอร์,ทำน้ำดื่ม และทำภาชนะบรรจุจากพลาสติก,2557,หญิง,โพธิ์ไทร,ดอนตาล,11041,2001
4,223,สำนักงานอุตสาหกรรมจังหวัด,คน,นางสาวมานิดา ชะนะแรง,ทำภาชนะบรรจุภัณฑ์จากไม้ เช่น แพลเล็ท ลังไม้ เป็นต้น,2558,ชาย,โพธิ์ไทร,ดอนตาล,16230,3601
0,224,สำนักงานอุตสาหกรรมจังหวัด,คน,นางสาวมานิดา ชะนะแรง,ทำภาชนะบรรจุภัณฑ์จากไม้ เช่น แพลเล็ท ลังไม้ เป็นต้น,2558,หญิง,โพธิ์ไทร,ดอนตาล,16230,3601
13,225,สำนักงานอุตสาหกรรมจังหวัด,คน,กลุ่มเกษตรกรทำสวนยางพาราบ้านหนองบอน,ทำยางเครป,2566,ชาย,นาสะเม็ง,ดอนตาล,22191,5203
0,226,สำนักงานอุตสาหกรรมจังหวัด,คน,กลุ่มเกษตรกรทำสวนยางพาราบ้านหนองบอน,ทำยางเครป,2566,หญิง,นาสะเม็ง,ดอนตาล,22191,5203
2,227,สำนักงานอุตสาหกรรมจังหวัด,คน,สินเจริญ,ผลิตคอนกรีตผสมเสร็จ,2562,ชาย,ดอนตาล,ดอนตาล,23953,5801
0,228,สำนักงานอุตสาหกรรมจังหวัด,คน,สินเจริญ,ผลิตคอนกรีตผสมเสร็จ,2562,หญิง,ดอนตาล,ดอนตาล,23953,5801
3,229,สำนักงานอุตสาหกรรมจังหวัด,คน,ดอนตาลคอนกรีต,ผลิตคอนกรีตผสมเสร็จ,2564,ชาย,ดอนตาล,ดอนตาล,23953,5801
0,230,สำนักงานอุตสาหกรรมจังหวัด,คน,ดอนตาลคอนกรีต,ผลิตคอนกรีตผสมเสร็จ,2564,หญิง,ดอนตาล,ดอนตาล,23953,5801
4,231,สำนักงานอุตสาหกรรมจังหวัด,คน,นายไชยรัตน์ ลุสวัสดิ์,ซ่อมและต่อเรือดูดทราย,2556,ชาย,โพธิ์ไทร,ดอนตาล,33151,7501
0,232,สำนักงานอุตสาหกรรมจังหวัด,คน,นายไชยรัตน์ ลุสวัสดิ์,ซ่อมและต่อเรือดูดทราย,2556,หญิง,โพธิ์ไทร,ดอนตาล,33151,7501
3,233,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท หินสวย ทรายงาม จำกัด,ซ่อมแซม และทาสีเรือกลลำน้ำ,2565,ชาย,โพธิ์ไทร,ดอนตาล,33151,7501
0,234,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท หินสวย ทรายงาม จำกัด,ซ่อมแซม และทาสีเรือกลลำน้ำ,2565,หญิง,โพธิ์ไทร,ดอนตาล,33151,7501
20,235,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท กิมชุนไอซ์ นิคมคำสร้อย จำกัด,ทำน้ำแข็งก้อนเล็กและผลิตน้ำดื่มในภาชนะปิดผนึก,2560,ชาย,นิคมคำสร้อย,นิคมคำสร้อย,10795,1400
0,236,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท กิมชุนไอซ์ นิคมคำสร้อย จำกัด,ทำน้ำแข็งก้อนเล็กและผลิตน้ำดื่มในภาชนะปิดผนึก,2560,หญิง,นิคมคำสร้อย,นิคมคำสร้อย,10795,1400
9,237,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท เสริมชัย คอมเมิร์ซ จำกัด,ผลิตชิ้นไม้สับจากไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี เพื่อจำหน่าย,2565,ชาย,โชคชัย,นิคมคำสร้อย,16299,3404
3,238,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท เสริมชัย คอมเมิร์ซ จำกัด,ผลิตชิ้นไม้สับจากไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี เพื่อจำหน่าย,2565,หญิง,โชคชัย,นิคมคำสร้อย,16299,3404
36,239,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ศรีรุ้งเฟอร์นิเจอร์ จำกัด,ทำวงกบประตู ขอบหน้าต่าง บานประตู บานหน้าต่าง หรือส่วนประกอบที่ทำด้วยไม้ของอาคาร และผลิตภัณฑ์แปรรูปไม้เพื่อประดิษฐกรรม เช่น เครื่องเรือนที่ทำจากไม้ เฟอร์นิเจอร์ไม้ เป็นต้น,2564,ชาย,กกแดง,นิคมคำสร้อย,16230,3601
10,240,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ศรีรุ้งเฟอร์นิเจอร์ จำกัด,ทำวงกบประตู ขอบหน้าต่าง บานประตู บานหน้าต่าง หรือส่วนประกอบที่ทำด้วยไม้ของอาคาร และผลิตภัณฑ์แปรรูปไม้เพื่อประดิษฐกรรม เช่น เครื่องเรือนที่ทำจากไม้ เฟอร์นิเจอร์ไม้ เป็นต้น,2564,หญิง,กกแดง,นิคมคำสร้อย,16230,3601
4,241,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เพชรรวมสาส์น มุกดาหาร,ผลิตแอสฟัลท์ติกคอนกรีต,2566,ชาย,หนองแวง,นิคมคำสร้อย,19201,5004
0,242,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เพชรรวมสาส์น มุกดาหาร,ผลิตแอสฟัลท์ติกคอนกรีต,2566,หญิง,หนองแวง,นิคมคำสร้อย,19201,5004
62,243,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ทรัสต์ รับเบอร์ อินดัสตรี จำกัด,ทำน้ำยางข้น ทำผลิตภัณฑ์ยางพารา เช่น ถุงมือแพทย์ หมอน เป็นต้น,2556,ชาย,กกแดง,นิคมคำสร้อย,22191,5203
68,244,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ทรัสต์ รับเบอร์ อินดัสตรี จำกัด,ทำน้ำยางข้น ทำผลิตภัณฑ์ยางพารา เช่น ถุงมือแพทย์ หมอน เป็นต้น,2556,หญิง,กกแดง,นิคมคำสร้อย,22191,5203
16,245,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท อินฟินิท รับเบอร์ จำกัด,ผลิตยางเครพรมควัน,2563,ชาย,กกแดง,นิคมคำสร้อย,22191,5203
10,246,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท อินฟินิท รับเบอร์ จำกัด,ผลิตยางเครพรมควัน,2563,หญิง,กกแดง,นิคมคำสร้อย,22191,5203
3,247,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ทรัพย์ไพบูลย์ วัสดุก่อสร้าง,ผลิตคอนกรีตผสมเสร็จ,2565,ชาย,หนองแวง,นิคมคำสร้อย,23953,5801
0,248,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ทรัพย์ไพบูลย์ วัสดุก่อสร้าง,ผลิตคอนกรีตผสมเสร็จ,2565,หญิง,หนองแวง,นิคมคำสร้อย,23953,5801
6,249,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ป่งแดงการช่าง,ทำผลิตภัณฑ์คอนกรีต,2564,ชาย,หนองแวง,นิคมคำสร้อย,23953,5801
3,250,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ป่งแดงการช่าง,ทำผลิตภัณฑ์คอนกรีต,2564,หญิง,หนองแวง,นิคมคำสร้อย,23953,5801
35,251,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงฆ่าสัตว์สหกรณ์การเกษตรหนองสูง จำกัด,ฆ่าและชำแหละโคขุน,2550,ชาย,หนองสูงเหนือ,หนองสูง,10111,401
4,252,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงฆ่าสัตว์สหกรณ์การเกษตรหนองสูง จำกัด,ฆ่าและชำแหละโคขุน,2550,หญิง,หนองสูงเหนือ,หนองสูง,10111,401
1,253,สำนักงานอุตสาหกรรมจังหวัด,คน,ไทยปราณี,สีข้าวชนิดแยกแกลบแยกรำ ,2546,ชาย,บ้านเป้า,หนองสูง,10611,901
0,254,สำนักงานอุตสาหกรรมจังหวัด,คน,ไทยปราณี,สีข้าวชนิดแยกแกลบแยกรำ ,2546,หญิง,บ้านเป้า,หนองสูง,10611,901
15,255,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงงานผลิตอาหารสัตว์หนองสูง,ผลิตอาหารสัตว์สำเร็จรูปสำหรับเลี้ยงสัตว์,2556,ชาย,หนองสูงเหนือ,หนองสูง,10801,1501
10,256,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงงานผลิตอาหารสัตว์หนองสูง,ผลิตอาหารสัตว์สำเร็จรูปสำหรับเลี้ยงสัตว์,2556,หญิง,หนองสูงเหนือ,หนองสูง,10801,1501
7,257,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ดงหลวงทรัพย์วังทอง จำกัด,โรงงานโม่ บด หรือย่อยหิน,2556,ชาย,หว้านใหญ่,หว้านใหญ่,23961,301
2,258,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ดงหลวงทรัพย์วังทอง จำกัด,โรงงานโม่ บด หรือย่อยหิน,2556,หญิง,หว้านใหญ่,หว้านใหญ่,23961,301
2,259,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ป.มุกดาหาร,ดูดทรายและกรวด,2561,ชาย,บางทรายน้อย,หว้านใหญ่,8103,304
0,260,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ป.มุกดาหาร,ดูดทรายและกรวด,2561,หญิง,บางทรายน้อย,หว้านใหญ่,8103,304
2,261,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เอ พี แมชชีนเนอรี่ คอนสตรั๊คชั่น,ดูดทรายและกรวด,2561,ชาย,บางทรายน้อย,หว้านใหญ่,8103,304
0,262,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เอ พี แมชชีนเนอรี่ คอนสตรั๊คชั่น,ดูดทรายและกรวด,2561,หญิง,บางทรายน้อย,หว้านใหญ่,8103,304
2,263,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ท่าทรายศรีเผย มุกดาหาร,ดูดทราย ใบอนุญาตใช้เรือเลขที่ 4049 01016,2556,ชาย,บางทรายน้อย,หว้านใหญ่,8103,304
0,264,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ท่าทรายศรีเผย มุกดาหาร,ดูดทราย ใบอนุญาตใช้เรือเลขที่ 4049 01016,2556,หญิง,บางทรายน้อย,หว้านใหญ่,8103,304
2,265,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ท่าทรายโชคบริบูรณ์,ดูดทรายและกรวด,2561,ชาย,บางทรายน้อย,หว้านใหญ่,8103,304
0,266,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ท่าทรายโชคบริบูรณ์,ดูดทรายและกรวด,2561,หญิง,บางทรายน้อย,หว้านใหญ่,8103,304
3,267,สำนักงานอุตสาหกรรมจังหวัด,คน,ท่าทรายนางสาววาสนา กำยาน,ดูดทรายและกรวด,2562,ชาย,บางทรายน้อย,หว้านใหญ่,8103,304
0,268,สำนักงานอุตสาหกรรมจังหวัด,คน,ท่าทรายนางสาววาสนา กำยาน,ดูดทรายและกรวด,2562,หญิง,บางทรายน้อย,หว้านใหญ่,8103,304
4,269,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ชนัญญาการเกษตร,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 80 เกวียนต่อวัน,2560,ชาย,หว้านใหญ่,หว้านใหญ่,10611,901
0,270,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ชนัญญาการเกษตร,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 80 เกวียนต่อวัน,2560,หญิง,หว้านใหญ่,หว้านใหญ่,10611,901
7,271,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท วารีเทพ มุกดาหาร จำกัด,ผลิตน้ำแข็ง,2565,ชาย,บางทรายน้อย,หว้านใหญ่,10795,1400
5,272,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท วารีเทพ มุกดาหาร จำกัด,ผลิตน้ำแข็ง,2565,หญิง,บางทรายน้อย,หว้านใหญ่,10795,1400
20,273,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ดีดี พลาสติก จำกัด,การทำภาชนะบรรจุภัณฑ์จากพลาสติก,2562,ชาย,ชะโนด,หว้านใหญ่,22220,5304
2,274,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ดีดี พลาสติก จำกัด,การทำภาชนะบรรจุภัณฑ์จากพลาสติก,2562,หญิง,ชะโนด,หว้านใหญ่,22220,5304
5,275,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ท่าทรายศรีเผย มุกดาหาร,ซ่อม และต่อเรือดูดทราย,2564,ชาย,ป่งขาม,หว้านใหญ่,33151,7501
0,276,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ท่าทรายศรีเผย มุกดาหาร,ซ่อม และต่อเรือดูดทราย,2564,หญิง,ป่งขาม,หว้านใหญ่,33151,7501
