จำนวน,ที่มา,_id,ปี,รายการ,หน่วย
1,สำนักงานอุตสาหกรรมจังหวัด,1,2559,จำนวนโรงงานคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วฯ ที่ไม่ใช่ของเสียอันตราย (105) (แห่ง),แห่ง
1,สำนักงานอุตสาหกรรมจังหวัด,2,2560,จำนวนโรงงานคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วฯ ที่ไม่ใช่ของเสียอันตราย (105) (แห่ง),แห่ง
1,สำนักงานอุตสาหกรรมจังหวัด,3,2561,จำนวนโรงงานคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วฯ ที่ไม่ใช่ของเสียอันตราย (105) (แห่ง),แห่ง
1,สำนักงานอุตสาหกรรมจังหวัด,4,2562,จำนวนโรงงานคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วฯ ที่ไม่ใช่ของเสียอันตราย (105) (แห่ง),แห่ง
1,สำนักงานอุตสาหกรรมจังหวัด,5,2563,จำนวนโรงงานคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วฯ ที่ไม่ใช่ของเสียอันตราย (105) (แห่ง),แห่ง
1,สำนักงานอุตสาหกรรมจังหวัด,6,2564,จำนวนโรงงานคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วฯ ที่ไม่ใช่ของเสียอันตราย (105) (แห่ง),แห่ง
1,สำนักงานอุตสาหกรรมจังหวัด,7,2565,จำนวนโรงงานคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วฯ ที่ไม่ใช่ของเสียอันตราย (105) (แห่ง),แห่ง
1,สำนักงานอุตสาหกรรมจังหวัด,8,2566,จำนวนโรงงานคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วฯ ที่ไม่ใช่ของเสียอันตราย (105) (แห่ง),แห่ง
1,สำนักงานอุตสาหกรรมจังหวัด,9,2567,จำนวนโรงงานคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วฯ ที่ไม่ใช่ของเสียอันตราย (105) (แห่ง),แห่ง
