เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
มิถุนายน,55761,1,2565,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
มิถุนายน,1909,2,2565,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
มิถุนายน,21717,3,2565,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
มิถุนายน,11,4,2565,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
มิถุนายน,153,5,2565,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
มิถุนายน,17,6,2565,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
มิถุนายน,3,7,2565,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
มิถุนายน,9,8,2565,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
มิถุนายน,192276,9,2565,รย. 12 รถจักรยานยนต์,รถยนต์
มิถุนายน,7831,10,2565,รย. 13 รถแทร็กเตอร์,รถยนต์
มิถุนายน,66,11,2565,รย. 14 รถบดถนน,รถยนต์
มิถุนายน,53,12,2565,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มิถุนายน,75,13,2565,รย. 16 รถพ่วง,รถยนต์
มิถุนายน,105,14,2565,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
มิถุนายน,54,15,2565,รถโดยสารประจำทาง,รถขนส่ง
มิถุนายน,176,16,2565,รถโดยสารไม่ประจำทาง,รถขนส่ง
มิถุนายน,47,17,2565,รถโดยสารส่วนบุคคล,รถขนส่ง
มิถุนายน,2971,18,2565,รถบรรทุกไม่ประจำทาง,รถขนส่ง
มิถุนายน,3435,19,2565,รถบรรทุกส่วนบุคคล,รถขนส่ง
