VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR,LAVEL_EDUCATIONAL
116.53,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2703,หญิง,พันคน,ภาคเหนือ,2568,อุดมศึกษา สายวิชาชีพ
3.13,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2704,หญิง,พันคน,ภาคเหนือ,2568,ไม่ทราบ
170.25,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2705,หญิง,พันคน,ภาคเหนือ,2568,ไม่มีการศึกษา
113.45,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2706,ชาย,พันคน,กรุงเทพมหานคร,2568,ต่ำกว่าประถมศึกษา
553.37,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2707,ชาย,พันคน,กรุงเทพมหานคร,2568,ประถมศึกษา
545.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2708,ชาย,พันคน,กรุงเทพมหานคร,2568,มัธยมศึกษาตอนต้น
488.59,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2709,ชาย,พันคน,กรุงเทพมหานคร,2568,มัธยมศึกษาตอนปลาย สายสามัญ
184.17,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2710,ชาย,พันคน,กรุงเทพมหานคร,2568,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
727.58,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2711,ชาย,พันคน,กรุงเทพมหานคร,2568,อุดมศึกษา สายวิชาการ
45.45,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2712,ชาย,พันคน,กรุงเทพมหานคร,2568,อุดมศึกษา สายวิชาการศึกษา
166.66,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2713,ชาย,พันคน,กรุงเทพมหานคร,2568,อุดมศึกษา สายวิชาชีพ
47.41,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2714,ชาย,พันคน,กรุงเทพมหานคร,2568,ไม่ทราบ
63.21,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2715,ชาย,พันคน,กรุงเทพมหานคร,2568,ไม่มีการศึกษา
128.04,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2716,หญิง,พันคน,กรุงเทพมหานคร,2568,ต่ำกว่าประถมศึกษา
428.46,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2717,หญิง,พันคน,กรุงเทพมหานคร,2568,ประถมศึกษา
375.13,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2718,หญิง,พันคน,กรุงเทพมหานคร,2568,มัธยมศึกษาตอนต้น
406.81,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2719,หญิง,พันคน,กรุงเทพมหานคร,2568,มัธยมศึกษาตอนปลาย สายสามัญ
117.28,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2720,หญิง,พันคน,กรุงเทพมหานคร,2568,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
964.52,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2721,หญิง,พันคน,กรุงเทพมหานคร,2568,อุดมศึกษา สายวิชาการ
67.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2722,หญิง,พันคน,กรุงเทพมหานคร,2568,อุดมศึกษา สายวิชาการศึกษา
150.58,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2723,หญิง,พันคน,กรุงเทพมหานคร,2568,อุดมศึกษา สายวิชาชีพ
32.47,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2724,หญิง,พันคน,กรุงเทพมหานคร,2568,ไม่ทราบ
51.73,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2725,หญิง,พันคน,กรุงเทพมหานคร,2568,ไม่มีการศึกษา
151.82,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2726,ชาย,พันคน,ภาคกลาง,2568,การศึกษาอื่นๆ
328.8,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2727,ชาย,พันคน,ภาคกลาง,2568,ต่ำกว่าประถมศึกษา
1041.46,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2728,ชาย,พันคน,ภาคกลาง,2568,ประถมศึกษา
1126.19,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2729,ชาย,พันคน,ภาคกลาง,2568,มัธยมศึกษาตอนต้น
0.73,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2730,ชาย,พันคน,ภาคกลาง,2568,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
728.02,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2731,ชาย,พันคน,ภาคกลาง,2568,มัธยมศึกษาตอนปลาย สายสามัญ
316.99,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2732,ชาย,พันคน,ภาคกลาง,2568,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
674.09,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2733,ชาย,พันคน,ภาคกลาง,2568,อุดมศึกษา สายวิชาการ
42.83,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2734,ชาย,พันคน,ภาคกลาง,2568,อุดมศึกษา สายวิชาการศึกษา
366.21,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2735,ชาย,พันคน,ภาคกลาง,2568,อุดมศึกษา สายวิชาชีพ
72.89,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2736,ชาย,พันคน,ภาคกลาง,2568,ไม่ทราบ
115.76,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2737,ชาย,พันคน,ภาคกลาง,2568,ไม่มีการศึกษา
131.33,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2738,หญิง,พันคน,ภาคกลาง,2568,การศึกษาอื่นๆ
325.99,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2739,หญิง,พันคน,ภาคกลาง,2568,ต่ำกว่าประถมศึกษา
810.94,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2740,หญิง,พันคน,ภาคกลาง,2568,ประถมศึกษา
785.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2741,หญิง,พันคน,ภาคกลาง,2568,มัธยมศึกษาตอนต้น
0.46,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2742,หญิง,พันคน,ภาคกลาง,2568,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
739.11,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2743,หญิง,พันคน,ภาคกลาง,2568,มัธยมศึกษาตอนปลาย สายสามัญ
174.39,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2744,หญิง,พันคน,ภาคกลาง,2568,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
979.77,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2745,หญิง,พันคน,ภาคกลาง,2568,อุดมศึกษา สายวิชาการ
103.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2746,หญิง,พันคน,ภาคกลาง,2568,อุดมศึกษา สายวิชาการศึกษา
228.59,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2747,หญิง,พันคน,ภาคกลาง,2568,อุดมศึกษา สายวิชาชีพ
68.02,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2748,หญิง,พันคน,ภาคกลาง,2568,ไม่ทราบ
85.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2749,หญิง,พันคน,ภาคกลาง,2568,ไม่มีการศึกษา
2.35,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2750,ชาย,พันคน,ภาคใต้,2568,การศึกษาอื่นๆ
230.34,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2751,ชาย,พันคน,ภาคใต้,2568,ต่ำกว่าประถมศึกษา
607.66,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2752,ชาย,พันคน,ภาคใต้,2568,ประถมศึกษา
487.45,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2753,ชาย,พันคน,ภาคใต้,2568,มัธยมศึกษาตอนต้น
0.87,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2754,ชาย,พันคน,ภาคใต้,2568,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
432.47,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2755,ชาย,พันคน,ภาคใต้,2568,มัธยมศึกษาตอนปลาย สายสามัญ
91.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2756,ชาย,พันคน,ภาคใต้,2568,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
279.31,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2757,ชาย,พันคน,ภาคใต้,2568,อุดมศึกษา สายวิชาการ
33.44,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2758,ชาย,พันคน,ภาคใต้,2568,อุดมศึกษา สายวิชาการศึกษา
161.66,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2759,ชาย,พันคน,ภาคใต้,2568,อุดมศึกษา สายวิชาชีพ
33.84,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2760,ชาย,พันคน,ภาคใต้,2568,ไม่ทราบ
28.13,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2761,ชาย,พันคน,ภาคใต้,2568,ไม่มีการศึกษา
0.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2762,หญิง,พันคน,ภาคใต้,2568,การศึกษาอื่นๆ
223.01,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2763,หญิง,พันคน,ภาคใต้,2568,ต่ำกว่าประถมศึกษา
406.05,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2764,หญิง,พันคน,ภาคใต้,2568,ประถมศึกษา
326.53,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2765,หญิง,พันคน,ภาคใต้,2568,มัธยมศึกษาตอนต้น
0.04,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2766,หญิง,พันคน,ภาคใต้,2568,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
303.17,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2767,หญิง,พันคน,ภาคใต้,2568,มัธยมศึกษาตอนปลาย สายสามัญ
65.02,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2768,หญิง,พันคน,ภาคใต้,2568,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
419.58,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2769,หญิง,พันคน,ภาคใต้,2568,อุดมศึกษา สายวิชาการ
78.23,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2770,หญิง,พันคน,ภาคใต้,2568,อุดมศึกษา สายวิชาการศึกษา
125.82,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2771,หญิง,พันคน,ภาคใต้,2568,อุดมศึกษา สายวิชาชีพ
23.15,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2772,หญิง,พันคน,ภาคใต้,2568,ไม่ทราบ
19.31,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2773,หญิง,พันคน,ภาคใต้,2568,ไม่มีการศึกษา
2.32,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2774,ชาย,พันคน,ภาคใต้ชายแดน,2568,การศึกษาอื่นๆ
48.83,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2775,ชาย,พันคน,ภาคใต้ชายแดน,2568,ต่ำกว่าประถมศึกษา
197.24,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2776,ชาย,พันคน,ภาคใต้ชายแดน,2568,ประถมศึกษา
96.75,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2777,ชาย,พันคน,ภาคใต้ชายแดน,2568,มัธยมศึกษาตอนต้น
101.08,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2778,ชาย,พันคน,ภาคใต้ชายแดน,2568,มัธยมศึกษาตอนปลาย สายสามัญ
6.59,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2779,ชาย,พันคน,ภาคใต้ชายแดน,2568,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
50.37,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2780,ชาย,พันคน,ภาคใต้ชายแดน,2568,อุดมศึกษา สายวิชาการ
11.88,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2781,ชาย,พันคน,ภาคใต้ชายแดน,2568,อุดมศึกษา สายวิชาการศึกษา
17.65,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2782,ชาย,พันคน,ภาคใต้ชายแดน,2568,อุดมศึกษา สายวิชาชีพ
15.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2783,ชาย,พันคน,ภาคใต้ชายแดน,2568,ไม่มีการศึกษา
1.32,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2784,หญิง,พันคน,ภาคใต้ชายแดน,2568,การศึกษาอื่นๆ
25.67,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2785,หญิง,พันคน,ภาคใต้ชายแดน,2568,ต่ำกว่าประถมศึกษา
130.42,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2786,หญิง,พันคน,ภาคใต้ชายแดน,2568,ประถมศึกษา
53.49,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2787,หญิง,พันคน,ภาคใต้ชายแดน,2568,มัธยมศึกษาตอนต้น
77.79,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2788,หญิง,พันคน,ภาคใต้ชายแดน,2568,มัธยมศึกษาตอนปลาย สายสามัญ
1.46,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2789,หญิง,พันคน,ภาคใต้ชายแดน,2568,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
63.19,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2790,หญิง,พันคน,ภาคใต้ชายแดน,2568,อุดมศึกษา สายวิชาการ
30.43,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2791,หญิง,พันคน,ภาคใต้ชายแดน,2568,อุดมศึกษา สายวิชาการศึกษา
11.92,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2792,หญิง,พันคน,ภาคใต้ชายแดน,2568,อุดมศึกษา สายวิชาชีพ
15.05,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2793,หญิง,พันคน,ภาคใต้ชายแดน,2568,ไม่มีการศึกษา
151.54,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2794,ชาย,พันคน,ภาคตะวันออก,2568,ต่ำกว่าประถมศึกษา
391.44,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2795,ชาย,พันคน,ภาคตะวันออก,2568,ประถมศึกษา
465.99,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2796,ชาย,พันคน,ภาคตะวันออก,2568,มัธยมศึกษาตอนต้น
453.96,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2797,ชาย,พันคน,ภาคตะวันออก,2568,มัธยมศึกษาตอนปลาย สายสามัญ
112.43,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2798,ชาย,พันคน,ภาคตะวันออก,2568,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
230.74,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2799,ชาย,พันคน,ภาคตะวันออก,2568,อุดมศึกษา สายวิชาการ
14.57,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2800,ชาย,พันคน,ภาคตะวันออก,2568,อุดมศึกษา สายวิชาการศึกษา
225.05,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2801,ชาย,พันคน,ภาคตะวันออก,2568,อุดมศึกษา สายวิชาชีพ
122.62,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2802,ชาย,พันคน,ภาคตะวันออก,2568,ไม่ทราบ
23.06,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2803,ชาย,พันคน,ภาคตะวันออก,2568,ไม่มีการศึกษา
126.59,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2804,หญิง,พันคน,ภาคตะวันออก,2568,ต่ำกว่าประถมศึกษา
300.09,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2805,หญิง,พันคน,ภาคตะวันออก,2568,ประถมศึกษา
371.58,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2806,หญิง,พันคน,ภาคตะวันออก,2568,มัธยมศึกษาตอนต้น
390.69,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2807,หญิง,พันคน,ภาคตะวันออก,2568,มัธยมศึกษาตอนปลาย สายสามัญ
74.98,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2808,หญิง,พันคน,ภาคตะวันออก,2568,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
272.79,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2809,หญิง,พันคน,ภาคตะวันออก,2568,อุดมศึกษา สายวิชาการ
37.33,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2810,หญิง,พันคน,ภาคตะวันออก,2568,อุดมศึกษา สายวิชาการศึกษา
147.02,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2811,หญิง,พันคน,ภาคตะวันออก,2568,อุดมศึกษา สายวิชาชีพ
101.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2812,หญิง,พันคน,ภาคตะวันออก,2568,ไม่ทราบ
33.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2813,หญิง,พันคน,ภาคตะวันออก,2568,ไม่มีการศึกษา
736.94,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2814,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,ต่ำกว่าประถมศึกษา
1531.97,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2815,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,ประถมศึกษา
1024.1,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2816,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,มัธยมศึกษาตอนต้น
2.92,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2817,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
946.45,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2818,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,มัธยมศึกษาตอนปลาย สายสามัญ
124.98,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2819,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
321.87,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2820,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,อุดมศึกษา สายวิชาการ
65.17,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2821,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,อุดมศึกษา สายวิชาการศึกษา
252.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2822,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,อุดมศึกษา สายวิชาชีพ
14.25,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2823,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,ไม่มีการศึกษา
658.22,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2824,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,ต่ำกว่าประถมศึกษา
1209.61,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2825,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,ประถมศึกษา
677.94,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2826,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,มัธยมศึกษาตอนต้น
828.78,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2827,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,มัธยมศึกษาตอนปลาย สายสามัญ
84.05,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2828,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
468.52,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2829,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,อุดมศึกษา สายวิชาการ
167.31,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2830,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,อุดมศึกษา สายวิชาการศึกษา
186.92,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2831,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,อุดมศึกษา สายวิชาชีพ
0.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2832,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,ไม่ทราบ
23.47,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2833,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2568,ไม่มีการศึกษา
0.72,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2834,ชาย,พันคน,ภาคเหนือ,2568,การศึกษาอื่นๆ
516.59,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2835,ชาย,พันคน,ภาคเหนือ,2568,ต่ำกว่าประถมศึกษา
725.75,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2836,ชาย,พันคน,ภาคเหนือ,2568,ประถมศึกษา
607.52,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2837,ชาย,พันคน,ภาคเหนือ,2568,มัธยมศึกษาตอนต้น
0.18,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2838,ชาย,พันคน,ภาคเหนือ,2568,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
512.44,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2839,ชาย,พันคน,ภาคเหนือ,2568,มัธยมศึกษาตอนปลาย สายสามัญ
116.29,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2840,ชาย,พันคน,ภาคเหนือ,2568,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
366.48,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2841,ชาย,พันคน,ภาคเหนือ,2568,อุดมศึกษา สายวิชาการ
40.87,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2842,ชาย,พันคน,ภาคเหนือ,2568,อุดมศึกษา สายวิชาการศึกษา
209.81,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2843,ชาย,พันคน,ภาคเหนือ,2568,อุดมศึกษา สายวิชาชีพ
4.41,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2844,ชาย,พันคน,ภาคเหนือ,2568,ไม่ทราบ
154.31,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2845,ชาย,พันคน,ภาคเหนือ,2568,ไม่มีการศึกษา
0.57,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2846,หญิง,พันคน,ภาคเหนือ,2568,การศึกษาอื่นๆ
525.34,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2847,หญิง,พันคน,ภาคเหนือ,2568,ต่ำกว่าประถมศึกษา
561.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2848,หญิง,พันคน,ภาคเหนือ,2568,ประถมศึกษา
387.04,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2849,หญิง,พันคน,ภาคเหนือ,2568,มัธยมศึกษาตอนต้น
426.8,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2850,หญิง,พันคน,ภาคเหนือ,2568,มัธยมศึกษาตอนปลาย สายสามัญ
74.81,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2851,หญิง,พันคน,ภาคเหนือ,2568,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
445.21,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2852,หญิง,พันคน,ภาคเหนือ,2568,อุดมศึกษา สายวิชาการ
112.71,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2853,หญิง,พันคน,ภาคเหนือ,2568,อุดมศึกษา สายวิชาการศึกษา
112.23,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2854,หญิง,พันคน,ภาคเหนือ,2568,อุดมศึกษา สายวิชาชีพ
3.73,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2855,หญิง,พันคน,ภาคเหนือ,2568,ไม่ทราบ
177.33,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,2856,หญิง,พันคน,ภาคเหนือ,2568,ไม่มีการศึกษา
114.89,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2857,ชาย,พันคน,กรุงเทพมหานคร,2568,ต่ำกว่าประถมศึกษา
574.25,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2858,ชาย,พันคน,กรุงเทพมหานคร,2568,ประถมศึกษา
565.26,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2859,ชาย,พันคน,กรุงเทพมหานคร,2568,มัธยมศึกษาตอนต้น
449.97,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2860,ชาย,พันคน,กรุงเทพมหานคร,2568,มัธยมศึกษาตอนปลาย สายสามัญ
187.22,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2861,ชาย,พันคน,กรุงเทพมหานคร,2568,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
731.82,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2862,ชาย,พันคน,กรุงเทพมหานคร,2568,อุดมศึกษา สายวิชาการ
39.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2863,ชาย,พันคน,กรุงเทพมหานคร,2568,อุดมศึกษา สายวิชาการศึกษา
187.83,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2864,ชาย,พันคน,กรุงเทพมหานคร,2568,อุดมศึกษา สายวิชาชีพ
27.64,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2865,ชาย,พันคน,กรุงเทพมหานคร,2568,ไม่ทราบ
60.66,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2866,ชาย,พันคน,กรุงเทพมหานคร,2568,ไม่มีการศึกษา
137.75,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2867,หญิง,พันคน,กรุงเทพมหานคร,2568,ต่ำกว่าประถมศึกษา
442.94,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2868,หญิง,พันคน,กรุงเทพมหานคร,2568,ประถมศึกษา
374.77,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2869,หญิง,พันคน,กรุงเทพมหานคร,2568,มัธยมศึกษาตอนต้น
380.64,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2870,หญิง,พันคน,กรุงเทพมหานคร,2568,มัธยมศึกษาตอนปลาย สายสามัญ
