﻿year,sex,quarter,_id,region,value,unit,age_group,source
2567,1. ชาย,ไตรมาส 1,16,3) ภาคเหนือ,1.88,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,17,3) ภาคเหนือ,4.93,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,18,3) ภาคเหนือ,9.72,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,19,3) ภาคเหนือ,11.0,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,20,3) ภาคเหนือ,0.0,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,21,3) ภาคเหนือ,0.57,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,22,3) ภาคเหนือ,1.0,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,23,3) ภาคเหนือ,0.64,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,24,3) ภาคเหนือ,1.23,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,25,3) ภาคเหนือ,6.19,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,26,3) ภาคเหนือ,10.2,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,27,3) ภาคเหนือ,10.41,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,28,4) ภาคตะวันออกเฉียงเหนือ,1.88,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,29,4) ภาคตะวันออกเฉียงเหนือ,5.15,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,30,4) ภาคตะวันออกเฉียงเหนือ,5.83,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,31,4) ภาคตะวันออกเฉียงเหนือ,2.4,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,32,4) ภาคตะวันออกเฉียงเหนือ,2.54,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,33,4) ภาคตะวันออกเฉียงเหนือ,12.22,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,34,4) ภาคตะวันออกเฉียงเหนือ,15.83,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,35,4) ภาคตะวันออกเฉียงเหนือ,45.8,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,36,4) ภาคตะวันออกเฉียงเหนือ,0.39,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,37,4) ภาคตะวันออกเฉียงเหนือ,3.37,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,38,4) ภาคตะวันออกเฉียงเหนือ,2.31,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,39,4) ภาคตะวันออกเฉียงเหนือ,2.92,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,40,4) ภาคตะวันออกเฉียงเหนือ,2.01,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,41,4) ภาคตะวันออกเฉียงเหนือ,10.68,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,42,4) ภาคตะวันออกเฉียงเหนือ,27.14,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,43,4) ภาคตะวันออกเฉียงเหนือ,29.3,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,44,5) ภาคใต้,0.0,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,45,5) ภาคใต้,0.33,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,46,5) ภาคใต้,0.0,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,47,5) ภาคใต้,0.0,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,48,5) ภาคใต้,0.0,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,49,5) ภาคใต้,0.0,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,50,5) ภาคใต้,0.0,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 1,51,5) ภาคใต้,0.0,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,52,5) ภาคใต้,0.0,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,53,5) ภาคใต้,0.0,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,54,5) ภาคใต้,0.0,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,55,5) ภาคใต้,0.0,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,56,5) ภาคใต้,0.0,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,57,5) ภาคใต้,0.0,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,58,5) ภาคใต้,0.0,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 1,59,5) ภาคใต้,0.0,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,60,1) กรุงเทพมหานคร,0.0,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,61,1) กรุงเทพมหานคร,0.0,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,62,1) กรุงเทพมหานคร,0.0,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,63,1) กรุงเทพมหานคร,0.0,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,64,1) กรุงเทพมหานคร,0.0,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,65,1) กรุงเทพมหานคร,0.0,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,66,1) กรุงเทพมหานคร,0.0,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,67,1) กรุงเทพมหานคร,0.0,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,68,1) กรุงเทพมหานคร,0.7,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,69,1) กรุงเทพมหานคร,0.9,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,70,1) กรุงเทพมหานคร,0.0,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,71,1) กรุงเทพมหานคร,0.0,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,72,1) กรุงเทพมหานคร,0.0,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,73,1) กรุงเทพมหานคร,0.0,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,74,1) กรุงเทพมหานคร,0.0,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,75,1) กรุงเทพมหานคร,0.0,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,76,2) ภาคกลาง,0.1,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,77,2) ภาคกลาง,1.5,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,78,2) ภาคกลาง,1.2,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,79,2) ภาคกลาง,0.5,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,80,2) ภาคกลาง,0.4,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,81,2) ภาคกลาง,0.8,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,82,2) ภาคกลาง,3.8,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,83,2) ภาคกลาง,2.8,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,84,2) ภาคกลาง,0.0,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,85,2) ภาคกลาง,0.0,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,86,2) ภาคกลาง,0.0,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,87,2) ภาคกลาง,0.0,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,88,2) ภาคกลาง,0.7,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,89,2) ภาคกลาง,0.3,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,90,2) ภาคกลาง,1.2,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,91,2) ภาคกลาง,1.4,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,92,3) ภาคเหนือ,2.1,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,93,3) ภาคเหนือ,2.9,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,94,3) ภาคเหนือ,4.2,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,95,3) ภาคเหนือ,3.5,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,96,3) ภาคเหนือ,3.5,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,97,3) ภาคเหนือ,8.6,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,98,3) ภาคเหนือ,8.9,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,99,3) ภาคเหนือ,21.7,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,100,3) ภาคเหนือ,0.5,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,101,3) ภาคเหนือ,1.1,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,102,3) ภาคเหนือ,2.9,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,103,3) ภาคเหนือ,1.6,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,104,3) ภาคเหนือ,2.6,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,105,3) ภาคเหนือ,5.6,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,106,3) ภาคเหนือ,9.6,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,107,3) ภาคเหนือ,9.8,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,108,4) ภาคตะวันออกเฉียงเหนือ,4.2,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,109,4) ภาคตะวันออกเฉียงเหนือ,5.9,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,110,4) ภาคตะวันออกเฉียงเหนือ,3.3,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,111,4) ภาคตะวันออกเฉียงเหนือ,5.6,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,112,4) ภาคตะวันออกเฉียงเหนือ,3.8,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,113,4) ภาคตะวันออกเฉียงเหนือ,8.0,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,114,4) ภาคตะวันออกเฉียงเหนือ,18.8,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,115,4) ภาคตะวันออกเฉียงเหนือ,36.6,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,116,4) ภาคตะวันออกเฉียงเหนือ,1.2,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,117,4) ภาคตะวันออกเฉียงเหนือ,6.1,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,118,4) ภาคตะวันออกเฉียงเหนือ,0.7,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,119,4) ภาคตะวันออกเฉียงเหนือ,2.0,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,120,4) ภาคตะวันออกเฉียงเหนือ,0.9,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,121,4) ภาคตะวันออกเฉียงเหนือ,8.1,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,122,4) ภาคตะวันออกเฉียงเหนือ,19.5,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,123,4) ภาคตะวันออกเฉียงเหนือ,17.7,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,124,5) ภาคใต้,0.0,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,125,5) ภาคใต้,0.3,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,126,5) ภาคใต้,0.0,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,127,5) ภาคใต้,0.0,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,128,5) ภาคใต้,0.0,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,129,5) ภาคใต้,0.0,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,130,5) ภาคใต้,0.0,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 2,131,5) ภาคใต้,0.0,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,132,5) ภาคใต้,0.0,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,133,5) ภาคใต้,0.1,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,134,5) ภาคใต้,0.0,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,135,5) ภาคใต้,0.0,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,136,5) ภาคใต้,0.0,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,137,5) ภาคใต้,0.0,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,138,5) ภาคใต้,0.0,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 2,139,5) ภาคใต้,0.1,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,140,1) กรุงเทพมหานคร,0.0,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,141,1) กรุงเทพมหานคร,0.0,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,142,1) กรุงเทพมหานคร,0.0,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,143,1) กรุงเทพมหานคร,0.0,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,144,1) กรุงเทพมหานคร,0.0,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,145,1) กรุงเทพมหานคร,0.0,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,146,1) กรุงเทพมหานคร,0.0,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,147,1) กรุงเทพมหานคร,0.0,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,148,1) กรุงเทพมหานคร,0.0,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,149,1) กรุงเทพมหานคร,0.0,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,150,1) กรุงเทพมหานคร,0.0,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,151,1) กรุงเทพมหานคร,0.0,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,152,1) กรุงเทพมหานคร,0.0,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,153,1) กรุงเทพมหานคร,0.0,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,154,1) กรุงเทพมหานคร,0.0,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,155,1) กรุงเทพมหานคร,0.0,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,156,2) ภาคกลาง,0.1,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,157,2) ภาคกลาง,0.0,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,158,2) ภาคกลาง,0.8,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,159,2) ภาคกลาง,0.3,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,160,2) ภาคกลาง,0.0,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,161,2) ภาคกลาง,0.0,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,162,2) ภาคกลาง,0.1,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,163,2) ภาคกลาง,0.6,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,164,2) ภาคกลาง,0.0,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,165,2) ภาคกลาง,0.0,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,166,2) ภาคกลาง,0.0,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,167,2) ภาคกลาง,0.0,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,168,2) ภาคกลาง,0.0,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,169,2) ภาคกลาง,0.0,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,170,2) ภาคกลาง,0.0,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,171,2) ภาคกลาง,0.1,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,172,3) ภาคเหนือ,0.1,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,173,3) ภาคเหนือ,0.0,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,174,3) ภาคเหนือ,0.3,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,175,3) ภาคเหนือ,1.0,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,176,3) ภาคเหนือ,0.8,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,177,3) ภาคเหนือ,1.2,พันคน,6. 40-49 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,178,3) ภาคเหนือ,1.4,พันคน,7. 50-59 ปี,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,ไตรมาส 3,179,3) ภาคเหนือ,3.7,พันคน,8. 60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,180,3) ภาคเหนือ,0.0,พันคน,1. 15-19 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,181,3) ภาคเหนือ,0.0,พันคน,2. 20-24 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,182,3) ภาคเหนือ,0.0,พันคน,3. 25-29 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,183,3) ภาคเหนือ,0.1,พันคน,4. 30-34 ปี,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,ไตรมาส 3,184,3) ภาคเหนือ,0.1,พันคน,5. 35-39 ปี,สำนักงานสถิติแห่งชาติ
