WORK_STATUS,QUARTER,VALUE,SOURCE,_id,SEX,UNIT,REGION,YEAR
หญิง,ไตรมาสที่ 4,32.87,สำนักงานสถิติแห่งชาติ,1093,นายจ้าง,พันคน,ภาคเหนือ,2567
หญิง,ไตรมาสที่ 4,316.22,สำนักงานสถิติแห่งชาติ,1094,ลูกจ้างรัฐบาล,พันคน,ภาคเหนือ,2567
หญิง,ไตรมาสที่ 4,603.32,สำนักงานสถิติแห่งชาติ,1095,ลูกจ้างเอกชน,พันคน,ภาคเหนือ,2567
หญิง,ไตรมาสที่ 4,1016.94,สำนักงานสถิติแห่งชาติ,1096,ทำงานส่วนตัว,พันคน,ภาคเหนือ,2567
หญิง,ไตรมาสที่ 4,864.69,สำนักงานสถิติแห่งชาติ,1097,ช่วยธุรกิจครอบครัว,พันคน,ภาคเหนือ,2567
หญิง,ไตรมาสที่ 4,0.81,สำนักงานสถิติแห่งชาติ,1098,การรวมกลุ่ม,พันคน,ภาคเหนือ,2567
ชาย,ไตรมาสที่ 4,103.67,สำนักงานสถิติแห่งชาติ,1099,นายจ้าง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
ชาย,ไตรมาสที่ 4,390.63,สำนักงานสถิติแห่งชาติ,1100,ลูกจ้างรัฐบาล,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
ชาย,ไตรมาสที่ 4,1071.12,สำนักงานสถิติแห่งชาติ,1101,ลูกจ้างเอกชน,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
ชาย,ไตรมาสที่ 4,2610.33,สำนักงานสถิติแห่งชาติ,1102,ทำงานส่วนตัว,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
ชาย,ไตรมาสที่ 4,937.11,สำนักงานสถิติแห่งชาติ,1103,ช่วยธุรกิจครอบครัว,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
ชาย,ไตรมาสที่ 4,11.31,สำนักงานสถิติแห่งชาติ,1104,การรวมกลุ่ม,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
หญิง,ไตรมาสที่ 4,28.7,สำนักงานสถิติแห่งชาติ,1105,นายจ้าง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
หญิง,ไตรมาสที่ 4,469.37,สำนักงานสถิติแห่งชาติ,1106,ลูกจ้างรัฐบาล,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
หญิง,ไตรมาสที่ 4,863.02,สำนักงานสถิติแห่งชาติ,1107,ลูกจ้างเอกชน,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
หญิง,ไตรมาสที่ 4,1604.81,สำนักงานสถิติแห่งชาติ,1108,ทำงานส่วนตัว,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
หญิง,ไตรมาสที่ 4,1375.27,สำนักงานสถิติแห่งชาติ,1109,ช่วยธุรกิจครอบครัว,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
หญิง,ไตรมาสที่ 4,2.19,สำนักงานสถิติแห่งชาติ,1110,การรวมกลุ่ม,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
ชาย,ไตรมาสที่ 4,177.17,สำนักงานสถิติแห่งชาติ,1111,นายจ้าง,พันคน,ภาคใต้,2567
ชาย,ไตรมาสที่ 4,242.68,สำนักงานสถิติแห่งชาติ,1112,ลูกจ้างรัฐบาล,พันคน,ภาคใต้,2567
ชาย,ไตรมาสที่ 4,997.93,สำนักงานสถิติแห่งชาติ,1113,ลูกจ้างเอกชน,พันคน,ภาคใต้,2567
ชาย,ไตรมาสที่ 4,1159.15,สำนักงานสถิติแห่งชาติ,1114,ทำงานส่วนตัว,พันคน,ภาคใต้,2567
ชาย,ไตรมาสที่ 4,344.85,สำนักงานสถิติแห่งชาติ,1115,ช่วยธุรกิจครอบครัว,พันคน,ภาคใต้,2567
ชาย,ไตรมาสที่ 4,1.07,สำนักงานสถิติแห่งชาติ,1116,การรวมกลุ่ม,พันคน,ภาคใต้,2567
หญิง,ไตรมาสที่ 4,79.35,สำนักงานสถิติแห่งชาติ,1117,นายจ้าง,พันคน,ภาคใต้,2567
หญิง,ไตรมาสที่ 4,268.75,สำนักงานสถิติแห่งชาติ,1118,ลูกจ้างรัฐบาล,พันคน,ภาคใต้,2567
หญิง,ไตรมาสที่ 4,737.22,สำนักงานสถิติแห่งชาติ,1119,ลูกจ้างเอกชน,พันคน,ภาคใต้,2567
หญิง,ไตรมาสที่ 4,785.98,สำนักงานสถิติแห่งชาติ,1120,ทำงานส่วนตัว,พันคน,ภาคใต้,2567
หญิง,ไตรมาสที่ 4,487.09,สำนักงานสถิติแห่งชาติ,1121,ช่วยธุรกิจครอบครัว,พันคน,ภาคใต้,2567
หญิง,ไตรมาสที่ 4,0.67,สำนักงานสถิติแห่งชาติ,1122,การรวมกลุ่ม,พันคน,ภาคใต้,2567
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,105.78,สำนักงานสถิติแห่งชาติ,1123,ชาย,พันคน,กรุงเทพมหานคร,2568
ทำงานส่วนตัว,ไตรมาสที่ 1,789.58,สำนักงานสถิติแห่งชาติ,1124,ชาย,พันคน,กรุงเทพมหานคร,2568
นายจ้าง,ไตรมาสที่ 1,155.69,สำนักงานสถิติแห่งชาติ,1125,ชาย,พันคน,กรุงเทพมหานคร,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,223.54,สำนักงานสถิติแห่งชาติ,1126,ชาย,พันคน,กรุงเทพมหานคร,2568
ลูกจ้างเอกชน,ไตรมาสที่ 1,1701.17,สำนักงานสถิติแห่งชาติ,1127,ชาย,พันคน,กรุงเทพมหานคร,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,204.43,สำนักงานสถิติแห่งชาติ,1128,หญิง,พันคน,กรุงเทพมหานคร,2568
ทำงานส่วนตัว,ไตรมาสที่ 1,552.17,สำนักงานสถิติแห่งชาติ,1129,หญิง,พันคน,กรุงเทพมหานคร,2568
นายจ้าง,ไตรมาสที่ 1,45.28,สำนักงานสถิติแห่งชาติ,1130,หญิง,พันคน,กรุงเทพมหานคร,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,250.54,สำนักงานสถิติแห่งชาติ,1131,หญิง,พันคน,กรุงเทพมหานคร,2568
ลูกจ้างเอกชน,ไตรมาสที่ 1,1713.27,สำนักงานสถิติแห่งชาติ,1132,หญิง,พันคน,กรุงเทพมหานคร,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,364.42,สำนักงานสถิติแห่งชาติ,1133,ชาย,พันคน,ภาคกลาง,2568
ทำงานส่วนตัว,ไตรมาสที่ 1,1301.76,สำนักงานสถิติแห่งชาติ,1134,ชาย,พันคน,ภาคกลาง,2568
นายจ้าง,ไตรมาสที่ 1,171.34,สำนักงานสถิติแห่งชาติ,1135,ชาย,พันคน,ภาคกลาง,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,396.05,สำนักงานสถิติแห่งชาติ,1136,ชาย,พันคน,ภาคกลาง,2568
ลูกจ้างเอกชน,ไตรมาสที่ 1,2771.54,สำนักงานสถิติแห่งชาติ,1137,ชาย,พันคน,ภาคกลาง,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,514.65,สำนักงานสถิติแห่งชาติ,1138,หญิง,พันคน,ภาคกลาง,2568
ทำงานส่วนตัว,ไตรมาสที่ 1,1012.73,สำนักงานสถิติแห่งชาติ,1139,หญิง,พันคน,ภาคกลาง,2568
นายจ้าง,ไตรมาสที่ 1,58.9,สำนักงานสถิติแห่งชาติ,1140,หญิง,พันคน,ภาคกลาง,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,412.25,สำนักงานสถิติแห่งชาติ,1141,หญิง,พันคน,ภาคกลาง,2568
ลูกจ้างเอกชน,ไตรมาสที่ 1,2477.58,สำนักงานสถิติแห่งชาติ,1142,หญิง,พันคน,ภาคกลาง,2568
การรวมกลุ่ม,ไตรมาสที่ 1,0.16,สำนักงานสถิติแห่งชาติ,1143,ชาย,พันคน,ภาคใต้,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,292.16,สำนักงานสถิติแห่งชาติ,1144,ชาย,พันคน,ภาคใต้,2568
ทำงานส่วนตัว,ไตรมาสที่ 1,1012.29,สำนักงานสถิติแห่งชาติ,1145,ชาย,พันคน,ภาคใต้,2568
นายจ้าง,ไตรมาสที่ 1,132.86,สำนักงานสถิติแห่งชาติ,1146,ชาย,พันคน,ภาคใต้,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,180.65,สำนักงานสถิติแห่งชาติ,1147,ชาย,พันคน,ภาคใต้,2568
ลูกจ้างเอกชน,ไตรมาสที่ 1,776.81,สำนักงานสถิติแห่งชาติ,1148,ชาย,พันคน,ภาคใต้,2568
การรวมกลุ่ม,ไตรมาสที่ 1,1.43,สำนักงานสถิติแห่งชาติ,1149,หญิง,พันคน,ภาคใต้,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,412.85,สำนักงานสถิติแห่งชาติ,1150,หญิง,พันคน,ภาคใต้,2568
ทำงานส่วนตัว,ไตรมาสที่ 1,696.04,สำนักงานสถิติแห่งชาติ,1151,หญิง,พันคน,ภาคใต้,2568
นายจ้าง,ไตรมาสที่ 1,65.63,สำนักงานสถิติแห่งชาติ,1152,หญิง,พันคน,ภาคใต้,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,234.35,สำนักงานสถิติแห่งชาติ,1153,หญิง,พันคน,ภาคใต้,2568
ลูกจ้างเอกชน,ไตรมาสที่ 1,578.33,สำนักงานสถิติแห่งชาติ,1154,หญิง,พันคน,ภาคใต้,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,67.48,สำนักงานสถิติแห่งชาติ,1155,ชาย,พันคน,ภาคใต้ชายแดน,2568
ทำงานส่วนตัว,ไตรมาสที่ 1,187.45,สำนักงานสถิติแห่งชาติ,1156,ชาย,พันคน,ภาคใต้ชายแดน,2568
นายจ้าง,ไตรมาสที่ 1,12.37,สำนักงานสถิติแห่งชาติ,1157,ชาย,พันคน,ภาคใต้ชายแดน,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,77.0,สำนักงานสถิติแห่งชาติ,1158,ชาย,พันคน,ภาคใต้ชายแดน,2568
ลูกจ้างเอกชน,ไตรมาสที่ 1,210.87,สำนักงานสถิติแห่งชาติ,1159,ชาย,พันคน,ภาคใต้ชายแดน,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,82.76,สำนักงานสถิติแห่งชาติ,1160,หญิง,พันคน,ภาคใต้ชายแดน,2568
ทำงานส่วนตัว,ไตรมาสที่ 1,144.8,สำนักงานสถิติแห่งชาติ,1161,หญิง,พันคน,ภาคใต้ชายแดน,2568
นายจ้าง,ไตรมาสที่ 1,5.01,สำนักงานสถิติแห่งชาติ,1162,หญิง,พันคน,ภาคใต้ชายแดน,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,68.42,สำนักงานสถิติแห่งชาติ,1163,หญิง,พันคน,ภาคใต้ชายแดน,2568
ลูกจ้างเอกชน,ไตรมาสที่ 1,117.23,สำนักงานสถิติแห่งชาติ,1164,หญิง,พันคน,ภาคใต้ชายแดน,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,161.03,สำนักงานสถิติแห่งชาติ,1165,ชาย,พันคน,ภาคตะวันออก,2568
ทำงานส่วนตัว,ไตรมาสที่ 1,585.38,สำนักงานสถิติแห่งชาติ,1166,ชาย,พันคน,ภาคตะวันออก,2568
นายจ้าง,ไตรมาสที่ 1,85.38,สำนักงานสถิติแห่งชาติ,1167,ชาย,พันคน,ภาคตะวันออก,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,139.25,สำนักงานสถิติแห่งชาติ,1168,ชาย,พันคน,ภาคตะวันออก,2568
ลูกจ้างเอกชน,ไตรมาสที่ 1,1197.35,สำนักงานสถิติแห่งชาติ,1169,ชาย,พันคน,ภาคตะวันออก,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,225.82,สำนักงานสถิติแห่งชาติ,1170,หญิง,พันคน,ภาคตะวันออก,2568
ทำงานส่วนตัว,ไตรมาสที่ 1,454.11,สำนักงานสถิติแห่งชาติ,1171,หญิง,พันคน,ภาคตะวันออก,2568
นายจ้าง,ไตรมาสที่ 1,33.98,สำนักงานสถิติแห่งชาติ,1172,หญิง,พันคน,ภาคตะวันออก,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,163.64,สำนักงานสถิติแห่งชาติ,1173,หญิง,พันคน,ภาคตะวันออก,2568
ลูกจ้างเอกชน,ไตรมาสที่ 1,939.03,สำนักงานสถิติแห่งชาติ,1174,หญิง,พันคน,ภาคตะวันออก,2568
การรวมกลุ่ม,ไตรมาสที่ 1,13.78,สำนักงานสถิติแห่งชาติ,1175,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,776.79,สำนักงานสถิติแห่งชาติ,1176,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2568
ทำงานส่วนตัว,ไตรมาสที่ 1,2301.99,สำนักงานสถิติแห่งชาติ,1177,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2568
นายจ้าง,ไตรมาสที่ 1,108.0,สำนักงานสถิติแห่งชาติ,1178,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,418.27,สำนักงานสถิติแห่งชาติ,1179,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2568
ลูกจ้างเอกชน,ไตรมาสที่ 1,1208.96,สำนักงานสถิติแห่งชาติ,1180,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2568
การรวมกลุ่ม,ไตรมาสที่ 1,2.03,สำนักงานสถิติแห่งชาติ,1181,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,952.81,สำนักงานสถิติแห่งชาติ,1182,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2568
ทำงานส่วนตัว,ไตรมาสที่ 1,1543.73,สำนักงานสถิติแห่งชาติ,1183,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2568
นายจ้าง,ไตรมาสที่ 1,30.19,สำนักงานสถิติแห่งชาติ,1184,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,508.14,สำนักงานสถิติแห่งชาติ,1185,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2568
ลูกจ้างเอกชน,ไตรมาสที่ 1,926.08,สำนักงานสถิติแห่งชาติ,1186,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,449.53,สำนักงานสถิติแห่งชาติ,1187,ชาย,พันคน,ภาคเหนือ,2568
ทำงานส่วนตัว,ไตรมาสที่ 1,1563.08,สำนักงานสถิติแห่งชาติ,1188,ชาย,พันคน,ภาคเหนือ,2568
นายจ้าง,ไตรมาสที่ 1,90.91,สำนักงานสถิติแห่งชาติ,1189,ชาย,พันคน,ภาคเหนือ,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,315.32,สำนักงานสถิติแห่งชาติ,1190,ชาย,พันคน,ภาคเหนือ,2568
ลูกจ้างเอกชน,ไตรมาสที่ 1,801.3,สำนักงานสถิติแห่งชาติ,1191,ชาย,พันคน,ภาคเหนือ,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,739.19,สำนักงานสถิติแห่งชาติ,1192,หญิง,พันคน,ภาคเหนือ,2568
ทำงานส่วนตัว,ไตรมาสที่ 1,1003.98,สำนักงานสถิติแห่งชาติ,1193,หญิง,พันคน,ภาคเหนือ,2568
นายจ้าง,ไตรมาสที่ 1,25.78,สำนักงานสถิติแห่งชาติ,1194,หญิง,พันคน,ภาคเหนือ,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,381.5,สำนักงานสถิติแห่งชาติ,1195,หญิง,พันคน,ภาคเหนือ,2568
ลูกจ้างเอกชน,ไตรมาสที่ 1,657.36,สำนักงานสถิติแห่งชาติ,1196,หญิง,พันคน,ภาคเหนือ,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,104.53,สำนักงานสถิติแห่งชาติ,1197,ชาย,พันคน,กรุงเทพมหานคร,2568
ทำงานส่วนตัว,ไตรมาสที่ 2,793.41,สำนักงานสถิติแห่งชาติ,1198,ชาย,พันคน,กรุงเทพมหานคร,2568
นายจ้าง,ไตรมาสที่ 2,141.29,สำนักงานสถิติแห่งชาติ,1199,ชาย,พันคน,กรุงเทพมหานคร,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,233.39,สำนักงานสถิติแห่งชาติ,1200,ชาย,พันคน,กรุงเทพมหานคร,2568
ลูกจ้างเอกชน,ไตรมาสที่ 2,1700.97,สำนักงานสถิติแห่งชาติ,1201,ชาย,พันคน,กรุงเทพมหานคร,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,196.49,สำนักงานสถิติแห่งชาติ,1202,หญิง,พันคน,กรุงเทพมหานคร,2568
ทำงานส่วนตัว,ไตรมาสที่ 2,542.06,สำนักงานสถิติแห่งชาติ,1203,หญิง,พันคน,กรุงเทพมหานคร,2568
นายจ้าง,ไตรมาสที่ 2,46.12,สำนักงานสถิติแห่งชาติ,1204,หญิง,พันคน,กรุงเทพมหานคร,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,276.95,สำนักงานสถิติแห่งชาติ,1205,หญิง,พันคน,กรุงเทพมหานคร,2568
ลูกจ้างเอกชน,ไตรมาสที่ 2,1695.0,สำนักงานสถิติแห่งชาติ,1206,หญิง,พันคน,กรุงเทพมหานคร,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,409.61,สำนักงานสถิติแห่งชาติ,1207,ชาย,พันคน,ภาคกลาง,2568
ทำงานส่วนตัว,ไตรมาสที่ 2,1248.45,สำนักงานสถิติแห่งชาติ,1208,ชาย,พันคน,ภาคกลาง,2568
นายจ้าง,ไตรมาสที่ 2,175.68,สำนักงานสถิติแห่งชาติ,1209,ชาย,พันคน,ภาคกลาง,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,385.52,สำนักงานสถิติแห่งชาติ,1210,ชาย,พันคน,ภาคกลาง,2568
ลูกจ้างเอกชน,ไตรมาสที่ 2,2798.86,สำนักงานสถิติแห่งชาติ,1211,ชาย,พันคน,ภาคกลาง,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,512.27,สำนักงานสถิติแห่งชาติ,1212,หญิง,พันคน,ภาคกลาง,2568
ทำงานส่วนตัว,ไตรมาสที่ 2,990.52,สำนักงานสถิติแห่งชาติ,1213,หญิง,พันคน,ภาคกลาง,2568
นายจ้าง,ไตรมาสที่ 2,62.23,สำนักงานสถิติแห่งชาติ,1214,หญิง,พันคน,ภาคกลาง,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,398.27,สำนักงานสถิติแห่งชาติ,1215,หญิง,พันคน,ภาคกลาง,2568
ลูกจ้างเอกชน,ไตรมาสที่ 2,2508.23,สำนักงานสถิติแห่งชาติ,1216,หญิง,พันคน,ภาคกลาง,2568
การรวมกลุ่ม,ไตรมาสที่ 2,2.82,สำนักงานสถิติแห่งชาติ,1217,ชาย,พันคน,ภาคใต้,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,291.18,สำนักงานสถิติแห่งชาติ,1218,ชาย,พันคน,ภาคใต้,2568
ทำงานส่วนตัว,ไตรมาสที่ 2,983.14,สำนักงานสถิติแห่งชาติ,1219,ชาย,พันคน,ภาคใต้,2568
นายจ้าง,ไตรมาสที่ 2,141.63,สำนักงานสถิติแห่งชาติ,1220,ชาย,พันคน,ภาคใต้,2568
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,165.44,สำนักงานสถิติแห่งชาติ,1221,ชาย,พันคน,ภาคใต้,2568
ลูกจ้างเอกชน,ไตรมาสที่ 2,808.52,สำนักงานสถิติแห่งชาติ,1222,ชาย,พันคน,ภาคใต้,2568
การรวมกลุ่ม,ไตรมาสที่ 2,1.45,สำนักงานสถิติแห่งชาติ,1223,หญิง,พันคน,ภาคใต้,2568
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,392.16,สำนักงานสถิติแห่งชาติ,1224,หญิง,พันคน,ภาคใต้,2568
ทำงานส่วนตัว,ไตรมาสที่ 2,670.87,สำนักงานสถิติแห่งชาติ,1225,หญิง,พันคน,ภาคใต้,2568
นายจ้าง,ไตรมาสที่ 2,68.17,สำนักงานสถิติแห่งชาติ,1226,หญิง,พันคน,ภาคใต้,2568
ทำงานส่วนตัว,ไตรมาสที่ 3,539.26,สำนักงานสถิติแห่งชาติ,1227,หญิง,พันคน,กรุงเทพมหานคร,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,217.02,สำนักงานสถิติแห่งชาติ,1228,หญิง,พันคน,กรุงเทพมหานคร,2565
การรวมกลุ่ม,ไตรมาสที่ 3,0.0,สำนักงานสถิติแห่งชาติ,1229,หญิง,พันคน,กรุงเทพมหานคร,2565
นายจ้าง,ไตรมาสที่ 3,244.7,สำนักงานสถิติแห่งชาติ,1230,ชาย,พันคน,ภาคกลาง,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,499.51,สำนักงานสถิติแห่งชาติ,1231,ชาย,พันคน,ภาคกลาง,2565
ลูกจ้างเอกชน,ไตรมาสที่ 3,3701.85,สำนักงานสถิติแห่งชาติ,1232,ชาย,พันคน,ภาคกลาง,2565
ทำงานส่วนตัว,ไตรมาสที่ 3,1858.6,สำนักงานสถิติแห่งชาติ,1233,ชาย,พันคน,ภาคกลาง,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,586.01,สำนักงานสถิติแห่งชาติ,1234,ชาย,พันคน,ภาคกลาง,2565
การรวมกลุ่ม,ไตรมาสที่ 3,1.45,สำนักงานสถิติแห่งชาติ,1235,ชาย,พันคน,ภาคกลาง,2565
นายจ้าง,ไตรมาสที่ 3,86.88,สำนักงานสถิติแห่งชาติ,1236,หญิง,พันคน,ภาคกลาง,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,585.61,สำนักงานสถิติแห่งชาติ,1237,หญิง,พันคน,ภาคกลาง,2565
ลูกจ้างเอกชน,ไตรมาสที่ 3,3101.25,สำนักงานสถิติแห่งชาติ,1238,หญิง,พันคน,ภาคกลาง,2565
ทำงานส่วนตัว,ไตรมาสที่ 3,1376.86,สำนักงานสถิติแห่งชาติ,1239,หญิง,พันคน,ภาคกลาง,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,791.73,สำนักงานสถิติแห่งชาติ,1240,หญิง,พันคน,ภาคกลาง,2565
การรวมกลุ่ม,ไตรมาสที่ 3,4.91,สำนักงานสถิติแห่งชาติ,1241,หญิง,พันคน,ภาคกลาง,2565
นายจ้าง,ไตรมาสที่ 3,80.25,สำนักงานสถิติแห่งชาติ,1242,ชาย,พันคน,ภาคเหนือ,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,287.88,สำนักงานสถิติแห่งชาติ,1243,ชาย,พันคน,ภาคเหนือ,2565
ลูกจ้างเอกชน,ไตรมาสที่ 3,730.89,สำนักงานสถิติแห่งชาติ,1244,ชาย,พันคน,ภาคเหนือ,2565
ทำงานส่วนตัว,ไตรมาสที่ 3,1730.81,สำนักงานสถิติแห่งชาติ,1245,ชาย,พันคน,ภาคเหนือ,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,497.56,สำนักงานสถิติแห่งชาติ,1246,ชาย,พันคน,ภาคเหนือ,2565
การรวมกลุ่ม,ไตรมาสที่ 3,0.13,สำนักงานสถิติแห่งชาติ,1247,ชาย,พันคน,ภาคเหนือ,2565
นายจ้าง,ไตรมาสที่ 3,25.25,สำนักงานสถิติแห่งชาติ,1248,หญิง,พันคน,ภาคเหนือ,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,359.98,สำนักงานสถิติแห่งชาติ,1249,หญิง,พันคน,ภาคเหนือ,2565
ลูกจ้างเอกชน,ไตรมาสที่ 3,546.96,สำนักงานสถิติแห่งชาติ,1250,หญิง,พันคน,ภาคเหนือ,2565
ทำงานส่วนตัว,ไตรมาสที่ 3,1029.33,สำนักงานสถิติแห่งชาติ,1251,หญิง,พันคน,ภาคเหนือ,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,901.84,สำนักงานสถิติแห่งชาติ,1252,หญิง,พันคน,ภาคเหนือ,2565
การรวมกลุ่ม,ไตรมาสที่ 3,0.29,สำนักงานสถิติแห่งชาติ,1253,หญิง,พันคน,ภาคเหนือ,2565
นายจ้าง,ไตรมาสที่ 3,66.48,สำนักงานสถิติแห่งชาติ,1254,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,423.87,สำนักงานสถิติแห่งชาติ,1255,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ลูกจ้างเอกชน,ไตรมาสที่ 3,1075.88,สำนักงานสถิติแห่งชาติ,1256,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ทำงานส่วนตัว,ไตรมาสที่ 3,2682.49,สำนักงานสถิติแห่งชาติ,1257,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,962.22,สำนักงานสถิติแห่งชาติ,1258,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
การรวมกลุ่ม,ไตรมาสที่ 3,31.41,สำนักงานสถิติแห่งชาติ,1259,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
นายจ้าง,ไตรมาสที่ 3,20.9,สำนักงานสถิติแห่งชาติ,1260,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,509.01,สำนักงานสถิติแห่งชาติ,1261,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ลูกจ้างเอกชน,ไตรมาสที่ 3,723.27,สำนักงานสถิติแห่งชาติ,1262,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ทำงานส่วนตัว,ไตรมาสที่ 3,1651.75,สำนักงานสถิติแห่งชาติ,1263,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,1531.86,สำนักงานสถิติแห่งชาติ,1264,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
การรวมกลุ่ม,ไตรมาสที่ 3,5.29,สำนักงานสถิติแห่งชาติ,1265,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
นายจ้าง,ไตรมาสที่ 3,131.04,สำนักงานสถิติแห่งชาติ,1266,ชาย,พันคน,ภาคใต้,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,249.09,สำนักงานสถิติแห่งชาติ,1267,ชาย,พันคน,ภาคใต้,2565
ลูกจ้างเอกชน,ไตรมาสที่ 3,1032.89,สำนักงานสถิติแห่งชาติ,1268,ชาย,พันคน,ภาคใต้,2565
ทำงานส่วนตัว,ไตรมาสที่ 3,1106.9,สำนักงานสถิติแห่งชาติ,1269,ชาย,พันคน,ภาคใต้,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,349.92,สำนักงานสถิติแห่งชาติ,1270,ชาย,พันคน,ภาคใต้,2565
