ที่มา,จังหวัดนครนายก,_id,ปี,รายการ,หน่วย
กลุ่มยุทธศาสตร์ สำนักงานเกษตรจังหวัดนครนายก,"3,796",1,2562,เนื้อที่เพาะปลูกข้าวเสียหาย ,ไร่
กลุ่มยุทธศาสตร์ สำนักงานเกษตรจังหวัดนครนายก,"3,630",2,2563,เนื้อที่เพาะปลูกข้าวเสียหาย ,ไร่
กลุ่มยุทธศาสตร์ สำนักงานเกษตรจังหวัดนครนายก,"1,866",3,2564,เนื้อที่เพาะปลูกข้าวเสียหาย ,ไร่
กลุ่มยุทธศาสตร์ สำนักงานเกษตรจังหวัดนครนายก,"1,866",4,2565,เนื้อที่เพาะปลูกข้าวเสียหาย ,ไร่
กลุ่มยุทธศาสตร์ สำนักงานเกษตรจังหวัดนครนายก,301,5,2566,เนื้อที่เพาะปลูกข้าวเสียหาย ,ไร่
กลุ่มยุทธศาสตร์ สำนักงานเกษตรจังหวัดนครนายก,1795.5,6,2567,เนื้อที่เพาะปลูกข้าวเสียหาย ,ไร่
กลุ่มยุทธศาสตร์ สำนักงานเกษตรจังหวัดนครนายก,319,7,2568,เนื้อที่เพาะปลูกข้าวเสียหาย ,ไร่
