ที่มา,จังหวัดนครนายก,_id,ปี,รายการ,หน่วย
สำนักงานเกษตรจังหวัดนครนายก,"371,935",1,2562,เนื้อที่เพาะปลูกข้าว ,ไร่
สำนักงานเกษตรจังหวัดนครนายก,"363,455",2,2563,เนื้อที่เพาะปลูกข้าว ,ไร่
สำนักงานเกษตรจังหวัดนครนายก,"362,464",3,2564,เนื้อที่เพาะปลูกข้าว ,ไร่
สำนักงานเกษตรจังหวัดนครนายก,"362,296",4,2565,เนื้อที่เพาะปลูกข้าว ,ไร่
สำนักงานเกษตรจังหวัดนครนายก,"353,119",5,2566,เนื้อที่เพาะปลูกข้าว ,ไร่
สำนักงานเกษตรจังหวัดนครนายก,"343,308",6,2567,เนื้อที่เพาะปลูกข้าว ,ไร่
สำนักงานเกษตรจังหวัดนครนายก,"311,811",7,2568,เนื้อที่เพาะปลูกข้าว ,ไร่
