เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
พฤษภาคม,58654,1,2565,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
พฤษภาคม,1742,2,2565,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
พฤษภาคม,21641,3,2565,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
พฤษภาคม,13,4,2565,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
พฤษภาคม,159,5,2565,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
พฤษภาคม,1,6,2565,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),รถยนต์
พฤษภาคม,62,7,2565,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
พฤษภาคม,3,8,2565,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
พฤษภาคม,6,9,2565,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
พฤษภาคม,178590,10,2565,รย. 12 รถจักรยานยนต์,รถยนต์
พฤษภาคม,7763,11,2565,รย. 13 รถแทร็กเตอร์,รถยนต์
พฤษภาคม,88,12,2565,รย. 14 รถบดถนน,รถยนต์
พฤษภาคม,34,13,2565,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พฤษภาคม,90,14,2565,รย. 16 รถพ่วง,รถยนต์
พฤษภาคม,108,15,2565,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
พฤษภาคม,61,16,2565,รถโดยสารประจำทาง,รถขนส่ง
พฤษภาคม,200,17,2565,รถโดยสารไม่ประจำทาง,รถขนส่ง
พฤษภาคม,36,18,2565,รถโดยสารส่วนบุคคล,รถขนส่ง
พฤษภาคม,3304,19,2565,รถบรรทุกไม่ประจำทาง,รถขนส่ง
พฤษภาคม,3383,20,2565,รถบรรทุกส่วนบุคคล,รถขนส่ง
