เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
กุมภาพันธ์,41197,1,2568,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
กุมภาพันธ์,1635,2,2568,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กุมภาพันธ์,10013,3,2568,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
กุมภาพันธ์,5,4,2568,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
กุมภาพันธ์,288,5,2568,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กุมภาพันธ์,18,6,2568,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
กุมภาพันธ์,31,7,2568,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
กุมภาพันธ์,31,8,2568,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
กุมภาพันธ์,165128,9,2568,รย. 12 รถจักรยานยนต์,รถยนต์
กุมภาพันธ์,4225,10,2568,รย. 13 รถแทร็กเตอร์,รถยนต์
กุมภาพันธ์,50,11,2568,รย. 14 รถบดถนน,รถยนต์
กุมภาพันธ์,23,12,2568,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กุมภาพันธ์,65,13,2568,รย. 16 รถพ่วง,รถยนต์
กุมภาพันธ์,100,14,2568,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
กุมภาพันธ์,94,15,2568,รถโดยสารประจำทาง,รถขนส่ง
กุมภาพันธ์,339,16,2568,รถโดยสารไม่ประจำทาง,รถขนส่ง
กุมภาพันธ์,23,17,2568,รถโดยสารส่วนบุคคล,รถขนส่ง
กุมภาพันธ์,2125,18,2568,รถบรรทุกไม่ประจำทาง,รถขนส่ง
กุมภาพันธ์,1789,19,2568,รถบรรทุกส่วนบุคคล,รถขนส่ง
