จำนวน,_id,ปี,รายการ,หน่วย
1,1,2563,จำนวนโรงงานแปรรูปผลิตภัณฑ์จากข้าว,แห่ง
1,2,2564,จำนวนโรงงานแปรรูปผลิตภัณฑ์จากข้าว,แห่ง
1,3,2565,จำนวนโรงงานแปรรูปผลิตภัณฑ์จากข้าว,แห่ง
1,4,2566,จำนวนโรงงานแปรรูปผลิตภัณฑ์จากข้าว,แห่ง
1,5,2567,จำนวนโรงงานแปรรูปผลิตภัณฑ์จากข้าว,แห่ง
