วันที่หมดอายุ,_id,ลำดับ,เลขทะเบียน,วันที่อนุมัติ,ระดับ GI,ชื่อโรงงาน
2568-07-08T00:00:00,1,1,10201300125400,2565-08-08T00:00:00,5,บริษัท ฮีดากาโยโก เอ็นเตอร์ไพรส์ จำกัด
2568-07-08T00:00:00,2,2,10200007425485,2565-08-08T00:00:00,5,บริษัท ฮีดากาโยโก เอ็นเตอร์ไพรส์ จำกัด
2568-07-08T00:00:00,3,3,91650094325661,2567-10-01T00:00:00,5,บริษัท อี.คิว. รับเบอร์ จำกัด
