﻿year,level_of_edu,quarter,_id,area,region,value,unit,source
2564,ต่ำกว่าประถมศึกษา,ไตรมาส 4,3543,รวม,ภาคตะวันออกเฉียงเหนือ,50.37,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ประถมศึกษา,ไตรมาส 4,3544,รวม,ภาคตะวันออกเฉียงเหนือ,76.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนต้น,ไตรมาส 4,3545,รวม,ภาคตะวันออกเฉียงเหนือ,57.11,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,3546,รวม,ภาคตะวันออกเฉียงเหนือ,68.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,3547,รวม,ภาคตะวันออกเฉียงเหนือ,54.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 4,3548,รวม,ภาคตะวันออกเฉียงเหนือ,100.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาการ,ไตรมาส 4,3549,รวม,ภาคตะวันออกเฉียงเหนือ,80.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,3550,รวม,ภาคตะวันออกเฉียงเหนือ,81.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 4,3551,รวม,ภาคตะวันออกเฉียงเหนือ,66.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,การศึกษาอื่นๆ,ไตรมาส 4,3552,รวม,ภาคตะวันออกเฉียงเหนือ,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ไม่ทราบ,ไตรมาส 4,3553,รวม,ภาคตะวันออกเฉียงเหนือ,63.78,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,รวม,ไตรมาส 4,3554,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,60.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ไม่มีการศึกษา,ไตรมาส 4,3555,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,21.62,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ต่ำกว่าประถมศึกษา,ไตรมาส 4,3556,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,45.62,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ประถมศึกษา,ไตรมาส 4,3557,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,74.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนต้น,ไตรมาส 4,3558,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,55.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,3559,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,61.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,3560,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,55.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 4,3561,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,100.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาการ,ไตรมาส 4,3562,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,82.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,3563,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,79.12,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 4,3564,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,58.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,การศึกษาอื่นๆ,ไตรมาส 4,3565,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ไม่ทราบ,ไตรมาส 4,3566,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,60.32,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,รวม,ไตรมาส 4,3567,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,63.95,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ไม่มีการศึกษา,ไตรมาส 4,3568,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,22.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ต่ำกว่าประถมศึกษา,ไตรมาส 4,3569,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,52.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ประถมศึกษา,ไตรมาส 4,3570,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,77.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนต้น,ไตรมาส 4,3571,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,57.91,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,3572,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,72.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,3573,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,54.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 4,3574,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,100.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาการ,ไตรมาส 4,3575,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,77.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,3576,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,82.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 4,3577,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,73.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,การศึกษาอื่นๆ,ไตรมาส 4,3578,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ไม่ทราบ,ไตรมาส 4,3579,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,67.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,รวม,ไตรมาส 4,3580,รวม,ภาคใต้,67.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ไม่มีการศึกษา,ไตรมาส 4,3581,รวม,ภาคใต้,43.53,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ต่ำกว่าประถมศึกษา,ไตรมาส 4,3582,รวม,ภาคใต้,51.84,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ประถมศึกษา,ไตรมาส 4,3583,รวม,ภาคใต้,75.67,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนต้น,ไตรมาส 4,3584,รวม,ภาคใต้,61.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,3585,รวม,ภาคใต้,68.11,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,3586,รวม,ภาคใต้,72.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 4,3587,รวม,ภาคใต้,48.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาการ,ไตรมาส 4,3588,รวม,ภาคใต้,81.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,3589,รวม,ภาคใต้,81.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 4,3590,รวม,ภาคใต้,71.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,การศึกษาอื่นๆ,ไตรมาส 4,3591,รวม,ภาคใต้,71.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ไม่ทราบ,ไตรมาส 4,3592,รวม,ภาคใต้,77.35,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,รวม,ไตรมาส 4,3593,ในเขตเทศบาล,ภาคใต้,63.79,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ไม่มีการศึกษา,ไตรมาส 4,3594,ในเขตเทศบาล,ภาคใต้,45.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ต่ำกว่าประถมศึกษา,ไตรมาส 4,3595,ในเขตเทศบาล,ภาคใต้,45.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ประถมศึกษา,ไตรมาส 4,3596,ในเขตเทศบาล,ภาคใต้,72.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนต้น,ไตรมาส 4,3597,ในเขตเทศบาล,ภาคใต้,57.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,3598,ในเขตเทศบาล,ภาคใต้,60.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,3599,ในเขตเทศบาล,ภาคใต้,66.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 4,3600,ในเขตเทศบาล,ภาคใต้,50.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาการ,ไตรมาส 4,3601,ในเขตเทศบาล,ภาคใต้,80.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,3602,ในเขตเทศบาล,ภาคใต้,75.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 4,3603,ในเขตเทศบาล,ภาคใต้,62.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,การศึกษาอื่นๆ,ไตรมาส 4,3604,ในเขตเทศบาล,ภาคใต้,56.87,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ไม่ทราบ,ไตรมาส 4,3605,ในเขตเทศบาล,ภาคใต้,79.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,รวม,ไตรมาส 4,3606,นอกเขตเทศบาล,ภาคใต้,68.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ไม่มีการศึกษา,ไตรมาส 4,3607,นอกเขตเทศบาล,ภาคใต้,42.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ต่ำกว่าประถมศึกษา,ไตรมาส 4,3608,นอกเขตเทศบาล,ภาคใต้,54.48,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ประถมศึกษา,ไตรมาส 4,3609,นอกเขตเทศบาล,ภาคใต้,76.99,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนต้น,ไตรมาส 4,3610,นอกเขตเทศบาล,ภาคใต้,63.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,3611,นอกเขตเทศบาล,ภาคใต้,72.63,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,3612,นอกเขตเทศบาล,ภาคใต้,76.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 4,3613,นอกเขตเทศบาล,ภาคใต้,46.98,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาการ,ไตรมาส 4,3614,นอกเขตเทศบาล,ภาคใต้,82.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,3615,นอกเขตเทศบาล,ภาคใต้,85.11,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 4,3616,นอกเขตเทศบาล,ภาคใต้,79.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,การศึกษาอื่นๆ,ไตรมาส 4,3617,นอกเขตเทศบาล,ภาคใต้,73.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,ไม่ทราบ,ไตรมาส 4,3618,นอกเขตเทศบาล,ภาคใต้,71.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,รวม,ไตรมาส 1,3619,รวม,ทั่วประเทศ,66.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ไม่มีการศึกษา,ไตรมาส 1,3620,รวม,ทั่วประเทศ,52.59,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ต่ำกว่าประถมศึกษา,ไตรมาส 1,3621,รวม,ทั่วประเทศ,48.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ประถมศึกษา,ไตรมาส 1,3622,รวม,ทั่วประเทศ,73.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนต้น,ไตรมาส 1,3623,รวม,ทั่วประเทศ,62.51,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,3624,รวม,ทั่วประเทศ,66.92,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,3625,รวม,ทั่วประเทศ,70.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 1,3626,รวม,ทั่วประเทศ,69.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาการ,ไตรมาส 1,3627,รวม,ทั่วประเทศ,81.35,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาชีพ,ไตรมาส 1,3628,รวม,ทั่วประเทศ,83.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,3629,รวม,ทั่วประเทศ,63.75,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,การศึกษาอื่นๆ,ไตรมาส 1,3630,รวม,ทั่วประเทศ,89.99,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ไม่ทราบ,ไตรมาส 1,3631,รวม,ทั่วประเทศ,79.11,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,รวม,ไตรมาส 1,3632,ในเขตเทศบาล,ทั่วประเทศ,66.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ไม่มีการศึกษา,ไตรมาส 1,3633,ในเขตเทศบาล,ทั่วประเทศ,55.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ต่ำกว่าประถมศึกษา,ไตรมาส 1,3634,ในเขตเทศบาล,ทั่วประเทศ,44.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ประถมศึกษา,ไตรมาส 1,3635,ในเขตเทศบาล,ทั่วประเทศ,71.73,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนต้น,ไตรมาส 1,3636,ในเขตเทศบาล,ทั่วประเทศ,62.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,3637,ในเขตเทศบาล,ทั่วประเทศ,64.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,3638,ในเขตเทศบาล,ทั่วประเทศ,70.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 1,3639,ในเขตเทศบาล,ทั่วประเทศ,71.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาการ,ไตรมาส 1,3640,ในเขตเทศบาล,ทั่วประเทศ,81.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาชีพ,ไตรมาส 1,3641,ในเขตเทศบาล,ทั่วประเทศ,81.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,3642,ในเขตเทศบาล,ทั่วประเทศ,58.99,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,การศึกษาอื่นๆ,ไตรมาส 1,3643,ในเขตเทศบาล,ทั่วประเทศ,94.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ไม่ทราบ,ไตรมาส 1,3644,ในเขตเทศบาล,ทั่วประเทศ,77.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,รวม,ไตรมาส 1,3645,นอกเขตเทศบาล,ทั่วประเทศ,65.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ไม่มีการศึกษา,ไตรมาส 1,3646,นอกเขตเทศบาล,ทั่วประเทศ,50.95,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ต่ำกว่าประถมศึกษา,ไตรมาส 1,3647,นอกเขตเทศบาล,ทั่วประเทศ,49.83,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ประถมศึกษา,ไตรมาส 1,3648,นอกเขตเทศบาล,ทั่วประเทศ,74.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนต้น,ไตรมาส 1,3649,นอกเขตเทศบาล,ทั่วประเทศ,62.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,3650,นอกเขตเทศบาล,ทั่วประเทศ,69.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,3651,นอกเขตเทศบาล,ทั่วประเทศ,69.82,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 1,3652,นอกเขตเทศบาล,ทั่วประเทศ,66.82,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาการ,ไตรมาส 1,3653,นอกเขตเทศบาล,ทั่วประเทศ,82.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาชีพ,ไตรมาส 1,3654,นอกเขตเทศบาล,ทั่วประเทศ,84.63,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,3655,นอกเขตเทศบาล,ทั่วประเทศ,69.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,การศึกษาอื่นๆ,ไตรมาส 1,3656,นอกเขตเทศบาล,ทั่วประเทศ,83.83,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ไม่ทราบ,ไตรมาส 1,3657,นอกเขตเทศบาล,ทั่วประเทศ,84.64,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,รวม,ไตรมาส 1,3658,ในเขตเทศบาล,กรุงเทพมหานคร,71.59,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ไม่มีการศึกษา,ไตรมาส 1,3659,ในเขตเทศบาล,กรุงเทพมหานคร,52.82,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ต่ำกว่าประถมศึกษา,ไตรมาส 1,3660,ในเขตเทศบาล,กรุงเทพมหานคร,48.24,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ประถมศึกษา,ไตรมาส 1,3661,ในเขตเทศบาล,กรุงเทพมหานคร,74.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนต้น,ไตรมาส 1,3662,ในเขตเทศบาล,กรุงเทพมหานคร,69.11,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,3663,ในเขตเทศบาล,กรุงเทพมหานคร,66.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,3664,ในเขตเทศบาล,กรุงเทพมหานคร,73.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 1,3665,ในเขตเทศบาล,กรุงเทพมหานคร,100.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาการ,ไตรมาส 1,3666,ในเขตเทศบาล,กรุงเทพมหานคร,81.34,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาชีพ,ไตรมาส 1,3667,ในเขตเทศบาล,กรุงเทพมหานคร,80.24,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,3668,ในเขตเทศบาล,กรุงเทพมหานคร,53.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,การศึกษาอื่นๆ,ไตรมาส 1,3669,ในเขตเทศบาล,กรุงเทพมหานคร,100.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ไม่ทราบ,ไตรมาส 1,3670,ในเขตเทศบาล,กรุงเทพมหานคร,77.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,รวม,ไตรมาส 1,3671,รวม,ภาคกลาง,69.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ไม่มีการศึกษา,ไตรมาส 1,3672,รวม,ภาคกลาง,63.85,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ต่ำกว่าประถมศึกษา,ไตรมาส 1,3673,รวม,ภาคกลาง,46.47,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ประถมศึกษา,ไตรมาส 1,3674,รวม,ภาคกลาง,74.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนต้น,ไตรมาส 1,3675,รวม,ภาคกลาง,68.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,3676,รวม,ภาคกลาง,71.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,3677,รวม,ภาคกลาง,71.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 1,3678,รวม,ภาคกลาง,41.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาการ,ไตรมาส 1,3679,รวม,ภาคกลาง,81.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาชีพ,ไตรมาส 1,3680,รวม,ภาคกลาง,85.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,3681,รวม,ภาคกลาง,65.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,การศึกษาอื่นๆ,ไตรมาส 1,3682,รวม,ภาคกลาง,95.67,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ไม่ทราบ,ไตรมาส 1,3683,รวม,ภาคกลาง,79.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,รวม,ไตรมาส 1,3684,ในเขตเทศบาล,ภาคกลาง,69.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ไม่มีการศึกษา,ไตรมาส 1,3685,ในเขตเทศบาล,ภาคกลาง,66.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ต่ำกว่าประถมศึกษา,ไตรมาส 1,3686,ในเขตเทศบาล,ภาคกลาง,42.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ประถมศึกษา,ไตรมาส 1,3687,ในเขตเทศบาล,ภาคกลาง,71.69,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนต้น,ไตรมาส 1,3688,ในเขตเทศบาล,ภาคกลาง,67.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,3689,ในเขตเทศบาล,ภาคกลาง,69.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,3690,ในเขตเทศบาล,ภาคกลาง,70.79,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 1,3691,ในเขตเทศบาล,ภาคกลาง,41.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาการ,ไตรมาส 1,3692,ในเขตเทศบาล,ภาคกลาง,80.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาชีพ,ไตรมาส 1,3693,ในเขตเทศบาล,ภาคกลาง,84.32,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,3694,ในเขตเทศบาล,ภาคกลาง,62.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,การศึกษาอื่นๆ,ไตรมาส 1,3695,ในเขตเทศบาล,ภาคกลาง,95.81,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ไม่ทราบ,ไตรมาส 1,3696,ในเขตเทศบาล,ภาคกลาง,76.51,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,รวม,ไตรมาส 1,3697,นอกเขตเทศบาล,ภาคกลาง,69.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ไม่มีการศึกษา,ไตรมาส 1,3698,นอกเขตเทศบาล,ภาคกลาง,61.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ต่ำกว่าประถมศึกษา,ไตรมาส 1,3699,นอกเขตเทศบาล,ภาคกลาง,48.75,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,ประถมศึกษา,ไตรมาส 1,3700,นอกเขตเทศบาล,ภาคกลาง,75.64,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนต้น,ไตรมาส 1,3701,นอกเขตเทศบาล,ภาคกลาง,68.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,3702,นอกเขตเทศบาล,ภาคกลาง,72.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,3703,นอกเขตเทศบาล,ภาคกลาง,71.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
