จำนวน,_id,ปี,เพศ,จังหวัด,อุตสาหกรรม,ประเภทแรงงาน,หน่วย
2989,7112,2565,หญิง,กาญจนบุรี,การก่อสร้าง,แรงงานในระบบ,คน
18850,7113,2565,หญิง,กาญจนบุรี,การขายส่งการขายปลีก,แรงงานในระบบ,คน
621,7114,2565,หญิง,กาญจนบุรี,การขนส่ง,แรงงานในระบบ,คน
12312,7115,2565,หญิง,กาญจนบุรี,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
200,7116,2565,หญิง,กาญจนบุรี,ข้อมูลข่าวสารการสื่อสาร,แรงงานในระบบ,คน
918,7117,2565,หญิง,กาญจนบุรี,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
1193,7118,2565,หญิง,กาญจนบุรี,กิจกรรมการบริหาร,แรงงานในระบบ,คน
6393,7119,2565,หญิง,กาญจนบุรี,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
8079,7120,2565,หญิง,กาญจนบุรี,การศึกษา,แรงงานในระบบ,คน
5811,7121,2565,หญิง,กาญจนบุรี,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
162,7122,2565,หญิง,กาญจนบุรี,ศิลปะบันเทิง,แรงงานในระบบ,คน
1383,7123,2565,หญิง,กาญจนบุรี,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
1759,7124,2565,หญิง,กาญจนบุรี,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานในระบบ,คน
97798,7125,2565,ชาย,กาญจนบุรี,เกษตรกรรม,แรงงานนอกระบบ,คน
859,7126,2565,ชาย,กาญจนบุรี,เหมืองแร่เหมืองหิน,แรงงานนอกระบบ,คน
6262,7127,2565,ชาย,กาญจนบุรี,การผลิต,แรงงานนอกระบบ,คน
11503,7128,2565,ชาย,กาญจนบุรี,การก่อสร้าง,แรงงานนอกระบบ,คน
18533,7129,2565,ชาย,กาญจนบุรี,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
1869,7130,2565,ชาย,กาญจนบุรี,การขนส่ง,แรงงานนอกระบบ,คน
4051,7131,2565,ชาย,กาญจนบุรี,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
218,7132,2565,ชาย,กาญจนบุรี,กิจกรรมด้านการเงิน,แรงงานนอกระบบ,คน
612,7133,2565,ชาย,กาญจนบุรี,กิจกรรมทางวิชาชีพ,แรงงานนอกระบบ,คน
1496,7134,2565,ชาย,กาญจนบุรี,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
393,7135,2565,ชาย,กาญจนบุรี,บริหารราชการและป้องกันประเทศ,แรงงานนอกระบบ,คน
164,7136,2565,ชาย,กาญจนบุรี,การศึกษา,แรงงานนอกระบบ,คน
1319,7137,2565,ชาย,กาญจนบุรี,ศิลปะบันเทิง,แรงงานนอกระบบ,คน
1917,7138,2565,ชาย,กาญจนบุรี,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
79540,7139,2565,หญิง,กาญจนบุรี,เกษตรกรรม,แรงงานนอกระบบ,คน
294,7140,2565,หญิง,กาญจนบุรี,เหมืองแร่เหมืองหิน,แรงงานนอกระบบ,คน
6234,7141,2565,หญิง,กาญจนบุรี,การผลิต,แรงงานนอกระบบ,คน
364,7142,2565,หญิง,กาญจนบุรี,การก่อสร้าง,แรงงานนอกระบบ,คน
18778,7143,2565,หญิง,กาญจนบุรี,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
7759,7144,2565,หญิง,กาญจนบุรี,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
295,7145,2565,หญิง,กาญจนบุรี,กิจกรรมด้านการเงิน,แรงงานนอกระบบ,คน
632,7146,2565,หญิง,กาญจนบุรี,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
355,7147,2565,หญิง,กาญจนบุรี,บริหารราชการและป้องกันประเทศ,แรงงานนอกระบบ,คน
189,7148,2565,หญิง,กาญจนบุรี,การศึกษา,แรงงานนอกระบบ,คน
260,7149,2565,หญิง,กาญจนบุรี,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานนอกระบบ,คน
445,7150,2565,หญิง,กาญจนบุรี,ศิลปะบันเทิง,แรงงานนอกระบบ,คน
3210,7151,2565,หญิง,กาญจนบุรี,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
15380,7152,2565,ชาย,สุพรรณบุรี,เกษตรกรรม,แรงงานในระบบ,คน
536,7153,2565,ชาย,สุพรรณบุรี,เหมืองแร่เหมืองหิน,แรงงานในระบบ,คน
13429,7154,2565,ชาย,สุพรรณบุรี,การผลิต,แรงงานในระบบ,คน
256,7155,2565,ชาย,สุพรรณบุรี,ไฟฟ้าก๊าซและประปา,แรงงานในระบบ,คน
259,7156,2565,ชาย,สุพรรณบุรี,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานในระบบ,คน
7762,7157,2565,ชาย,สุพรรณบุรี,การก่อสร้าง,แรงงานในระบบ,คน
11987,7158,2565,ชาย,สุพรรณบุรี,การขายส่งการขายปลีก,แรงงานในระบบ,คน
3513,7159,2565,ชาย,สุพรรณบุรี,การขนส่ง,แรงงานในระบบ,คน
3543,7160,2565,ชาย,สุพรรณบุรี,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
318,7161,2565,ชาย,สุพรรณบุรี,ข้อมูลข่าวสารการสื่อสาร,แรงงานในระบบ,คน
1246,7162,2565,ชาย,สุพรรณบุรี,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
339,7163,2565,ชาย,สุพรรณบุรี,อสังหาริมทรัพย์,แรงงานในระบบ,คน
5930,7164,2565,ชาย,สุพรรณบุรี,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
2785,7165,2565,ชาย,สุพรรณบุรี,การศึกษา,แรงงานในระบบ,คน
1031,7166,2565,ชาย,สุพรรณบุรี,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
2894,7167,2565,ชาย,สุพรรณบุรี,ศิลปะบันเทิง,แรงงานในระบบ,คน
4558,7168,2565,ชาย,สุพรรณบุรี,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
218,7169,2565,ชาย,สุพรรณบุรี,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานในระบบ,คน
13998,7170,2565,หญิง,สุพรรณบุรี,เกษตรกรรม,แรงงานในระบบ,คน
301,7171,2565,หญิง,สุพรรณบุรี,เหมืองแร่เหมืองหิน,แรงงานในระบบ,คน
12848,7172,2565,หญิง,สุพรรณบุรี,การผลิต,แรงงานในระบบ,คน
1610,7173,2565,หญิง,สุพรรณบุรี,การก่อสร้าง,แรงงานในระบบ,คน
17271,7174,2565,หญิง,สุพรรณบุรี,การขายส่งการขายปลีก,แรงงานในระบบ,คน
694,7175,2565,หญิง,สุพรรณบุรี,การขนส่ง,แรงงานในระบบ,คน
6065,7176,2565,หญิง,สุพรรณบุรี,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
1453,7177,2565,หญิง,สุพรรณบุรี,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
731,7178,2565,หญิง,สุพรรณบุรี,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
162,7179,2565,หญิง,สุพรรณบุรี,กิจกรรมการบริหาร,แรงงานในระบบ,คน
3788,7180,2565,หญิง,สุพรรณบุรี,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
8217,7181,2565,หญิง,สุพรรณบุรี,การศึกษา,แรงงานในระบบ,คน
6108,7182,2565,หญิง,สุพรรณบุรี,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
1344,7183,2565,หญิง,สุพรรณบุรี,ศิลปะบันเทิง,แรงงานในระบบ,คน
3409,7184,2565,หญิง,สุพรรณบุรี,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
614,7185,2565,หญิง,สุพรรณบุรี,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานในระบบ,คน
111585,7186,2565,ชาย,สุพรรณบุรี,เกษตรกรรม,แรงงานนอกระบบ,คน
11036,7187,2565,ชาย,สุพรรณบุรี,การผลิต,แรงงานนอกระบบ,คน
10677,7188,2565,ชาย,สุพรรณบุรี,การก่อสร้าง,แรงงานนอกระบบ,คน
31151,7189,2565,ชาย,สุพรรณบุรี,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
1354,7190,2565,ชาย,สุพรรณบุรี,การขนส่ง,แรงงานนอกระบบ,คน
8636,7191,2565,ชาย,สุพรรณบุรี,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
267,7192,2565,ชาย,สุพรรณบุรี,กิจกรรมด้านการเงิน,แรงงานนอกระบบ,คน
428,7193,2565,ชาย,สุพรรณบุรี,กิจกรรมทางวิชาชีพ,แรงงานนอกระบบ,คน
348,7194,2565,ชาย,สุพรรณบุรี,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
219,7195,2565,ชาย,สุพรรณบุรี,บริหารราชการและป้องกันประเทศ,แรงงานนอกระบบ,คน
18550,7196,2565,ชาย,สุพรรณบุรี,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
74381,7197,2565,หญิง,สุพรรณบุรี,เกษตรกรรม,แรงงานนอกระบบ,คน
9773,7198,2565,หญิง,สุพรรณบุรี,การผลิต,แรงงานนอกระบบ,คน
1658,7199,2565,หญิง,สุพรรณบุรี,การก่อสร้าง,แรงงานนอกระบบ,คน
26153,7200,2565,หญิง,สุพรรณบุรี,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
11283,7201,2565,หญิง,สุพรรณบุรี,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
119,7202,2565,หญิง,สุพรรณบุรี,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
200,7203,2565,หญิง,สุพรรณบุรี,การศึกษา,แรงงานนอกระบบ,คน
728,7204,2565,หญิง,สุพรรณบุรี,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานนอกระบบ,คน
9495,7205,2565,หญิง,สุพรรณบุรี,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
9449,7206,2565,ชาย,นครปฐม,เกษตรกรรม,แรงงานในระบบ,คน
115812,7207,2565,ชาย,นครปฐม,การผลิต,แรงงานในระบบ,คน
2078,7208,2565,ชาย,นครปฐม,ไฟฟ้าก๊าซและประปา,แรงงานในระบบ,คน
694,7209,2565,ชาย,นครปฐม,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานในระบบ,คน
13045,7210,2565,ชาย,นครปฐม,การก่อสร้าง,แรงงานในระบบ,คน
34778,7211,2565,ชาย,นครปฐม,การขายส่งการขายปลีก,แรงงานในระบบ,คน
15526,7212,2565,ชาย,นครปฐม,การขนส่ง,แรงงานในระบบ,คน
6723,7213,2565,ชาย,นครปฐม,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
986,7214,2565,ชาย,นครปฐม,ข้อมูลข่าวสารการสื่อสาร,แรงงานในระบบ,คน
3314,7215,2565,ชาย,นครปฐม,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
491,7216,2565,ชาย,นครปฐม,อสังหาริมทรัพย์,แรงงานในระบบ,คน
1488,7217,2565,ชาย,นครปฐม,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
8258,7218,2565,ชาย,นครปฐม,กิจกรรมการบริหาร,แรงงานในระบบ,คน
17521,7219,2565,ชาย,นครปฐม,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
9914,7220,2565,ชาย,นครปฐม,การศึกษา,แรงงานในระบบ,คน
3128,7221,2565,ชาย,นครปฐม,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
1186,7222,2565,ชาย,นครปฐม,ศิลปะบันเทิง,แรงงานในระบบ,คน
1497,7223,2565,ชาย,นครปฐม,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
2871,7224,2565,ชาย,นครปฐม,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานในระบบ,คน
8995,7225,2565,หญิง,นครปฐม,เกษตรกรรม,แรงงานในระบบ,คน
97832,7226,2565,หญิง,นครปฐม,การผลิต,แรงงานในระบบ,คน
934,7227,2565,หญิง,นครปฐม,ไฟฟ้าก๊าซและประปา,แรงงานในระบบ,คน
507,7228,2565,หญิง,นครปฐม,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานในระบบ,คน
1176,7229,2565,หญิง,นครปฐม,การก่อสร้าง,แรงงานในระบบ,คน
34448,7230,2565,หญิง,นครปฐม,การขายส่งการขายปลีก,แรงงานในระบบ,คน
2171,7231,2565,หญิง,นครปฐม,การขนส่ง,แรงงานในระบบ,คน
18346,7232,2565,หญิง,นครปฐม,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
2142,7233,2565,หญิง,นครปฐม,ข้อมูลข่าวสารการสื่อสาร,แรงงานในระบบ,คน
6019,7234,2565,หญิง,นครปฐม,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
2567,7235,2565,หญิง,นครปฐม,อสังหาริมทรัพย์,แรงงานในระบบ,คน
5061,7236,2565,หญิง,นครปฐม,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
3017,7237,2565,หญิง,นครปฐม,กิจกรรมการบริหาร,แรงงานในระบบ,คน
12086,7238,2565,หญิง,นครปฐม,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
17834,7239,2565,หญิง,นครปฐม,การศึกษา,แรงงานในระบบ,คน
14318,7240,2565,หญิง,นครปฐม,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
2699,7241,2565,หญิง,นครปฐม,ศิลปะบันเทิง,แรงงานในระบบ,คน
2253,7242,2565,หญิง,นครปฐม,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
1971,7243,2565,หญิง,นครปฐม,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานในระบบ,คน
73982,7244,2565,ชาย,นครปฐม,เกษตรกรรม,แรงงานนอกระบบ,คน
10415,7245,2565,ชาย,นครปฐม,การผลิต,แรงงานนอกระบบ,คน
491,7246,2565,ชาย,นครปฐม,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานนอกระบบ,คน
11444,7247,2565,ชาย,นครปฐม,การก่อสร้าง,แรงงานนอกระบบ,คน
44002,7248,2565,ชาย,นครปฐม,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
5988,7249,2565,ชาย,นครปฐม,การขนส่ง,แรงงานนอกระบบ,คน
20157,7250,2565,ชาย,นครปฐม,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
499,7251,2565,ชาย,นครปฐม,อสังหาริมทรัพย์,แรงงานนอกระบบ,คน
2728,7252,2565,ชาย,นครปฐม,กิจกรรมทางวิชาชีพ,แรงงานนอกระบบ,คน
1098,7253,2565,ชาย,นครปฐม,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
662,7254,2565,ชาย,นครปฐม,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานนอกระบบ,คน
443,7255,2565,ชาย,นครปฐม,ศิลปะบันเทิง,แรงงานนอกระบบ,คน
3049,7256,2565,ชาย,นครปฐม,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
62568,7257,2565,หญิง,นครปฐม,เกษตรกรรม,แรงงานนอกระบบ,คน
9264,7258,2565,หญิง,นครปฐม,การผลิต,แรงงานนอกระบบ,คน
3332,7259,2565,หญิง,นครปฐม,การก่อสร้าง,แรงงานนอกระบบ,คน
42721,7260,2565,หญิง,นครปฐม,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
25210,7261,2565,หญิง,นครปฐม,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
1661,7262,2565,หญิง,นครปฐม,อสังหาริมทรัพย์,แรงงานนอกระบบ,คน
927,7263,2565,หญิง,นครปฐม,กิจกรรมทางวิชาชีพ,แรงงานนอกระบบ,คน
628,7264,2565,หญิง,นครปฐม,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
326,7265,2565,หญิง,นครปฐม,การศึกษา,แรงงานนอกระบบ,คน
643,7266,2565,หญิง,นครปฐม,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานนอกระบบ,คน
464,7267,2565,หญิง,นครปฐม,ศิลปะบันเทิง,แรงงานนอกระบบ,คน
14128,7268,2565,หญิง,นครปฐม,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
4171,7269,2565,ชาย,สมุทรสาคร,เกษตรกรรม,แรงงานในระบบ,คน
206134,7270,2565,ชาย,สมุทรสาคร,การผลิต,แรงงานในระบบ,คน
806,7271,2565,ชาย,สมุทรสาคร,ไฟฟ้าก๊าซและประปา,แรงงานในระบบ,คน
11188,7272,2565,ชาย,สมุทรสาคร,การก่อสร้าง,แรงงานในระบบ,คน
33176,7273,2565,ชาย,สมุทรสาคร,การขายส่งการขายปลีก,แรงงานในระบบ,คน
12299,7274,2565,ชาย,สมุทรสาคร,การขนส่ง,แรงงานในระบบ,คน
4607,7275,2565,ชาย,สมุทรสาคร,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
1729,7276,2565,ชาย,สมุทรสาคร,ข้อมูลข่าวสารการสื่อสาร,แรงงานในระบบ,คน
1343,7277,2565,ชาย,สมุทรสาคร,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
5278,7278,2565,ชาย,สมุทรสาคร,อสังหาริมทรัพย์,แรงงานในระบบ,คน
4931,7279,2565,ชาย,สมุทรสาคร,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
1391,7280,2565,ชาย,สมุทรสาคร,กิจกรรมการบริหาร,แรงงานในระบบ,คน
10521,7281,2565,ชาย,สมุทรสาคร,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
2304,7282,2565,ชาย,สมุทรสาคร,การศึกษา,แรงงานในระบบ,คน
849,7283,2565,ชาย,สมุทรสาคร,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
248,7284,2565,ชาย,สมุทรสาคร,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
991,7285,2565,หญิง,สมุทรสาคร,เกษตรกรรม,แรงงานในระบบ,คน
207366,7286,2565,หญิง,สมุทรสาคร,การผลิต,แรงงานในระบบ,คน
745,7287,2565,หญิง,สมุทรสาคร,ไฟฟ้าก๊าซและประปา,แรงงานในระบบ,คน
5944,7288,2565,หญิง,สมุทรสาคร,การก่อสร้าง,แรงงานในระบบ,คน
27183,7289,2565,หญิง,สมุทรสาคร,การขายส่งการขายปลีก,แรงงานในระบบ,คน
4415,7290,2565,หญิง,สมุทรสาคร,การขนส่ง,แรงงานในระบบ,คน
9733,7291,2565,หญิง,สมุทรสาคร,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
737,7292,2565,หญิง,สมุทรสาคร,ข้อมูลข่าวสารการสื่อสาร,แรงงานในระบบ,คน
3499,7293,2565,หญิง,สมุทรสาคร,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
2525,7294,2565,หญิง,สมุทรสาคร,อสังหาริมทรัพย์,แรงงานในระบบ,คน
4866,7295,2565,หญิง,สมุทรสาคร,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
483,7296,2565,หญิง,สมุทรสาคร,กิจกรรมการบริหาร,แรงงานในระบบ,คน
1494,7297,2565,หญิง,สมุทรสาคร,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
9373,7298,2565,หญิง,สมุทรสาคร,การศึกษา,แรงงานในระบบ,คน
16303,7299,2565,หญิง,สมุทรสาคร,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
1626,7300,2565,หญิง,สมุทรสาคร,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
1695,7301,2565,หญิง,สมุทรสาคร,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานในระบบ,คน
4966,7302,2565,ชาย,สมุทรสาคร,เกษตรกรรม,แรงงานนอกระบบ,คน
681,7303,2565,ชาย,สมุทรสาคร,เหมืองแร่เหมืองหิน,แรงงานนอกระบบ,คน
10936,7304,2565,ชาย,สมุทรสาคร,การผลิต,แรงงานนอกระบบ,คน
4557,7305,2565,ชาย,สมุทรสาคร,การก่อสร้าง,แรงงานนอกระบบ,คน
19642,7306,2565,ชาย,สมุทรสาคร,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
19797,7307,2565,ชาย,สมุทรสาคร,การขนส่ง,แรงงานนอกระบบ,คน
7478,7308,2565,ชาย,สมุทรสาคร,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
1276,7309,2565,ชาย,สมุทรสาคร,อสังหาริมทรัพย์,แรงงานนอกระบบ,คน
889,7310,2565,ชาย,สมุทรสาคร,กิจกรรมทางวิชาชีพ,แรงงานนอกระบบ,คน
1223,7311,2565,ชาย,สมุทรสาคร,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานนอกระบบ,คน
6159,7312,2565,ชาย,สมุทรสาคร,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
5680,7313,2565,หญิง,สมุทรสาคร,เกษตรกรรม,แรงงานนอกระบบ,คน
298,7314,2565,หญิง,สมุทรสาคร,เหมืองแร่เหมืองหิน,แรงงานนอกระบบ,คน
9023,7315,2565,หญิง,สมุทรสาคร,การผลิต,แรงงานนอกระบบ,คน
728,7316,2565,หญิง,สมุทรสาคร,การก่อสร้าง,แรงงานนอกระบบ,คน
29923,7317,2565,หญิง,สมุทรสาคร,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
5667,7318,2565,หญิง,สมุทรสาคร,การขนส่ง,แรงงานนอกระบบ,คน
13235,7319,2565,หญิง,สมุทรสาคร,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
993,7320,2565,หญิง,สมุทรสาคร,อสังหาริมทรัพย์,แรงงานนอกระบบ,คน
298,7321,2565,หญิง,สมุทรสาคร,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
1818,7322,2565,หญิง,สมุทรสาคร,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานนอกระบบ,คน
575,7323,2565,หญิง,สมุทรสาคร,ศิลปะบันเทิง,แรงงานนอกระบบ,คน
3043,7324,2565,หญิง,สมุทรสาคร,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
668,7325,2565,หญิง,สมุทรสาคร,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานนอกระบบ,คน
2289,7326,2565,ชาย,สมุทรสงคราม,เกษตรกรรม,แรงงานในระบบ,คน
9780,7327,2565,ชาย,สมุทรสงคราม,การผลิต,แรงงานในระบบ,คน
245,7328,2565,ชาย,สมุทรสงคราม,ไฟฟ้าก๊าซและประปา,แรงงานในระบบ,คน
64,7329,2565,ชาย,สมุทรสงคราม,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานในระบบ,คน
2499,7330,2565,ชาย,สมุทรสงคราม,การก่อสร้าง,แรงงานในระบบ,คน
6159,7331,2565,ชาย,สมุทรสงคราม,การขายส่งการขายปลีก,แรงงานในระบบ,คน
1610,7332,2565,ชาย,สมุทรสงคราม,การขนส่ง,แรงงานในระบบ,คน
2138,7333,2565,ชาย,สมุทรสงคราม,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
31,7334,2565,ชาย,สมุทรสงคราม,ข้อมูลข่าวสารการสื่อสาร,แรงงานในระบบ,คน
300,7335,2565,ชาย,สมุทรสงคราม,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
518,7336,2565,ชาย,สมุทรสงคราม,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
606,7337,2565,ชาย,สมุทรสงคราม,กิจกรรมการบริหาร,แรงงานในระบบ,คน
2884,7338,2565,ชาย,สมุทรสงคราม,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
967,7339,2565,ชาย,สมุทรสงคราม,การศึกษา,แรงงานในระบบ,คน
345,7340,2565,ชาย,สมุทรสงคราม,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
119,7341,2565,ชาย,สมุทรสงคราม,ศิลปะบันเทิง,แรงงานในระบบ,คน
1100,7342,2565,ชาย,สมุทรสงคราม,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
979,7343,2565,หญิง,สมุทรสงคราม,เกษตรกรรม,แรงงานในระบบ,คน
10388,7344,2565,หญิง,สมุทรสงคราม,การผลิต,แรงงานในระบบ,คน
60,7345,2565,หญิง,สมุทรสงคราม,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานในระบบ,คน
291,7346,2565,หญิง,สมุทรสงคราม,การก่อสร้าง,แรงงานในระบบ,คน
5240,7347,2565,หญิง,สมุทรสงคราม,การขายส่งการขายปลีก,แรงงานในระบบ,คน
349,7348,2565,หญิง,สมุทรสงคราม,การขนส่ง,แรงงานในระบบ,คน
2757,7349,2565,หญิง,สมุทรสงคราม,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
397,7350,2565,หญิง,สมุทรสงคราม,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
42,7351,2565,หญิง,สมุทรสงคราม,อสังหาริมทรัพย์,แรงงานในระบบ,คน
976,7352,2565,หญิง,สมุทรสงคราม,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
222,7353,2565,หญิง,สมุทรสงคราม,กิจกรรมการบริหาร,แรงงานในระบบ,คน
2377,7354,2565,หญิง,สมุทรสงคราม,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
2225,7355,2565,หญิง,สมุทรสงคราม,การศึกษา,แรงงานในระบบ,คน
1867,7356,2565,หญิง,สมุทรสงคราม,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
247,7357,2565,หญิง,สมุทรสงคราม,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
643,7358,2565,หญิง,สมุทรสงคราม,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานในระบบ,คน
7005,7359,2565,ชาย,สมุทรสงคราม,เกษตรกรรม,แรงงานนอกระบบ,คน
69,7360,2565,ชาย,สมุทรสงคราม,เหมืองแร่เหมืองหิน,แรงงานนอกระบบ,คน
2738,7361,2565,ชาย,สมุทรสงคราม,การผลิต,แรงงานนอกระบบ,คน
2401,7362,2565,ชาย,สมุทรสงคราม,การก่อสร้าง,แรงงานนอกระบบ,คน
5216,7363,2565,ชาย,สมุทรสงคราม,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
1663,7364,2565,ชาย,สมุทรสงคราม,การขนส่ง,แรงงานนอกระบบ,คน
2153,7365,2565,ชาย,สมุทรสงคราม,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
18,7366,2565,ชาย,สมุทรสงคราม,กิจกรรมด้านการเงิน,แรงงานนอกระบบ,คน
190,7367,2565,ชาย,สมุทรสงคราม,อสังหาริมทรัพย์,แรงงานนอกระบบ,คน
271,7368,2565,ชาย,สมุทรสงคราม,กิจกรรมทางวิชาชีพ,แรงงานนอกระบบ,คน
85,7369,2565,ชาย,สมุทรสงคราม,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
211,7370,2565,ชาย,สมุทรสงคราม,บริหารราชการและป้องกันประเทศ,แรงงานนอกระบบ,คน
44,7371,2565,ชาย,สมุทรสงคราม,การศึกษา,แรงงานนอกระบบ,คน
40,7372,2565,ชาย,สมุทรสงคราม,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานนอกระบบ,คน
