จำนวน,_id,ปี,เพศ,จังหวัด,อุตสาหกรรม,ประเภทแรงงาน,หน่วย
681,17379,2565,ชาย,กำแพงเพชร,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
4350,17380,2565,ชาย,กำแพงเพชร,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
562,17381,2565,ชาย,กำแพงเพชร,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
432,17382,2565,ชาย,กำแพงเพชร,กิจกรรมการบริหาร,แรงงานในระบบ,คน
4428,17383,2565,ชาย,กำแพงเพชร,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
3499,17384,2565,ชาย,กำแพงเพชร,การศึกษา,แรงงานในระบบ,คน
1325,17385,2565,ชาย,กำแพงเพชร,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
335,17386,2565,ชาย,กำแพงเพชร,ศิลปะบันเทิง,แรงงานในระบบ,คน
1121,17387,2565,ชาย,กำแพงเพชร,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
321,17388,2565,ชาย,กำแพงเพชร,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานในระบบ,คน
1166,17389,2565,หญิง,กำแพงเพชร,เกษตรกรรม,แรงงานในระบบ,คน
298,17390,2565,หญิง,กำแพงเพชร,เหมืองแร่เหมืองหิน,แรงงานในระบบ,คน
2491,17391,2565,หญิง,กำแพงเพชร,การผลิต,แรงงานในระบบ,คน
946,17392,2565,หญิง,กำแพงเพชร,การก่อสร้าง,แรงงานในระบบ,คน
8147,17393,2565,หญิง,กำแพงเพชร,การขายส่งการขายปลีก,แรงงานในระบบ,คน
241,17394,2565,หญิง,กำแพงเพชร,การขนส่ง,แรงงานในระบบ,คน
3125,17395,2565,หญิง,กำแพงเพชร,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
116,17396,2565,หญิง,กำแพงเพชร,ข้อมูลข่าวสารการสื่อสาร,แรงงานในระบบ,คน
2053,17397,2565,หญิง,กำแพงเพชร,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
329,17398,2565,หญิง,กำแพงเพชร,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
621,17399,2565,หญิง,กำแพงเพชร,กิจกรรมการบริหาร,แรงงานในระบบ,คน
7086,17400,2565,หญิง,กำแพงเพชร,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
8716,17401,2565,หญิง,กำแพงเพชร,การศึกษา,แรงงานในระบบ,คน
3658,17402,2565,หญิง,กำแพงเพชร,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
181,17403,2565,หญิง,กำแพงเพชร,ศิลปะบันเทิง,แรงงานในระบบ,คน
939,17404,2565,หญิง,กำแพงเพชร,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
1712,17405,2565,หญิง,กำแพงเพชร,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานในระบบ,คน
113881,17406,2565,ชาย,กำแพงเพชร,เกษตรกรรม,แรงงานนอกระบบ,คน
5290,17407,2565,ชาย,กำแพงเพชร,การผลิต,แรงงานนอกระบบ,คน
12740,17408,2565,ชาย,กำแพงเพชร,การก่อสร้าง,แรงงานนอกระบบ,คน
22627,17409,2565,ชาย,กำแพงเพชร,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
5571,17410,2565,ชาย,กำแพงเพชร,การขนส่ง,แรงงานนอกระบบ,คน
4902,17411,2565,ชาย,กำแพงเพชร,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
556,17412,2565,ชาย,กำแพงเพชร,ข้อมูลข่าวสารการสื่อสาร,แรงงานนอกระบบ,คน
559,17413,2565,ชาย,กำแพงเพชร,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
103,17414,2565,ชาย,กำแพงเพชร,บริหารราชการและป้องกันประเทศ,แรงงานนอกระบบ,คน
1355,17415,2565,ชาย,กำแพงเพชร,ศิลปะบันเทิง,แรงงานนอกระบบ,คน
13514,17416,2565,ชาย,กำแพงเพชร,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
81780,17417,2565,หญิง,กำแพงเพชร,เกษตรกรรม,แรงงานนอกระบบ,คน
5493,17418,2565,หญิง,กำแพงเพชร,การผลิต,แรงงานนอกระบบ,คน
2209,17419,2565,หญิง,กำแพงเพชร,การก่อสร้าง,แรงงานนอกระบบ,คน
22631,17420,2565,หญิง,กำแพงเพชร,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
106,17421,2565,หญิง,กำแพงเพชร,การขนส่ง,แรงงานนอกระบบ,คน
13717,17422,2565,หญิง,กำแพงเพชร,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
622,17423,2565,หญิง,กำแพงเพชร,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
661,17424,2565,หญิง,กำแพงเพชร,บริหารราชการและป้องกันประเทศ,แรงงานนอกระบบ,คน
197,17425,2565,หญิง,กำแพงเพชร,การศึกษา,แรงงานนอกระบบ,คน
571,17426,2565,หญิง,กำแพงเพชร,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานนอกระบบ,คน
2075,17427,2565,หญิง,กำแพงเพชร,ศิลปะบันเทิง,แรงงานนอกระบบ,คน
10543,17428,2565,หญิง,กำแพงเพชร,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
8665,17429,2565,ชาย,ตาก,เกษตรกรรม,แรงงานในระบบ,คน
4294,17430,2565,ชาย,ตาก,การผลิต,แรงงานในระบบ,คน
129,17431,2565,ชาย,ตาก,ไฟฟ้าก๊าซและประปา,แรงงานในระบบ,คน
120,17432,2565,ชาย,ตาก,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานในระบบ,คน
5912,17433,2565,ชาย,ตาก,การก่อสร้าง,แรงงานในระบบ,คน
6579,17434,2565,ชาย,ตาก,การขายส่งการขายปลีก,แรงงานในระบบ,คน
1266,17435,2565,ชาย,ตาก,การขนส่ง,แรงงานในระบบ,คน
698,17436,2565,ชาย,ตาก,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
95,17437,2565,ชาย,ตาก,ข้อมูลข่าวสารการสื่อสาร,แรงงานในระบบ,คน
503,17438,2565,ชาย,ตาก,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
881,17439,2565,ชาย,ตาก,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
101,17440,2565,ชาย,ตาก,กิจกรรมการบริหาร,แรงงานในระบบ,คน
12263,17441,2565,ชาย,ตาก,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
2182,17442,2565,ชาย,ตาก,การศึกษา,แรงงานในระบบ,คน
3231,17443,2565,ชาย,ตาก,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
504,17444,2565,ชาย,ตาก,ศิลปะบันเทิง,แรงงานในระบบ,คน
710,17445,2565,ชาย,ตาก,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
354,17446,2565,ชาย,ตาก,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานในระบบ,คน
6858,17447,2565,หญิง,ตาก,เกษตรกรรม,แรงงานในระบบ,คน
3266,17448,2565,หญิง,ตาก,การผลิต,แรงงานในระบบ,คน
38,17449,2565,หญิง,ตาก,ไฟฟ้าก๊าซและประปา,แรงงานในระบบ,คน
452,17450,2565,หญิง,ตาก,การก่อสร้าง,แรงงานในระบบ,คน
6551,17451,2565,หญิง,ตาก,การขายส่งการขายปลีก,แรงงานในระบบ,คน
785,17452,2565,หญิง,ตาก,การขนส่ง,แรงงานในระบบ,คน
1071,17453,2565,หญิง,ตาก,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
390,17454,2565,หญิง,ตาก,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
246,17455,2565,หญิง,ตาก,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
105,17456,2565,หญิง,ตาก,กิจกรรมการบริหาร,แรงงานในระบบ,คน
5605,17457,2565,หญิง,ตาก,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
5438,17458,2565,หญิง,ตาก,การศึกษา,แรงงานในระบบ,คน
5799,17459,2565,หญิง,ตาก,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
172,17460,2565,หญิง,ตาก,ศิลปะบันเทิง,แรงงานในระบบ,คน
281,17461,2565,หญิง,ตาก,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
590,17462,2565,หญิง,ตาก,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานในระบบ,คน
73202,17463,2565,ชาย,ตาก,เกษตรกรรม,แรงงานนอกระบบ,คน
4660,17464,2565,ชาย,ตาก,การผลิต,แรงงานนอกระบบ,คน
4911,17465,2565,ชาย,ตาก,การก่อสร้าง,แรงงานนอกระบบ,คน
11934,17466,2565,ชาย,ตาก,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
1311,17467,2565,ชาย,ตาก,การขนส่ง,แรงงานนอกระบบ,คน
3619,17468,2565,ชาย,ตาก,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
122,17469,2565,ชาย,ตาก,อสังหาริมทรัพย์,แรงงานนอกระบบ,คน
143,17470,2565,ชาย,ตาก,กิจกรรมทางวิชาชีพ,แรงงานนอกระบบ,คน
370,17471,2565,ชาย,ตาก,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
642,17472,2565,ชาย,ตาก,บริหารราชการและป้องกันประเทศ,แรงงานนอกระบบ,คน
351,17473,2565,ชาย,ตาก,การศึกษา,แรงงานนอกระบบ,คน
1031,17474,2565,ชาย,ตาก,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
104,17475,2565,ชาย,ตาก,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานนอกระบบ,คน
51842,17476,2565,หญิง,ตาก,เกษตรกรรม,แรงงานนอกระบบ,คน
6545,17477,2565,หญิง,ตาก,การผลิต,แรงงานนอกระบบ,คน
332,17478,2565,หญิง,ตาก,การก่อสร้าง,แรงงานนอกระบบ,คน
15619,17479,2565,หญิง,ตาก,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
6398,17480,2565,หญิง,ตาก,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
572,17481,2565,หญิง,ตาก,อสังหาริมทรัพย์,แรงงานนอกระบบ,คน
161,17482,2565,หญิง,ตาก,กิจกรรมทางวิชาชีพ,แรงงานนอกระบบ,คน
188,17483,2565,หญิง,ตาก,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
418,17484,2565,หญิง,ตาก,บริหารราชการและป้องกันประเทศ,แรงงานนอกระบบ,คน
199,17485,2565,หญิง,ตาก,การศึกษา,แรงงานนอกระบบ,คน
228,17486,2565,หญิง,ตาก,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานนอกระบบ,คน
737,17487,2565,หญิง,ตาก,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
3744,17488,2565,ชาย,สุโขทัย,เกษตรกรรม,แรงงานในระบบ,คน
1000,17489,2565,ชาย,สุโขทัย,เหมืองแร่เหมืองหิน,แรงงานในระบบ,คน
4344,17490,2565,ชาย,สุโขทัย,การผลิต,แรงงานในระบบ,คน
194,17491,2565,ชาย,สุโขทัย,ไฟฟ้าก๊าซและประปา,แรงงานในระบบ,คน
5133,17492,2565,ชาย,สุโขทัย,การก่อสร้าง,แรงงานในระบบ,คน
8874,17493,2565,ชาย,สุโขทัย,การขายส่งการขายปลีก,แรงงานในระบบ,คน
3098,17494,2565,ชาย,สุโขทัย,การขนส่ง,แรงงานในระบบ,คน
1176,17495,2565,ชาย,สุโขทัย,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
333,17496,2565,ชาย,สุโขทัย,ข้อมูลข่าวสารการสื่อสาร,แรงงานในระบบ,คน
625,17497,2565,ชาย,สุโขทัย,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
219,17498,2565,ชาย,สุโขทัย,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
359,17499,2565,ชาย,สุโขทัย,กิจกรรมการบริหาร,แรงงานในระบบ,คน
7376,17500,2565,ชาย,สุโขทัย,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
686,17501,2565,ชาย,สุโขทัย,การศึกษา,แรงงานในระบบ,คน
287,17502,2565,ชาย,สุโขทัย,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
1141,17503,2565,ชาย,สุโขทัย,ศิลปะบันเทิง,แรงงานในระบบ,คน
91,17504,2565,ชาย,สุโขทัย,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
7632,17505,2565,หญิง,สุโขทัย,เกษตรกรรม,แรงงานในระบบ,คน
582,17506,2565,หญิง,สุโขทัย,เหมืองแร่เหมืองหิน,แรงงานในระบบ,คน
6053,17507,2565,หญิง,สุโขทัย,การผลิต,แรงงานในระบบ,คน
81,17508,2565,หญิง,สุโขทัย,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานในระบบ,คน
3632,17509,2565,หญิง,สุโขทัย,การก่อสร้าง,แรงงานในระบบ,คน
9461,17510,2565,หญิง,สุโขทัย,การขายส่งการขายปลีก,แรงงานในระบบ,คน
952,17511,2565,หญิง,สุโขทัย,การขนส่ง,แรงงานในระบบ,คน
2250,17512,2565,หญิง,สุโขทัย,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
524,17513,2565,หญิง,สุโขทัย,ข้อมูลข่าวสารการสื่อสาร,แรงงานในระบบ,คน
1835,17514,2565,หญิง,สุโขทัย,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
289,17515,2565,หญิง,สุโขทัย,อสังหาริมทรัพย์,แรงงานในระบบ,คน
1136,17516,2565,หญิง,สุโขทัย,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
1517,17517,2565,หญิง,สุโขทัย,กิจกรรมการบริหาร,แรงงานในระบบ,คน
8373,17518,2565,หญิง,สุโขทัย,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
6579,17519,2565,หญิง,สุโขทัย,การศึกษา,แรงงานในระบบ,คน
5002,17520,2565,หญิง,สุโขทัย,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
534,17521,2565,หญิง,สุโขทัย,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
1314,17522,2565,หญิง,สุโขทัย,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานในระบบ,คน
102096,17523,2565,ชาย,สุโขทัย,เกษตรกรรม,แรงงานนอกระบบ,คน
6701,17524,2565,ชาย,สุโขทัย,การผลิต,แรงงานนอกระบบ,คน
8439,17525,2565,ชาย,สุโขทัย,การก่อสร้าง,แรงงานนอกระบบ,คน
18159,17526,2565,ชาย,สุโขทัย,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
1086,17527,2565,ชาย,สุโขทัย,การขนส่ง,แรงงานนอกระบบ,คน
7458,17528,2565,ชาย,สุโขทัย,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
81,17529,2565,ชาย,สุโขทัย,อสังหาริมทรัพย์,แรงงานนอกระบบ,คน
232,17530,2565,ชาย,สุโขทัย,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
135,17531,2565,ชาย,สุโขทัย,บริหารราชการและป้องกันประเทศ,แรงงานนอกระบบ,คน
820,17532,2565,ชาย,สุโขทัย,ศิลปะบันเทิง,แรงงานนอกระบบ,คน
2659,17533,2565,ชาย,สุโขทัย,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
114,17534,2565,ชาย,สุโขทัย,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานนอกระบบ,คน
63576,17535,2565,หญิง,สุโขทัย,เกษตรกรรม,แรงงานนอกระบบ,คน
8972,17536,2565,หญิง,สุโขทัย,การผลิต,แรงงานนอกระบบ,คน
85,17537,2565,หญิง,สุโขทัย,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานนอกระบบ,คน
2712,17538,2565,หญิง,สุโขทัย,การก่อสร้าง,แรงงานนอกระบบ,คน
17599,17539,2565,หญิง,สุโขทัย,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
11450,17540,2565,หญิง,สุโขทัย,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
333,17541,2565,หญิง,สุโขทัย,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
811,17542,2565,หญิง,สุโขทัย,บริหารราชการและป้องกันประเทศ,แรงงานนอกระบบ,คน
124,17543,2565,หญิง,สุโขทัย,การศึกษา,แรงงานนอกระบบ,คน
435,17544,2565,หญิง,สุโขทัย,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานนอกระบบ,คน
83,17545,2565,หญิง,สุโขทัย,ศิลปะบันเทิง,แรงงานนอกระบบ,คน
3038,17546,2565,หญิง,สุโขทัย,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
9866,17547,2565,ชาย,พิษณุโลก,เกษตรกรรม,แรงงานในระบบ,คน
1424,17548,2565,ชาย,พิษณุโลก,เหมืองแร่เหมืองหิน,แรงงานในระบบ,คน
15619,17549,2565,ชาย,พิษณุโลก,การผลิต,แรงงานในระบบ,คน
630,17550,2565,ชาย,พิษณุโลก,ไฟฟ้าก๊าซและประปา,แรงงานในระบบ,คน
1171,17551,2565,ชาย,พิษณุโลก,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานในระบบ,คน
3515,17552,2565,ชาย,พิษณุโลก,การก่อสร้าง,แรงงานในระบบ,คน
14037,17553,2565,ชาย,พิษณุโลก,การขายส่งการขายปลีก,แรงงานในระบบ,คน
5185,17554,2565,ชาย,พิษณุโลก,การขนส่ง,แรงงานในระบบ,คน
1388,17555,2565,ชาย,พิษณุโลก,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
366,17556,2565,ชาย,พิษณุโลก,ข้อมูลข่าวสารการสื่อสาร,แรงงานในระบบ,คน
3394,17557,2565,ชาย,พิษณุโลก,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
1107,17558,2565,ชาย,พิษณุโลก,อสังหาริมทรัพย์,แรงงานในระบบ,คน
469,17559,2565,ชาย,พิษณุโลก,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
1802,17560,2565,ชาย,พิษณุโลก,กิจกรรมการบริหาร,แรงงานในระบบ,คน
10707,17561,2565,ชาย,พิษณุโลก,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
3111,17562,2565,ชาย,พิษณุโลก,การศึกษา,แรงงานในระบบ,คน
2551,17563,2565,ชาย,พิษณุโลก,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
732,17564,2565,ชาย,พิษณุโลก,ศิลปะบันเทิง,แรงงานในระบบ,คน
1753,17565,2565,ชาย,พิษณุโลก,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
9242,17566,2565,หญิง,พิษณุโลก,เกษตรกรรม,แรงงานในระบบ,คน
1092,17567,2565,หญิง,พิษณุโลก,เหมืองแร่เหมืองหิน,แรงงานในระบบ,คน
8332,17568,2565,หญิง,พิษณุโลก,การผลิต,แรงงานในระบบ,คน
903,17569,2565,หญิง,พิษณุโลก,ไฟฟ้าก๊าซและประปา,แรงงานในระบบ,คน
2562,17570,2565,หญิง,พิษณุโลก,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานในระบบ,คน
649,17571,2565,หญิง,พิษณุโลก,การก่อสร้าง,แรงงานในระบบ,คน
15261,17572,2565,หญิง,พิษณุโลก,การขายส่งการขายปลีก,แรงงานในระบบ,คน
2027,17573,2565,หญิง,พิษณุโลก,การขนส่ง,แรงงานในระบบ,คน
3371,17574,2565,หญิง,พิษณุโลก,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
2045,17575,2565,หญิง,พิษณุโลก,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
1483,17576,2565,หญิง,พิษณุโลก,อสังหาริมทรัพย์,แรงงานในระบบ,คน
1089,17577,2565,หญิง,พิษณุโลก,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
2496,17578,2565,หญิง,พิษณุโลก,กิจกรรมการบริหาร,แรงงานในระบบ,คน
8998,17579,2565,หญิง,พิษณุโลก,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
6981,17580,2565,หญิง,พิษณุโลก,การศึกษา,แรงงานในระบบ,คน
7226,17581,2565,หญิง,พิษณุโลก,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
175,17582,2565,หญิง,พิษณุโลก,ศิลปะบันเทิง,แรงงานในระบบ,คน
779,17583,2565,หญิง,พิษณุโลก,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
1634,17584,2565,หญิง,พิษณุโลก,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานในระบบ,คน
114434,17585,2565,ชาย,พิษณุโลก,เกษตรกรรม,แรงงานนอกระบบ,คน
13052,17586,2565,ชาย,พิษณุโลก,การผลิต,แรงงานนอกระบบ,คน
327,17587,2565,ชาย,พิษณุโลก,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานนอกระบบ,คน
20762,17588,2565,ชาย,พิษณุโลก,การก่อสร้าง,แรงงานนอกระบบ,คน
20815,17589,2565,ชาย,พิษณุโลก,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
2782,17590,2565,ชาย,พิษณุโลก,การขนส่ง,แรงงานนอกระบบ,คน
7205,17591,2565,ชาย,พิษณุโลก,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
107,17592,2565,ชาย,พิษณุโลก,กิจกรรมด้านการเงิน,แรงงานนอกระบบ,คน
852,17593,2565,ชาย,พิษณุโลก,อสังหาริมทรัพย์,แรงงานนอกระบบ,คน
1532,17594,2565,ชาย,พิษณุโลก,กิจกรรมทางวิชาชีพ,แรงงานนอกระบบ,คน
1257,17595,2565,ชาย,พิษณุโลก,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
974,17596,2565,ชาย,พิษณุโลก,การศึกษา,แรงงานนอกระบบ,คน
123,17597,2565,ชาย,พิษณุโลก,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานนอกระบบ,คน
554,17598,2565,ชาย,พิษณุโลก,ศิลปะบันเทิง,แรงงานนอกระบบ,คน
1862,17599,2565,ชาย,พิษณุโลก,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
94714,17600,2565,หญิง,พิษณุโลก,เกษตรกรรม,แรงงานนอกระบบ,คน
10965,17601,2565,หญิง,พิษณุโลก,การผลิต,แรงงานนอกระบบ,คน
118,17602,2565,หญิง,พิษณุโลก,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานนอกระบบ,คน
8777,17603,2565,หญิง,พิษณุโลก,การก่อสร้าง,แรงงานนอกระบบ,คน
23147,17604,2565,หญิง,พิษณุโลก,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
254,17605,2565,หญิง,พิษณุโลก,การขนส่ง,แรงงานนอกระบบ,คน
17454,17606,2565,หญิง,พิษณุโลก,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
185,17607,2565,หญิง,พิษณุโลก,กิจกรรมด้านการเงิน,แรงงานนอกระบบ,คน
1581,17608,2565,หญิง,พิษณุโลก,อสังหาริมทรัพย์,แรงงานนอกระบบ,คน
106,17609,2565,หญิง,พิษณุโลก,กิจกรรมทางวิชาชีพ,แรงงานนอกระบบ,คน
109,17610,2565,หญิง,พิษณุโลก,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
673,17611,2565,หญิง,พิษณุโลก,การศึกษา,แรงงานนอกระบบ,คน
159,17612,2565,หญิง,พิษณุโลก,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานนอกระบบ,คน
92,17613,2565,หญิง,พิษณุโลก,ศิลปะบันเทิง,แรงงานนอกระบบ,คน
3957,17614,2565,หญิง,พิษณุโลก,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
1306,17615,2565,ชาย,พิจิตร,เกษตรกรรม,แรงงานในระบบ,คน
5038,17616,2565,ชาย,พิจิตร,การผลิต,แรงงานในระบบ,คน
340,17617,2565,ชาย,พิจิตร,ไฟฟ้าก๊าซและประปา,แรงงานในระบบ,คน
482,17618,2565,ชาย,พิจิตร,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานในระบบ,คน
2112,17619,2565,ชาย,พิจิตร,การก่อสร้าง,แรงงานในระบบ,คน
4479,17620,2565,ชาย,พิจิตร,การขายส่งการขายปลีก,แรงงานในระบบ,คน
1612,17621,2565,ชาย,พิจิตร,การขนส่ง,แรงงานในระบบ,คน
176,17622,2565,ชาย,พิจิตร,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
164,17623,2565,ชาย,พิจิตร,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
211,17624,2565,ชาย,พิจิตร,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
143,17625,2565,ชาย,พิจิตร,กิจกรรมการบริหาร,แรงงานในระบบ,คน
9736,17626,2565,ชาย,พิจิตร,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
2462,17627,2565,ชาย,พิจิตร,การศึกษา,แรงงานในระบบ,คน
972,17628,2565,ชาย,พิจิตร,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
194,17629,2565,ชาย,พิจิตร,ศิลปะบันเทิง,แรงงานในระบบ,คน
1712,17630,2565,หญิง,พิจิตร,เกษตรกรรม,แรงงานในระบบ,คน
3052,17631,2565,หญิง,พิจิตร,การผลิต,แรงงานในระบบ,คน
365,17632,2565,หญิง,พิจิตร,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานในระบบ,คน
352,17633,2565,หญิง,พิจิตร,การก่อสร้าง,แรงงานในระบบ,คน
7160,17634,2565,หญิง,พิจิตร,การขายส่งการขายปลีก,แรงงานในระบบ,คน
438,17635,2565,หญิง,พิจิตร,การขนส่ง,แรงงานในระบบ,คน
2129,17636,2565,หญิง,พิจิตร,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
630,17637,2565,หญิง,พิจิตร,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
545,17638,2565,หญิง,พิจิตร,กิจกรรมการบริหาร,แรงงานในระบบ,คน
5335,17639,2565,หญิง,พิจิตร,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
6647,17640,2565,หญิง,พิจิตร,การศึกษา,แรงงานในระบบ,คน
5572,17641,2565,หญิง,พิจิตร,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
316,17642,2565,หญิง,พิจิตร,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
570,17643,2565,หญิง,พิจิตร,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานในระบบ,คน
80669,17644,2565,ชาย,พิจิตร,เกษตรกรรม,แรงงานนอกระบบ,คน
2605,17645,2565,ชาย,พิจิตร,การผลิต,แรงงานนอกระบบ,คน
454,17646,2565,ชาย,พิจิตร,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานนอกระบบ,คน
8888,17647,2565,ชาย,พิจิตร,การก่อสร้าง,แรงงานนอกระบบ,คน
15491,17648,2565,ชาย,พิจิตร,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
1266,17649,2565,ชาย,พิจิตร,การขนส่ง,แรงงานนอกระบบ,คน
