เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
พฤษภาคม,45101,1,2567,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
พฤษภาคม,1762,2,2567,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
พฤษภาคม,10541,3,2567,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
พฤษภาคม,8,4,2567,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
พฤษภาคม,372,5,2567,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
พฤษภาคม,1,6,2567,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),รถยนต์
พฤษภาคม,35,7,2567,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
พฤษภาคม,11,8,2567,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
พฤษภาคม,38,9,2567,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
พฤษภาคม,186010,10,2567,รย. 12 รถจักรยานยนต์,รถยนต์
พฤษภาคม,5637,11,2567,รย. 13 รถแทร็กเตอร์,รถยนต์
พฤษภาคม,38,12,2567,รย. 14 รถบดถนน,รถยนต์
พฤษภาคม,20,13,2567,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พฤษภาคม,98,14,2567,รย. 16 รถพ่วง,รถยนต์
พฤษภาคม,85,15,2567,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
พฤษภาคม,183,16,2567,รถโดยสารประจำทาง,รถขนส่ง
พฤษภาคม,365,17,2567,รถโดยสารไม่ประจำทาง,รถขนส่ง
พฤษภาคม,48,18,2567,รถโดยสารส่วนบุคคล,รถขนส่ง
พฤษภาคม,2832,19,2567,รถบรรทุกไม่ประจำทาง,รถขนส่ง
พฤษภาคม,2587,20,2567,รถบรรทุกส่วนบุคคล,รถขนส่ง
