เดือน,จำนวน,ที่มา,_id,ปี,หน่วย,รายการ,จังหวัด,ประเภทกิจการ
กันยายน,"60,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,142,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
กันยายน,"112,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,143,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
กันยายน,"13,946,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,144,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
กันยายน,"311,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,145,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
กันยายน,"15,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,146,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
กันยายน,"154,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,147,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
กันยายน,"113,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,148,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
กันยายน,"1,822,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,149,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
กันยายน,"198,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,150,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
กันยายน,0,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,151,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
กันยายน,"194,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,152,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
กันยายน,"384,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,153,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
ตุลาคม,"283,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,154,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
ตุลาคม,"1,115,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,155,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
ตุลาคม,"3,117,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,156,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
ตุลาคม,"71,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,157,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
ตุลาคม,"465,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,158,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
ตุลาคม,"77,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,159,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
ตุลาคม,"136,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,160,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
ตุลาคม,"14,052,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,161,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
ตุลาคม,"301,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,162,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
ตุลาคม,"16,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,163,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
ตุลาคม,"851,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,164,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
ตุลาคม,"123,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,165,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
ตุลาคม,"1,230,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,166,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
ตุลาคม,"159,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,167,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
ตุลาคม,"15,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,168,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
ตุลาคม,"247,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,169,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
ตุลาคม,"402,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,170,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
พฤศจิกายน,"249,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,171,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
พฤศจิกายน,"918,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,172,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
พฤศจิกายน,"2,959,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,173,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
พฤศจิกายน,"399,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,174,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
พฤศจิกายน,"1,199,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,175,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
พฤศจิกายน,"92,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,176,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
พฤศจิกายน,"128,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,177,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
พฤศจิกายน,"9,827,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,178,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
พฤศจิกายน,"328,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,179,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
พฤศจิกายน,"26,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,180,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
พฤศจิกายน,"515,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,181,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
พฤศจิกายน,"124,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,182,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
พฤศจิกายน,"1,857,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,183,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
พฤศจิกายน,"171,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,184,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
พฤศจิกายน,"2,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,185,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
พฤศจิกายน,"225,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,186,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
พฤศจิกายน,"434,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,187,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
ธันวาคม,"199,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,188,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
ธันวาคม,"735,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,189,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
ธันวาคม,"1,915,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,190,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
ธันวาคม,"4,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,191,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
ธันวาคม,"158,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,192,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
ธันวาคม,"110,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,193,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
ธันวาคม,"101,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,194,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
ธันวาคม,"9,373,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,195,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
ธันวาคม,"192,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,196,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
ธันวาคม,"18,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,197,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
ธันวาคม,"718,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,198,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
ธันวาคม,"89,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,199,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
ธันวาคม,"1,188,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,200,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
ธันวาคม,"151,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,201,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
ธันวาคม,"3,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,202,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
ธันวาคม,"139,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,203,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
ธันวาคม,"237,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,204,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
,,,205,,,,,
,,,206,,,,,
,,,207,,,,,
,,,208,,,,,
,,,209,,,,,
,,,210,,,,,
,,,211,,,,,
,,,212,,,,,
,,,213,,,,,
,,,214,,,,,
,,,215,,,,,
,,,216,,,,,
,,,217,,,,,
,,,218,,,,,
,,,219,,,,,
,,,220,,,,,
,,,221,,,,,
,,,222,,,,,
,,,223,,,,,
,,,224,,,,,
,,,225,,,,,
,,,226,,,,,
,,,227,,,,,
,,,228,,,,,
,,,229,,,,,
,,,230,,,,,
,,,231,,,,,
,,,232,,,,,
,,,233,,,,,
,,,234,,,,,
,,,235,,,,,
,,,236,,,,,
,,,237,,,,,
,,,238,,,,,
