Province,Dataset_name,Item,Unit,Dataset_Group,_id,Vlue,Year,หน่วยงานเจ้าของข้อมูล,Source
ปทุมธานี,ปาล์มน้ำมัน,ผลผลิต,ตัน,เกษตรและประมง,15,28536,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ปาล์มน้ำมัน,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,16,3430,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะพร้าว,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,17,4427,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะพร้าว,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,18,4125,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะพร้าว,ผลผลิต,ตัน,เกษตรและประมง,19,12725,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะพร้าว,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,20,3085,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ยางพารา,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,21,240,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ยางพารา,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,22,-,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ยางพารา,ผลผลิต,ตัน,เกษตรและประมง,23,-,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ยางพารา,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,24,-,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ส้มเขียวหวาน,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,25,952,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ส้มเขียวหวาน,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,26,945,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ส้มเขียวหวาน,ผลผลิต,ตัน,เกษตรและประมง,27,1130,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ส้มเขียวหวาน,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,28,1196,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ฝรั่ง,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,29,2023,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ฝรั่ง,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,30,2012,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ฝรั่ง,ผลผลิต,ตัน,เกษตรและประมง,31,5933,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ฝรั่ง,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,32,2949,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะนาว,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,33,2425,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะนาว,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,34,2142,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะนาว,ผลผลิต,ตัน,เกษตรและประมง,35,6378,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะนาว,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,36,2978,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะละกอ,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,37,2173,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะละกอ,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,38,2101,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะละกอ,ผลผลิต,ตัน,เกษตรและประมง,39,6475,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะละกอ,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,40,3082,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ขนุน,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,41,1119,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ขนุน,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,42,1101,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ขนุน,ผลผลิต,ตัน,เกษตรและประมง,43,3835,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ขนุน,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,44,3484,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,แก้วมังกร,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,45,132,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,แก้วมังกร,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,46,132,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,แก้วมังกร,ผลผลิต,ตัน,เกษตรและประมง,47,193,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,แก้วมังกร,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,48,1468,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ไผ่,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,49,221,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ไผ่,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,50,221,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ไผ่,ผลผลิต,ตัน,เกษตรและประมง,51,932,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ไผ่,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,52,4220,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ส้มโอ,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,53,373,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ส้มโอ,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,54,373,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ส้มโอ,ผลผลิต,ตัน,เกษตรและประมง,55,639,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ส้มโอ,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,56,1715,2565,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,กล้วยหอม,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,57,9780,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,กล้วยหอม,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,58,9672,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,กล้วยหอม,ผลผลิต,ตัน,เกษตรและประมง,59,38171,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,กล้วยหอม,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,60,3946,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,กล้วยน้ำว้า,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,61,8113,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,กล้วยน้ำว้า,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,62,7532,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,กล้วยน้ำว้า,ผลผลิต,ตัน,เกษตรและประมง,63,29192,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,กล้วยน้ำว้า,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,64,3875,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะม่วง,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,65,4749,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะม่วง,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,66,3813,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะม่วง,ผลผลิต,ตัน,เกษตรและประมง,67,3889,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะม่วง,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,68,1020,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ปาล์มน้ำมัน,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,69,7196,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ปาล์มน้ำมัน,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,70,6532,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ปาล์มน้ำมัน,ผลผลิต,ตัน,เกษตรและประมง,71,22548,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ปาล์มน้ำมัน,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,72,3452,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะพร้าว,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,73,3712,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะพร้าว,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,74,2103,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะพร้าว,ผลผลิต,ตัน,เกษตรและประมง,75,4428,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะพร้าว,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,76,2106,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ยางพารา,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,77,210,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ยางพารา,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,78,-,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ยางพารา,ผลผลิต,ตัน,เกษตรและประมง,79,-,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ยางพารา,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,80,-,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ส้มเขียวหวาน,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,81,952,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ส้มเขียวหวาน,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,82,872,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ส้มเขียวหวาน,ผลผลิต,ตัน,เกษตรและประมง,83,1483,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ส้มเขียวหวาน,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,84,1701,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ฝรั่ง,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,85,2023,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ฝรั่ง,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,86,944,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ฝรั่ง,ผลผลิต,ตัน,เกษตรและประมง,87,1042,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ฝรั่ง,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,88,1104,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะนาว,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,89,2125,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะนาว,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,90,1543,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะนาว,ผลผลิต,ตัน,เกษตรและประมง,91,1593,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะนาว,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,92,1033,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะละกอ,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,93,2066,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะละกอ,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,94,1584,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะละกอ,ผลผลิต,ตัน,เกษตรและประมง,95,2341,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,มะละกอ,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,96,1478,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ขนุน,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,97,1193,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ขนุน,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,98,782,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ขนุน,ผลผลิต,ตัน,เกษตรและประมง,99,1409,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ขนุน,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,100,1802,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,แก้วมังกร,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,101,142,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,แก้วมังกร,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,102,131,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,แก้วมังกร,ผลผลิต,ตัน,เกษตรและประมง,103,281,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,แก้วมังกร,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,104,2150,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ไผ่,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,105,221,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ไผ่,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,106,207,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ไผ่,ผลผลิต,ตัน,เกษตรและประมง,107,284,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ไผ่,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,108,1375,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ส้มโอ,เนื้อที่เพาะปลูก,ไร่,เกษตรและประมง,109,373,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ส้มโอ,เนื้อที่เก็บเกี่ยว,ไร่,เกษตรและประมง,110,365,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ส้มโอ,ผลผลิต,ตัน,เกษตรและประมง,111,712,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,ส้มโอ,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม,เกษตรและประมง,112,1953,2566,สำนักงานเกษตรจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
