VALUE,SOURCE,_id,UNIT,YEAR
10786.72,สำนักงานสถิติแห่งชาติ,1,พันคน,2563
10958.42,สำนักงานสถิติแห่งชาติ,2,พันคน,2564
12043.44,สำนักงานสถิติแห่งชาติ,3,พันคน,2565
12019.29,สำนักงานสถิติแห่งชาติ,4,พันคน,2566
11821.35,สำนักงานสถิติแห่งชาติ,5,พันคน,2567
11833.86,สำนักงานสถิติแห่งชาติ,6,พันคน,2568
