PROVINCE,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR
บุรีรัมย์,512.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,706,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
มหาสารคาม,318.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,707,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
มหาสารคาม,360.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,708,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
มุกดาหาร,134.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,709,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
มุกดาหาร,140.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,710,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ยโสธร,187.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,711,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ยโสธร,200.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,712,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ร้อยเอ็ด,410.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,713,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ร้อยเอ็ด,446.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,714,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ตราด,119.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,715,หญิง,พันคน,ภาคกลาง,2563
นครนายก,116.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,716,ชาย,พันคน,ภาคกลาง,2563
นครนายก,126.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,717,หญิง,พันคน,ภาคกลาง,2563
นครปฐม,461.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,718,ชาย,พันคน,ภาคกลาง,2563
นครปฐม,513.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,719,หญิง,พันคน,ภาคกลาง,2563
นนทบุรี,683.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,720,ชาย,พันคน,ภาคกลาง,2563
นนทบุรี,778.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,721,หญิง,พันคน,ภาคกลาง,2563
ปทุมธานี,660.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,722,ชาย,พันคน,ภาคกลาง,2563
ปทุมธานี,720.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,723,หญิง,พันคน,ภาคกลาง,2563
ประจวบคีรีขันธ์,189.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,724,ชาย,พันคน,ภาคกลาง,2563
ประจวบคีรีขันธ์,186.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,725,หญิง,พันคน,ภาคกลาง,2563
ปราจีนบุรี,254.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,726,ชาย,พันคน,ภาคกลาง,2563
ปราจีนบุรี,274.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,727,หญิง,พันคน,ภาคกลาง,2563
พระนครศรีอยุธยา,361.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,728,ชาย,พันคน,ภาคกลาง,2563
พระนครศรีอยุธยา,380.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,729,หญิง,พันคน,ภาคกลาง,2563
ระยอง,386.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,730,ชาย,พันคน,ภาคกลาง,2563
ระยอง,380.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,731,หญิง,พันคน,ภาคกลาง,2563
ราชบุรี,322.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,732,ชาย,พันคน,ภาคกลาง,2563
ราชบุรี,348.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,733,หญิง,พันคน,ภาคกลาง,2563
ลพบุรี,324.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,734,ชาย,พันคน,ภาคกลาง,2563
ลพบุรี,326.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,735,หญิง,พันคน,ภาคกลาง,2563
สมุทรปราการ,931.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,736,ชาย,พันคน,ภาคกลาง,2563
สมุทรปราการ,1008.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,737,หญิง,พันคน,ภาคกลาง,2563
สมุทรสงคราม,78.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,738,ชาย,พันคน,ภาคกลาง,2563
สมุทรสงคราม,86.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,739,หญิง,พันคน,ภาคกลาง,2563
สมุทรสาคร,441.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,740,ชาย,พันคน,ภาคกลาง,2563
สมุทรสาคร,458.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,741,หญิง,พันคน,ภาคกลาง,2563
สระบุรี,294.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,742,ชาย,พันคน,ภาคกลาง,2563
สระบุรี,302.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,743,หญิง,พันคน,ภาคกลาง,2563
สระแก้ว,246.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,744,ชาย,พันคน,ภาคกลาง,2563
สระแก้ว,258.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,745,หญิง,พันคน,ภาคกลาง,2563
สิงห์บุรี,83.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,746,ชาย,พันคน,ภาคกลาง,2563
สิงห์บุรี,93.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,747,หญิง,พันคน,ภาคกลาง,2563
สุพรรณบุรี,344.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,748,ชาย,พันคน,ภาคกลาง,2563
สุพรรณบุรี,380.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,749,หญิง,พันคน,ภาคกลาง,2563
อ่างทอง,102.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,750,ชาย,พันคน,ภาคกลาง,2563
อ่างทอง,116.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,751,หญิง,พันคน,ภาคกลาง,2563
เพชรบุรี,195.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,752,ชาย,พันคน,ภาคกลาง,2563
เพชรบุรี,207.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,753,หญิง,พันคน,ภาคกลาง,2563
กำแพงเพชร,301.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,754,ชาย,พันคน,ภาคเหนือ,2563
กำแพงเพชร,323.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,755,หญิง,พันคน,ภาคเหนือ,2563
ตาก,188.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,756,ชาย,พันคน,ภาคเหนือ,2563
ตาก,199.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,757,หญิง,พันคน,ภาคเหนือ,2563
นครสวรรค์,386.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,758,ชาย,พันคน,ภาคเหนือ,2563
นครสวรรค์,429.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,759,หญิง,พันคน,ภาคเหนือ,2563
น่าน,178.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,760,ชาย,พันคน,ภาคเหนือ,2563
น่าน,183.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,761,หญิง,พันคน,ภาคเหนือ,2563
พะเยา,167.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,762,ชาย,พันคน,ภาคเหนือ,2563
พะเยา,178.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,763,หญิง,พันคน,ภาคเหนือ,2563
พิจิตร,209.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,764,ชาย,พันคน,ภาคเหนือ,2563
พิจิตร,235.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,765,หญิง,พันคน,ภาคเหนือ,2563
พิษณุโลก,352.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,766,ชาย,พันคน,ภาคเหนือ,2563
พิษณุโลก,386.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,767,หญิง,พันคน,ภาคเหนือ,2563
ลำปาง,308.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,768,ชาย,พันคน,ภาคเหนือ,2563
ลำปาง,324.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,769,หญิง,พันคน,ภาคเหนือ,2563
ลำพูน,171.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,770,ชาย,พันคน,ภาคเหนือ,2563
ลำพูน,185.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,771,หญิง,พันคน,ภาคเหนือ,2563
สุโขทัย,239.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,772,ชาย,พันคน,ภาคเหนือ,2563
สุโขทัย,272.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,773,หญิง,พันคน,ภาคเหนือ,2563
อุตรดิตถ์,172.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,774,ชาย,พันคน,ภาคเหนือ,2563
อุตรดิตถ์,190.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,775,หญิง,พันคน,ภาคเหนือ,2563
อุทัยธานี,112.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,776,ชาย,พันคน,ภาคเหนือ,2563
อุทัยธานี,126.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,777,หญิง,พันคน,ภาคเหนือ,2563
เชียงราย,463.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,778,ชาย,พันคน,ภาคเหนือ,2563
เชียงราย,488.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,779,หญิง,พันคน,ภาคเหนือ,2563
เชียงใหม่,703.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,780,ชาย,พันคน,ภาคเหนือ,2563
เชียงใหม่,749.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,781,หญิง,พันคน,ภาคเหนือ,2563
เพชรบูรณ์,356.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,782,ชาย,พันคน,ภาคเหนือ,2563
เพชรบูรณ์,383.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,783,หญิง,พันคน,ภาคเหนือ,2563
แพร่,173.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,784,ชาย,พันคน,ภาคเหนือ,2563
แพร่,190.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,785,หญิง,พันคน,ภาคเหนือ,2563
แม่ฮ่องสอน,76.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,786,ชาย,พันคน,ภาคเหนือ,2563
แม่ฮ่องสอน,75.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,787,หญิง,พันคน,ภาคเหนือ,2563
กาฬสินธุ์,313.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,788,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
กาฬสินธุ์,339.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,789,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ขอนแก่น,694.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,790,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ขอนแก่น,764.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,791,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ชัยภูมิ,374.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,792,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ชัยภูมิ,405.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,793,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
นครพนม,211.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,794,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
นครพนม,230.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,795,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ปทุมธานี,663.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,796,ชาย,พันคน,ภาคกลาง,2563
ปทุมธานี,723.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,797,หญิง,พันคน,ภาคกลาง,2563
ประจวบคีรีขันธ์,189.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,798,ชาย,พันคน,ภาคกลาง,2563
ประจวบคีรีขันธ์,186.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,799,หญิง,พันคน,ภาคกลาง,2563
ปราจีนบุรี,255.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,800,ชาย,พันคน,ภาคกลาง,2563
ปราจีนบุรี,275.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,801,หญิง,พันคน,ภาคกลาง,2563
พระนครศรีอยุธยา,361.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,802,ชาย,พันคน,ภาคกลาง,2563
พระนครศรีอยุธยา,380.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,803,หญิง,พันคน,ภาคกลาง,2563
ระยอง,387.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,804,ชาย,พันคน,ภาคกลาง,2563
ระยอง,381.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,805,หญิง,พันคน,ภาคกลาง,2563
ราชบุรี,322.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,806,ชาย,พันคน,ภาคกลาง,2563
ราชบุรี,348.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,807,หญิง,พันคน,ภาคกลาง,2563
ลพบุรี,325.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,808,ชาย,พันคน,ภาคกลาง,2563
ลพบุรี,326.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,809,หญิง,พันคน,ภาคกลาง,2563
สมุทรปราการ,935.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,810,ชาย,พันคน,ภาคกลาง,2563
สมุทรปราการ,1013.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,811,หญิง,พันคน,ภาคกลาง,2563
สมุทรสงคราม,78.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,812,ชาย,พันคน,ภาคกลาง,2563
สมุทรสงคราม,86.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,813,หญิง,พันคน,ภาคกลาง,2563
สมุทรสาคร,442.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,814,ชาย,พันคน,ภาคกลาง,2563
สมุทรสาคร,459.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,815,หญิง,พันคน,ภาคกลาง,2563
สระบุรี,294.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,816,ชาย,พันคน,ภาคกลาง,2563
สระบุรี,302.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,817,หญิง,พันคน,ภาคกลาง,2563
สระแก้ว,247.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,818,ชาย,พันคน,ภาคกลาง,2563
สระแก้ว,259.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,819,หญิง,พันคน,ภาคกลาง,2563
สิงห์บุรี,83.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,820,ชาย,พันคน,ภาคกลาง,2563
สิงห์บุรี,93.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,821,หญิง,พันคน,ภาคกลาง,2563
สุพรรณบุรี,345.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,822,ชาย,พันคน,ภาคกลาง,2563
สุพรรณบุรี,380.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,823,หญิง,พันคน,ภาคกลาง,2563
อ่างทอง,103.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,824,ชาย,พันคน,ภาคกลาง,2563
อ่างทอง,116.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,825,หญิง,พันคน,ภาคกลาง,2563
เพชรบุรี,195.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,826,ชาย,พันคน,ภาคกลาง,2563
เพชรบุรี,207.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,827,หญิง,พันคน,ภาคกลาง,2563
กำแพงเพชร,301.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,828,ชาย,พันคน,ภาคเหนือ,2563
กำแพงเพชร,323.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,829,หญิง,พันคน,ภาคเหนือ,2563
ตาก,188.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,830,ชาย,พันคน,ภาคเหนือ,2563
ตาก,199.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,831,หญิง,พันคน,ภาคเหนือ,2563
นครสวรรค์,386.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,832,ชาย,พันคน,ภาคเหนือ,2563
นครสวรรค์,429.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,833,หญิง,พันคน,ภาคเหนือ,2563
น่าน,178.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,834,ชาย,พันคน,ภาคเหนือ,2563
น่าน,183.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,835,หญิง,พันคน,ภาคเหนือ,2563
พะเยา,167.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,836,ชาย,พันคน,ภาคเหนือ,2563
พะเยา,178.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,837,หญิง,พันคน,ภาคเหนือ,2563
พิจิตร,209.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,838,ชาย,พันคน,ภาคเหนือ,2563
พิจิตร,235.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,839,หญิง,พันคน,ภาคเหนือ,2563
พิษณุโลก,352.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,840,ชาย,พันคน,ภาคเหนือ,2563
พิษณุโลก,386.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,841,หญิง,พันคน,ภาคเหนือ,2563
ลำปาง,308.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,842,ชาย,พันคน,ภาคเหนือ,2563
ลำปาง,324.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,843,หญิง,พันคน,ภาคเหนือ,2563
ลำพูน,171.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,844,ชาย,พันคน,ภาคเหนือ,2563
ลำพูน,185.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,845,หญิง,พันคน,ภาคเหนือ,2563
สุโขทัย,238.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,846,ชาย,พันคน,ภาคเหนือ,2563
สุโขทัย,272.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,847,หญิง,พันคน,ภาคเหนือ,2563
อุตรดิตถ์,172.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,848,ชาย,พันคน,ภาคเหนือ,2563
อุตรดิตถ์,191.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,849,หญิง,พันคน,ภาคเหนือ,2563
อุทัยธานี,112.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,850,ชาย,พันคน,ภาคเหนือ,2563
อุทัยธานี,126.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,851,หญิง,พันคน,ภาคเหนือ,2563
เชียงราย,462.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,852,ชาย,พันคน,ภาคเหนือ,2563
เชียงราย,488.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,853,หญิง,พันคน,ภาคเหนือ,2563
เชียงใหม่,703.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,854,ชาย,พันคน,ภาคเหนือ,2563
เชียงใหม่,749.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,855,หญิง,พันคน,ภาคเหนือ,2563
เพชรบูรณ์,355.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,856,ชาย,พันคน,ภาคเหนือ,2563
เพชรบูรณ์,383.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,857,หญิง,พันคน,ภาคเหนือ,2563
แพร่,172.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,858,ชาย,พันคน,ภาคเหนือ,2563
แพร่,190.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,859,หญิง,พันคน,ภาคเหนือ,2563
แม่ฮ่องสอน,76.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,860,ชาย,พันคน,ภาคเหนือ,2563
แม่ฮ่องสอน,75.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,861,หญิง,พันคน,ภาคเหนือ,2563
กาฬสินธุ์,312.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,862,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
กาฬสินธุ์,339.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,863,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ขอนแก่น,693.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,864,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ขอนแก่น,764.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,865,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ชัยภูมิ,374.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,866,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ชัยภูมิ,405.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,867,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
นครพนม,211.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,868,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
นครพนม,230.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,869,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
นครราชสีมา,992.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,870,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
นครราชสีมา,1063.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,871,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
บึงกาฬ,131.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,872,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
บึงกาฬ,138.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,873,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
บุรีรัมย์,466.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,874,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
บุรีรัมย์,511.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,875,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
พระนครศรีอยุธยา,361.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,876,ชาย,พันคน,ภาคกลาง,2564
พระนครศรีอยุธยา,380.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,877,หญิง,พันคน,ภาคกลาง,2564
ระยอง,388.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,878,ชาย,พันคน,ภาคกลาง,2564
ระยอง,382.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,879,หญิง,พันคน,ภาคกลาง,2564
ราชบุรี,323.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,880,ชาย,พันคน,ภาคกลาง,2564
ราชบุรี,348.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,881,หญิง,พันคน,ภาคกลาง,2564
ลพบุรี,325.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,882,ชาย,พันคน,ภาคกลาง,2564
ลพบุรี,326.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,883,หญิง,พันคน,ภาคกลาง,2564
สมุทรปราการ,938.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,884,ชาย,พันคน,ภาคกลาง,2564
สมุทรปราการ,1017.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,885,หญิง,พันคน,ภาคกลาง,2564
สมุทรสงคราม,78.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,886,ชาย,พันคน,ภาคกลาง,2564
สมุทรสงคราม,86.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,887,หญิง,พันคน,ภาคกลาง,2564
สมุทรสาคร,443.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,888,ชาย,พันคน,ภาคกลาง,2564
สมุทรสาคร,460.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,889,หญิง,พันคน,ภาคกลาง,2564
สระบุรี,294.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,890,ชาย,พันคน,ภาคกลาง,2564
สระบุรี,302.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,891,หญิง,พันคน,ภาคกลาง,2564
สระแก้ว,248.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,892,ชาย,พันคน,ภาคกลาง,2564
สระแก้ว,260.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,893,หญิง,พันคน,ภาคกลาง,2564
สิงห์บุรี,83.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,894,ชาย,พันคน,ภาคกลาง,2564
สิงห์บุรี,93.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,895,หญิง,พันคน,ภาคกลาง,2564
สุพรรณบุรี,345.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,896,ชาย,พันคน,ภาคกลาง,2564
สุพรรณบุรี,380.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,897,หญิง,พันคน,ภาคกลาง,2564
อ่างทอง,103.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,898,ชาย,พันคน,ภาคกลาง,2564
อ่างทอง,116.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,899,หญิง,พันคน,ภาคกลาง,2564
เพชรบุรี,195.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,900,ชาย,พันคน,ภาคกลาง,2564
เพชรบุรี,207.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,901,หญิง,พันคน,ภาคกลาง,2564
กำแพงเพชร,301.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,902,ชาย,พันคน,ภาคเหนือ,2564
กำแพงเพชร,323.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,903,หญิง,พันคน,ภาคเหนือ,2564
ตาก,188.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,904,ชาย,พันคน,ภาคเหนือ,2564
ตาก,199.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,905,หญิง,พันคน,ภาคเหนือ,2564
นครสวรรค์,386.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,906,ชาย,พันคน,ภาคเหนือ,2564
นครสวรรค์,429.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,907,หญิง,พันคน,ภาคเหนือ,2564
น่าน,178.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,908,ชาย,พันคน,ภาคเหนือ,2564
น่าน,183.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,909,หญิง,พันคน,ภาคเหนือ,2564
พะเยา,167.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,910,ชาย,พันคน,ภาคเหนือ,2564
