วันที่หมดอายุ,_id,เลขที่การรับรอง,บริษัท,ลำดับ,วันที่รับรอง,จังหวัด
2571-11-24T00:00:00,1,GI(E) 5-016,บริษัท ฮีดากาโยโก เอ็นเตอร์ไพรส์ จำกัด,1,2568-11-25T00:00:00,ชลบุรี
2571-11-24T00:00:00,2,GI(E) 5-017,บริษัท ฮีดากาโยโก เอ็นเตอร์ไพรส์ จำกัด,2,2568-11-25T00:00:00,ชลบุรี
2571-12-22T00:00:00,3,GI(E) 5-039,บริษัท โกลบอลกรีนเคมิคอล จำกัด (มหาชน),3,2568-12-23T00:00:00,ชลบุรี
