province,sex,quarter,_id,year,value,attribute,variable,unit,source
นครนายก,ชาย,ไตรมาสที่ 1,1733,2568,0.0,ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครนายก,หญิง,ไตรมาสที่ 1,1734,2568,0.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 1,1735,2564,9413.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 1,1736,2564,4954.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 1,1737,2564,4460.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 1,1738,2564,2.6,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 1,1739,2564,2.5,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 1,1740,2564,2.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 2,1741,2564,7154.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 2,1742,2564,3890.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 2,1743,2564,3265.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 2,1744,2564,2.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 2,1745,2564,2.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 2,1746,2564,2.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 3,1747,2564,7749.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 3,1748,2564,4681.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 3,1749,2564,3068.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 3,1750,2564,2.2,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 3,1751,2564,2.3,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 3,1752,2564,2.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 4,1753,2564,1851.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 4,1754,2564,1851.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 4,1755,2564,0.0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 4,1756,2564,0.5,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 4,1757,2564,1.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 4,1758,2564,0.0,ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 1,1759,2565,7256.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 1,1760,2565,4220.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 1,1761,2565,3037.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 1,1762,2565,2.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 1,1763,2565,2.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 1,1764,2565,1.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 2,1765,2565,1705.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 2,1766,2565,1603.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 2,1767,2565,102.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 2,1768,2565,0.5,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 2,1769,2565,0.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 2,1770,2565,0.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 3,1771,2565,5449.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 3,1772,2565,3549.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 3,1773,2565,1901.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 3,1774,2565,1.5,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 3,1775,2565,1.7,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 3,1776,2565,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 4,1777,2565,5660.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 4,1778,2565,4801.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 4,1779,2565,858.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 4,1780,2565,1.5,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 4,1781,2565,2.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 4,1782,2565,0.5,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 1,1783,2566,4382.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 1,1784,2566,2476.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 1,1785,2566,1906.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 1,1786,2566,1.2,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 1,1787,2566,1.2,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 1,1788,2566,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 2,1789,2566,4644.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 2,1790,2566,3388.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 2,1791,2566,1255.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 2,1792,2566,1.3,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 2,1793,2566,1.6,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 2,1794,2566,0.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 3,1795,2566,2348.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 3,1796,2566,993.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 3,1797,2566,1355.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 3,1798,2566,0.6,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 3,1799,2566,0.5,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 3,1800,2566,0.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 4,1801,2566,3178.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 4,1802,2566,1927.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 4,1803,2566,1251.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 4,1804,2566,0.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 4,1805,2566,0.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 4,1806,2566,0.7,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 1,1807,2567,3945.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 1,1808,2567,861.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 1,1809,2567,3084.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 1,1810,2567,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 1,1811,2567,0.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 1,1812,2567,1.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 2,1813,2567,3429.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 2,1814,2567,2136.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 2,1815,2567,1293.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 2,1816,2567,0.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 2,1817,2567,1.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 2,1818,2567,0.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 3,1819,2567,7179.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 3,1820,2567,4965.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 3,1821,2567,2214.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 3,1822,2567,1.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 3,1823,2567,2.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 3,1824,2567,1.3,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 4,1825,2567,3429.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 4,1826,2567,3372.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 4,1827,2567,56.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 4,1828,2567,0.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 4,1829,2567,1.6,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 4,1830,2567,0.0,ศูนย์จุดศูนย์ยกกำลังอาร์ดี หมายถึง ข้อมูลที่ปัดเศษแล้วเป็น 0,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 1,1831,2568,3112.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 1,1832,2568,1954.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 1,1833,2568,1158.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สระแก้ว,รวม,ไตรมาสที่ 1,1834,2568,0.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,ชาย,ไตรมาสที่ 1,1835,2568,0.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สระแก้ว,หญิง,ไตรมาสที่ 1,1836,2568,0.7,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 1,1837,2564,21784.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 1,1838,2564,16766.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 1,1839,2564,5018.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 1,1840,2564,1.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 1,1841,2564,2.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 1,1842,2564,0.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 2,1843,2564,21315.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 2,1844,2564,10042.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 2,1845,2564,11273.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 2,1846,2564,1.7,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 2,1847,2564,1.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 2,1848,2564,2.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 3,1849,2564,27714.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 3,1850,2564,19765.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 3,1851,2564,7948.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 3,1852,2564,2.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 3,1853,2564,2.7,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 3,1854,2564,1.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 4,1855,2564,29026.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 4,1856,2564,17321.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 4,1857,2564,11705.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 4,1858,2564,2.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 4,1859,2564,2.5,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 4,1860,2564,2.3,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 1,1861,2565,13463.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 1,1862,2565,7446.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 1,1863,2565,6017.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 1,1864,2565,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 1,1865,2565,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 1,1866,2565,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 2,1867,2565,23742.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 2,1868,2565,10371.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 2,1869,2565,13371.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 2,1870,2565,1.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 2,1871,2565,1.5,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 2,1872,2565,2.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 3,1873,2565,16724.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 3,1874,2565,5792.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 3,1875,2565,10931.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 3,1876,2565,1.3,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 3,1877,2565,0.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 3,1878,2565,1.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 4,1879,2565,9343.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 4,1880,2565,3248.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 4,1881,2565,6096.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 4,1882,2565,0.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 4,1883,2565,0.5,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 4,1884,2565,1.2,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 1,1885,2566,7087.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 1,1886,2566,3618.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 1,1887,2566,3469.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 1,1888,2566,0.6,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 1,1889,2566,0.5,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 1,1890,2566,0.6,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 2,1891,2566,13933.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 2,1892,2566,9050.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 2,1893,2566,4883.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 2,1894,2566,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 2,1895,2566,1.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 2,1896,2566,0.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 3,1897,2566,14008.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 3,1898,2566,8521.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 3,1899,2566,5487.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 3,1900,2566,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 3,1901,2566,1.3,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 3,1902,2566,0.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 4,1903,2566,18816.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 4,1904,2566,6080.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 4,1905,2566,12736.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 4,1906,2566,1.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 4,1907,2566,0.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 4,1908,2566,2.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 1,1909,2567,4216.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 1,1910,2567,3931.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 1,1911,2567,285.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 1,1912,2567,0.3,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 1,1913,2567,0.6,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 1,1914,2567,0.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
นครราชสีมา,รวม,ไตรมาสที่ 2,1915,2567,12234.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,ชาย,ไตรมาสที่ 2,1916,2567,3559.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,หญิง,ไตรมาสที่ 2,1917,2567,8675.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
