จังหวัด,_id,ปี,ประกอบกิจการ,ตำบล,อำเภอ,รายชื่อสถานประกอบการ
ปทุมธานี,300,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านปทุม,สามโคก,บริษัท ซันสตีลเซอร์วิสเซส จำกัด
ปทุมธานี,301,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,นายปัญญา อำไพ
ปทุมธานี,302,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,บริษัท วี.รินทร์ สตีลกรุ๊ป กำกัด
ปทุมธานี,303,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คูบางหลวง,ลาดหลุมแก้ว,นางสาวกัญญาณัฐ แซ่เล้า
ปทุมธานี,304,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,บางกระบือ,สามโคก,บริษัท วิทิต กรุ๊ป จำกัด
ปทุมธานี,305,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,บริษัท พี ที แอนด์ โอ รีไซเคิล จำกัด
ปทุมธานี,306,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ลำผักกูด,ธัญบุรี,บริษัท บี เอส กล๊าสรีไซคลิ่ง จำกัด 
ปทุมธานี,307,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย ตามประกาศกระทรวงอุตสาหกรรม เรื่องการกำจัดสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว พ.ศ.2548 และบดย่อยพลาสติก,คูบางหลวง,ลาดหลุมแก้ว,บริษัท พี.ที. รีไซเคิล จำกัด
ปทุมธานี,308,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,สามโคก,สามโคก,บริษัท ไทรทองโลหะ จำกัด
ปทุมธานี,309,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,หน้าไม้,ลาดหลุมแก้ว,บริษัท วันไนน์ กรุ๊ป 19 จำกัด 
ปทุมธานี,310,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,บึงสนั่น,ธัญบุรี,ห้างหุ้นส่วนจำกัด พานทองพาณิชย์ค้าของเก่า 
ปทุมธานี,311,2568,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และอัดเศษโลหะและกระดาษ,ลำลูกกา,ลำลูกกา,บริษัท ไทยพัฒนา อินนกอต จำกัด
ปทุมธานี,312,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสอง,คลองหลวง,บริษัท เรณูยา จำกัด
ปทุมธานี,313,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บางพูน,เมืองปทุมธานี,บริษัท สหลิ้มอุ่งเส็งค้าของเก่า จำกัด
ปทุมธานี,314,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,กระแชง,สามโคก,บริษัท ซุปเปอร์บ๊อกซ์ จำกัด
ปทุมธานี,315,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองหนึ่ง,คลองหลวง,ห้างหุ้นส่วนจำกัด สหกิตติไพศาล เปเปอร์
ปทุมธานี,316,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นพรัตน์,หนองเสือ,บริษัท เอ็ม ที เกษตรแปรรูป จำกัด
ปทุมธานี,317,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองควาย,สามโคก,บริษัท วิทิต กรุ๊ป จำกัด
ปทุมธานี,318,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ระแหง,ลาดหลุมแก้ว,ห้างหุ้นส่วนจำกัด ประนอม รีไซเคิล
ปทุมธานี,319,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านปทุม,สามโคก,บริษัท จึงเจริญ เมททัล จำกัด
ปทุมธานี,320,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านปทุม,สามโคก,บริษัท ชัยปราการ เม็ททัล จำกัด
ปทุมธานี,321,2568,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดพลาสติกและอัดเศษกระดาษ,คลองสอง,คลองหลวง,ห้างหุ้นส่วนจำกัด เอ็ม. ดี. เค. เอ็นจิเนียริ่ง แอนด์ ซัพพลาย
ปทุมธานี,322,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บางเดื่อ,เมืองปทุมธานี,บริษัท เกียร์ คอนเอ็นจิเนียริ่ง จำกัด
ปทุมธานี,323,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสี่,คลองหลวง,นางสาวหทัยรัตน์ เกตุณรงค์
ปทุมธานี,324,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่เป็นของเสียอันตราย,คลองสอง,คลองหลวง,บริษัท สยาม ชิน-เอ เมทัล จำกัด
ปทุมธานี,325,2568,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ. 2541) และบดย่อยพลาสติก,คลองสาม,คลองหลวง,บริษัท ชัดเจน พลาสติก แอนด์ รีไซเคิ้ล จำกัด
ปทุมธานี,326,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,บางหลวง,เมืองปทุมธานี,บริษัท จิรานุสรณ์ โลหะกิจ จำกัด
ปทุมธานี,327,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,คลองสี่,คลองหลวง,บริษัท ชัดเจน พลาสติก แอนด์ รีไซเคิ้ล จำกัด
ปทุมธานี,328,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสอง,คลองหลวง,ห้างหุ้นส่วนจำกัด ขงเบ้ง รีไซเคิล
ปทุมธานี,329,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองพระอุดม,ลาดหลุมแก้ว,บริษัท ยูโกลด์ รีไซเคิลพลัส จำกัด
ปทุมธานี,330,2568,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1,คลองสอง,คลองหลวง,บริษัท สยามโพลี (ไทยแลนด์) จำกัด
ปทุมธานี,331,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เหล็ก กระดาษ พลาสติก ไม้ และโลหะต่างๆ,บางคูวัด,เมืองปทุมธานี,ห้างหุ้นส่วนจำกัด คูศรีก่อสร้างและรื้อถอน
ปทุมธานี,332,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น กระดาษ พลาสติก โลหะ,บึงคำพร้อย,ลำลูกกา,บริษัท พี พี ซอร์ทติ้ง จำกัด
ปทุมธานี,333,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองเจ็ด,คลองหลวง,บริษัท เอ็นดีพีเอส พลาสติก จำกัด
ปทุมธานี,334,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,คลองหก,คลองหลวง,บริษัท ฟ้าสยาม กรีน แอนด์ รียูส จำกัด
ปทุมธานี,335,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,พืชอุดม,ลำลูกกา,บริษัท อภิวัฒนกรณ์ จำกัด
ปทุมธานี,336,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ลำไทร,ลำลูกกา,บริษัท ส.บุญมา รีไซเคิล จำกัด
ปทุมธานี,337,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นพรัตน์,หนองเสือ,บริษัท บุญชู รีไซเคิล จำกัด
ปทุมธานี,338,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ตามประกาศกระทรวงอุตสาหกรรมว่าด้วยเรื่อง การกำจัดสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วจำพวกโลหะ กระดาษ แก้ว ไม้ พลาสติก และบดย่อยพลาสติกชนิดต่าง ๆ,บึงคำพร้อย,ลำลูกกา,ห้างหุ้นส่วนจำกัด มารวย รีไซเคิล
ปทุมธานี,339,2568,"คัดแยกวัสดุที่ไม่ใช้แล้ว (ขยะไม่อันตราย) บดย่อยและอัดพลาสติก, อัดเศษโลหะและอัดกระดาษ",คลองสาม,คลองหลวง,บริษัท พี เค เอเซีย (ประเทศไทย) จำกัด
ปทุมธานี,340,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เหล็ก กระดาษ พลาสติก เป็นต้น,บึงทองหลาง,ลำลูกกา,ห้างหุ้นส่วนจำกัด ป.ปรีชา รีไซเคิล
ปทุมธานี,341,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ประชาธิปัตย์,ธัญบุรี,บริษัท พี.ริชพอยท์ จำกัด
ปทุมธานี,342,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,คลองสาม,คลองหลวง,บริษัท พอยท์ พลาสติก ซัพพลาย จำกัด 
ปทุมธานี,343,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสอง,คลองหลวง,ห้างหุ้นส่วนจำกัด สมชายการค้ารีไซเคิล
ปทุมธานี,344,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,พืชอุดม,ลำลูกกา,บริษัท ธีภพ กรุ๊ป จำกัด
ปทุมธานี,345,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสี่,คลองหลวง,บริษัท เอ็มบีพี คอร์ปอเรชั่น จำกัด
ปทุมธานี,346,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,บริษัท ต.ร่วมพัฒนา รีไซเคิล จำกัด
ปทุมธานี,347,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บางกะดี,เมืองปทุมธานี,บริษัท คันไซ เคมิคัล (ประเทศไทย) จำกัด
ปทุมธานี,348,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บึงบอน,หนองเสือ,บริษัท รวยต่อไป เก้า เก้า เก้า จำกัด
ปทุมธานี,349,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,บริษัท มิตรไมตรี รีไซเคิล จำกัด
ปทุมธานี,350,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย อัดเศษโลหะ เศษกระดาษ บดย่อยพลาสติก,คลองสี่,คลองหลวง,บริษัท โอเค 760 จำกัด
ปทุมธานี,351,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองควาย,สามโคก,บริษัท จ.เกียรติเจริญกิจ อุตสาหกรรม จำกัด
ปทุมธานี,352,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,บริษัท ซัฟฟูล โกลบอล จำกัด
ปทุมธานี,353,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองหนึ่ง,คลองหลวง,บริษัท สยามคราฟท์อุตสาหกรรม จำกัด
ปทุมธานี,354,2568,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) ล้างขวดแก้ว บดล้างพลาสติกและอัดเศษโลหะ,คูบางหลวง,ลาดหลุมแก้ว,บริษัท ปทุมรีไซเคิล จำกัด
ปทุมธานี,355,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และบดย่อยเศษพลาสติก,ลำไทร,ลำลูกกา,นางสาวประภาพรรณ กิมยงค์
ปทุมธานี,356,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คูคต,ลำลูกกา,บริษัท บานาน่า ชัวร์ จำกัด
ปทุมธานี,357,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นขยะอันตราย เช่น ทองเหลือง ทองแดง เหล็ก อลูมิเนียม เศษกระดาษ เศษพลาสติก,คลองหนึ่ง,คลองหลวง,บริษัท ดับเบิลยู.เอ็ม.อิคสปอร์ท 2010 (ประเทศไทย) จำกัด
ปทุมธานี,358,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองเจ็ด,คลองหลวง,บริษัท ฟ้าสยาม สตีล รีไซเคิ้ล เซ็นเตอร์ จำกัด
ปทุมธานี,359,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,ห้างหุ้นส่วนจำกัด วงษ์พาณิชย์สาขาคลองสามวา
ปทุมธานี,360,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ลำลูกกา,ลำลูกกา,บริษัท 888 ไลอ้อน จำกัด
ปทุมธานี,361,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ท้ายเกาะ,สามโคก,บริษัท จรรยา ไซเคิล เทรน จำกัด
ปทุมธานี,362,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองเจ็ด,คลองหลวง,ห้างหุ้นส่วนจำกัด ก. ธนาทิพย์
ปทุมธานี,363,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บึงบา,หนองเสือ,นายพิพัฒน์ ธัญนิธิภูรีนนท์
ปทุมธานี,364,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น ทองแดง ทองเหลือง อลูมิเนียม เหล็ก สแตนเลส เป็นต้น,คลองหนึ่ง,คลองหลวง,บริษัท ฟูเกน (ประเทศไทย) จำกัด
ปทุมธานี,365,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บางกะดี,เมืองปทุมธานี,ห้างหุ้นส่วนจำกัด วี แอนด์ เอ เซอร์วิส
ปทุมธานี,366,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,บริษัท ชัยยะ นารา จำกัด
ปทุมธานี,367,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย บดพลาสติกและผลิตอิฐบล็อคปูพื้น โดยใช้ทรายจากแบบหล่อโลหะ,นพรัตน์,หนองเสือ,นางสาวปรารถนา ทุ่งลาด
ปทุมธานี,368,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ลำผักกูด,ธัญบุรี,นางสาววลัชณัฏฐ์ อัคริมาสุปวีณ์
ปทุมธานี,369,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสี่,คลองหลวง,บริษัท สยาม เอ็นไวรอนเม้นท์ สแค็พส์ จำกัด
ปทุมธานี,370,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,หนองสามวัง,หนองเสือ,นายปิยะมิตร ศรีสว่าง
ปทุมธานี,371,2568,"คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย สกัดโลหะมีค่าจากแผงวงจร, ตะกรันโลหะมีค่า, ตะกอนจากระบบบำบัดน้ำเสีย, เศษผ้าปนเปื้อน Silver Epoxy, โลหะที่มีทองคำเคลือบผิวอยู่, Lead Free, ผลิตเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและน้ำมันพืชใช้แล้ว, บดย่อยอุปกรณ์อีเล็คทรอนิคส์ ล้างถังด้วย Sovent",บางกะดี,เมืองปทุมธานี,บริษัท สหการบางกะดี่เซอร์วิส จำกัด
ปทุมธานี,372,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,สวนพริกไทย,เมืองปทุมธานี,บริษัท จ.ชัยเจริญรีไซเคิล จำกัด
ปทุมธานี,373,2568,คัดแยกขนาดหรือคุณภาพของผลิตผลเกษตรกรรม และบรรจุใส่ถาดพลาสติก,คลองสี่,คลองหลวง,บริษัท ศิลามั่นคง 2012 จำกัด
ปทุมธานี,374,2568,คัดแยก บรรจุผักผลไม้,คลองห้า,คลองหลวง,บริษัท โพรเกรส เวิลดิ์ จำกัด
ปทุมธานี,375,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก อลูมิเนียม พลาสติก กระดาษ และอื่นๆ หรือการโม่บดย่อยพลาสติกหรือโฟม การอัดเศษโลหะ อัดเศษกระดาษ เป็นต้น,บ้านปทุม,สามโคก,บริษัท ชนะชัยอิเลคทรอนิค รีไซเคิล จำกัด
ปทุมธานี,376,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตรายจากโรงงานอุตสาหกรรม อัดเศษกระดาษ และเศษโลหะ,ลาดหลุมแก้ว,ลาดหลุมแก้ว,บริษัท อินฟินีตี้เปเปอร์ จำกัด
ปทุมธานี,377,2568,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อุปกรณ์อิเล็คทรอนิกส์ อัดเศษโลหะ เศษกระดาษ และบดย่อยพลาสติก,คลองหก,คลองหลวง,นายชยเดช สัจจพิบูล 
ปทุมธานี,378,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ เศษพลาสติก และบดย่อย,คลองหนึ่ง,คลองหลวง,นางชูเจริญ อิ่มศรี
ปทุมธานี,379,2568,คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นาของเสียอันตราย ทำการบอย่อยพลาสติก บดแก้ว อัดเศษกระดาษ อัดเศษโลหะ,ระแหง,ลาดหลุมแก้ว,บริษัท ปราบขยะ รีไซเคิล จำกัด
ปทุมธานี,380,2568,คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม ที่ไม่เป็นของเสียอันตราย เช่น แผงวงจรอิเลคทรอนิกส์ ชิ้นส่วนอิเลคทรอนิกส์ เศษโลหะ เศษพลาสติก เศษกระดาษ ไม้พาเลท,ท้ายเกาะ,สามโคก,บริษัท นิวไลฟ์ เวิลด์ เมทัล จำกัด
ปทุมธานี,381,2568,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก อลูมิเนียม พลาสติก กระดาษ และอื่นๆ หรือการโม่บดย่อยพลาสติกหรือโฟม การอัดเศษกระดาษ อัดเศษโลหะ เป็นต้น,คูบางหลวง,ลาดหลุมแก้ว,บริษัท กรประวิชษ์ เอ็นเตอร์ไพร์ส จำกัด
ปทุมธานี,382,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก เหล็ก ทองแดง อลูมิเนียม เป็นต้น และอัดเศษกระดาษ บด ย่อย พลาสติก,คลองหนึ่ง,คลองหลวง,ห้างหุ้นส่วนจำกัด วัฒนอนันต์
ปทุมธานี,383,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ เหล็ก พลาสติก ทองแดง เป็นต้น หรืออัดเศษกระดาษ อัดเศษโลหะ,คูขวาง,ลาดหลุมแก้ว,บริษัท ปทุมรีไซเคิล จำกัด
ปทุมธานี,384,2568,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก ทองแดง เหล็ก เป็นต้น หรือการโม่บดย่อยพลาสติก หรืออัดกระดาษ,หน้าไม้,ลาดหลุมแก้ว,ห้างหุ้นส่วนจำกัด ธนวัฒน์กิจเจริญ
ปทุมธานี,385,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น พลาสติก กระดาษ เหล็ก อลูมิเนียม ทองแดง,คลองหนึ่ง,คลองหลวง,ห้างหุ้นส่วนจำกัด เอ เอ็น ซี เซอร์วิส แอนด์ รีไซคลิง
ปทุมธานี,386,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก ทองแดง อลูมิเนียม กระดาษ พลาสติก เป็นต้น หรืออัดเศษกระดาษ โลหะ โม่ บดย่อยพลาสติก,คลองสอง,คลองหลวง,ห้างหุ้นส่วนจำกัดป.ภูมีศรี รีไซเคิล 
ปทุมธานี,387,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย เช่น พลาสติก กระดาษ โลหะ อัดเศษกระดาษ เศษพลาสติก บด ย่อยพลาสติก,บึงคำพร้อย,ลำลูกกา,บริษัท กานต์กมล จำกัด
ปทุมธานี,388,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่นเหล็ก ทองแดง ทองเหลือง พลาสติก กระดาษ สแตนเลส เป็นต้น หรือการโม่ บด ย่อยพลาสติก หรืออัดกระดาษ,บึงทองหลาง,ลำลูกกา,นางเนตรหทัย สุขศึกพ่าย
ปทุมธานี,389,2568,คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม ที่ไม่เป็นอันตราย บดย่อย ทำเม็ดพลาสติกเกรด B อัดเศษโลหะ กระดาษ ซ่อมดัดแปลงเครื่องใช้ไฟฟ้าและอุปกรณ์อิเลคทรอนิกส์,บ้านปทุม,สามโคก,บริษัท สุรีรัตน์ รีไซเคิล จำกัด
ปทุมธานี,390,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก เหล็ก ทองแดง อลูมิเนียม เป็นต้น และบดพลาสติก,สามโคก,สามโคก,บริษัท โชเอะ คันเกียว (ประเทศไทย) จำกัด
ปทุมธานี,391,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตรายและอัดกระดาษ,คลองสอง,คลองหลวง,บริษัท เทค ออล สเต็ป จำกัด
ปทุมธานี,392,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย และบดพลาสติก,คลองหนึ่ง,คลองหลวง,บริษัท สยาม คาวาชิม่า จำกัด
ปทุมธานี,393,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,บางหลวง,เมืองปทุมธานี,บริษัท ชั่งเซ้ง เอ็นเตอร์ไพร์ส จำกัด
ปทุมธานี,394,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยพลาสติก อัดเศษโลหะ ตัด พับ หรือม้วนโลหะ,คลองพระอุดม,ลาดหลุมแก้ว,บริษัท ทีซีเอช รีไซเคิล จำกัด
ปทุมธานี,395,2568,คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ เศษพลาสติก และบดย่อยพลาสติก,คลองสอง,คลองหลวง,เบญจ์ปรียา เชษฐ์ธนาทวี
ปทุมธานี,396,2568,คัดแยกวัสดุที่ไม่ใช้แล้ว ตามหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และนำเศษอลูมิเนียม มาผ่านกรรมวิธีการทางอุตสาหกรรม เพื่อนำกลับไปใช้ประโยชน์ใหม่,คลองหก,คลองหลวง,บริษัท แคป โกลบอล อลูมิเนียม จำกัด
