﻿year,quarter,industry,_id,region,value,unit,source
2567,ไตรมาส 1,08. การขนส่ง และสถานที่เก็บสินค้า,26,2) ภาคกลาง,5.28,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,09. ที่พักแรมและบริการด้านอาหาร,27,2) ภาคกลาง,2.61,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,10.  ข้อมูลข่าวสารและการสื่อสาร,28,2) ภาคกลาง,1.97,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,11.กิจกรรมทางการเงินและการประกันภัย,29,2) ภาคกลาง,1.58,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,12. กิจกรรมอสังหาริมทรัพย์,30,2) ภาคกลาง,0.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,13. กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,31,2) ภาคกลาง,1.57,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,14. กิจกรรมการบริหารและการบริการสนับสนุน,32,2) ภาคกลาง,2.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,15.  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,33,2) ภาคกลาง,3.94,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,16. การศึกษา,34,2) ภาคกลาง,1.02,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,17. กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,35,2) ภาคกลาง,0.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,18. ศิลปะ ความบันเทิง และนันทนาการ,36,2) ภาคกลาง,0.13,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,19. กิจกรรมบริการด้านอื่น ๆ,37,2) ภาคกลาง,0.28,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,20. กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,38,2) ภาคกลาง,0.43,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,21. กิจกรรมขององค์การระหว่างประเทศ,39,2) ภาคกลาง,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,22. ไม่ทราบ,40,2) ภาคกลาง,4.28,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,01.เกษตรกรรม การป่าไม้ และการประมง,41,3) ภาคเหนือ,5.17,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,02.การทำเหมืองแร่ และเหมืองหิน,42,3) ภาคเหนือ,0.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,03. การผลิต,43,3) ภาคเหนือ,6.67,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,04. ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,44,3) ภาคเหนือ,0.05,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,05. การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,45,3) ภาคเหนือ,1.13,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,06. การก่อสร้าง,46,3) ภาคเหนือ,4.42,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,07. การขายส่ง และการขายปลีก การซ่อมยานยนต์,47,3) ภาคเหนือ,7.41,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,08. การขนส่ง และสถานที่เก็บสินค้า,48,3) ภาคเหนือ,0.08,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,09. ที่พักแรมและบริการด้านอาหาร,49,3) ภาคเหนือ,4.93,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,10.  ข้อมูลข่าวสารและการสื่อสาร,50,3) ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,11.กิจกรรมทางการเงินและการประกันภัย,51,3) ภาคเหนือ,1.04,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,12. กิจกรรมอสังหาริมทรัพย์,52,3) ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,13. กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,53,3) ภาคเหนือ,0.13,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,14. กิจกรรมการบริหารและการบริการสนับสนุน,54,3) ภาคเหนือ,0.14,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,15.  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,55,3) ภาคเหนือ,0.94,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,16. การศึกษา,56,3) ภาคเหนือ,0.11,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,17. กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,57,3) ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,18. ศิลปะ ความบันเทิง และนันทนาการ,58,3) ภาคเหนือ,0.14,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,19. กิจกรรมบริการด้านอื่น ๆ,59,3) ภาคเหนือ,1.51,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,20. กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,60,3) ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,21. กิจกรรมขององค์การระหว่างประเทศ,61,3) ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,22. ไม่ทราบ,62,3) ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,01.เกษตรกรรม การป่าไม้ และการประมง,63,4) ภาคตะวันออกเฉียงเหนือ,5.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,02.การทำเหมืองแร่ และเหมืองหิน,64,4) ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,03. การผลิต,65,4) ภาคตะวันออกเฉียงเหนือ,5.35,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,04. ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,66,4) ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,05. การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,67,4) ภาคตะวันออกเฉียงเหนือ,0.05,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,06. การก่อสร้าง,68,4) ภาคตะวันออกเฉียงเหนือ,5.16,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,07. การขายส่ง และการขายปลีก การซ่อมยานยนต์,69,4) ภาคตะวันออกเฉียงเหนือ,14.81,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,08. การขนส่ง และสถานที่เก็บสินค้า,70,4) ภาคตะวันออกเฉียงเหนือ,3.41,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,09. ที่พักแรมและบริการด้านอาหาร,71,4) ภาคตะวันออกเฉียงเหนือ,2.37,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,10.  ข้อมูลข่าวสารและการสื่อสาร,72,4) ภาคตะวันออกเฉียงเหนือ,0.53,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,11.กิจกรรมทางการเงินและการประกันภัย,73,4) ภาคตะวันออกเฉียงเหนือ,0.63,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,12. กิจกรรมอสังหาริมทรัพย์,74,4) ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,13. กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,75,4) ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,14. กิจกรรมการบริหารและการบริการสนับสนุน,76,4) ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,15.  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,77,4) ภาคตะวันออกเฉียงเหนือ,0.05,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,16. การศึกษา,78,4) ภาคตะวันออกเฉียงเหนือ,1.11,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,17. กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,79,4) ภาคตะวันออกเฉียงเหนือ,0.17,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,18. ศิลปะ ความบันเทิง และนันทนาการ,80,4) ภาคตะวันออกเฉียงเหนือ,0.26,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,19. กิจกรรมบริการด้านอื่น ๆ,81,4) ภาคตะวันออกเฉียงเหนือ,0.83,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,20. กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,82,4) ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,21. กิจกรรมขององค์การระหว่างประเทศ,83,4) ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,22. ไม่ทราบ,84,4) ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,01.เกษตรกรรม การป่าไม้ และการประมง,85,5) ภาคใต้,4.35,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,02.การทำเหมืองแร่ และเหมืองหิน,86,5) ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,03. การผลิต,87,5) ภาคใต้,1.25,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,04. ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,88,5) ภาคใต้,0.32,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,05. การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,89,5) ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,06. การก่อสร้าง,90,5) ภาคใต้,4.32,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,07. การขายส่ง และการขายปลีก การซ่อมยานยนต์,91,5) ภาคใต้,9.52,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,08. การขนส่ง และสถานที่เก็บสินค้า,92,5) ภาคใต้,1.71,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,09. ที่พักแรมและบริการด้านอาหาร,93,5) ภาคใต้,5.92,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,10.  ข้อมูลข่าวสารและการสื่อสาร,94,5) ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,11.กิจกรรมทางการเงินและการประกันภัย,95,5) ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,12. กิจกรรมอสังหาริมทรัพย์,96,5) ภาคใต้,0.44,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,13. กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,97,5) ภาคใต้,0.36,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,14. กิจกรรมการบริหารและการบริการสนับสนุน,98,5) ภาคใต้,0.67,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,15.  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,99,5) ภาคใต้,2.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,16. การศึกษา,100,5) ภาคใต้,0.17,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,17. กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,101,5) ภาคใต้,0.63,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,18. ศิลปะ ความบันเทิง และนันทนาการ,102,5) ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,19. กิจกรรมบริการด้านอื่น ๆ,103,5) ภาคใต้,0.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,20. กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,104,5) ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,21. กิจกรรมขององค์การระหว่างประเทศ,105,5) ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,22. ไม่ทราบ,106,5) ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,01.เกษตรกรรม การป่าไม้ และการประมง,107,1) กรุงเทพมหานคร,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,02.การทำเหมืองแร่ และเหมืองหิน,108,1) กรุงเทพมหานคร,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,03. การผลิต,109,1) กรุงเทพมหานคร,2.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,04. ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,110,1) กรุงเทพมหานคร,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,05. การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,111,1) กรุงเทพมหานคร,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,06. การก่อสร้าง,112,1) กรุงเทพมหานคร,1.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,07. การขายส่ง และการขายปลีก การซ่อมยานยนต์,113,1) กรุงเทพมหานคร,11.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,08. การขนส่ง และสถานที่เก็บสินค้า,114,1) กรุงเทพมหานคร,3.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,09. ที่พักแรมและบริการด้านอาหาร,115,1) กรุงเทพมหานคร,4.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,10.  ข้อมูลข่าวสารและการสื่อสาร,116,1) กรุงเทพมหานคร,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,11.กิจกรรมทางการเงินและการประกันภัย,117,1) กรุงเทพมหานคร,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,12. กิจกรรมอสังหาริมทรัพย์,118,1) กรุงเทพมหานคร,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,13. กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,119,1) กรุงเทพมหานคร,1.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,14. กิจกรรมการบริหารและการบริการสนับสนุน,120,1) กรุงเทพมหานคร,1.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,15.  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,121,1) กรุงเทพมหานคร,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,16. การศึกษา,122,1) กรุงเทพมหานคร,1.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,17. กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,123,1) กรุงเทพมหานคร,0.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,18. ศิลปะ ความบันเทิง และนันทนาการ,124,1) กรุงเทพมหานคร,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,19. กิจกรรมบริการด้านอื่น ๆ,125,1) กรุงเทพมหานคร,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,20. กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,126,1) กรุงเทพมหานคร,1.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,21. กิจกรรมขององค์การระหว่างประเทศ,127,1) กรุงเทพมหานคร,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,22. ไม่ทราบ,128,1) กรุงเทพมหานคร,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,01.เกษตรกรรม การป่าไม้ และการประมง,129,2) ภาคกลาง,2.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,02.การทำเหมืองแร่ และเหมืองหิน,130,2) ภาคกลาง,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,03. การผลิต,131,2) ภาคกลาง,28.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,04. ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,132,2) ภาคกลาง,0.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,05. การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,133,2) ภาคกลาง,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,06. การก่อสร้าง,134,2) ภาคกลาง,3.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,07. การขายส่ง และการขายปลีก การซ่อมยานยนต์,135,2) ภาคกลาง,11.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,08. การขนส่ง และสถานที่เก็บสินค้า,136,2) ภาคกลาง,5.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,09. ที่พักแรมและบริการด้านอาหาร,137,2) ภาคกลาง,5.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,10.  ข้อมูลข่าวสารและการสื่อสาร,138,2) ภาคกลาง,0.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,11.กิจกรรมทางการเงินและการประกันภัย,139,2) ภาคกลาง,1.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,12. กิจกรรมอสังหาริมทรัพย์,140,2) ภาคกลาง,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,13. กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,141,2) ภาคกลาง,0.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,14. กิจกรรมการบริหารและการบริการสนับสนุน,142,2) ภาคกลาง,1.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,15.  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,143,2) ภาคกลาง,2.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,16. การศึกษา,144,2) ภาคกลาง,1.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,17. กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,145,2) ภาคกลาง,1.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,18. ศิลปะ ความบันเทิง และนันทนาการ,146,2) ภาคกลาง,1.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,19. กิจกรรมบริการด้านอื่น ๆ,147,2) ภาคกลาง,1.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,20. กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,148,2) ภาคกลาง,2.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,22. ไม่ทราบ,149,2) ภาคกลาง,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,01.เกษตรกรรม การป่าไม้ และการประมง,150,3) ภาคเหนือ,4.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,02.การทำเหมืองแร่ และเหมืองหิน,151,3) ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,03. การผลิต,152,3) ภาคเหนือ,1.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,04. ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,153,3) ภาคเหนือ,0.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,05. การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,154,3) ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,06. การก่อสร้าง,155,3) ภาคเหนือ,1.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,07. การขายส่ง และการขายปลีก การซ่อมยานยนต์,156,3) ภาคเหนือ,9.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,08. การขนส่ง และสถานที่เก็บสินค้า,157,3) ภาคเหนือ,2.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,09. ที่พักแรมและบริการด้านอาหาร,158,3) ภาคเหนือ,7.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,10.  ข้อมูลข่าวสารและการสื่อสาร,159,3) ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,11.กิจกรรมทางการเงินและการประกันภัย,160,3) ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,12. กิจกรรมอสังหาริมทรัพย์,161,3) ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,13. กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,162,3) ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,14. กิจกรรมการบริหารและการบริการสนับสนุน,163,3) ภาคเหนือ,1.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,15.  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,164,3) ภาคเหนือ,2.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,16. การศึกษา,165,3) ภาคเหนือ,0.4,พันคน,สำนักงานสถิติแห่งชาติ
