จำนวน,_id,ปี,หัวข้อ,เพศ,ไตรมาส,จังหวัด
0,1,2559,0 ชั่วโมง (ไม่ได้ทำงาน),ชาย,1,ชลบุรี
17822,2,2559,1-9 ชั่วโมง,ชาย,1,ชลบุรี
22776,3,2559,10-19 ชั่วโมง,ชาย,1,ชลบุรี
44654,4,2559,20-29 ชั่วโมง,ชาย,1,ชลบุรี
29732,5,2559,30-34 ชั่วโมง,ชาย,1,ชลบุรี
21740,6,2559,35-39 ชั่วโมง,ชาย,1,ชลบุรี
307634,7,2559,40-49 ชั่วโมง,ชาย,1,ชลบุรี
129759,8,2559,50 ชั่วโมงขึ้นไป,ชาย,1,ชลบุรี
227,9,2559,0 ชั่วโมง (ไม่ได้ทำงาน),หญิง,1,ชลบุรี
14904,10,2559,1-9 ชั่วโมง,หญิง,1,ชลบุรี
15465,11,2559,10-19 ชั่วโมง,หญิง,1,ชลบุรี
31598,12,2559,20-29 ชั่วโมง,หญิง,1,ชลบุรี
33370,13,2559,30-34 ชั่วโมง,หญิง,1,ชลบุรี
15300,14,2559,35-39 ชั่วโมง,หญิง,1,ชลบุรี
266002,15,2559,40-49 ชั่วโมง,หญิง,1,ชลบุรี
96224,16,2559,50 ชั่วโมงขึ้นไป,หญิง,1,ชลบุรี
0,17,2559,0 ชั่วโมง (ไม่ได้ทำงาน),ชาย,2,ชลบุรี
0,18,2559,1-9 ชั่วโมง,ชาย,2,ชลบุรี
810,19,2559,10-19 ชั่วโมง,ชาย,2,ชลบุรี
3504,20,2559,20-29 ชั่วโมง,ชาย,2,ชลบุรี
6283,21,2559,30-34 ชั่วโมง,ชาย,2,ชลบุรี
12794,22,2559,35-39 ชั่วโมง,ชาย,2,ชลบุรี
365927,23,2559,40-49 ชั่วโมง,ชาย,2,ชลบุรี
176621,24,2559,50 ชั่วโมงขึ้นไป,ชาย,2,ชลบุรี
0,25,2559,0 ชั่วโมง (ไม่ได้ทำงาน),หญิง,2,ชลบุรี
0,26,2559,1-9 ชั่วโมง,หญิง,2,ชลบุรี
1453,27,2559,10-19 ชั่วโมง,หญิง,2,ชลบุรี
1948,28,2559,20-29 ชั่วโมง,หญิง,2,ชลบุรี
5009,29,2559,30-34 ชั่วโมง,หญิง,2,ชลบุรี
13895,30,2559,35-39 ชั่วโมง,หญิง,2,ชลบุรี
307248,31,2559,40-49 ชั่วโมง,หญิง,2,ชลบุรี
134444,32,2559,50 ชั่วโมงขึ้นไป,หญิง,2,ชลบุรี
0,33,2559,0 ชั่วโมง (ไม่ได้ทำงาน),ชาย,3,ชลบุรี
0,34,2559,1-9 ชั่วโมง,ชาย,3,ชลบุรี
1679,35,2559,10-19 ชั่วโมง,ชาย,3,ชลบุรี
1634,36,2559,20-29 ชั่วโมง,ชาย,3,ชลบุรี
1931,37,2559,30-34 ชั่วโมง,ชาย,3,ชลบุรี
15876,38,2559,35-39 ชั่วโมง,ชาย,3,ชลบุรี
361515,39,2559,40-49 ชั่วโมง,ชาย,3,ชลบุรี
179965,40,2559,50 ชั่วโมงขึ้นไป,ชาย,3,ชลบุรี
0,41,2559,0 ชั่วโมง (ไม่ได้ทำงาน),หญิง,3,ชลบุรี
0,42,2559,1-9 ชั่วโมง,หญิง,3,ชลบุรี
2644,43,2559,10-19 ชั่วโมง,หญิง,3,ชลบุรี
1854,44,2559,20-29 ชั่วโมง,หญิง,3,ชลบุรี
3050,45,2559,30-34 ชั่วโมง,หญิง,3,ชลบุรี
9414,46,2559,35-39 ชั่วโมง,หญิง,3,ชลบุรี
316959,47,2559,40-49 ชั่วโมง,หญิง,3,ชลบุรี
121175,48,2559,50 ชั่วโมงขึ้นไป,หญิง,3,ชลบุรี
0,49,2559,0 ชั่วโมง (ไม่ได้ทำงาน),ชาย,4,ชลบุรี
0,50,2559,1-9 ชั่วโมง,ชาย,4,ชลบุรี
392,51,2559,10-19 ชั่วโมง,ชาย,4,ชลบุรี
4932,52,2559,20-29 ชั่วโมง,ชาย,4,ชลบุรี
1608,53,2559,30-34 ชั่วโมง,ชาย,4,ชลบุรี
16791,54,2559,35-39 ชั่วโมง,ชาย,4,ชลบุรี
