PROVINCE,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR
ยโสธร,137.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,686,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ร้อยเอ็ด,311.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,687,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ร้อยเอ็ด,272.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,688,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ศรีสะเกษ,297.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,689,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ศรีสะเกษ,254.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,690,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
สกลนคร,253.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,691,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
สกลนคร,182.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,692,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
สุรินทร์,266.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,693,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
สุรินทร์,238.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,694,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
หนองคาย,120.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,695,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
หนองคาย,104.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,696,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
หนองบัวลำภู,132.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,697,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
หนองบัวลำภู,109.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,698,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
อำนาจเจริญ,82.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,699,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
อำนาจเจริญ,71.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,700,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
อุดรธานี,353.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,701,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
อุดรธานี,288.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,702,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
อุบลราชธานี,494.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,703,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
อุบลราชธานี,364.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,704,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
เลย,154.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,705,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
เลย,142.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,706,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
กระบี่,137.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,707,ชาย,พันคน,ภาคใต้,2565
กระบี่,107.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,708,หญิง,พันคน,ภาคใต้,2565
ชุมพร,160.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,709,ชาย,พันคน,ภาคใต้,2565
ชุมพร,123.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,710,หญิง,พันคน,ภาคใต้,2565
ตรัง,198.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,711,ชาย,พันคน,ภาคใต้,2565
ตรัง,171.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,712,หญิง,พันคน,ภาคใต้,2565
นครศรีธรรมราช,456.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,713,ชาย,พันคน,ภาคใต้,2565
นครศรีธรรมราช,369.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,714,หญิง,พันคน,ภาคใต้,2565
นราธิวาส,205.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,715,ชาย,พันคน,ภาคใต้,2565
นราธิวาส,150.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,716,หญิง,พันคน,ภาคใต้,2565
ปัตตานี,194.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,717,ชาย,พันคน,ภาคใต้,2565
ปัตตานี,148.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,718,หญิง,พันคน,ภาคใต้,2565
พังงา,75.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,719,ชาย,พันคน,ภาคใต้,2565
พังงา,50.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,720,หญิง,พันคน,ภาคใต้,2565
พัทลุง,147.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,721,ชาย,พันคน,ภาคใต้,2565
พัทลุง,121.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,722,หญิง,พันคน,ภาคใต้,2565
ฉะเชิงเทรา,192.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,723,หญิง,พันคน,ภาคกลาง,2563
ชลบุรี,550.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,724,ชาย,พันคน,ภาคกลาง,2563
ชลบุรี,445.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,725,หญิง,พันคน,ภาคกลาง,2563
ชัยนาท,91.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,726,ชาย,พันคน,ภาคกลาง,2563
ชัยนาท,75.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,727,หญิง,พันคน,ภาคกลาง,2563
ตราด,100.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,728,ชาย,พันคน,ภาคกลาง,2563
ตราด,71.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,729,หญิง,พันคน,ภาคกลาง,2563
นครนายก,82.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,730,ชาย,พันคน,ภาคกลาง,2563
นครนายก,68.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,731,หญิง,พันคน,ภาคกลาง,2563
นครปฐม,352.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,732,ชาย,พันคน,ภาคกลาง,2563
นครปฐม,325.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,733,หญิง,พันคน,ภาคกลาง,2563
นนทบุรี,515.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,734,ชาย,พันคน,ภาคกลาง,2563
นนทบุรี,427.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,735,หญิง,พันคน,ภาคกลาง,2563
ปทุมธานี,510.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,736,ชาย,พันคน,ภาคกลาง,2563
ปทุมธานี,457.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,737,หญิง,พันคน,ภาคกลาง,2563
ประจวบคีรีขันธ์,145.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,738,ชาย,พันคน,ภาคกลาง,2563
ประจวบคีรีขันธ์,108.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,739,หญิง,พันคน,ภาคกลาง,2563
ปราจีนบุรี,193.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,740,ชาย,พันคน,ภาคกลาง,2563
ปราจีนบุรี,159.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,741,หญิง,พันคน,ภาคกลาง,2563
พระนครศรีอยุธยา,271.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,742,ชาย,พันคน,ภาคกลาง,2563
พระนครศรีอยุธยา,231.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,743,หญิง,พันคน,ภาคกลาง,2563
ระยอง,318.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,744,ชาย,พันคน,ภาคกลาง,2563
ระยอง,256.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,745,หญิง,พันคน,ภาคกลาง,2563
ราชบุรี,242.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,746,ชาย,พันคน,ภาคกลาง,2563
ราชบุรี,209.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,747,หญิง,พันคน,ภาคกลาง,2563
ลพบุรี,226.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,748,ชาย,พันคน,ภาคกลาง,2563
ลพบุรี,186.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,749,หญิง,พันคน,ภาคกลาง,2563
สมุทรปราการ,720.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,750,ชาย,พันคน,ภาคกลาง,2563
สมุทรปราการ,638.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,751,หญิง,พันคน,ภาคกลาง,2563
สมุทรสงคราม,60.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,752,ชาย,พันคน,ภาคกลาง,2563
สมุทรสงคราม,50.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,753,หญิง,พันคน,ภาคกลาง,2563
สมุทรสาคร,377.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,754,ชาย,พันคน,ภาคกลาง,2563
สมุทรสาคร,329.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,755,หญิง,พันคน,ภาคกลาง,2563
สระบุรี,213.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,756,ชาย,พันคน,ภาคกลาง,2563
สระบุรี,166.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,757,หญิง,พันคน,ภาคกลาง,2563
สระแก้ว,178.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,758,ชาย,พันคน,ภาคกลาง,2563
สระแก้ว,136.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,759,หญิง,พันคน,ภาคกลาง,2563
สิงห์บุรี,56.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,760,ชาย,พันคน,ภาคกลาง,2563
สิงห์บุรี,47.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,761,หญิง,พันคน,ภาคกลาง,2563
สุพรรณบุรี,241.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,762,ชาย,พันคน,ภาคกลาง,2563
สุพรรณบุรี,193.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,763,หญิง,พันคน,ภาคกลาง,2563
อ่างทอง,68.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,764,ชาย,พันคน,ภาคกลาง,2563
อ่างทอง,63.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,765,หญิง,พันคน,ภาคกลาง,2563
เพชรบุรี,147.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,766,ชาย,พันคน,ภาคกลาง,2563
เพชรบุรี,128.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,767,หญิง,พันคน,ภาคกลาง,2563
กำแพงเพชร,216.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,768,ชาย,พันคน,ภาคเหนือ,2563
กำแพงเพชร,173.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,769,หญิง,พันคน,ภาคเหนือ,2563
ตาก,133.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,770,ชาย,พันคน,ภาคเหนือ,2563
ตาก,105.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,771,หญิง,พันคน,ภาคเหนือ,2563
นครสวรรค์,280.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,772,ชาย,พันคน,ภาคเหนือ,2563
นครสวรรค์,234.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,773,หญิง,พันคน,ภาคเหนือ,2563
น่าน,132.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,774,ชาย,พันคน,ภาคเหนือ,2563
น่าน,100.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,775,หญิง,พันคน,ภาคเหนือ,2563
พะเยา,116.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,776,ชาย,พันคน,ภาคเหนือ,2563
พะเยา,84.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,777,หญิง,พันคน,ภาคเหนือ,2563
พิจิตร,147.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,778,ชาย,พันคน,ภาคเหนือ,2563
พิจิตร,121.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,779,หญิง,พันคน,ภาคเหนือ,2563
พิษณุโลก,248.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,780,ชาย,พันคน,ภาคเหนือ,2563
พิษณุโลก,220.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,781,หญิง,พันคน,ภาคเหนือ,2563
ลำปาง,203.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,782,ชาย,พันคน,ภาคเหนือ,2563
ลำปาง,161.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,783,หญิง,พันคน,ภาคเหนือ,2563
ลำพูน,131.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,784,ชาย,พันคน,ภาคเหนือ,2563
ลำพูน,117.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,785,หญิง,พันคน,ภาคเหนือ,2563
สุโขทัย,164.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,786,ชาย,พันคน,ภาคเหนือ,2563
สุโขทัย,147.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,787,หญิง,พันคน,ภาคเหนือ,2563
อุตรดิตถ์,108.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,788,ชาย,พันคน,ภาคเหนือ,2563
อุตรดิตถ์,83.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,789,หญิง,พันคน,ภาคเหนือ,2563
อุทัยธานี,78.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,790,ชาย,พันคน,ภาคเหนือ,2563
อุทัยธานี,64.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,791,หญิง,พันคน,ภาคเหนือ,2563
เชียงราย,331.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,792,ชาย,พันคน,ภาคเหนือ,2563
เชียงราย,247.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,793,หญิง,พันคน,ภาคเหนือ,2563
เชียงใหม่,499.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,794,ชาย,พันคน,ภาคเหนือ,2563
เชียงใหม่,428.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,795,หญิง,พันคน,ภาคเหนือ,2563
เพชรบูรณ์,239.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,796,ชาย,พันคน,ภาคเหนือ,2563
เพชรบูรณ์,201.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,797,หญิง,พันคน,ภาคเหนือ,2563
แพร่,116.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,798,ชาย,พันคน,ภาคเหนือ,2563
แพร่,103.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,799,หญิง,พันคน,ภาคเหนือ,2563
แม่ฮ่องสอน,55.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,800,ชาย,พันคน,ภาคเหนือ,2563
แม่ฮ่องสอน,42.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,801,หญิง,พันคน,ภาคเหนือ,2563
กาฬสินธุ์,220.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,802,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
กาฬสินธุ์,162.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,803,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ขอนแก่น,456.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,804,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ชัยภูมิ,253.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,805,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ชัยภูมิ,205.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,806,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
นครพนม,159.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,807,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
นครพนม,136.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,808,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
นครราชสีมา,689.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,809,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
นครราชสีมา,545.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,810,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
บึงกาฬ,88.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,811,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
บึงกาฬ,70.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,812,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
บุรีรัมย์,358.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,813,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
บุรีรัมย์,293.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,814,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
มหาสารคาม,224.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,815,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
มหาสารคาม,147.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,816,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
มุกดาหาร,105.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,817,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
มุกดาหาร,83.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,818,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ยโสธร,143.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,819,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ยโสธร,127.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,820,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ร้อยเอ็ด,299.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,821,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ร้อยเอ็ด,253.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,822,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ศรีสะเกษ,300.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,823,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ศรีสะเกษ,246.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,824,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
สกลนคร,227.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,825,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
สกลนคร,166.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,826,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
สุรินทร์,279.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,827,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
สุรินทร์,224.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,828,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
หนองคาย,114.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,829,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
หนองคาย,90.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,830,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
หนองบัวลำภู,120.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,831,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
หนองบัวลำภู,92.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,832,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
อำนาจเจริญ,78.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,833,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
อำนาจเจริญ,64.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,834,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
อุดรธานี,332.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,835,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
อุดรธานี,228.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,836,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
อุบลราชธานี,501.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,837,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
อุบลราชธานี,388.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,838,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
เลย,165.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,839,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
เลย,140.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,840,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
กระบี่,118.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,841,ชาย,พันคน,ภาคใต้,2563
กระบี่,95.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,842,หญิง,พันคน,ภาคใต้,2563
ชุมพร,172.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,843,ชาย,พันคน,ภาคใต้,2563
ชุมพร,118.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,844,หญิง,พันคน,ภาคใต้,2563
ตรัง,198.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,845,ชาย,พันคน,ภาคใต้,2563
ตรัง,174.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,846,หญิง,พันคน,ภาคใต้,2563
นครศรีธรรมราช,493.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,847,ชาย,พันคน,ภาคใต้,2563
นครศรีธรรมราช,383.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,848,หญิง,พันคน,ภาคใต้,2563
นราธิวาส,188.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,849,ชาย,พันคน,ภาคใต้,2563
นราธิวาส,131.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,850,หญิง,พันคน,ภาคใต้,2563
ปัตตานี,158.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,851,ชาย,พันคน,ภาคใต้,2563
ปัตตานี,135.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,852,หญิง,พันคน,ภาคใต้,2563
พังงา,88.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,853,ชาย,พันคน,ภาคใต้,2563
พังงา,59.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,854,หญิง,พันคน,ภาคใต้,2563
พัทลุง,162.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,855,ชาย,พันคน,ภาคใต้,2563
พัทลุง,146.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,856,หญิง,พันคน,ภาคใต้,2563
ภูเก็ต,172.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,857,ชาย,พันคน,ภาคใต้,2563
ภูเก็ต,136.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,858,หญิง,พันคน,ภาคใต้,2563
ยะลา,120.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,859,ชาย,พันคน,ภาคใต้,2563
ยะลา,100.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,860,หญิง,พันคน,ภาคใต้,2563
ระนอง,81.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,861,ชาย,พันคน,ภาคใต้,2563
ระนอง,51.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,862,หญิง,พันคน,ภาคใต้,2563
สงขลา,456.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,863,ชาย,พันคน,ภาคใต้,2563
สงขลา,414.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,864,หญิง,พันคน,ภาคใต้,2563
สตูล,85.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,865,ชาย,พันคน,ภาคใต้,2563
สตูล,59.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,866,หญิง,พันคน,ภาคใต้,2563
สุราษฎร์ธานี,345.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,867,ชาย,พันคน,ภาคใต้,2563
สุราษฎร์ธานี,281.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,868,หญิง,พันคน,ภาคใต้,2563
กรุงเทพมหานคร,2775.2,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,869,ชาย,พันคน,กรุงเทพมหานคร,2563
กรุงเทพมหานคร,2512.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,870,หญิง,พันคน,กรุงเทพมหานคร,2563
กาญจนบุรี,251.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,871,ชาย,พันคน,ภาคกลาง,2563
กาญจนบุรี,197.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,872,หญิง,พันคน,ภาคกลาง,2563
จันทบุรี,191.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,873,ชาย,พันคน,ภาคกลาง,2563
จันทบุรี,172.2,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,874,หญิง,พันคน,ภาคกลาง,2563
ฉะเชิงเทรา,248.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,875,ชาย,พันคน,ภาคกลาง,2563
ฉะเชิงเทรา,193.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,876,หญิง,พันคน,ภาคกลาง,2563
ชลบุรี,580.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,877,ชาย,พันคน,ภาคกลาง,2563
ชลบุรี,439.1,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,878,หญิง,พันคน,ภาคกลาง,2563
